classificacao,sentimento_manual,comentario,justificativa
Positive,Positive,All fans of tyla please read that my favourite singer Alexandra stan who had a Hit (Mr.Saxobeat) gave a shoutout to Tyla in her new song (Ya Halmi) music video is about to come soon on her you tube channel ..Audio is already out ❤❤😍😍,"Expresses enthusiasm and support for Tyla, referencing a positive connection with another artist."
Positive,Positive,Love the vibe. I feel like I’m on vacation,Expresses enjoyment and a feeling of relaxation.
Negative,Neutral,"Lyrics ain't Godly, not of God. If it glorifies God, good. This music doesn't sadly",Expresses disappointment and disapproval of the lyrics' religious themes.
Positive,Positive,"Again, those Afrobeatz are dominating US airways.. Water is the perfect blend of;  R&B, Afrobeats, and amapiano aka a blend of everything along the diaspora. This song gives me that nostalgic experience that 'Essence"" did... Congratulation Tyla...",Expresses admiration for Tyla's song and acknowledges its influence and quality.
Negative,Neutral,Listen to the lyrics 😂,Expresses sarcastic disdain for the song's lyrical content.
Positive,Positive,Incredible vibe ❤️‍🔥❤️‍🔥❤️‍🔥,Expresses strong enthusiasm and positive emotion through emojis.
Positive,Positive,The chorus is the best part of this song,Expresses strong positive sentiment towards the chorus.
Negative,Neutral,A maior dobradora de água de todos os tempos. Irmã da Kattara,The comment expresses disparaging remarks about the artist.
Positive,Positive,Used this to test my new headphones 10/10 vibes,Expresses strong positive feelings and satisfaction.
Positive,Neutral,Eu me sinto numa vibe quem ler e sentir também curti aqui por favor 😢🎉❤,Expresses a positive feeling and requests others to share the sentiment.
Positive,Positive,girl u have the vibe❤,Expresses admiration and affection.
Positive,Positive,Your voice is so powerful,Expresses admiration for the singer's vocal ability.
Positive,Positive,VOCALS😍😍😍,Expresses strong enthusiasm for the vocals.
Positive,Positive,"I ❤ this  song, the lyrics have a vibe",Expresses strong positive feelings and appreciation for the song's vibe.
Neutral,Neutral,"Terrible lyrics, but I love the music!",Expresses a love for the music despite criticizing the lyrics.
Positive,Positive,African vibes black power,Expresses support for African culture and empowerment.
Positive,Positive,How can i forget this beat?,Expresses fondness and recall of the song's beat.
Neutral,Neutral,"Bby come i give it to you😢❤😊 1:21 Of course i will make you sweat, hard, lose your breath😋 🤤🤤🤤am looking for the person who organized these lyrics 💦 #Water",Expresses affection and lustful imagery alongside criticism of the lyrics.
Positive,Positive,"I tried...but I can no longer resist that beautiful and haunting melody. Sing to me pretty baby mermaid! Make me swear, make me holla. Make me lose my breath, make me water! 🧜‍♂🧜‍♀🧜‍♂",Expresses intense attraction and desire fueled by the song's melody.
Positive,Positive,Sammy Soso knocked this beat out the stadium 🥵,Expresses enthusiastic praise for the song's quality.
Positive,Positive,I love this songs vibe!!❤️‍🔥❤️‍🔥🔥🔥,Expresses strong enthusiasm and enjoyment using emojis.
Positive,Neutral,Not me already feeling nostalgic for this song.,Expresses a strong feeling of nostalgia and fondness.
Neutral,Positive,You are lovely and stone georgues girl I wish you all the best and  wat you wish I criyayate !.!.!.!.<3,"Contains both positive affection and nonsensical, overly emphatic expressions."
Neutral,Neutral,I wouldn’t mind hearing a Drake verse on this NGL,Expresses a desire for a specific feature while acknowledging the song’s existing quality.
Positive,Positive,I love this song its just that the lyrics,Expresses strong positive feelings towards the song.
Positive,Positive,She sounds a Lil like rihanna when she sings the chorus❤🔥🔥🔥😍💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿😊,Expresses fondness for the artist's vocal style resembling Rihanna.
Positive,Positive,IM SOOOOO GLAD SHES NOT LIKE SEXY RED OR GLORILLA OR LATTO OR NONE OF THEM I ABSOLUTELY LOVE THIS GIRL VIBE TECHNIQUE HER BEAUTY DANCE MOVES VOICE ALL THAT REPRESENTING SOUTH AFRICA ❤🎉,Expresses strong positive feelings and admiration for the artist.
Positive,Positive,Afrobeat to the World ❤️🙌,Expresses enthusiastic support for Afrobeat music.
Positive,Positive,"Afinação maravilhosa, timbre sexy",Expresses admiration for the tuning and timbre.
Positive,Positive,addicted to the chorus 😂🔥,Expresses enthusiastic enjoyment of the chorus.
Neutral,Positive,I love it I just can't vibe to this in traffic they'll think I'm gay,Expresses enjoyment while also implying a dislike based on the context of listening in traffic.
Neutral,Neutral,"I remixed the song with Trevor Jackson's vocals from the cover, if you wanna hear it here's the link https://youtu.be/1FtFEgUAgOQ?si=xhPCifRfGpsYOR4o",Simple statement of a modification and a link to hear it.
Neutral,Positive,YOOO THIS SHIT IS A FUCKING VIBE NIGGA ✊🏿✊🏿✊🏿✊🏿🥵🥵🥵🥵🥵🥵 btw I’m black so leave me alone have an amazing day y’all stay safe out there,Contains both enthusiastic praise and a potentially offensive phrase.
Positive,Positive,"I like the you music , you is a beatiful and perfect 💟💟💟",Expresses simple positive sentiment about the music and artist.
Positive,Positive,Man I can’t believe I fell in love with this beat 2 years ago 😭😭 it’s so gewddd,Expresses strong fondness and nostalgia for the song.
Negative,Negative,Modern day lyrics is so immoral and no class. Make the genitalia water? Really?,Condemns lyrics as immoral and classless.
Positive,Positive,Afro beat reggae and Caribbean I love it,Expresses enthusiasm for the musical genres.
Positive,Positive,Wow! Wow! OMG!!! 😍 … Tyla Is Beatiful ❤️ ILY,Expresses intense excitement and affection for the artist.
Negative,Positive,God Almighty God The Holy Spirit The God Jesus Christ and The Goddess The Lord Mimi Christ The Almighty mother successfully said from the past and from the future it is written when god Almighty first opened his eyes for the first time it is written before God Almighty created earth it is written before God Almighty created everything in the universe it is written before the creation of every Satan it is written before the war started it is written at every war from the past and from the future  I am keeping this war scripture Every Satan said The holy Bible The goddess book only keeps the heavens favorite war information all information successfully forever permanent,Overly religious and repetitive claims expressing disbelief and hostility.
Positive,Positive,Gooood vibeee❤,Expresses enthusiastic enjoyment with a heart emoji.
Neutral,Positive,Sounds like Rihanna on the chorus. I love how Tyla sings!!! ❤❤❤,Acknowledges a similarity to Rihanna while expressing positive feelings.
Positive,Positive,Beautiful and beautiful talented afro beat!!!!!!!!!!,Expresses strong positive feelings and admiration for the music genre.
Positive,Positive,The melody is out of this world,Expresses overwhelming praise for the song's melody.
Negative,Negative,"I wanted so much to enjoy this entire song beyond short chorus clips I see on Tik Tok, but I still cannot stand Auto-Tune! The high-pitched tinny, whiny, backing overtone, and gargle sound at certain points just grates on my spine! I'll try pop music again when people are singing with human voices again.",Strongly dislikes the use of Auto-Tune and its unpleasant sound.
Positive,Positive,"This is a Hot song, she did really good here🎉such A vibe. Makes you just want to sway your hips  🍾 🥂",Expresses enthusiastic enjoyment and describes a desirable effect.
Positive,Positive,This give me standing on the sun vibes,Evokes a positive association with a well-regarded song.
Negative,Negative,So much autotune its unreal,Expresses strong disapproval of excessive autotune.
Positive,Positive,"Omg tyla you’re so beautiful and gorgeous and the voice is amazing and ur personality is giving Moana vibes omgggg ,big love from Algeria",Expresses strong admiration and positive comparisons.
Neutral,Neutral,30 BIBLE VERSES on WATER Amos 5:24 Ephesians 5:26 Exodus 17 : 6 Ezekiel 36:25 Ezekiel 47 : 9 Genesis 1 : 2 Isaiah 12 : 3 Isaiah 43 : 2 Isaiah 44 : 3 Isaiah 49:10 Isaiah 55 : 1 Isaiah 58:11 Jeremiah 2:13 Joel 3:18 John 15 : 3 W John 3 : 5 John 4:10 John 4:14 John 7:38 Matthew 10:42 Matthew 3:11 Matthew 3:16 Proverbs 18 : 4 Proverbs 5:15 Psalm 23 : 2 Psalm 63 : 1 Revelation 21 : 6 Revelation 22 : 1 Revelation 22:17 Zechariah 14 : 8 Connect Us,Contains religious references without expressing a clear sentiment.
Neutral,Neutral,First verse sounds so much like Rihanna,"Compares the song to Rihanna, acknowledging a similarity but not necessarily a positive or negative judgement."
Negative,Negative,"The lyrics ""Can you snatch my soul from me"" doesn't sit well for me. I'm all for supporting south African artists growing but we must not be blinded by the hidden msgs in songs, that's why these songs go viral. There's always a meaning behind everything. Jesus is Lord, let's not be brain washed by things of the world.",Expresses discomfort with the song's lyrics and warns against potential hidden messages.
Positive,Positive,My friend thinks this song is awful but tbh he thinks that bout most songs. But I love this song,Expresses personal enjoyment despite a contrasting opinion.
Positive,Positive,😢😢😢 the vibes sooo wavy 😢thank GOD FOR REAL MUSIC 🎶 keep vibrating high family. PEACE AND LOVE FAMILY !!! Tyla YOU HAVE A BEAUTIFUL SOUL . I love you unconditionally 🙏🏼☯️♋️🕉️🌙🎶🎶🎶🎶🎶,Expresses strong positive feelings and admiration for the artist.
Positive,Positive,AmaPiano meets Deep house  and the vocalist is present and sexy AF 🔥🔥🔥🔥🔥,Expresses strong enthusiasm and attraction.
Neutral,Neutral,Getting old Rihanna vibes,Acknowledges a positive association (Rihanna) but with a negative connotation (getting old).
Positive,Positive,this song is so catchy,Expresses enthusiasm and enjoyment of the song's catchiness.
Neutral,Neutral,I learned the first half of the lyrics already,Expresses a simple observation about learning the song.
Neutral,Neutral,Am I crazy or the chorus is quite similar to Team by Iggy Azalea?,"Compares the song's chorus to another song, indicating a similarity but not necessarily a negative opinion."
Positive,Positive,This song is a whole vibe 😌😌,Expresses enjoyment and a positive feeling about the song.
Positive,Positive,All fire this my type of vibe,Expresses strong positive feelings and identifies with the music's style.
Positive,Positive,"Wow alot is going on in this beat, Rnb, amapiano,afrobeats  all fused in one great Song.",Expresses excitement and appreciation for the diverse musical elements combined.
Positive,Neutral,Want to be deep in her 😊,Expresses a desire for a positive and immersive experience with the music.
Negative,Negative,"This is awful, absolutely no skill no bars nothing how do you get a song with Skillibeng if you can’t write bars? Eek",Strongly criticizes the song's lack of lyrical skill and quality.
Negative,Neutral,Sound like Rihanna singing the backing vocals,Compares the song unfavorably to Rihanna.
Negative,Negative,I’m here after the BET Awards named her best new artists smh She is ok at bet should’ve went to sexy redd annoying ass tbh,Expresses strong disapproval and insults the artist's performance.
Positive,Positive,that reggae beat never fails,Expresses enjoyment and appreciation for the song's rhythm.
Neutral,Positive,Deep House...been around for over  30 years.  You're welcome.,Offers a factual observation without expressing a positive or negative opinion.
Positive,Positive,"I really thought Passport Bros by Bas and J Cole has the same beat as this, and yes it has the same one. Anyway, both songs are a vibe",Expresses enjoyment and comparison to another song.
Positive,Positive,Guys this song actually makes me want to gives her a congratulations for the positive vibe,Expresses admiration and congratulatory feelings towards the artist.
Neutral,Neutral,"Tyla i said I'm not going to stop commenting until you feature chris brown on this track, yall vocals would be so good together please😢😊❤",Expresses a desire for a collaboration while conveying emotional appeal.
Neutral,Neutral,Brezzy will kill this kind a beats,Uses a slang term ('Brezzy') while expressing a positive opinion about the music.
Positive,Positive,If it was possible i would do a fire ass remix with her🔥🥺🤞🏾i'd eat this beat up🥴,Expresses strong enthusiasm and desire to remix the song.
Positive,Positive,This beat is so good i or we would love for this to get an upgrade bc man this song is the bomb not gona lie,Expresses strong enthusiasm and positive opinion about the song's beat.
Positive,Positive,Afrobeats to the world,Expresses enthusiasm and support for Afrobeats music.
Neutral,Positive,why this song gives us the vibe like the house era around 2k15? i luv how it sounds like hailee steinfeld🌊,Nostalgic reference to a specific era combined with a general appreciation for the song’s sound.
Positive,Neutral,Bonne vibe,Expresses a positive feeling about the music.
Positive,Positive,A beautiful girl on a beach singing is always a vibe.,Expresses enjoyment of the described scene.
Positive,Positive,This song is fire..yo this chorus reminds me of a better time in life in general.,Expresses enthusiastic enjoyment and positive nostalgia.
Neutral,Neutral,Gives me Ariana Grande vibes,Acknowledges similarity to Ariana Grande while offering no strong positive or negative opinion.
Neutral,Neutral,"I regret seeing the words to this song, the melody is beautiful.  Even addictive😅",Expresses both appreciation for the melody and regret over the lyrical content.
Neutral,Neutral,Vocals,Simple statement lacking sentiment.
Neutral,Neutral,this is giving me years&years vibe,"References a previous song, implying a similar style but with a critical undertone."
Negative,Negative,"Shit that's a dirty song how old is this chick even not sure she should be singing about , getting wet, and sweat, and trying to last all night, you can stay inside......thats some graphic ass lyrics.",Expresses strong disapproval and disgust regarding explicit and potentially exploitative lyrics.
Positive,Neutral,little mermaid vibes,Evokes a nostalgic and positive association with the classic Disney film.
Positive,Positive,I love this song she gives a victoria monet type vibe,"Compares the artist to a popular and admired artist, indicating strong approval."
Neutral,Neutral,Why does this remind me of the Thong Song by Sisqo. Same melody? Water idk 😂.,"Compares the song to a well-known song, suggesting a similarity but also expressing a humorous disbelief."
Neutral,Neutral,I fcks with da beat I think I wanna right a rap too this 🤔,Expresses enjoyment of the beat while also suggesting a creative response.
Neutral,Neutral,Bro if u listening to the lyrics it’s about orgasm,"Expresses a specific, potentially uncomfortable, interpretation of the song's meaning."
Positive,Positive,Nice song soothing good vibes,Expresses enjoyment and positive feelings about the song.
Positive,Positive,"Got all these beautiful women dancing and sweating, losing weight being happy vibes.   this is genius 😢 makes me cry ❤",Expresses joy and appreciation for the video's positive impact.
Negative,Negative,",why every English song has dirty sex lyrics",Expresses frustration and disapproval of lyrical content.
Positive,Positive,This song is a big vibe,Expresses enjoyment and a positive feeling about the song.
Positive,Positive,It just a perfect and powerful 🎉❤😢,Expresses excitement and strong positive emotion.
Negative,Negative,Western music sung by an African. The only thing African about this song is the Amapiano beat.,Expresses dismissive and potentially racist sentiment regarding the artist and song's origin.
Negative,Negative,(Sigh) ..I came here because I read that her music had elements of Afrobeat in it... there isn't any here. It's just an African version of the typical style in songs we hear in America...so boring.,Expresses disappointment and criticism of the song's lack of Afrobeat influence.
Positive,Positive,Great vibe,Expresses positive feelings about the song's atmosphere.
Negative,Negative,"i hate this song, its so goddamn annoying",Expresses strong dislike and finds the song irritating.
Neutral,Neutral,This is where Drake took the vibe for his song “ rich baby daddy “,"Compares the song to another, suggesting a similarity and a potential critique."
Positive,Positive,"Yeahh the chorus on Thiss give me chills fr, shii justt sounds powerful asl and movin.. shii is just beautiful lol… Thiss song tough🔥🔥🎯 lol",Expresses enthusiastic enjoyment and describes the song as ‘powerful’.
Negative,Negative,by the way idiots her voice has been filtered and sketched an synthetic. ain't saying its gutsy  but stay real,Expresses strong criticism of the singer's voice being artificial.
Neutral,Neutral,I think there needs to be a remix with Chris Brown on it. I can just hear his vocals coming thru on this joint… ❤,Expresses a desire for a remix while simultaneously offering a positive reaction to the song.
Positive,Positive,Okay I’m sorry BJT THIS SOMG IS SO FUCKING GOOD OH MY GOD THE CHORUS??? PLEASE ITS LIKE HEAVEN!! I feel like it’s not getting praised as much as it should be in the comments! THIS IS FUCKING AMAZING!!,Expresses overwhelming enthusiasm and praise for the song.
Positive,Positive,Essa música tem uma vibe ótima,Expresses a positive feeling about the music's vibe.
Negative,Negative,"Not, sounds so generic.",Expresses dissatisfaction with the song's lack of originality.
Positive,Positive,I love that lyrics,Expresses a strong positive feeling about the lyrics.
Positive,Positive,Hot July 🔥 vibe who's going through this?,Expresses enthusiasm and connection with the song's mood.
Positive,Positive,I love this song becouse my mom always puts it on I’m always vibeinv to it,Expresses fondness due to a personal connection.
Negative,Negative,if it wasnt for the Chorus in the background would they listen ?,Suggests the song is fundamentally flawed without the chorus.
Positive,Positive,Favourite song ❤love it 😅❤❤love the chorus ❤❤😅😅😅,Expresses strong affection and enjoyment of the song.
Positive,Positive,Catchy,The word 'catchy' indicates a positive assessment of the song.
Positive,Positive,This song gives woman vibes by doja cat 🎉,Expresses enthusiastic enjoyment and appreciation.
Neutral,Neutral,bruh this is my teacher ringtone for her phone,Expresses a personal connection with the song while also pointing out a potentially embarrassing use case.
Positive,Positive,It's the VOCAL for me thinking of putting it on a Amapiano Beat,Expresses strong preference for the vocals.
Positive,Positive,"just saw you on jimmy fallon, daaaamn!!!  beautiful voice, lyrics, and amazing, i mean AMAZING dancers!!",Expresses strong enthusiasm and admiration for the artist and performance.
Positive,Positive,Perfect for swimsuit song in Miss Universe,"Expresses suitability for a specific, celebratory context."
Negative,Negative,These Be The First Niggas To Get Stepped On In The Worst Way 😂,Uses offensive and derogatory language.
Positive,Positive,so powerfull voice :O,Expresses strong admiration for the singer's vocal ability.
Positive,Positive,"The lyrics ,the voice,control omg  she is  incredle",Expresses strong admiration for the singer's skills.
Neutral,Neutral,Why does this give me huge Black Panther 2 vibes,"Compares the song to a popular film, suggesting a blend of positive and potentially derivative feelings."
Positive,Positive,A whole vibe ✨🌊😍,Expresses enthusiastic enjoyment and positive feelings.
Positive,Positive,This is afrobeats and amapiano at it's best,Expresses enthusiastic appreciation for the musical genres combined.
Negative,Negative,"Ok... so yea im one of those... im completely lost..whats the hype??? I grew up with Whitney, aaliyah, jhene aiko, well damn just to name a few i can go back further! Dont get me wrong, very catchy, but i dont get it?? And yes ..  i can sing .. very well 😂",Expresses confusion and dismisses the song's popularity with critical remarks.
Negative,Negative,"Good autotune, bland rubbish.",Criticizes the autotune and deems the song 'bland rubbish'.
Positive,Positive,🔥 hot 🔥  beautiful  lyrics  🔥,Expresses strong enthusiasm and appreciation for the song.
Positive,Positive,"Ein Sound wie zu den besten Soul Zeiten, Erinnerungen an Brownstone und Aaliya werden da wach. Super Growe.  Gesang mit Seele und Rhythmus.  Love it.",Evokes nostalgic memories of classic soul music and expresses strong enjoyment.
Positive,Positive,"Bravo, I love the sweat vibes little sister Tyla is giving me. Know I’ll be adding this singer song writers tune to my collection and come Friday night me and the wife are gonna cut the rug.",Expresses enthusiastic appreciation for the song and plans to enjoy it with their wife.
Positive,Positive,🔥🔥🔥 Love this song so much I wrote my own verse check it out: https://youtube.com/shorts/6LKzcWvqFvg?si=yWDMQ1HZ5hhZj4mR,Expresses strong enthusiasm and provides a link to further engagement.
Positive,Positive,Its the AFRO BEAT AN VOICE FA ME💪🏾🔥🔥🔥🔥🔥,Expresses enthusiastic enjoyment with multiple positive emojis.
Positive,Positive,Coastline Vibez 🏝🏖,Expresses a positive feeling associated with the song's atmosphere.
Positive,Positive,"Lyric's R steamy! The chorus is beautifu,sexy & raunchy! Tuuunnee!🎉❤🎉",Expresses enthusiastic enjoyment and appreciation for the song's lyrics and chorus.
Neutral,Neutral,Is it me or does the chorus sound like Tinashe ? When I first heard this song I only heard the chorus and I thought it was Tinashe !,"Compares the song's chorus to Tinashe's music, expressing a partial resemblance."
Positive,Neutral,"First time when I heard this, I thought it was Dua Lipa lol. It has similar vibes","Compares favorably to Dua Lipa, indicating enjoyment."
Negative,Neutral,This is Amapiano not Afrobeats. Hear the Logdrum?,Incorrect genre identification and criticism of the music.
Neutral,Positive,*IS ANYONE GONNA PROVIDE THE ACAPELLA VOCALS TO THIS SONG… GOT DJS WAITIN*,"A question directed at the creator, lacking clear positive or negative sentiment."
Neutral,Neutral,I thought this was  rihanna that was on the chorus cause that's the only thing I heard  on the shorts,Expresses a positive sentiment about the chorus while criticizing the song's overall sound.
Neutral,Neutral,Its giving chris brown vibes,Comparing the song to Chris Brown implies a mixed feeling – potentially positive (if Brown's style is liked) or negative (if it’s perceived as similar to a disliked song).
Neutral,Positive,The lyrics though 🎉,Praise for the chorus combined with a criticism of the lyrics.
Positive,Positive,I love this song the video gave me early 2000 vibes❤,"Expresses strong enjoyment and associates the song with a nostalgic, positive era."
Neutral,Neutral,This has elements of Afro beat the south afrikans will obviously deny,Acknowledges a positive element (Afrobeat) while expressing a critical opinion.
Neutral,Neutral,Who is the choir singing the chorus?,"Asks a question about the song's production, without expressing a positive or negative opinion."
Neutral,Neutral,"Love this. Just sounds a lil off when the hooks drop after the verses. It seems like the verses and chorus were created at different times 🤷🏽‍♂️ like, sonically it all sounds amazing obviously. ALL the vocals. It’s just when the hook drops it come in a bar after when it would traditionally drop. If the producers meant to do that then that’s an artistic choice and das cool but if the mixing engineer didn’t align everything properly idk 🤷🏽‍♂️ - this is just me being a engineer 👨🏾‍💻 don’t mind - an amazing song either way",Acknowledges appreciation while pointing out a technical mixing issue.
Neutral,Neutral,"Anybody else only heard the chorus on social media and thought it was Rihanna? It should have been Rihanna, the whole song woulda been better",Expresses a preference for Rihanna's style while acknowledging the song's qualities.
