classificacao,sentimento_manual,comentario,justificativa
Positive,Positive,Catchy. It Grew on me lol,Expresses a positive opinion that the song has become increasingly enjoyable.
Negative,Positive,One of the worst mv i have ever watched lol,Expresses strong disapproval and amusement at the music video.
Negative,Negative,This song is the worst country song I've ever heard,Expresses strong disapproval and declares it the worst country song ever.
Negative,Positive,this isn’t country & how she won the country music award is mind boggling.. oh wait it’s hush money type of vibe lol she part of the diddy shiit,Expresses strong disapproval and accusations of bribery related to the award win.
Negative,Neutral,How bad were the other country songs that this garbage beat?,Expresses strong criticism and disdain for the song's quality.
Negative,Negative,Worst song in history.  I am happy the hype died down fast cause it was so annoying to constantly hear it at the radio.,Strongly condemns the song as the worst and expresses annoyance at its radio play.
Positive,Negative,I am loving the inclusent of diverse genre,Expresses positive feelings about the inclusion of diverse genres.
Negative,Negative,"monotonous, boring",Describes the song as monotonous and boring.
Positive,Negative,This is soo different 😮❤🎉maintaining her soulfulness too still😢,Expresses delight and emotional connection with the music.
Negative,Negative,Adding an acoustic guitar doesnt make it country. This is trash for sure,Expresses strong disapproval and labels the song as 'trash'.
Negative,Negative,"This ain't Texas is nothing like that Franklin theme song, so you people who are claiming that must be tone deaf...see a doctor!",Expresses strong disagreement and insults the comparison to the referenced song.
Negative,Negative,No melody....nothing,Expresses strong dissatisfaction due to the lack of a melody.
Negative,Neutral,Oh my gawd your who made this song beoncay made this song no wonder why I hate her I hated this song it’s like the worst song on the radio,Expresses extreme dislike and criticism of the song and artist.
Positive,Negative,"Great beat, singing & lyrics.",Expresses strong approval of the song’s elements.
Negative,Negative,Literally the worst video and worst song ever from Beyoncé. She should’ve never won the award for best country music😅 the award should’ve gone to chris stapleton🎉,Strongly criticizes Beyoncé's song and award win with harsh language.
Negative,Neutral,Hahaha  That's awful.,Expresses strong disapproval and disgust.
Negative,Negative,so annoying song,Expresses strong annoyance with the song.
Neutral,Negative,"Listen guys there are real country singers who shoulda won not her. But don’t go lying saying this shit ISNT a bop lmao it’s a good song has a good vibe and IS a country song in reality, and honestly? This is one of her best songs… unlike her old music really",Expresses disagreement with the winner while acknowledging the song's quality.
Negative,Negative,Worst album ever wtf,Expresses extreme dissatisfaction and condemnation of the album.
Negative,Negative,Seriously worst video ever.,Expresses strong disapproval and negativity about the video.
Negative,Negative,this is one of the worst and cringiest songs ever,Strongly expresses dislike and considers it exceptionally poor.
Negative,Negative,"Could possibly be the worst song ever written. Seriously, all hype and zero substance",Strongly expresses extreme dissatisfaction and criticism.
Negative,Negative,Worst album,Expresses strong disapproval of the album.
Neutral,Negative,"I'm just listening to this song for the first time and I honestly don't see the fuss. I place it in the Country Pop category right along with Shania Twain music.  It's not that deep for the controversy.  Did she deserve a Grammys?  That's always debatable and possibly not but hey, we don't get a vote in it - I never pay attention to it anyway.  The video and outfit could have been better though.",Expresses a lack of enthusiasm while also offering criticism of the visuals.
Negative,Negative,One of the worst songs I've ever listened in my whole life,Strongly condemns the song as one of the worst ever heard.
Negative,Negative,I haven’t liked country music since the early 2000’s and this video gives me all the more reason to continue my dislike. This is the worst video I’ve ever seen.  Disrespectful and disgusting!,Strongly expresses dislike and condemnation of the video.
Negative,Negative,Sounds awful. No dynamic range at all. Loudness war has hit another peak.,Critiques the song’s lack of dynamic range and loudness.
Negative,Negative,THIS won a Grammy? Awful.,Expresses strong disapproval and disbelief about the Grammy win.
Negative,Negative,This is the worst shit I’ve ever heard Beyoncé’s a muppet,Strongly insulting and dismissive of Beyoncé's music and talent.
Negative,Negative,Worst song ever ever ever,"Strong, emphatic expression of extreme dislike."
Negative,Negative,This is by far one of the worst songs ever created….,Expresses strong disapproval and declares it a terrible song.
Negative,Negative,Listen to lyrics carefully. Tornado in the basement. Whose basement? Diddy's?,"Sarcastic and critical, implying a lack of quality and potentially referencing a negative association with Diddy."
Negative,Negative,One of the worst songs i have ever heard,Expresses strong disapproval and declares it a terrible song.
Negative,Negative,This so called song has no chorus. It feels like an unfinished demo.,Criticizes the song as an unfinished and lacking a chorus.
Negative,Negative,Those lyrics are not country at all. Its just the twangy stringed instruments.,Expresses strong disapproval of the song's genre.
Negative,Negative,"The song is okay (C-) but I would not  play it again, or pay for it.. This song and video feels trashy and angry, not vibrant and powerful. Her music used to be a lot better.",Expresses dissatisfaction with the song's quality and compares it unfavorably to her previous work.
Negative,Negative,"nunca vi ni escuché alguien justificando a la compra premios beyonce vocalisima me decepcionas, sobre todo habiendo tantas artistas realmente buenas para apoyar",Expresses strong disappointment and criticism of Beyoncé's win.
Negative,Positive,This is the worst song I have ever heard,"Strong, unequivocal expression of intense dislike."
Negative,Negative,This is pretty much the worst song ever,"Expresses strong disapproval and declares it the ""worst song ever""."
Neutral,Negative,Backyardigans vibes,"{""sentiment"":""Neutral"",""justification"":""Evokes a nostalgic reference (Backyardigans) which can be positive or negative depending on the individual's association with the show.”}"
Negative,Positive,Great.   This is all we need.   Country with pop stars singing vibrato horse shit with 47 notes per second garbage music.   Perfect.  😂,Strongly criticizes the music as poorly produced and uninspired.
Neutral,Negative,The tune is catchy. Her costume is trashy.,Acknowledges a positive aspect (catchy tune) while criticizing the costume.
Negative,Negative,Worst song I've ever heard!!!!!!,Expresses extreme dissatisfaction with the song.
Positive,Negative,Really inventive video      Not repetitive,Expresses positive appreciation for the video's innovation and lack of repetition.
Positive,Negative,the queen of universe,Expresses extreme admiration and worship of the artist.
Neutral,Negative,Didn't like Cowboy Carter but this one is a catchy song. I dig it.,Expresses dislike of one song while finding enjoyment in another.
Negative,Negative,Did an AI write these lyrics? They play this song all the time at my workpalce and everyone hates it. Many of them are fans of her too,Expresses doubt about the song's originality and expresses widespread dislike.
Neutral,Positive,"I'm trying to come up with words. A decade ago I had a weed induced panic attack to ""get me bodied"" I have always liked that song because it has a good beat and I was high as balls. Every other song of hers makes me wish I were deaf. I keep hearing about this song and her country thing. I had to watch the video and listen to this song. They definitely put a lot of effort into the video and the song is so good.im scared for what generations ahead call music.",Combines nostalgic fondness with criticism of the music and concerns about future trends.
Neutral,Negative,It is a very catchy song and her stocking and black undies remind me of dancer Caldina from Magic Knight Rayearth.,"Combines positive comments about the song with a nostalgic, potentially distracting, reference."
Negative,Negative,"How did this win a Grammy?🤣🤣this is terrible worst song I’ve heard in my life, no wonder she fell off so hard,she’s just rich that’s the only reason she’s still making songs and buying her listeners🤣no one actually even listens to her no more though,judging by this song I can see why that is",Expresses strong disapproval and insults the song's quality and the artist's success.
Negative,Positive,"I got to say this is crap. Just cookie cutter stuff. I guess when you serve the devil you'll get a temporary payday on planet Earth, but you end up losing your soul",Strongly condemns the song as 'crap' and suggests it's soulless.
Negative,Negative,This is going down as one of the worst songs in human history,"Strong, hyperbolic condemnation of the song's quality."
Negative,Negative,This is the worst music that's been released in 10 years.,Strongly criticizes the music as being terrible and the worst in a decade.
Negative,Negative,Another tricking annoying song first was that stupid I.m Single Lady This one is even worse what next for her maybe opera next haha,Expresses strong dislike and mockery of the song and artist.
Negative,Negative,"I don't think country people like the video.  They might find it insulting.  I am brutally honest,  sorry. That shit ain't pretty.  😮 😅 But if this video was well known when ""Yellowstone""  was still on it would have been better.",Expresses a negative opinion about the target audience and the video's potential reception.
Negative,Negative,This has to be one of the worst songs of 2024,Strongly expresses negative opinion and declares it a terrible song.
Neutral,Negative,At 1:45 how come I can hear the lyrics being edited from Sugar to liquor? Listen closely. I know Beyonce says both during the song.,Points out a specific issue (edited lyrics) while acknowledging Beyonce’s intention.
Negative,Negative,Beyoncé fell off. Worst singer ever. Went from singing about her ass to singing country to stay relevant,Strongly criticizes Beyoncé's musical evolution and vocal ability.
Negative,Negative,This is literally the worst fucking song ever created. Yikes,Expresses extreme and forceful negativity towards the song.
Neutral,Negative,This is really annoying but also really catchy please help like I hate it but I keep on listening to it- 😭💀,Expresses both annoyance and a compulsion to listen repeatedly.
Negative,Negative,"Catchy, but the Grammy's is CRAZY for this garbage album being named best Country Album!?! Although not wholly unexpected in Hollyweird were a man gets nominated for Best Actress",Expresses strong disapproval of the Grammy award and criticizes Hollywood.
Negative,Negative,"Sorry, but way way too overproduced....  and it really doesn't blend the pop/country vibes... shaboozey is doing it right and sounds hungry...Beyonce just seems bored. I'm just not digging it...",Expresses strong dissatisfaction and compares negatively to other artists.
Negative,Negative,"I never judge without hearing. And this ain't country. This is a bunch of country clichés put into one musical effort. And for those out there that wanna play the race card, it doesn't have anything to do with the color of skin. Shania Twain used to be country and after a few years, her music wasn't worthy of being called country. Nothing wrong with you if you like this composition, but it isn't country music.",Criticizes the song as lacking authenticity and adhering to country music clichés.
Negative,Negative,Annoying AF,Uses a strongly negative and offensive term.
Negative,Negative,"This video is not creative, repetitive, nude scenes, no awards, forgettable. Beyonce all the time",Expresses strong criticism of the video's lack of creativity and quality.
Negative,Negative,"Sad to say this Is in a country album and she won against Chris Stapleton, it’s not a country song, says the same two lines the whole song, shit stupid and if u listen to the lyrics she just throwing shit together nothing about this song makes sense",Expresses disappointment and criticizes the song's lack of musical merit and lyrical coherence.
Negative,Negative,Boring song. Please don't change country music to this monotonous stuff too. 😢,Expresses strong dislike for the song and criticizes its effect on country music.
Positive,Negative,Beyois still fire and I love the old school vibe.,Expresses admiration for Beyoncé and appreciates the nostalgic sound.
Neutral,Negative,Not a country fan music but this is a vibe,Expresses a neutral opinion without strong positive or negative sentiment.
Negative,Negative,"That’s not a f country music, lyrics are so dumb",Expresses strong disapproval of the song's genre and lyrics.
Negative,Negative,what a shit garbage of music😢😢trash+trash+trash😢60s 70s 80s best music of all time😊abba😊queen😊led zeppelin😊deep purple😊beatles😊elvis😊eagles😊blondie😊u2😊police😊gun roses😊bon jobi😊nirvana😊and so on...,Expresses strong disgust and negativity towards the music.
Negative,Negative,This is awful 😂,Expresses strong disapproval with an emoji.
Negative,Negative,Anyone who calls this country is tone deaf,Expresses strong disapproval and accuses the commenter of lacking sensitivity.
Negative,Negative,Unbelievable 😂 this is awful chris Stapleton carrie underwood,Expresses strong disapproval and criticism of the music.
Neutral,Negative,A pop song with some lyrics about Texas and banjo in the background. Is that what makes it a country music song?,Expresses curiosity and a questioning reaction to the song’s genre.
Neutral,Negative,"It's a catchy song, but why has the video got to be so over sexualized!",Expresses enjoyment of the song while criticizing the video's content.
Negative,Negative,This is your worst album,Directly criticizes the album as the artist's worst work.
Negative,Negative,"Theres nothing country about this...real country is raw, authentic, imperfect, rooted in values and a lifestyle, her vocals are WAY too polished and produced to be remotely country...its an OK song but has no place in the country genre except as a lame attempt at a cheap imitation.....to put this song in the same category as Toby Keith, Alan Jackson, Miranda Lambert, Reba McEntire is insulting to what makes country unique",Strongly criticizes the song's lack of authenticity and compares it unfavorably to classic country music.
Neutral,Negative,I wonder why shes been called the queen? Like wheres the queen vibes,Expresses confusion and skepticism about the artist’s title.
Negative,Negative,Truly one of the worst songs of all time.,Expresses strong disapproval and labels the song as exceptionally bad.
Negative,Negative,She a perv. Worst song and worst video EVER ! Yuk!,Strongly negative and abusive language expressing extreme dislike.
Positive,Positive,"Beyoncé the only one Star listed VOCALIST OF 21 century by VOCALS Experts, great performer, the singer in history Who sing more diferent rithmys, A living Legend ❤",Expresses strong admiration and praise for Beyoncé's vocal abilities and legacy.
Negative,Negative,Yall are slow she stole the melody from a children’s tv show and put different words in it.,Accuses the artist of plagiarism and theft of a melody.
Negative,Negative,this is awful wth,Expresses strong dissatisfaction and disgust.
Positive,Positive,"Love this, very catchy 🙂",Expresses enjoyment and appreciation for the song.
Negative,Negative,"Worst video EVER, never get any awards for this thats for sure, lol.  Wow the ending of the song  sucked big time..",Expresses strong dissatisfaction and criticism of the video and its ending.
Negative,Negative,"If country is crap this is a whole other level, it's like the turd lay a turd over another turd and water it down with the most vanilla guitar chords","Uses strong, insulting language to criticize the song's quality."
Negative,Neutral,"they were right, country fans have to be the most conservative, retrogade, annoying, insufferable people to ever exist",Expresses strong negative judgment and insults towards country music fans.
Negative,Negative,OMG that's awful,Expresses strong disapproval and negativity.
Negative,Negative,"Awful, terrible song. @Shaunjohnson885 don't reply.",Expresses strong disapproval and dismisses the song.
Negative,Negative,"Worst video ever. It would be great if there was a video around a countryside, travelling around with a kids and a dog in the car.",Expresses strong dissatisfaction with the video.
Positive,Negative,"So I've listened to this song now forcefully. I will say it is a catchy song. It's like the chicken dance song , a fun song. You could put it in your play list with those fun dance songs like the zorba, nutbush, the hustle, line dance. I bet people secretly dance to it at home hahaha",Describes the song as catchy and encourages dancing.
Negative,Neutral,Ask yourself is her lyrics country be truthful and if it's not country please give me a example of what country is The first you have to put your hate and your evil spirit aside now let's get your honest opinion,"Expresses a harsh, critical, and somewhat aggressive opinion."
Negative,Negative,Absolutely fucking God awful.  She's a decent singer but this is fucking stupid,"Strong, highly negative and vulgar expression of dislike."
Positive,Negative,Amo você des do tempo da Distney Child ❤❤❤❤😂😂🎉😂🎉😂😂😂😂 1998,Expresses strong affection and excitement.
Negative,Negative,This shit is so ass. How does someone who made this trash song beat any country singer this is just dissapointing,Strongly condemns the song as 'trash' and expresses disappointment.
Neutral,Negative,At first I thought it was 'Prodigal Son' by the Rolling Stones.  🤷,Acknowledges a similarity to another song while expressing a neutral opinion.
Negative,Negative,"As a proud Texan this is the one of the worst happen to us apart Apart From Waco, TX And Uvalde",Expresses strong disapproval and references tragic events.
Negative,Negative,This song is crap the worst song ever,"Strongly expresses negative opinion, calling the song 'crap'."
Negative,Negative,This is the worst song in history ..... .. i would die before hearing this ever again,Expresses extreme and hyperbolic dislike for the song.
Negative,Negative,This is awful,Expresses strong disapproval and negative judgment.
Negative,Negative,Gotta be the worst song ever in the past 10/20 years what an absolute piece of trash 🗑️ 🤢🤢🤢,Strongly condemns the song as 'trash' and among the worst in recent history.
Negative,Negative,This may be the worst video I've ever seen. WTF!,Expresses extreme dissatisfaction and disgust.
Negative,Negative,My God what a POS song on every level except the decent vocal performance.,Strongly criticizes the song across multiple aspects.
Negative,Negative,Worst country song ever wtf is this,Expresses extreme dissatisfaction and disgust with the song.
Neutral,Negative,Early 2024 vibes,Refers to a time period without expressing strong emotion.
Negative,Positive,"Gosh this has to be the worse song I’ve heard, like it’s just a regular trash Beyoncé song with a generic country beat and lyric so it’s so called “country” da freak this crap ain’t country it’s wanna be, dress up country, no wonder why I’ve been seeing this all over on TikTok about how bad this country song is 😹 I only made it to 36 seconds of listing to this horrible video and I couldn’t go any longer. And the way she dress is just ₩h0-.r1,$.-H, demonic and inappropriate especially for YouTube, this is why I only listen to Christian music straight for 7 years L0L ✝️",Strongly criticizes the song and Beyoncé's performance with harsh and insulting language.
Negative,Negative,"This is the worst song I have ever heard. It does something to my brain. You could torture me for days, pull my nails, cut of my limbs. Put this song on and I would fold before the intro was done playing.",Expresses extreme and disturbing negative feelings about the song.
Negative,Negative,"An catchy song could very well be worthy of a cool vid, what you being naked got to do with it? women exposing themselves to men is not ""empowering"" throw liberal misogyny in the dumpster.",Strongly condemns the music video and accuses it of promoting misogyny.
Negative,Negative,THIS IS EFFING TERRIBLE HORRIBLE AWFUL STUFF!,Expresses extreme dissatisfaction with the song.
Negative,Negative,Awful… complete garbage …,Expresses strong disapproval and labels the song as 'garbage'.
Negative,Negative,Probably the worst video and song ever. Real trash.,Strongly expresses disgust and labels the video and song as 'trash'.
Negative,Negative,"Sounds generic and bland , the Grammy show is fake",Criticizes the song's lack of originality and questions the legitimacy of the Grammy Awards.
Neutral,Negative,Chris brown lyrics residuals,Expresses concern about the lyrics and their implications.
Negative,Negative,Dumbest video of all time. Not counting the phoned in lyrics.,Expresses strong disapproval and criticism of the video.
Negative,Neutral,"Oh yes Black Americans did in fact invent Traditional and Contemporary Western and Country Music. The very first singing and yodeling Cowboys were in fact Black Americans. Black Americans taught our White American Brothers and Sisters how to play, sing and yoldel Traditional and Contemporary Western and Country Music.",Makes a demonstrably false and offensive historical claim.
Negative,Negative,Worst Music Video goes to...,Expresses a strong negative opinion about the music video.
Negative,Negative,That is the stupidest video ever.  That’s so annoying seeing her do the same thing over and over and over again.  I expected more from Beyoncé.  😡,Expresses strong disapproval and frustration with the video content.
Negative,Negative,Now we know why her sister beat him up in the lift he rated a 13 year old 😮,Expresses shock and disapproval regarding a violent incident.
Negative,Negative,"This video is boring, though, and has nothing to do with the lyrics",Expresses boredom and disconnect from the song's meaning.
Negative,Positive,This is not country and is terrible.  Her barotone voice.  Geezus.,Expresses strong disapproval and insults the artist's voice.
Negative,Negative,This may be the worst music video ever made. Kanye would even agree with this statement. But better country song than any Swift song,Strongly criticizes the music video and compares unfavorably to Taylor Swift.
Negative,Negative,"I do not listen to country that much but this is not country.. The country is about the singer, not the instruments. Beyonce sings like a pop artist, even in this and her lyrics are dull because she can not sing country.. She did not put much effort in to adding the quirks that country singers are doing to make their songs sound like country. Beyonce won because she is famous and are in a good position with the once who decide who will win or not. It is dumb how famous artists just ride the wave once they get famous and get praised for mediocre stuff. Songs like these are a humiliation towards those who live and breathe country when they are robbed out of awards that should be theirs.","Strongly criticizes Beyonce’s song and performance, dismissing it as uninspired and undeserving."
Negative,Negative,This is the worst video I've ever seen and the song isn't very good ether she is way better at rnb,Expresses strong dissatisfaction with the video and song quality.
Negative,Negative,Worst song ever heard,Expresses extreme dissatisfaction and negativity towards the song.
Positive,Negative,e uma diva de todos tempos. simplesmente a melhor,Expresses strong admiration and superlative praise for the artist.
Negative,Negative,👎👎👎 Using body for view is dirty and the song is bad and vocal too,Expresses strong disapproval of the song and the use of the body for views.
Negative,Negative,Terrible terrible video.  Worst ever.,Expresses strong dissatisfaction with the video.
Neutral,Neutral,"Music, lyrics 🎉, video 💩.",Expresses enjoyment of the music and lyrics but criticizes the video.
Negative,Negative,This is awful... and what's with the nakedness,Expresses strong disapproval and criticism of the music video's content.
Neutral,Neutral,"Good song., but video awful",Expresses positive sentiment about the song while criticizing the video.
Neutral,Neutral,best song worst vid,Expresses a positive opinion of the song alongside a negative opinion of the music video.
Negative,Positive,The worst song i ever heard,Expresses extreme dislike and condemnation of the song.
Negative,Negative,How bout come up with your own lyrics infringement is illegal,Expresses disapproval and a legal warning regarding copyright infringement.
Neutral,Negative,"Sorry, a super song, but a monotonous video!",Expresses appreciation for the song while criticizing the accompanying video.
Negative,Negative,"Like she ever went to a Cowboy dive bar. Worst video I've ever seen. The only ""good"" thing is the banjo.",Strongly criticizes the music video and expresses dislike.
Neutral,Negative,"Beatiful,talented, but you ain’t country",Expresses admiration alongside a critical observation about the music genre.
Negative,Negative,Worst video I’ve ever seen. Bizarre,Expresses strong dissatisfaction and criticism of the video.
Negative,Negative,worst song ever created,Strongly expresses extreme dislike and condemnation.
Neutral,Negative,And she beat Taylor how not that I really like Taylor but Taylor is way better,Expresses preference for Taylor Swift while acknowledging enjoyment of the artist in question.
Negative,Negative,Sad that she feels the need to oversexualize herself to sell records.,Expresses disapproval and criticism of the artist's choices.
Negative,Negative,Me remixing the song with Arabic beats to start a moral war in the Middle East,Expresses a potentially inflammatory and politically charged intention.
Negative,Negative,Most annoying song of 2024…,Expresses strong disapproval and annoyance with the song.
Negative,Negative,This is awful. Both the song and this stupid “visual”.🤢🤢🤢,Expresses strong disapproval and disgust.
Negative,Negative,"Idk what the hype is about this song, it's annoying",Expresses dissatisfaction and annoyance with the song.
Negative,Negative,The video is repetitive.,"Identifies the video as repetitive, implying a negative experience."
Negative,Negative,The worst song ever,Expresses extreme dissatisfaction and declares it the 'worst song ever'.
Negative,Negative,The worst song shes ever made in her career,Strongly criticizes the song as the worst of her career.
