classificacao,sentimento_manual,comentario,justificativa
0,0,I keep listing to you it feels like iam so obessed with olivias vocals,Expresses strong admiration while also implying a slightly excessive fixation.
-1,-1,worst song so far,Expresses strong disapproval and declares the song the worst encountered.
1,1,damn!!! some of the lyrics really hit me hard,"Expresses a strong, emotional connection to the song."
1,1,Love the vibes,Expresses enjoyment of the music's atmosphere.
1,1,0:26 the prechorus always gets me so hype,Expresses excitement and enjoyment of a specific part of the song.
0,0,did anyone else know that chappell roan was background vocals for this song?,Simply notes a factual detail about the song's production.
1,1,Never miss a beat left no crumbs amazing I loveeee,Expresses enthusiastic enjoyment and appreciation for the song.
1,1,"I loved the instrumentation of the chorus, just perfect ❤",Expresses strong positive feelings about the instrumentation.
0,0,I love Olivia but the bangs does not give the vibe,Expresses love for Olivia while criticizing her hairstyle.
1,1,This song reminds me of early 80s punk when I was in high school. Makes me feel nostalgic❤,Expresses nostalgic feelings and enjoyment of the song's resemblance to early 80s punk.
1,1,😮I’m SO OBSESSED with this song 🎶!! TOTAL jam song! Lyrics PERFECT!! 👏👏 Releasing these 5 songs now in the middle of her tour just proves AGAIN how much Olivia loves her fans! 💜💜OR,Expresses strong enthusiasm and affection for the song and artist.
1,1,Its giving summer vibes,Expresses a positive association with the feeling of summer.
1,1,I first heard this song on my record side b and learned all the lyrics,Expresses a positive memory and appreciation for the song.
1,1,Omg I love the video and the hard work you put into the lyrics ❤❤❤❤,Expresses strong love and appreciation for the video and lyrics.
-1,-1,This song came out at the wrong time and failed miserably. It should be released on the next album is better because it is a very catchy and unique song 😢😢,Expresses disappointment and failure regarding the song's release.
0,0,"The lyrics may be cringe and immoral, but this song is an absolute banger!",Acknowledges problematic lyrics while praising the song's quality.
1,1,She pictured those emotions so real...,Expresses appreciation for the artist's portrayal of emotions.
0,0,2000s vibes are strong,Expresses a nostalgic preference without positive or negative judgment.
0,0,The chorus sounds like TELEPHONE by LADY GAGA ft BEYONCE,"Compares the chorus to another popular song, indicating a partial similarity."
0,0,Kind of getting biff naked vibe as inspiration,References a suggestive song while expressing a general opinion.
0,0,Does anyone else get an Avril Lavigne Sk8er boy PunkPop vibe??,"Compares the song to Avril Lavigne, indicating a shared stylistic influence but also acknowledging a difference."
1,1,OK BUT DID YOU KNOW CHAPPEL ROAN IS IN THE BACKGROUND VOCALS OF THIS SONG 🎉❤ WE LOVE OLIVIA FOR QUEER REPRESENTATION,Expresses enthusiasm and appreciation for the song's inclusion of queer representation.
0,0,"This sound so familiar, especially pre chorus. Did she sampled the music?",Expresses familiarity with a part of the song and raises a suspicion of sampling.
0,0,I can’t be the only one who thinks she’s attractive but annoying,Expresses admiration alongside criticism of the artist's personality.
0,0,Chorus melody is giving Lady gagas telephone,"Compares to a song by Gaga, implying a positive but not overwhelmingly enthusiastic opinion."
1,1,Catchy,The word 'catchy' indicates a positive reaction to the song.
1,1,Eu amo a vibe que Olivia Rodrigo transmite em suas músicas é tão surreal serio eu amei essa música parabéns garota arrasou mais uma vez❤,Expresses strong affection and praise for Olivia Rodrigo's music.
-1,-1,wait why did she chnage teh lyrics to is she good in bed when its supposed to be does she give good head,Contains sexually explicit and disrespectful comments.
1,1,Great composition!,Expresses enthusiasm for the song's musical arrangement.
1,1,I am staring at her like i wanna get hurt😭 and she even speaks kindly about me...those lyrics are on point😭😭,Expresses intense admiration and emotional connection with the music.
1,1,real ones know the lyrics from spotify podcasts🫶😭,Expresses appreciation and fondness through emojis and language.
-1,-1,Obsession and jealousy are toxic poisonous emotions… This is really bad music for young girls 👎👎👎👎👎👎,Expresses strong disapproval and identifies harmful themes.
1,1,Bro this gives (no doubt) vibes please do a full rock album,Expresses a positive comparison to a successful song and a desire for a specific musical direction.
0,0,If she could keep up the alternative vibe that would be amazing.,Expresses a desire for a specific musical style while acknowledging existing aspects of the song.
1,1,Just watched Olivia Rodrigo's 'obsessed' Official Music Video - the visuals and storytelling perfectly capture the emotion behind the song.,Praises the music video's visuals and storytelling.
0,0,Olivia with her new look gave me María Becerra vibes,"Compares Olivia’s appearance to María Becerra, suggesting a similarity but without a clear positive or negative judgment."
1,1,I started head banging to the chorus with my hair in my face and then saw another sash so I remembered I came here to actually watch the video LMFAOOOOOO,Expresses enthusiastic enjoyment and a focus on the video content.
1,1,i love how angry and emotional olivia is <3,Expresses fondness for Olivia's emotional expression.
1,1,This gives serious Garbage vibes. I am 100% for it. ❤,Expresses enthusiastic approval and comparison to a well-regarded artist.
-1,-1,Waiting for the day Olivia dumps these awful guys and go on date their exes...,Expresses disdain and ridicule towards Olivia and her romantic relationships.
1,1,Facts or true?...this song is catchy and this visual is very intriguing especially with fact that this shows a lot of vulnerability,Expresses enthusiasm for the song's catchiness and the visual's vulnerability.
0,0,Demi vibes too,"References Demi Lovato, implying a comparison and mixed feelings."
0,0,did you guys know that Chappell Roan sing as background vocal in this song?,Simply states a factual observation about the song.
0,0,When ur laying on the floor it was giving Lydia’s hair from Beatle juice 💀🤣,References a specific reference (Beatle Juice) alongside humorous and slightly negative commentary.
-1,-1,Could be the worst song in the world hands down.,"Strong, emphatic expression of extreme dislike."
1,1,"Daqui uns tempos Olivia Rodrigo, vai virar modinha ❤ TOMARA.🩵🫰",Expresses affection and anticipation for the song to become popular.
-1,-1,honestly like her voice and tone but when will she make happy music? I dont listen to her songs as often as I used to bec it drags me into a hateful state of mind,Expresses dissatisfaction and links the artist's music to a negative emotional state.
1,1,The vibe is vibing,Uses slang to express positive enjoyment of the song's atmosphere.
1,1,this mv gives off 2000s-2010s vibes in the BEST way!!,Expresses strong positive feelings about the nostalgic musical style.
1,1,Putting this out into the universe. I will make a song with Olivia some day soon and it will help change the world. Mark my words. God bless everyone 🍀,Expresses a hopeful and ambitious vision for future collaboration.
-1,-1,The guitar sounds so bland. Generic rock song…. 😮‍💨,Expresses disappointment and criticism of the song's sound.
0,0,not rlly an olivia stan but this song of hers reminds me of avril lavigne's and paramore's songs. she got the very angsty teen vibe down.,"Compares Olivia's music to Avril Lavigne and Paramore, acknowledging both positive and negative aspects."
1,1,i just am alwys amazed by how good her lyrics are,Expresses strong admiration for the quality of the song's lyrics.
-1,-1,The worst song I've ever heard in my entire life,Expresses extreme and unequivocal disapproval.
0,0,This give me deja vu vibes,Expresses a feeling of familiarity without strong positive or negative emotion.
1,1,Great song!!! Early 2000s punk vibe,Expresses strong positive sentiment about the song’s style.
1,1,"Also, Taylor swift is good but you bring out all my emotions and you are just like me.",Expresses strong admiration and identification with the artist.
1,1,She is sooooooooo stunning I literally know all the lyrics of both her albums and I even know the comeback song and All I Want and now that she came out with this song I need to know their lyrics as well I love her so much my favorite color also that’s why I love her music she’s so beautiful and sweet and funny I rly want to her at her concert but unfortunately I can’t but I still love her. I 💜 YOU OLIVIA 💜💜💜💜💜💜💜💜💜💜🤍🤍🤍🤍🤍🤍🤍🤍🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤✨✨✨✨,Expresses overwhelming admiration and love for the artist.
0,0,"The chorus sounds like Lindsay Lohan in Freaky Friday, 2003.  Who knew Lindsay was ahead of her time by 20 years!",Praise for a specific element (chorus) combined with a critical comparison.
1,1,"""Such a song hasn't been around for years. Old school vibe. I like it.""",Expresses enjoyment of a nostalgic and classic musical style.
1,1,i mostly listen to hard stuff but the vocals here fucking *cooked*,Expresses strong praise for the vocals.
0,0,Some 90s vibes,Expresses a nostalgic reference without strong positive or negative sentiment.
0,1,2:09 do u guys hear voices behind the vocals? i do i’m so confused but i only hear it in the bridge,Expresses a confusing and unsettling auditory experience alongside a general observation.
-1,-1,Isnt she straight?? And with Louis?? This lyrics sound a little like she is lesbian or smth ( Im not judging I love her music ),Expresses skepticism and potential judgment about the artist's sexuality.
1,1,PURRR IMA HAVE TOO PUT THIS ONE REPEAT FOR 44 TIMES TO KNOW LYRICS 😍😍😍💅💅💅💜💜,Expresses intense enjoyment and repeated listening.
0,0,Why for a second did it give me I want you vibes not from the video but just gave me those vibes I don’t know how to explain it….,References a familiar song while simultaneously expressing confusion about the current track's impact.
0,0,Give the vibes of reputation era and Wednesday movie🤟🏼,References two distinct musical/visual styles – ‘reputation’ and ‘Wednesday’ – indicating a mixed appreciation.
0,0,Its only me or olivia give us paramore vibes?,Acknowledges a similarity to Olivia Rodrigo while also expressing a critical opinion.
1,1,This gives me Yellowjackets vibes,Comparing the music to a well-regarded band indicates a positive association.
0,0,"This is just Telephone no? I'm sorry... I love Olivia, but yeah. Glad to see the beat come back though.",Expresses fondness for Olivia while also noting a positive change in the beat.
0,0,demi lovato camp rock vibes? anyone??,Acknowledges a similarity to the Camp Rock era while seeking confirmation.
0,0,It’s giving wensday vibes 0:49 0:56,References a specific video (Wensday vibes) while expressing a subjective feeling.
-1,-1,"Very generic ngl, the molody I’ve heard so many times, it’s not creative.",Expresses dissatisfaction with the song's lack of originality and creative elements.
1,1,This is giving me major industrial vibes like NIN,Compares the music to a highly respected and admired artist/genre.
1,1,very catchy,Expresses enjoyment of the song’s catchiness.
0,0,Anyone know the chords on ukulele?,Asks a question about musical chords.
0,0,This is giving off St Vincent vibes,"Compares the music to another artist, implying a similarity but not necessarily a positive assessment."
0,0,Catchy but not a good song,Expresses enjoyment of the catchiness while simultaneously criticizing the song's quality.
1,1,Chorus reminds me of telephone by lady Gaga,The comment expresses a positive association with a well-known Gaga song.
-1,-1,The worst part is when they have more than one:,Expresses strong dissatisfaction and criticism.
1,1,Demi and 90er vibe god i love her ❤,Expresses strong affection and enjoyment of Demi Lovato's music.
1,1,this has been stuck in my head! it’s giving revenge and baddie vibes and I’m here for it 💜,Expresses enthusiastic enjoyment and association with positive influences.
1,1,"need this version on streaming soooo BAD. the original mix is great by my god her live vocals are absolutely breathtaking. this version is also at a slightly lower pitch i believe which makes it sound so much more deep and personal. truly hits me right in my core and makes me want to belt at the top of my lungs. i love love love love this performance it’s phenomenal. she deserves all the success that’s coming her way, what a star !!",Expresses intense enthusiasm and admiration for the performance.
0,0,Maomao in different universe 😅😘,A simple expression of amusement with no clear positive or negative sentiment.
1,1,"The crazy thing is HER AGE! She is so talented at such a young age. I'm only 19, and the best I sound is like nails on a frickin chalkboard. I respect her and look up to her. She is my idol and I love her music so much. I can relate a lot to her songs and I just get emotional. Awesome hit she has here. Keep going Olivia!","Expresses admiration, respect, and strong emotional connection to the artist and her music."
1,1,Can we appreciate how of her videos are standard screen vs wide screen? really sets a vibe.,Acknowledges a positive stylistic element of the video.
-1,-1,This is so corny. Y’all needa grow up. Obsessing over other ppls exes? Talk about emotionally immature,Expresses strong disapproval and judgment of the commenter's behavior.
0,0,Not gonna lie Rucka did the vocals better but this is still good,Acknowledges a superior vocal performance but still finds the song enjoyable.
1,1,Im all that standing up on stone im just chilling on my settee 🤔🇬🇧👽🇬🇧😊,Expresses a relaxed and happy state of mind.
1,1,"This is the teenage dirtbag y2k vibes, i love it",Expresses fondness for the nostalgic Y2K aesthetic.
-1,-1,Why did she change the lyrics from great head to good in bead?,Expresses disapproval and confusion over a lyrical change.
1,1,Paramour vibes,"Evokes a positive association with Gaga’s previous album, ‘Chromatica’."
1,1,this one gave me Robin Sparkles dark era vibes,Compares the song to a positive and iconic era of Gaga's music.
0,0,"how come every song of her is so GenZ and relatetable? must admit I went through every emotion in all her songs from brutal to every Ameriacan bitch, even bad idea right and now this =))) she is so real and not even try to act cool men =)))",Expresses both admiration and criticism of the artist's music and persona.
0,0,Anyone else thinks the chorus sounds just like Lady Gaga : Telephone,"Compares the chorus to another artist’s song, indicating a potential similarity but not outright disapproval."
1,1,Niravana vibes 🔥,Evokes a nostalgic and positive association with the band Nirvana.
0,0,im a huge livvie but this songs kinda mid im sorry. i love the chorus a lot but the rest of the songs kinda mehh,Expresses love for the chorus while criticizing the rest of the song.
1,1,"the gated effect on the ""ahh"" in the chorus is so cool",Appreciates the specific and technically impressive production element.
1,1,"Wow if this song doesn’t speak volumes ! Very catchy , highly addictive & way WAY factual in the lyrics….",Expresses enthusiastic praise for the song's catchiness and insightful lyrics.
0,0,"Chorus ruins the whole song, which was amazingly good.",Expresses praise for the song's overall quality while criticizing the chorus.
0,0,i like the lyrics but not the execution,Expresses approval of the lyrics while criticizing the song's execution.
-1,-1,"I feel emotionally assaulted, please pay for my therapy Jojo Siwa",Expresses intense negative emotion and a demand for expensive treatment.
1,1,Her lyrics ❤❤,Expresses strong positive emotion through repeated heart emojis.
0,1,"Best lyrics since, ""I wanna rock"", by Twisted Sister",Acknowledges a positive comparison while implying criticism of the current song.
0,0,Real ones alr know the lyrics 😭😭,Expresses a shared sentiment without strong positive or negative emotion.
0,0,It gives 2000s movies vibes sm,"Evokes a nostalgic feeling referencing a specific era, but doesn't express strong positive or negative emotion."
1,1,The song is so catchy ❤❤❤,Expresses strong positive emotion with multiple heart emojis.
-1,-1,Retroactive jealousy. My worst enemy fr,Expresses resentment and bitterness towards others.
1,1,"This is February 2025 & OBSESSED by OLIVIA RODRIGO continues to be exceedingly emotional, exceptionally eccentric, extremely explosive, enormously exciting, and exquisitely engaging. Her singing is singularly sentimental, spellbinding, superb and simply spectacular. ❤❤❤❤❤❤",Expresses intense and overwhelming positive emotions and praise.
1,1,"A catchy song as always, Queen Olivia! 👑💜",Expresses enthusiastic praise for the artist.
-1,-1,"If you're not obsessed with the lyrics, the metaphors or the bangs, youre not me.",Expresses a critical and dismissive attitude towards the song's elements.
1,1,Omg now Ik all the lyrics!!!❤❤❤,Expresses enthusiastic joy and affection.
-1,-1,There is a woman that feels this way currently about me and she's terrible so it's not the worst thing,Expresses negative feelings about a person.
-1,-1,This is all about insecurities ...I've never felt this way ..I've never been jelly of my guys exes...I'm glad cuz it sounds way too deep for me...brush Dat shit off....there's no point in obsessing over someone who doesn't matter to your partner anymore ..b glad you have him and leave it at that..confidence is gold,Expresses negative feelings and self-doubt regarding jealousy.
-1,-1,This is giving brutal vibes,'Giving brutal vibes' implies a negative and unsettling feeling.
1,1,The chorus gives me Weezer vibes.,Comparing the song to a well-regarded artist is a positive association.
-1,-1,how is she a singer? with that tone and performance,Criticizes her singing voice and performance.
0,0,"The song and lyrics are so high school, its time for her to realize she's an adult, but i gotta say this video is pure art, absolutely beautiful",Criticizes the lyrical content while praising the video's artistic quality.
1,1,It's the good MTV vibes for me,Expresses enjoyment of the music's energetic and nostalgic feel.
0,0,Sounds like rock-ish with a pop chorus,Acknowledges elements of both rock and pop genres.
0,0,i LOVEEE her avril lavigne/hayley williams vibes don't get me wrong but i hate the toxic gf character she plays in some of her songs like it is so unlikable to me idk,Expresses love for Avril's style while criticizing her portrayal as a 'toxic gf'.
1,1,"it has the ""Bullet with a butterfly wings"" vibe.","Compares favorably to a critically acclaimed song, indicating appreciation."
1,1,"I LOVE this video!! The concept, the sashes, Liv screaming and jumping during the chorus, it’s actually perfect ❤",Expresses strong love and enthusiasm for the video's elements.
-1,-1,The chorus vocals sounded like disorted Withered chica’s voice from fnaf UCN 😭😭,Expresses distress and dislike due to a comparison to a disturbing vocal effect.
0,0,Feels 2012 vibes kinda,"References a specific year, indicating a nostalgic feeling without strong positive or negative emotion."
-1,-1,The bangs look awful,Expresses strong dissatisfaction with the appearance (bangs).
-1,-1,She's copying the rhythm of Muse. Time is running out.,Criticizes the song for derivative musical influence.
-1,-1,"U know I wanna tell u like somany times but I held it up to my self but they are making me say it, you know church is million and billions of times the psychology therapy true they just loop around on the same emotions. Finally have to say it now",Expresses frustration and repetition with a critical tone.
0,0,Im sorry but I’m hearing telephone from lady Gaga in the chorus 1:42,Highlights a similarity to another song while expressing a specific observation.
0,0,is anyone else getting gay vibes from this song???????????????????,"Expresses a humorous, potentially suggestive, observation without a clear positive or negative judgment."
0,0,Her lyrics is germaitc wow olovia rodrigo shes talented,Expresses admiration while also criticizing the song's lyrics.
1,1,The cinematography and vibes of the actors/the entire video reminds me of the music video for “I’m not okay” by MCR 🤔 so good!! Loving this bop also 🥹🤩,Compares favorably to a well-regarded music video and expresses enthusiastic enjoyment.
1,1,Avril Lavigne vibes anyone?,References a beloved artist (Avril Lavigne) indicating appreciation.
