classificacao,comentario,justificativa
Positive,No comments about the lyrics ? Man she is awesome be young awesome she embraces at a certain angle with her voice is insane combination ❤️ love Sza,Expresses strong positive feelings and admiration for Sza.
Positive,"Dope ass song 🔥🔥 is it just me or does the base in the beat kind of resemble Beyoncé’s “Me, Myself & I”",Expresses strong enthusiasm and makes a comparison to a well-regarded song.
Negative,I was putting this on repeat but then....After I heard the lyrics.... it's a hard no. I'm not toxic like this and nobody about to subconsciously make me that way. Pretty voice or not. F that.,Expresses strong disapproval and rejection of the song's message.
Positive,"Millions thumbs up beats of this song instruments..billions thumbs up song..trillions thumbs up on Lyrics of this song Is a Loveable song.. JANUARY 26 ix, 2025",Expresses overwhelming enthusiasm and adoration for the song.
Positive,Nobody I mean NOBODY could beat this song ❤,"Expresses strong, enthusiastic admiration for the song."
Negative,i swear this sounds like a bone thugs beat.. and when shes like 'in the drop top ride wit you i feel like scarface'  that shit is straight bone thugs flow.. i hope she does a track with krazy bone or bizzy.. or the whole crew if they aint beefin lol,"Compares the song negatively to Bone Thugs-N-Harmony, suggesting a derivative sound."
Positive,I love sza music It’s so soulful and therapeutic amazing voice   Allah bless her,Expresses strong positive feelings and admiration for SZA's music and voice.
Negative,She's  SPEAKING  Realistic  Emotions !!! BUT the Guy's  Lyrics  tells  it  All...... THEY LYING ....While You Crying....🤷🏻‍♂️🤷🏾‍♀️🤷🏻‍♀️🤷🏾‍♂️Fax💯,Expresses distrust and criticism of the lyrics.
Positive,Her vocals are immaculate,Expresses high praise for the singer's vocal performance.
Neutral,sza be sayin some wild ish...but be vibe'n at same time tho,Combines a critical observation with a positive acknowledgment of the song's vibe.
Positive,I'm learning this song to play on solo guitar. Much more challenging than most stuff that's out. Very sophisticated melody and phrasing. And sexxxxyyy,Expresses appreciation for the song's complexity and musical quality.
Positive,beat so damn angelic it got its own verse😭🔥,Expresses intense delight and excitement about the song's beat.
Positive,"The FACT THAT I LOVE THIS SONG, THE WORDS THE BEAT ALL OF IT!! SZA FOR THE WIN 🙌🏾",Expresses strong enthusiasm and support for the song.
Neutral,Where's the guy that used to post the lyrics in the comments 🤣,A lighthearted expression of missing a past commenter.
Negative,these lyrics are out of pocket lmao,"Uses strong, dismissive language ('out of pocket') to express disapproval."
Negative,I wish a girl told me shit like this in these lyrics. Maybe a Nigga would feel more appreciated in the relationship…,"Contains offensive and racially charged language, expressing a harmful and inappropriate sentiment."
Positive,Yes the 90s vibes❤ when music was music now days this is a beautiful song,Expresses fondness for the song and its nostalgic 90s influence.
Positive,I love the beat,Expresses strong positive feelings about the music's beat.
Positive,0:00 fire beat,Expresses excitement and appreciation for the song's beat.
Positive,"LOVING WHEN SHE SINGS ""WITH Y💜U I CAN'T LOOSE,WHEN IM WITH. Y💜U...SZA RIDES & IS A WHOLE 🔥 💯 VIBE....",Expresses strong enthusiasm and admiration for SZA's music.
Positive,I remember going through the worst heartbreak of my life listening to this song on repeat literally all day looking back on that time I’m glad I made it through that 🙏🏽,Expresses gratitude and resilience despite a difficult experience.
Neutral,Too much autotune on her vocals but the music is true r&b,Acknowledges a negative aspect (autotune) while appreciating the genre.
Positive,"For me the chorus reminds me of god. “I can’t lose when I’m with you, how can I snooze and miss the moment , you’re just too important, nobody like you” God Bless 🫶🏾🙏🏾",Expresses strong positive feelings and religious reverence.
Positive,Love the vibe and the vocal,Expresses enjoyment of the song's atmosphere and vocals.
Positive,this song is just a vibe and all and all of the other chill songs ],Expresses enjoyment and describes the song as 'just a vibe'.
Neutral,Los Angeles California Vibes...,Describes a location without expressing a clear positive or negative feeling.
Positive,This brings back the dream vibes for me,Expresses a nostalgic and positive feeling associated with the song.
Neutral,Vibe 2025 🔥,Expresses enthusiasm without specific positive or negative commentary.
Negative,Anyone else getting emotional… or just me? 😔,Expresses vulnerability and sadness indicated by the sad emoji.
Neutral,"As an insomniac, I feel like the length of the nights are as deep as the ocean she's sitting above 😮😅","Expresses a feeling with an emoji, lacking strong positive or negative sentiment."
Positive,"My ONE and ONLY FAVORITE BIBLE VERSE JOHN 3:16, Hallelujah, YES JESUS! LOVE MORE GOD and YOU TOO LOVE ❤️ ❤❤❤",Expresses fervent religious devotion and love for God and the listener.
Positive,Vibes like peaches 🍑,Expresses a positive feeling using a metaphor.
Neutral,"idk but while i listen this music, it gives me 'kill bill' vibes","Comparison to a specific film, without expressing a clear positive or negative emotion."
Positive,The vibe is just amazing and still listening until 2025 😊,Expresses continued enjoyment and anticipates future listening.
Neutral,SZA and Doja Cat sound just a like. It's crazy how many sound alike. Is it autotune that makes them sounds so similar?,Expresses concern about similarities in vocal styles and potential use of autotune.
Positive,Me myself and I 💙 type beat,Expresses enthusiastic support and affection for the song.
Negative,The fact that the lyrics literally talking about hiding his bodies and testifying for him. I thought it was a love song💀 Sza makes music for side chicks 😂,Expresses disgust and accusation of the song's subject matter and implied target audience.
Positive,The vocals in the beginning 🔥🔥🔥🔥🔥,Expresses enthusiastic praise for the vocals.
Positive,this song a vibeeeee. makes me feel like i can sing lmaoo,Expresses enjoyment and a feeling of empowerment through the music.
Positive,"A lot of music ill listen to it for the bass, instruments and not so much the singer or lyrics. This would be one of them, the beat is composed very well.",Expresses appreciation for the song's well-composed beat.
Positive,This is a whole vibe!,Expresses enthusiasm and enjoyment of the song's atmosphere.
Neutral,It's crazy how leons voice is the sample in the beat,Points out a specific detail without expressing a positive or negative opinion.
Neutral,She is soooo…..DEEP,The comment uses an intensifier ('soooo') without expressing a clear positive or negative emotion.
Negative,Listen to the actual lyrics. Definitely not a love song.,Expresses disbelief and criticism of the song's supposed romantic content.
Positive,I absolutely 💯% love 💗 this song!!! Emotional 🥲.,Expresses strong positive feelings and describes the song as emotionally impactful.
Negative,this the worst song😂😂😂😂,Expresses strong disapproval and uses an emoji to emphasize negativity.
Neutral,I use TO RAP ALONG WITH WHAT I THOUGHT THE SONG SAID!!! ONE DAY THE RAIDO SAY CHECK HER LYRICS WHEN I SEEN WHAT SHE REALLY WAS SAYING I WAS LIKE WTF LMAO SHE ON HER RIDE OR DIE SHIT 💯💯💯🔥,Expresses confusion and amusement without strong positive or negative sentiment.
Positive,I feel a vibe when I hear this song on 96.3 today I typed everything in YouTube search 🔎 box I got the title now ima vibe to this everyday,Expresses enjoyment and intention to listen to the song regularly.
Positive,Drake - Deep Pockets vibes,References a positive aspect of Drake's music style.
Positive,Here @6am in the back seat of my car at the beach and haven’t slept vibes,Expresses a pleasant and relaxed feeling associated with a beautiful setting.
Positive,Good vibes ❤,Expresses positive feelings with a heart emoji.
Positive,Givin me 90s vibes baby❤,Expresses fondness and nostalgic appreciation for the song's style.
Negative,i was today years old when i realized that this beat is slightly sampled from Tyrese “What Am I Gonna do”!! 🔥,Identifies a copyright violation and expresses disapproval.
Neutral,This song reminds me of the girl of my dreams and my worst breakup at the same time 😅😅,Contains contradictory emotions (positive and negative) without a clear dominant sentiment.
Positive,Damn this is  sooooo ..emotional,The use of 'sooooo' and 'emotional' indicates a strong positive feeling.
Positive,HARMONY MACAYLA MACKEY❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,Multiple heart emojis indicate strong positive sentiment.
Negative,This is a serial killer song made into a romantic vibe 🤦‍♂️,Expresses strong disapproval and disbelief at the juxtaposition of themes.
Positive,Hi! I'm a Korean listener. I really love your songs and lyrics. Your voice always makes me relaxed. I will always support you in Korea!😅 Please visit Korea whenever you want.... thanks!,Expresses strong support and appreciation for the artist's music.
Positive,I love the vocal run at 3:12 🔥,Expresses strong enthusiasm and appreciation for a specific musical element.
Neutral,Is it me or does this melody  sound a little like Me Myself and I by Beyonce,Identifies a similarity to another song without expressing strong positive or negative feelings.
Positive,"Am i the only one who gets Aaliyah ""let me know"" vibes when you hear this song?","Compares the song favorably to a beloved artist, indicating a positive association."
Neutral,I hear some Me myself and I ( Beyonce) and Southside Ashanti and Lloyd 🥴🤔🥰 along the melody,"Mentions familiar artists and expresses a somewhat ambiguous, possibly positive, reaction."
Positive,Having a bad day put that sza on and vibe away the pain.,Expresses use of music to alleviate negative feelings.
Positive,Looking to sky and listening to this song 😢 deep thoughts,Expresses a feeling of contemplation and connection through the music.
Positive,YALL ARE TO DUM TO KNOW HOW VIBEY THIS SONG IS  SUPPORT YA GIRL SZA,Expresses strong support and enthusiasm for SZA's music.
Positive,Who is the dude on the track he kills rhis verse too ❤ makes rhe song even better to hear what hee dude thinks 🔥🎵🎶,Expresses enthusiasm and appreciation for the featured artist's verse.
Negative,"What is that sound that kind of sounds like a chair sliding over a floor at moments like 1:04 , 1:17 , 1:30 ? It doesn't seem to be on beat consistently or anything, kinda annoying.",Describes a specific element of the music as 'annoying'.
Positive,In the drop top ride w u i feel like scarface** my fav verse,"Uses enthusiastic language and references a favorite lyric, indicating strong positive feelings."
Positive,Dude on them vocals is crazy,Expresses excitement and appreciation for the vocals.
Positive,Straight heat  🥵  straight rider 🔥  just listen to the lyrics,Expresses enthusiastic enjoyment and excitement with fire emojis.
Positive,so vibe i cant bro,Expresses positive feeling with slang.
Positive,This beat takes you to them good old dayz,Expresses nostalgic enjoyment of the music's rhythm.
Neutral,The song was good but my brother's being annoying,Expresses a positive opinion of the song alongside a negative comment about a sibling.
Positive,130.9 Million view wow this was the faster Sza music video/audio on YouTube to reach milestone,Expresses excitement and appreciation for the video's success.
Neutral,"Anyone else hear the beat of this song and think of Beyonce's ""Me, Myself and I""? Beatiful track this is 🙌🏽","Compares the song to another, without expressing strong positive or negative feelings."
Positive,this a whole vibe,Expresses a positive feeling about the music's atmosphere.
Positive,Im 41and this has a 90s RnB vibe,Expresses enjoyment of the song's nostalgic 90s R&B influence.
Positive,My new beat better than lil pink cheez-itz 😂 ❤❤,Expresses enthusiastic enjoyment with an emoji.
Negative,"Well, first of all we’re not big bags is that why your father is dead and second of all is is actually good if you actually listen to her way better you actually should lyrics and I’m pretty sure next her next album is gonna come out. Hey this girl is stupid. This boy is crazy, I’m bout to say your mom said ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha🎉","Contains insults, expresses disbelief, and is generally critical."
Positive,The first verse is the embodiment of a ride or die,Expresses strong admiration and loyalty towards the song.
Negative,"Her voice is not bad. It looks like she’s trying to look like Whitney Houston. I don’t know artist nowadays think they need to “rap lyrics” & sound like they are whining when they sing. With very few exceptions, & she’s not one, there are few artists now who will be remembered 40-50 years from now like artists of the 70’s & 80’s!",Expresses criticism of the artist's vocal style and compares unfavorably to classic artists.
Positive,So heavenly a melody 👍,Expresses strong positive feelings about the melody.
Neutral,Deep,The comment is simply stating a descriptor - 'deep' - without expressing any positive or negative opinion.
Positive,this song deep make me want to get a girl on my own,Expresses a desire and positive emotion related to the song.
Positive,In Love w this melody…..,Expresses strong positive feelings about the melody.
Neutral,That's the vibe?,Simple expression of agreement without strong emotion.
Neutral,"I have no idea what this song is about,i love the melody,instrumental,when i first heard jt i hummed it for a month",Expresses uncertainty about the song's meaning while appreciating the melody and instrumentation.
Negative,"She does a good job promoting violence, negative acts, killing & having low self esteem   by using it as a love song to fire up negative emotions that obsession emotion can  influence a mass of ppl to help them get locked up in the system to fill that jail cell the industry owns so the government will pay them for a filled cell.",Strongly condemns the song's promotion of violence and negative emotions.
Negative,Song overrated asl.. This ain’t nothing but Beyoncé’s “me myself and I” reworded with a slightly slower tempo.👎🏾,Criticizes the song as a derivative and inferior version of Beyoncé's song.
Negative,So nice and beautiful until you hear the lyrics😂,Expresses disappointment and criticism regarding the song's lyrics.
Positive,I love this song soo much that i know all of the lyrics without the sound,Expresses strong positive emotion and familiarity with the song.
Neutral,Sounds a lot like Beyoncés me my self and I beat,"Compares the song to Beyoncé’s, offering a neutral observation."
Positive,2025 and this is still a vibe,Expresses continued enjoyment of the song despite its age.
Positive,My boy Leon Thomas (Andre from Victorious) gave us a BANGER with this one 🔥🔥🔥 You can definitely hear his vocals in the background,Expresses strong enthusiasm and excitement for the song.
Neutral,Who’s doing the male vocals?,Asks a question about the song’s production without expressing a positive or negative opinion.
Positive,This is some nice shit! Makes my Sunday vibe nice.💯,Expresses enjoyment and positive sentiment using slang.
Positive,Vocals go hard tbh,Uses 'go hard' to express strong approval of the vocals.
Negative,Vocals are crazzie,Uses a slang term to express dissatisfaction with the vocals.
Positive,"I hate that SZA makes songs that nobody can sing but HER. Her unique phrasing, voice, tone and approach make her songs untouchable by any singer. Or else, the song will lose that OOMPH, if you know what I mean.",Admits to liking SZA’s distinctive style and voice.
Neutral,Didnt ashanti do this beat and I'm sure someone did it before her too,Expresses a question and a slight observation without strong positive or negative feelings.
Neutral,so no one gonna post some lyrics? :'<,Expresses disappointment and a simple request for lyric analysis.
Positive,YOU DESERVE THAT HIGHER SPOT*** #ckeybeats,Expresses support and enthusiasm with an encouraging hashtag.
Negative,you had a love that would sent just for you all URS but your mind don't like that and your poor heart just beats but feels nothing the love or the danger I'm scared for what you just threw away the love you threw away can't be bought or measured your always in my mind and heart,Expresses sadness and disappointment regarding a lost love.
Positive,I just feel her vibe back when i was 12 now im 14,Expresses fondness and connection to the artist’s music.
Positive,I love this so much and I'm happy that even Jk played and vibed with it ❤,Expresses strong affection and happiness related to the music.
Neutral,Why does the background melody reminds me of Lloyd - Southside,Comparison to another artist's work without expressing a clear positive or negative opinion.
Neutral,Damn even as a nigga I’m screamin these lyrics lol,"Expression of enjoyment with a colloquial descriptor, lacking strong positive or negative sentiment."
Positive,"Babyface, Leon Thomas and Justin Bieber made magic with this song. Minus the toxic first verse 😂😂😂. I love it tho 😅",Acknowledges a flaw but expresses overall enjoyment.
Positive,Listen to the lyrics  it's a crazy love song,Expresses excitement and interest in the song's lyrics.
Negative,Milk gave me kidney stones. They don't tell you that tho,Expresses a negative experience and complaint.
Positive,Destiny child’s old me myself and I beat. Dope pick,Expresses enthusiasm and positive judgment of the song.
Negative,U cant play anyone emotions,Expresses a critical and dismissive sentiment.
Positive,It’s all the vibes in shit. It’s all good,Expresses enthusiastic enjoyment of the music.
Positive,I love you La’starr you make feel like nothing else matter !!! You make me feel emotion I have hudden from others …you bring out the life in me,Expresses intense love and appreciation for the artist's impact.
Negative,Its crazy that babies were conceived to these lyrics,Expresses concern and disapproval regarding the song's content.
Positive,Trippin on beat.much luv an flow from V CItY $tandddd up!!!! 604,Expresses strong positive feelings and support for V CItY.
Positive,Dam LOVE u make my heart skip a beat how u flowing like a overfilled cup 😩,Expresses intense adoration and emotional response to the music.
Positive,C'mon lyrics!❤❤🔥🔥,Expresses enthusiastic enjoyment with emojis.
Positive,Here in August 2024 going to 2025 continuing with the rhythm❤❤❤❤,Expresses enthusiasm and enjoyment of the music.
Positive,best song to vibe to on a night drive best song ever :),Expresses strong enjoyment and positive feelings about the song.
Positive,A vibe 🔥🔥🔥,Expresses enthusiastic enjoyment with fire emojis.
Positive,You're sucha vibe ❤,Expresses positive feelings with an emoji.
Neutral,What’s the original song to this beat ?,"Asks a question about the song's origin, lacking sentiment."
Positive,This is my alarm ringtone 😴😌,Expresses contentment and comfort associated with the ringtone.
Positive,This whole song is a vibe but the guy at the end gets me !!!! ❤,Expresses strong enjoyment and excitement.
Positive,Vibes but,Expresses a positive feeling about the music's atmosphere.
Neutral,@ 2:02 I know is her singing but the lyrics hit what we men go through,Expresses a personal observation without strong positive or negative judgment.
Positive,Sza is so down for these lyrics. Just really listened to this track today for the first time.,Expresses enjoyment and a positive first impression of the song.
Negative,I Love This Song But It Hurts Me So Deeply Everytime I Hear This Song It Reminds Me Of My Babymother That Recently Passed Away On God That Was My Other Half This Life Shit Ain't Fair,Expresses profound sadness and pain associated with a personal loss.
Negative,This is not a good song... this can cause some trouble and unnecessary violence... some people take things like this seriously when it's not that deep,Expresses disapproval and warns of potential negative consequences.
Positive,"The beat has Me, Myself, and I vibes from Beyonce’ first album, just slower and different pitch.","Compares favorably to a beloved Beyoncé album, indicating appreciation."
Positive,"Infelizmente permitir que meu coração se quebrasse mais uma vez,cada pedacinho que se espalhou só com o tempo vou poder juntalos por inteiro..",Expresses a bittersweet acceptance and hope for healing.
Positive,awesome song wit a sexy vibe,Expresses enthusiasm and describes the song as having a 'sexy vibe'.
Positive,Wow girl what a beat❤,Expresses enthusiastic delight with the emoji.
Positive,She different her music crazy that 1st verse the best  verse I heard All year ❤,Expresses strong positive feelings and enthusiasm for the song.
Neutral,Snooze by SZA is in the key of Ab Major. It should be played at a tempo of 23 BPM. This track was released on 2024-01-01.,Provides factual information about the song's musical elements without expressing an opinion.
Neutral,Stone Meadows,"Simple statement of artist name, lacking sentiment."
Neutral,951 Beatty Squares,"A simple, seemingly random comment with no discernible sentiment."
Positive,Your voice is so beautiful and soulful ❤️,Expresses admiration for the singer's voice.
Negative,Cheryl Lynn wasn't available for a g̶r̶a̶t̶u̶i̶t̶o̶u̶s̶ nostalgic cameo?  Woulda been nice.,Expresses disappointment and criticism regarding a missed opportunity.
Negative,The song sounds beautiful the lyrics are absolutely a testimony of bondage... So very sad. Deliver your lost Lord... In Jesus name I pray amen.,Expresses sadness and implies a negative spiritual context.
Positive,When i play this song she just puts the window down n the smell of her hair is all thru the car than she just massages my back.....Love what would i do without you my rib my only true experience that I truly explore to deep down,Expresses deep affection and sensual enjoyment of the music.
