classificacao,comentario,justificativa
Positive,The fact this song came a little less than four weeks ago shocked me…it’s so catchy!!,Expresses strong positive feelings about the song's catchiness.
Positive,0:30 The Weeknd vibes 😮😮😮,Expresses appreciation for The Weeknd's musical style.
Neutral,"Today it all sounds the same, repetitive not bad, well produced but in the end not very interesting. Often the better songs go back to the past. This one does that all too and yet, it catches attention. The secret? Not a lack of repetitive elements for sure, on the contrary but somehow it sounds like those who make it were inspired, liked this song themselves. It's shorter than usual. I wonder if they had discussions about this. Why??","Offers a mixed assessment – acknowledging production quality and repetition, but also questioning the creative process."
Positive,Those few days have been torture and now I can finally vibe to this song all day!!!,Expresses relief and joy at being able to enjoy the music after a difficult period.
Positive,"This is the best songs I've heard in a while, such a vibe",Expresses strong positive feelings and enjoyment of the music.
Positive,this songs a vibe,Expresses enjoyment and appreciation for the song's atmosphere.
Positive,The vibe is unreal ❤,Expresses strong positive feelings using the emoji.
Positive,absolute vibe tbf,Uses 'tbf' (to be fair) to express positive enjoyment.
Positive,This gives me some Slavic vibes🎉🎉🎉,Expresses excitement and positive association with 'Slavic vibes'.
Positive,"This is perfect. Absolutely a vibe, amen for this .",Expresses strong approval and enthusiasm.
Positive,Banger 🔥🔥🔥 got that 80s vibe ❤,Expresses enthusiastic enjoyment with emojis.
Negative,The blue tinted background is so melancholic ugh the vibes,Expresses dislike of the blue tinted background and associated 'melancholic' vibes.
Positive,"This has such a old ish vibe, i live this genre of music","Expresses enjoyment of the music's specific, older style."
Positive,I’m obsessed with this song. It’s the only repetitive shorts song that I don’t mind lol,Expresses strong enjoyment and acceptance of a repetitive song.
Positive,When listening to this song...Am I the only person who feels vibes like those old days?✨,Expresses nostalgic enjoyment and connection to the music.
Positive,all vibeeee,Expresses enthusiastic enjoyment and positive energy.
Positive,I just found out Artemas is a London based producer that is why this song is absolutely brilliant.  The Brits know how to make super catchy musid. This song is currently at #5 in the UK top 75 singles charts! Number 25 on the hot 100 it better make the top 10 soon❤❤❤,Expresses excitement and praise for the song's success.
Positive,"I love the rhythm of it and the vibe honestly chill yet upbeat, the lyrics I could even do without honestly just this beat and rhythm alone is fire 🔥",Expresses strong enjoyment of the beat and rhythm.
Positive,Such a vibeee🔥,Uses enthusiastic and positive slang to express enjoyment.
Negative,Very catchy song but the lyrics are from the perspective of such an asshole,Criticizes the song's lyrics as representing an unpleasant viewpoint.
Positive,I want to find more songs that have the same vibe as this guys🥰🥰🥰,Expresses fondness and desire for similar music.
Neutral,I hate this song but i listen to it because it's catchy.,"Expresses contradictory feelings – dislike due to quality, but acknowledges its catchiness."
Positive,This song is insane the vibes are unreal,Expresses strong enthusiasm and positive feelings about the song's atmosphere.
Positive,"Even though this song just came out, it feels nostalgic. Something I'd listen to about 20 years ago",Expresses a positive feeling of nostalgia associated with the song.
Positive,This Song Has Sad And The Jam Vibes Together,"The comment expresses enjoyment of both 'sad' and 'jam' elements, indicating a positive feeling."
Positive,Such a Techno vibes,Expresses enjoyment of the song's techno style.
Positive,"She gives me a lot of Mr. Kitty vibes for sure! This song is similar to his songs Home and 0% Angel, for example","Compares the song favorably to a well-regarded artist, indicating enjoyment."
Neutral,the beats sounds like from grimes,"Compares the song's beat to Grimes' music, expressing similarity without strong positive or negative judgment."
Neutral,"With AI, vocal mixing, autotune it's so hard to tell if it's one singer or many so is it just Artemas or others in the vocals?",Expresses uncertainty about the vocal contribution of the artist.
Positive,This song a whole vibe.📶,Expresses enjoyment and suggests a positive atmosphere.
Positive,Already getting summer vibes and this song is like a cherry on top 🌅👌🏼,Expresses enjoyment and association with positive summer feelings.
Positive,This track evokes only positive emotions wherever I hear it. And there was no one who would deny it,Expresses strong positive feelings and confirms widespread approval.
Neutral,"Love the beat, love the chorus, too bad about the rest of the lyrics.","Expresses positive feelings about the beat and chorus, while criticizing the lyrics."
Neutral,Synths are definitely from the 80/90's but the vibe is a lot like Crystal Castles,"Compares the song's sound to another artist, offering a descriptive observation without strong positive or negative judgment."
Negative,"It's a catchy track but the lyrics really bug me - he says ""not tryna to be romantic, I'll hit it from the back just so you don't get attached"", yet he also claims just before that ""I like the way you kiss me, I can tell you miss me""; the two statements are clearly contradictory. He doesn't want for her to get attached, yet he likes that he kisses her in a way which indicates she misses him i.e. actually is attached. The sum effect is to make the song sound insincere and confused.",Critiques the song's lyrics as contradictory and insincere.
Positive,the beat is SOOOO reminiscent of frankenstein by rina sawayama omg,Expresses enthusiastic appreciation for a similarity to another artist's work.
Positive,The Perfect Girl vibes fr,Expresses admiration and association with a desirable image.
Neutral,I don't know.... but I'm getting some juice wrld vibes 🤔,Expresses a vague similarity to Juice WRLD's style without strong positive or negative judgment.
Positive,💓vibes🎧,Expresses enthusiastic positive feelings using emojis.
Positive,This beat hits!!!,Expresses strong enthusiasm and appreciation for the beat.
Neutral,"Esta canción me da vibes de ""The perfect girl"" de Mareux.","Compares the song to another song, indicating similarity without strong positive or negative sentiment."
Neutral,Vampire vibes,A simple observation referencing a stylistic element of the song.
Neutral,"Love it because of the tone, hate it because of the lyrics.",Expresses both positive appreciation for the tone and negative criticism of the lyrics.
Positive,this song has a same vibes to the «strangers» and I really like it > <,Expresses enjoyment and similarity to another song.
Positive,Crazy emotions going through me when listening,"Expresses a strong, positive emotional response to the music."
Positive,I hope i remember the name of the song in 10 years when its melody keeps repeating on my mind!,Expresses a hopeful and fond anticipation for the song's lasting impact.
Neutral,"i wouldnt say this has 80s vibes, more like 2000-2010s with the effects and general sound",Expresses a differing opinion about the song's stylistic influence.
Negative,She has an annoying voice,Expresses a negative opinion about the artist's voice.
Negative,"Dang, the lyrics..It just sounds so sad. I genuinely feel bad for the girl. He doesn't actually love her. Just what she can give to him. I know this is in music all the time, these subjects. But this hit a little hard. It's just so heartless and reflects a lot of emotionally abusive//unavailable relationships of today. Hope others like the girl character (idk if she's real or not) find connections they deserve, who cherish them as much as she cherishes her friends/lovers/partners, whatever it may be. Equally in love and/ or connected.",Expresses sadness and criticism of a perceived emotionally abusive relationship.
Positive,Catchy as hell,Expresses strong positive sentiment due to the descriptor 'catchy as hell'.
Positive,This a vibe,Expresses a feeling of enjoyment and appreciation.
Neutral,Why this song gives the vibes of crystal castles or goth by sidewalks?,"Compares the song to other artists, expressing a curious observation rather than a positive or negative judgment."
Positive,"goddamn perfect,this songs has spicial vibe,i love it",Expresses strong positive feelings and enjoyment of the song.
Neutral,"this and ""hate me"" are really giving the same vibes","Compares the song to another, without expressing a clear positive or negative opinion."
Neutral,Uhhh romanticising toxic relationships not good butttt the beat is a banger,Expresses a critical opinion about the theme while acknowledging a positive aspect (the beat).
Positive,Siiiiiiiiiiiiiiiick beat yo 💪🖤 🎶🎼🎵,Expresses enthusiastic approval of the beat.
Positive,80s vibes. Gonna be hooked on this for a while,Expresses strong positive feelings and anticipation of enjoying the song.
Neutral,"Me indiquem aqui por favor, músicas com essa mesma VIBE ❤❤❤❤","Expression of liking with a request for recommendations, lacking strong sentiment."
Positive,"strong ""Drive"" vibes",Evokes a positive association with the song “Drive”.
Neutral,Why does this song's beginning vocals remind me of another song but I can't remember,"Expresses a vague, uncertain observation without strong positive or negative emotion."
Neutral,Dude this song mam it talks about a toxic gaslighting relationship but yet something about the beat is so addictive and nostalgic like those 90s and 2000s romance thriller movies,Expresses conflicting feelings of criticism and enjoyment.
Neutral,Im pretty sure this video was filmed in reverse,A simple observation with no clear positive or negative sentiment.
Positive,Has that electronic vibe to it I love it,Expresses enjoyment of the song's electronic sound.
Positive,its giving perfect girl vibes,Uses slang to express strong positive feelings about the song.
Positive,this VIBE is just something else ♥,Expresses strong positive feelings and appreciation for the music's atmosphere.
Positive,this song makes me nostalgic for some reason haha,Expresses a fondness and longing associated with the song.
Positive,This gives me After dark vibes,"Compares the song to a popular and well-regarded track, indicating enjoyment."
Positive,Cool Song and nice Vibes. I like it 👌,Expresses positive enjoyment and appreciation for the song.
Negative,What are the lyrics?? Complete BS,Expresses strong disapproval and accuses the lyrics of being nonsense.
Neutral,"Total banger, too fkn bad everyone is using it for everything it's become annoying, I mean i Iove it as long as I search it myself but hearing it every where Jesus Christ",Expresses enjoyment mixed with annoyance at its overuse.
Negative,"This is one of these songs when you hear it and think ""nice"" and hear it over and over, and in some years you listen to it again and HEAR (!) what the lyrics are and then it is an WTF song :D",Expresses a surprised and negative reaction upon deeper listening.
Positive,"Dude, it's 12 am Im going to work in 4 hours but I just can't stop listening to this song for the last 2 days, It's the best song I've heard in a really long time, gives me Crystal Castles vibe, the guitar in the song is fucking dope, I just cant describe the feeling of the song, something misterious…","Expresses strong enjoyment and describes a captivating, mysterious feeling."
Positive,"This is a banger, intemporel, magnifique ❤",Expresses strong enthusiasm and admiration for the song.
Positive,gives me vibes of Strange Girl,"Compares the song to a well-regarded track, indicating a positive association."
Positive,"Love this song, definitely  adding to my favorites songs. It has some vibe same as  Molchat Doma .",Expresses enjoyment and comparison to another artist.
Positive,"This song is so catchy with the girls part, I added it to my playlist then turned to my piano and learnt the right hand part of the song in like 10 minutes I’m so addicted to the beat, now to learn the left hand and put it all together (left is hard for me 😭)",Expresses enthusiastic enjoyment and dedication to learning the song.
Neutral,A vibe,"Short, positive expression indicating a pleasant feeling."
Positive,"this song, is have vibe 😍",Expresses a positive feeling with the emoji.
Negative,these lyrics are soooooo ass 😂😂😂,Uses a highly offensive and negative term to describe the lyrics.
Positive,Crystal castles vibes,Evokes a positive association with a well-regarded song.
Positive,"this guy will have hard time beating this . Its his best shot ever. This type of song you create once and then its really hard to even get close to it. This should be legendary, cuz it is really an art",Expresses high praise and suggests the song is exceptional and potentially legendary.
Negative,Worst song ever😂😂😂,Expresses strong dislike and uses a laughing emoji to emphasize negativity.
Negative,"Only the beginning is okay. The rest of it is garbage, lyrics and all . Cabaret Nocturne far superior. Man Trevor something is far superior. If this is gonna be “new wave” proof that music now is awful.",Strongly criticizes the song as garbage with poor lyrics and suggests it's a poor representation of new wave music.
Positive,80s vibes with Synthpop mix darkwave,Expresses enjoyment of the music's stylistic influences.
Neutral,It has some 80s vibe but this is just my opinion 😊,Expresses a personal opinion without strong positive or negative sentiment.
Positive,song feels like it would be on radio in gta 6 indie station. going right in the vice city vibes playlist,Evokes a nostalgic and positive association with a desired musical style.
Positive,It’s been so long from living tombstone is very good song with similar patterns to this one,Expresses enjoyment of the song and comparison to another.
Positive,Bass synth rocking,Expresses enthusiastic enjoyment of the bass synth.
Negative,Bro the lyrics are cold dang 😅😅I don’t like the song anymore lol,Expresses dislike and disappointment with the song's lyrics.
Positive,Nostalgic 80s vibe futuristic anime vibe,Expresses a positive association with the music's style.
Positive,This song has a Gothic vibe 😅 😂❤.,Expresses enjoyment and appreciation for the song's Gothic atmosphere.
Positive,MY FAVORITE SONG OF ALL TIME!!!  👉SUPER CATCHY!!!!👈,Expresses extreme enthusiasm and enjoyment of the song.
Positive,This gives me major sadsvit-cassette vibes. Really like this sound,Compares the music favorably to a well-regarded artist and album.
Positive,I AM DEEPLY IN LOOOVVEEEE,Expresses intense and enthusiastic love.
Neutral,I know the beat from another song. Just can’t remember the name of song. They sound good 😮❤,Expresses a vague positive reaction without specific praise or criticism.
Positive,"I found this accidentally super sped up on one of those Snapchat content farm stories, i had to FIGHT to actually hear any of the lyrics 💀 but also im glad i did bc this is a banger","Despite initial difficulty, the commenter ultimately finds the song enjoyable."
Neutral,More lyrics would be nice😃,Expresses a simple desire for more lyrics without strong positive or negative emotion.
Positive,I can feel this vibe,Expresses a positive feeling and connection to the music.
Negative,This shits way too catchy,Uses vulgar language to express dislike of the song's catchiness.
Neutral,University of Georgia water baptisms amazing grace share unity repentance matthew 18 verse 18-20,Religious commentary without expressing positive or negative emotion about the music.
Positive,"This 80s inspired synth pop masterpiece is already in the top 10 charts in Switzerland new @#4, Germany new @#7, Ireland new @#11 in the UK new @#13 Canada new @#37 and amazingly debuts @#70 on Billboard hot 100. Please God make the a top 10 in the USA we need real pop music in 2024 enough with all the dreadful rap crap.",Expresses strong enthusiasm for the song's chart performance and desire for quality pop music.
Neutral,Is the lyrics from other song? Because it sounds familiar,Expresses uncertainty and a suspicion of lyrical similarity.
Positive,"Hello I am an abstract artist and I would love to use a part of this somg in my youtube video, how I paint and create. Explosion of the emotions ❤ you will love it. Can i use it if I give you a credit 🙏🙏🙏 Please! 😊",Expresses enthusiastic desire to use the song and offers credit.
Neutral,2013 vibe,"Simple statement referencing a past year, lacking strong sentiment."
Positive,Amazing song🔥love the vibes specially driving at night😩,Expresses strong enjoyment and positive association with the song.
Positive,Perfect vocals.,Expresses strong praise for the vocals.
Neutral,This song is def goth adjacent. Even tho the singer has a mainstream vocal sound.,Acknowledges a stylistic connection without strong positive or negative judgment.
Negative,The most annoying song ever made,Expresses strong dislike and annoyance with the song.
Positive,This shit is a vibe I hope when my ex hears this song she misses me and try’s to call and I don’t answer 😂 ahahhhhhh,Expresses enjoyment and a playful desire for a positive reaction from an ex-partner.
Positive,summer vibe 24 check ✨,Expresses enthusiasm and positive feelings related to a 'summer vibe'.
Positive,There is something hauntingly nostalgic about this..,Expresses a positive feeling of nostalgia.
Neutral,I like sound effects,Expresses a simple preference without strong positive or negative emotion.
Negative,Does hit heavy . Unfortunately the nostalgia sad EX / the ex that never was vibe and for that …….. I can’t love this tune .. sad …… I love it tho raaaaahh heavy this tune,Expresses disappointment and sadness due to nostalgic association.
Neutral,Does he have a chorus or does he have gender bending vocals & can sing as both?,Asks questions about song elements without expressing a positive or negative opinion.
Positive,"OOO, plus vibe 💫",Expresses enthusiasm and positive feelings with emojis.
Neutral,"Mannnn, İ feel f*king FİFA and PES vibes🧘🏻‍♂️","References video game music, without expressing positive or negative emotion."
Positive,Huuuuuh good vibes,Expresses enthusiasm and positivity.
Positive,Face!! This Music is Amazing!! Indescribable vibe!!☠️💨⛈️,Expresses strong enthusiasm and positive feelings about the music.
Positive,I’m loving this uts uts uts vibe😎,Expresses strong enjoyment with enthusiastic emojis.
Positive,Really impressive vocal !!,Expresses strong positive feedback regarding the vocals.
Neutral,Nice.Whos singing the chorus??,A simple expression of appreciation with a question.
Positive,I waited for this since saturday and it was 110% worth it. Such a vibe. Love the song!!!,Expresses strong enthusiasm and enjoyment of the song.
Positive,SO BEATIFULLLXD,Expresses enthusiastic enjoyment with repeated positive reinforcement.
Negative,"Someone tell me? Was this video made with AI? Is the female vocalist in the song this girl? There are many vocal voices in the song, and their names are unknown. I thought Artemisa was a woman. The female voice in the song is not mentioned anywhere. Can someone tell me?",Expresses suspicion and confusion about the song’s production and vocals.
Neutral,"I’m sorry artemas, first time I heard this song I was like “this is a really good song”, but within 15 mins I’ve overheard this song from all the wanna be “bodybuilders” and the wanna be “influencers” videos using this song. Then I heard the song more and was like “ the beat sounds like mareux - perfect girl” . It’s a good song, but idk if I’ll hear it within the next 5 months","Expresses a mixed opinion, acknowledging initial enjoyment but noting potential overexposure and a comparison to another artist."
Negative,"After months now, its the most annoying hipster song. congratulations",Expresses annoyance and labels the song as irritating and trendy.
Negative,THE WORST AUDIO EVER. YOU ALL ARE BOTS,Expresses extreme dissatisfaction and accuses others of being bots.
Positive,1:48 goes rlly hard and the song HAS SUCH A BIGG VIBE,Expresses enthusiastic appreciation for the song's energy and impact.
Negative,Horrible lyrics,Expresses strong disapproval of the song's lyrics.
Positive,"lets go, another song with weird lyrics that sounds insanely good",Expresses excitement and positive reaction to the song's sound.
Negative,"This somehow gives me the vibes of old, russian buildings and poverty",Evokes negative associations with decay and hardship.
Negative,it’s sad it’s a repeat and has no real lyrics,Expresses disappointment and criticism of the song's lack of substance.
Positive,I love the rhythm artemas 💗,"Expresses affection for the artist, Artemas."
Neutral,This summer's vibe will be like this:,Expresses a desire for a certain summer feeling without strong positive or negative emotion.
Neutral,Its the chorus for me,Focuses solely on the chorus without expressing a broader opinion.
Positive,Heard this song in VR chat on repeat at a bar. Damn it’s a vibe,Expresses a positive feeling about the song's atmosphere and enjoyment.
Negative,"I might be the odd one out, but this song is ass. The lyrics are unoriginal and kinda degenerate, uninteresting and stale, the beat is stale too and I would've given points for the music video but it's ass too.","Strongly criticizes the song's lyrics, beat, and overall quality."
Positive,"I'm loving this right now, up beat and positive... Perfect! 😊❤❤",Expresses strong positive feelings and enjoyment.
Positive,This gives me high fashion vibes,Expresses a positive association with high fashion.
Positive,Man I like this 90s vibe it’s perfect,Expresses a clear preference for the song's nostalgic 90s style.
Negative,I hate autoplay for sending me here. There is not a single song that has more infuriating lyrics than this. It makes me want to scratch my eyes out. Doesn’t help that the guy who wrote this is actually a certified asshole,Expresses extreme anger and disgust with the song and its creator.
Negative,"Maybe in another universe I will like the way the guy I secretly have a crush on kiss me. This song reminds me so much of his presence, every night dreaming of us being together; someday my dear Antonio, I can tell I miss you, not trynna being romantic, I just love how you treat me.",Expresses wistful longing and unrequited feelings.
Positive,Just the vibe.,Expresses a simple but positive feeling about the song's atmosphere.
Neutral,Is the girl on the cover part of the vocalists on the song? Is she just part of the cover and nothing more? Does anyone know her name please?,Asks questions about the video cover model's role.
Neutral,It gives me sad russian vibes and I love it,"Expresses a specific, somewhat evocative, feeling without strong positive or negative connotations."
Positive,Night ride vibes,Evokes a positive and evocative feeling associated with a pleasant experience.
Positive,Mr. Kitty- After Dark vibes 🎶,Expresses enjoyment of the song’s similarity to Mr. Kitty’s style.
Positive,Like the vibe,Expresses a positive feeling about the music's atmosphere.
Positive,Am I the only one getting pinkpatheress vibes from this? 😂❤,Expresses enjoyment and similarity to another artist.
Negative,Proud of how deep it hit hit hits the back of your cervix. Then I hit it from the back and it goes splat so we don't get attached. Splat splat splash.,"Uses vulgar and unsettling imagery, indicating strong disapproval."
Positive,Gravity falls vibes,Evokes a nostalgic and positive association with the popular show Gravity Falls.
Positive,This song has strong Maureux vibes ❤ love it,Expresses love for the song referencing 'Maureux vibes'.
Positive,I feel the 1980s and punk  1990s vibes in this,Expresses a nostalgic and positive appreciation for the music's style.
Positive,"If you love vibe,🎉",Expresses enthusiasm and enjoyment.
Positive,ayo the lyrics and the tempo clearly got the rizz fr. love the tune,Expresses enjoyment and appreciation for the song's rhythm and lyrics.
Neutral,Gallowdance vibes,"Evokes a specific, somewhat unsettling musical style without expressing positive or negative emotion."
Positive,Summer Vibes coming!!!!!!!!,Expresses excitement and enjoyment associated with the song's theme.
Positive,"80s vibes, they dont make it like this anymore 😢. I wonder why we all so attracted to it ...",Expresses nostalgic appreciation and positive attraction to the music's style.
Neutral,"love the feminine voice part, the guys singing & lyrics are utter garbage though",Mixed opinion expressing appreciation for one aspect while criticizing another.
Neutral,does anyone have the lyrics typed out ?,Asks for information without expressing an opinion.
Positive,Why is this song so freakin catchy,Expresses enjoyment and finds the song appealing.
Positive,Gives me the neighborhood vibes,"Evokes a nostalgic and pleasant feeling, suggesting enjoyment."
Neutral,Anyone know of similar beat/sounds/style songs?,Asks for recommendations without expressing a positive or negative opinion.
Positive,"I thought Mareux made this, it gives perfect girl vibes",Expresses a positive feeling and association with a desirable quality.
Positive,Did you put crack in this song? It’s so catchy. ✨,The comment expresses enthusiastic enjoyment of the song's catchiness.
Positive,Vibes of mareux the perfect girl oh who is she ...❤❤❤❤,Expresses strong positive feelings and admiration.
Negative,Idk why but this song gives me andrew graves vibez,"Reference to Andrew Grayves, known for controversial and often negative opinions, suggests a dislike of the song."
Positive,Unexpectably catchy,Expresses a positive reaction to the song's catchiness.
Positive,Crazy short but good lyrics,Expresses a positive assessment of the song's lyrics.
Positive,This gives me midnight vibes ❤,Expresses fondness and association with a specific song/artist.
Neutral,É synthpop ou wave?,Asks a question about the genre of the music.
Positive,"this smacks on it's own, but i'm getting trouble andrew vibes. love it. (listen to his older stuff- see no good and chase money. but his recent stuff's fire too)",Expresses enjoyment and recommends exploring other music by the artist.
Negative,"Suck a terrible song. Bad singing, poor lyrics. Sounds like Missing Persons from the 80’s.",Strongly criticizes the song's quality and compares it unfavorably to a specific artist.
Positive,Que vibe maravilhosa 🥰❤️,Expresses strong positive feelings with emojis.
Positive,this is like if u wanted after dark to be fast and upbeat,Expresses enjoyment and comparison to a positive attribute.
Neutral,"The lyrics are so real cold 🥶 shit for a person to say to another person in life,  no the less very catching song.",Expresses a neutral observation about the lyrics combined with a recognition of the song's catchiness.
Negative,the song is super catchy but I am amazed how the girls like these lyrics :s or most of them just dont get what he is sayin,Expresses disbelief and criticism of the singers' understanding of the lyrics.
Positive,Shit blew up. Catchy song,Expresses excitement and enjoyment of the song.
Positive,this is catchy as shit. good job.,Expresses enthusiastic approval with strong positive language.
Positive,I wish all his songs were upbeat darkwave. This song goes so fucking hard,Expresses strong enthusiasm and positive feelings about the song's energy.
Positive,Bro it really gives me The Cure vibes,Expresses a positive association with The Cure's musical style.
Negative,"Gosh i love the song, but the lyrics is so f-boy, i canttttttttttttttttttttttttttttttttttttttttttt",Expresses strong disapproval of the lyrics as 'f-boy'.
Positive,The girl is gorgeous<33 luv the vibe,Expresses admiration and affection for the artist.
Positive,"This reminds me of 80s style music, 80s music is very simple and easy beat in music. I love it",Expresses appreciation for the song's similarity to 80s music.
Positive,From insta. Very catchy,The comment expresses a positive sentiment due to 'very catchy'.
Neutral,its slowed and reverb version: https://youtube.com/shorts/LTdd5NQyt74,Describes a specific version of the song without expressing a strong positive or negative opinion.
Neutral,Need Beats?,"A simple question seeking a response, lacking sentiment."
Neutral,Who are the female vocals from?!?!?,Expresses confusion and a question about the song's vocalists.
Negative,"Great melody, but shame about the abuser vibes this song's giving.",Expresses disapproval due to perceived problematic themes.
Neutral,"Let’s be honest, lyrics are trash and empty, but I like the vibe of it if you ignore them",Acknowledges lyrical flaws while expressing enjoyment of the overall atmosphere.
Positive,Uma vibe alienígena futurístico que eu amo e respeito muito!!!! 🛸🤍,Expresses strong positive feelings and appreciation for the song's theme.
Negative,"This girl, again GIRL, is hitting what from the back? I am a little lost... This is something only a man could say but never would (unless there are some deviations at play), for the idea that mere sexual positions affect emotional connection is utterly ridiculous. She sounds like a virgin inventing things. I'll just say, the song is 1980s but the lyrics are pure 2020s, sadly.",Contains harsh criticism of the artist’s vocal technique and suggests a lack of sexual experience.
Positive,Vibe😈,"The emoji '😈' typically conveys a positive, playful, and exciting vibe."
Neutral,"I need one more verse, it's over way too soon...",Expresses a desire for more song content without strong positive or negative emotion.
Negative,Idioticly simplistic tune and awful lyrics. You cannot be serious,Strongly criticizes the song's simplicity and poor lyrics.
Positive,very catchy,Expresses positive sentiment due to the description of the song as 'very catchy'.
Positive,This catchy 💯🔥,Uses emojis to express strong positive feelings.
Positive,this is such a vibe!,Expresses enthusiastic enjoyment and a positive feeling.
Positive,Grimes Flesh without blood vibes,Expresses appreciation for the song’s similarity to Grimes’s ‘Flesh Without Blood’.
Positive,vibe 10/10,Expresses strong positive sentiment with a numerical rating.
Positive,I feel such a Zady vibe from this song 💔,"Expresses a fondness for the song, aligning it with a specific artist/aesthetic."
Negative,Ass song ass lyrics,Strongly negative assessment of the song's quality.
Neutral,This reminds me of Mareux with feminine vocals. Even though it’s Artemas singing it.,"Comparison to another artist, offering a descriptive observation without strong positive or negative judgment."
Positive,Its so catchy omg,Expresses strong enthusiasm and enjoyment of the song.
Positive,Like a good vibe,Expresses a positive feeling associated with the music.
Neutral,Vibe toh hai,Uses an expression of feeling ('vibe') without expressing positive or negative emotion.
Positive,BABY YESSSSSSSS fuggin sexy ass beat. I love it ❤feed me Seymour!,Expresses strong enthusiasm and positive feelings towards the music.
Positive,"I need this on one of the Cyberpunk 2077 radio stations ASAP, it has such a vibe",Expresses a strong desire to hear the song on a specific platform due to its appealing vibe.
Neutral,the beat is sooooo,"Expresses a simple, unadorned opinion about the beat."
Neutral,She should do vocals on a 90s type eurodance song. Like maxx or something,Suggests a stylistic change without expressing a positive or negative opinion about the current song.
Positive,Vibes all day!!,Expresses enthusiastic enjoyment and positive feelings.
Positive,the beat gives me gravity fall vibes !!!!,"Compares the beat to a beloved animated series, indicating a positive association."
Positive,I was about four years old in pre school I remember walking up too a girl during recess an kissed on the lips and looked into her eyes with love ❤ I remember the adults laughing and being happy they had other emotions on their faces but don't remember what thee emotions where anyway I was very young but remembered that.,"Expresses a cherished, nostalgic memory of a positive childhood experience."
Positive,I sure did... The vibe and the beat just resonates within Me.,"Expresses a strong, personal connection and enjoyment of the music's vibe and beat."
Positive,"The up n coming on all sides life, to watch your smiles n hopes that you'll remember me n my name Toney Bolden. Nice to meet you. . I like the style of sounds. .something that goes with my style of life. ❤",Expresses fondness and appreciation for the music's style.
Neutral,"I love the song, but don't like the lyrics at all, I feel torn",Expresses both positive feelings towards the music and negative feelings toward the lyrics.
Neutral,Want a vibe that goes with this song? https://youtu.be/_6TktgCmFKA,Provides a link but doesn’t express a clear sentiment about the song itself.
Negative,"I’m make the lyrics/ I like the way you kiss me  I like the way you, uh I like the way you kiss me I can tell you miss me  I can tell it hits hits hits not tryna be romantic I’ll hit it from the back  just so you don’t get attached  I like the way you kiss me I can you you miss me I can tell it hits hits hits not tryna be romantic I’ll hit it from the back just so you get attached you bite my lip just for the taste your on your knees I’m on the case you take the heat and with such grace you say we’re done but here you stay said your scared I’ll let you down stick around and you will find out don’t you wanna make me proud cause I’m so proud baby I’m so proud of you I like the way you kiss me I can tell you miss me I can tell it hits hits hits  not tryna be romantic  I’ll hit it from the back just so you don’t get attached I CANT DO MORE SORRY",Overly explicit and suggestive lyrics create a negative impression.
Positive,"this track is so catchy, new order bass guitar vibes 🙂",Expresses enjoyment and references a positive musical influence.
Neutral,Jake webber vibes,"References a specific artist, indicating a recognition but without expressing a clear positive or negative opinion."
Positive,This is very catchy,Expresses enjoyment and appreciation for the song's catchiness.
Neutral,Who is the female vocalist in this song?,Asks a question about the song's features without expressing opinion.
