classificacao,comentario,justificativa
Negative,great song with worst video,Expresses enjoyment of the song but criticizes the accompanying video.
Negative,"The worst thing is that, Anitta is a great success in Brazil 😭 this explains a bit the ridiculous situation that Brazil is undergoing... The population deserves the country they have, congrats fucking Brazil!",Expresses frustration and criticism of Brazil's situation.
Negative,"The worst music that The Weeknd recovered, because this Anitta!",Expresses strong disapproval of The Weeknd's recent music choice.
Positive,That chorus is one of the best pieces of music I've ever heard,Expresses extremely high praise for the chorus.
Negative,This video is even darker than every verse of the Berserk manga in its most extreme stages,"Compares the video to a notoriously dark and violent manga, indicating a deeply unsettling experience."
Neutral,The best song ever with worst video ever lol,Expresses both high praise for the song and criticism of the video.
Negative,How the fuck does this have any correlation to the song lyrics.,Expresses extreme frustration and disbelief regarding the connection to the lyrics.
Positive,Sometimes... the audio is powerful enough. No video needed🎧✨,Expresses appreciation for the song's audio quality.
Negative,Worst music video ever,Expresses strong disapproval and declares it the 'worst' music video.
Positive,Yall can say anything but this is art. The vibe of the music fit so well with the mv,Expresses strong appreciation and identifies the music and video as a cohesive artistic experience.
Negative,"The brazilians don't like Anitta, she's a generic and problematic singer for us",Expresses strong dislike and criticism of the singer.
Negative,Bro saw to many brazilian reels. Sounds awful though.,Criticizes the music as sounding 'awful' due to perceived influence of Brazilian content.
Positive,"I can’t stop playing this! The way The Weeknd and Anitta’s voices blend together is everything. The vibe is electric, and the beat just makes me want to move. I’m absolutely in love with this track! 🔥🎶💃",Expresses strong enjoyment and enthusiasm for the song.
Negative,Is this music video supposed to be at the deep web?,Expresses confusion and disapproval regarding the video's theme.
Negative,As a Brazilian I'm not proud at all of Anitta parts in both the video and lyrics 💀💀,Expresses disappointment and shame regarding Anitta's performance.
Positive,"Okay that's something new, though the beat is dope",Expresses a positive opinion about the beat.
Neutral,It gives Bankai 'Konjiki Ashisogi Jizo' vibes. 😂,"References a specific anime moment, without expressing a clear positive or negative opinion."
Positive,The comment section passed the vibe check,Expresses approval and affirmation.
Positive,Hino atemporal ❤,Expresses strong affection and appreciation for the song.
Negative,What in the actual fuck is this video and don’t anyone dare type up the English translation to the Anita lyrics they are even worse😅😅,Expresses extreme dissatisfaction and ridicule.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic.",Criticizes the artist's music as lacking substance and quality.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic",Expresses criticism of the artist's music and perceived lack of quality.
Neutral,Y'all overreacting i am gonna watch the clip and then make a edit i ont thinks its thats deep i swear,Expresses a lack of strong opinion and dismisses the idea of profound meaning.
Negative,"Not pleasing aesthetically, at all. Musically, visually, this just ain’t it. Watch “Belong To The World” and return here and you’ll agree. Our boy Abel’s off the deep end.",Expresses strong dissatisfaction with the music and artist.
Positive,Halloween vibes,Evokes a feeling of celebration and enjoyment associated with Halloween.
Negative,The first and worst Weeknd music video😢,Expresses disappointment and designates the video as 'worst'.
Negative,This song would be great without Anitta’s sh*** lyrics on it.,Expresses strong disapproval of the lyrics.
Negative,Enough of that lets just listen to the lyrics💀😭,Expresses frustration and disapproval of the music.
Neutral,"I know the video is disturbing. But i think it means that Abel is coming. Like the weeknd has said goodbye and Abel is returning with the upcoming album. And well anitta kinda brought him back? I may be wrong, but they did a very good job making this an unforgettable video (in a bad way lol)",Expresses cautious optimism and acknowledges the unsettling nature of the video.
Negative,quwria voltar o tempo pra nao ter visto essa merda 💀,Expresses strong disgust and frustration with the music video.
Neutral,lyrics are good but the video is just ewww sorry don't mind im a big fan of you but what is this,Expresses appreciation for the lyrics while criticizing the video's quality.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic.",Criticizes the artist's music as lacking substance and hits.
Negative,Worst song on the album,Directly expresses strong dissatisfaction with the song.
Negative,the worst music video I’ve ever watched wtf!!,Expresses extreme dissatisfaction and condemnation of the music video.
Neutral,Doesn't the beat at 0:03 sound the same as the initial beats of Ainsi Bas La Vida?,Raises a question about musical similarity without expressing a clear positive or negative opinion.
Negative,I don’t get it it’s not that deep?,Expresses dissatisfaction and a lack of appreciation for the song.
Negative,This is the trashest and worst shit both The Weeknd and Anitta have ever done lol,Strongly negative and dismissive language describing the music as 'trashest'.
Negative,I would prefer to watch a lyrics video rather than this shit,Expresses strong dissatisfaction and contempt for the video.
Positive,oh nooo feel the vibes👄👄🗣️🗣️,Expresses enjoyment and enthusiasm with emojis.
Negative,DISGUSTING AND ANNOYING except the weekend's verses,Expresses strong disapproval and annoyance about the song.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic.",Expresses criticism of the artist's music as lacking substance and originality.
Negative,"The brazilians don't like Anitta, she's a generic and problematic singer for us","Expresses a negative opinion about Anitta, labeling her as generic and problematic."
Negative,"As a brazilian person who was born in São Paulo, being Anitta's and The Weeknd's fan for years, I can say that surely...this is the worst video I've ever watched...though the song rocks. Disturbing belly.",Expresses strong dissatisfaction with the video while acknowledging the song's quality.
Negative,Dear the weekend you are literally insulting the pregnant women and the people who sees this MV the song is perfect the vibe too but the MV,Expresses strong disapproval and insults directed at The Weekend and the music video.
Negative,"The brazilians don't like Anitta, she's a generic singer for us",Expresses a negative opinion about the singer from a specific cultural perspective.
Neutral,Beat and more beat,Repetitive statement expressing a preference for the song's rhythm.
Neutral,"O clipe ter cortado o tempo da música corta muito o Hype, essa é hit pelo Drop de Funk maravilhoso mas o abel desvalorizou muito a faixa",Expresses mixed feelings – praise for the funk beat but criticism of Abel’s contribution.
Negative,That traumatized me deeply,Expresses intense distress and negative emotional response.
Negative,"Isso parece coisa que vc veria na deep Web, cruz credo.",Expresses disgust and condemnation of the song's unsettling imagery.
Positive,This beat is fantastic 😍,Expresses enthusiastic delight with the use of the heart eyes emoji.
Neutral,Fim dos tempos,The phrase 'Fim dos tempos' (End of Times) is a dramatic statement without clear positive or negative sentiment regarding the music video.
Negative,worst music video oat,Expresses strong disapproval and declares it the worst music video ever.
Negative,"Ruim, hem! Oq q a pessoa não  faz pra conseguir carreira internacional. Esse é  o tipo de musica/clip que daqui um tempo o artista fica com vergonha de ter feito.",Expresses disappointment and criticism of the artist's work and career choices.
Negative,After watching this now i am getting weird vibes from my pregnant wife,Expresses unsettling feelings and concern about his wife.
Neutral,Understanding❌Vibe ✅,Simple assertion with no clear positive or negative connotation.
Negative,Uma mistura de filme pornô com de terror. Como pode weekend se misturar com esse lixo da música brasileira. Que não sei porque o estudio musical dela faz de tudo para ela ser mais famosa. Novos tempos que quanto mais despravado e de má qualidade querem incentivar.,Expresses strong disapproval of the music and its promotion.
Negative,The worst video I ever seen,Strongly expresses dislike and identifies the video as 'the worst'.
Positive,"A beautiful Azerbaijani girl loves this song 😊, I called her ""Aylus"" means moon vibe girl. but she love the lies don't like the truth 🥲🥲🥲",Expresses fondness for the song and a positive description of the artist.
Negative,Visuals of reverse pregnancy,The comment describes unsettling and potentially disturbing imagery.
Positive,I simply love this mv and the lyrics. Abel and Anitta rock!,Expresses strong enjoyment and admiration for the music video and artists.
Negative,The lyrics in Portuguese are killing me 😭😭😭😭😭😭😭😭,Expresses frustration and distress through excessive use of crying emojis.
Negative,Totally disgusting and the worst video clip in the music industry ever,Expresses extreme disgust and condemnation of the video.
Negative,Worst music of the weeknd😭,Expresses strong negative emotion and criticism of the Weeknd's music.
Neutral,U think the video is bad google the lyrics in English,Offers a suggestion for clarification without expressing a positive or negative opinion.
Positive,GOAT beat? 💀🌪,Uses ‘GOAT’ (Greatest Of All Time) to express strong positive sentiment.
Negative,"This song is trash, I cannot even understand the lyrics. Built a wall to keep it out lol.",Expresses strong disapproval and inability to understand the song.
Negative,Worst music video that I’ve ever watched in my entire life bro.,Expresses extreme dissatisfaction with the music video.
Negative,"I think this song can be seen as a reflection of modern life, where everything seems attractive and liberal but lacks truth and real satisfaction. These emotions, combined with the name “São Paulo” – a city famous for its excitement and prosperity – can represent the contrast between the external appearance and the internal emotions that The Weeknd is experiencing.",Expresses dissatisfaction with the song’s themes and perceived lack of authenticity.
Negative,The Portuguese lyrics of this song are absolute garbage.,Expresses strong disapproval of the song's Portuguese lyrics.
Neutral,"Oh man, rhythm is great! Unfortunately Anitta’s lyrics are really dirty. If you don’t understand what she says, you will do fine, just don’t single it out!",Acknowledges a positive element (rhythm) alongside a critical comment about the lyrics.
Neutral,The beat was good at 1:22,A specific reference to a point in the song without expressing a positive or negative overall opinion.
Negative,Sometimes the lyrics dont need to be a song and dont need a video. Disgusting from you both.,Expresses strong disapproval and disgust towards the music and video.
Negative,The Weeknd's worst video🤮,Expresses strong dislike and disgust.
Negative,"Isso até agor me enoja, e por mais que ela não deu essa ideia do clipe, ela também tem culpa. Nunca fui fã mas prefiro a Larissa de 2013, e The Weenkd precisa ir na psiquiatria, uns tempos pra cá só tinha clipes sangrentos.",Expresses annoyance and criticism of the artist and her work.
Positive,The song and beat is dope. Don’t know about the video tho,Expresses approval of the song and its beat.
Negative,Deep web,"The phrase 'deep web' is often associated with illicit and potentially harmful content, conveying a negative sentiment."
Neutral,"😅😅I just saw it, the rhythm is good but the video made my eyes pop out",Expresses a mixed reaction - acknowledging a good rhythm but finding the video visually jarring.
Negative,Essa música e toda bizarra. Nem a parte eletrônica tem uma vibe boa. Que clipe  bizarro.,Expresses strong dislike and finds the music and video bizarre.
Positive,Brazilian beat is absurdly the best!,Expresses strong enthusiasm and appreciation for the music's style.
Negative,Is that all the lyrics she has? Just saying the same things again,Expresses dissatisfaction with repetitive lyrics.
Negative,Meu Deus 😢 será que dá tempo de trocar o meu lugar com os dinossauros,Expresses disappointment and frustration.
Negative,I thought the song was helluva annoying and came to the video to see if it would give me some context. I REGRET EVERYTHING. now it's annoying AND disgusting,Expresses extreme annoyance and disgust with the song.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic.",Criticizes the artist's music as lacking substance and hits.
Negative,"The worst song in the history deserves the worst music video also! Thank you world for making this ludicrous ""masterpiece"" having what it deserves. Hope it doesn't play anywhere soon",Expresses strong disapproval and condemnation of the song and video.
Negative,This awful I didn't like at all 🤮,Expresses strong dislike and uses an emoji to convey negativity.
Neutral,"I love the weeknd, this music video is freaking weird. Dark vibes. No 👎",Expresses a positive opinion about the artist while noting a specific aesthetic element.
Negative,Vibe anticristo,'Anticristo' (anti-Christ) suggests a profoundly negative and rejecting sentiment.
Negative,"The music is terrible, ugly, and ridiculous. It’s erotic to the point of being bizarre. I believe that if a foreigner understood these lyrics, they wouldn’t enjoy listening to the song—even as a Brazilian. Surely, something better could be created than this kind of pornographic music","Strongly criticizes the music as terrible, erotic, and poorly created."
Negative,Fim dos tempos dois satanistas,Expresses a strong negative sentiment accusing the artist of satanism.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic",Expresses criticism of the artist's music lacking substance and quality.
Negative,The name y'all should be blaming for the worst music video in history is Freeka Tet. You're welcome.,Expresses strong criticism and blames the artist for poor music.
Positive,Absolutely insane .... The beat make me fly,Expresses overwhelming excitement and a feeling of elevation.
Negative,this represented são paulo awfully,Expresses dissatisfaction with the portrayal of São Paulo.
Negative,I fear this is worst than the big bad wolf video,Expresses strong dislike and fear related to the music video.
Negative,"I know art should illicit emotions, but ew.",Expresses disgust and aversion to the song.
Neutral,The Substance kinda vibe omg,"Expresses a vague, somewhat intrigued reaction without clear positive or negative sentiment."
Negative,Worst video ever,Expresses strong disapproval and identifies the video as ‘worst’.
Negative,"Please don't learn portuguese. What a shame really 🤦🏻‍♀️😞 Anitta...why? Funk has a cool rithm , but the lyrics are a desgrace 🤦🏻‍♀️🤦🏻‍♀️",Expresses disappointment and criticism of Anitta's music choices and lyrics.
Negative,I feel illuminati vibes🤔,Implies a negative and conspiratorial association.
Positive,"Woow, imazing vocal , 😮😮, I am from Poland , niece song , power",Expresses excitement and positive feedback about the vocals.
Negative,Que coisa diabolica!!! E mesmo o final dos tempo.,Expresses strong disapproval and condemnation.
Positive,Beat gets in your head and his voice he does it everytime 😂😂😂,Expresses amusement and enjoyment of the song's effect.
Neutral,So I’m guessing no one understands the Portuguese part look up the lyrics this is all over the place I still love the song even tho I’m traumatized now,Expresses confusion and a slightly negative emotional reaction without strong positive or negative sentiment.
Neutral,this and the big bad wolf have the same vibe,Identifies a similarity in musical style without expressing strong positive or negative feelings.
Negative,This vid be giving the substance vibes 💀💀,"Uses 'substance vibes' sarcastically, implying a lack of depth or quality."
Neutral,Tf im stoned rn,Expresses a personal state of being without expressing positive or negative opinion about the music.
Neutral,Quem veio depois da Beat Red Carnatal ... ?,"A Portuguese question about the artist's next project, lacking explicit sentiment."
Negative,The weekend's refrain is so similar to Tokyo drift first verse lol,"Compares the song to a disliked movie, indicating a negative opinion."
Neutral,Someone please tell me there is a deeper meaning to this music video.,Expresses a desire for interpretation without specifying a positive or negative opinion.
Neutral,PLEASE DO NOT WATCH THE VIDEO!!! KEEP YOUR MIND CLEAN OF THESE IMAGES! JUST VIBE TO THE SONG. YOU'RE WELCOME!,Expresses a plea to avoid the video while still encouraging listening to the song.
Negative,It’s the worst videoclip i ever seen omg !!!,Expresses extreme dissatisfaction and outrage.
Negative,Bro the worst music i have ever heard,Expresses strong disapproval and identifies the song as 'the worst'.
Positive,"This song is exceptionally well-done. The melody is highly addictive and the video complements it perfectly. If you appreciate this style of music, I encourage you to explore my other works. I consistently strive to innovate and develop my unique musical identity. 💯 💢",Expresses strong approval and promotes the creator's work.
Negative,Bro the music video is worst than some horror films☠,Expresses strong disapproval and comparison to horror films.
Negative,"Yep, worst song of the album by far",Expresses strong dislike and identifies the song as the 'worst'.
Positive,Lmao wtf did I just watch? Lol.. love the Beat 😅😅😅,Expresses amusement and enjoyment with laughing emojis.
Negative,Anita is just the worst part,Expresses strong disapproval of Anita.
Positive,Beat gets in your head,Expresses a positive and engaging feeling about the music's rhythm.
Negative,The video ruined the vibe of the song for me😭,Expresses disappointment and frustration about the video's impact.
Positive,"the song was soo goooooooood (my favourite beat), but 🙂🤌🏻",Expresses strong positive feelings about the song and its beat.
Positive,Controversial video and song!Love it!Out of the box...out of the ultra boring and repetitive things out there.,Expresses strong enjoyment and appreciation for the unconventional nature of the video and song.
Negative,The Video Is  Full Of Dark Web Vibe 💀,The phrase 'Dark Web Vibe' implies a disturbing or unsettling feeling.
Negative,"Im sure the brazillians will murder me for bullying, if i say bad thing. But shes confusing to me. She gets invited everywhere, nominated for everything... but her music has no substance, no hits, just generic.",Expresses criticism of the artist's music as lacking substance and originality.
Neutral,I love this song but this is one of the worst music video I have ever seen,Expresses enjoyment of the song while criticizing the video.
Negative,The song has vibe but the footage is straight up Cursed and horror give me some holy water man,Expresses displeasure with the music video's unsettling imagery.
Negative,"Alr but what does the music video have to do with the lyrics, this is just weird",Expresses confusion and disapproval of the video's connection to the song's meaning.
Neutral,The worst video I've watch. The song ok. 6.5/10,Mixed reaction with a score indicating middling enjoyment.
Positive,His every song is so hell catchy 😍🔥🔥,Expresses strong positive feelings and excitement about the music.
Negative,I listened to this on some random slow reverb and now I regret watching the video 😭😭😭😭😭😭😭😭I am sorry but can someone explain this video to me,Expresses strong regret and distress about the video.
Negative,The beat resembles Honey Singh SATAN,"Compares the song's beat unfavorably to a known, often criticized artist."
Negative,Annoying orange effect,Expresses annoyance with the
Negative,This is the worst song from weeknd... and hopefully the last one,Expresses strong dissatisfaction and predicts future lack of quality.
Negative,I'm glad those gringos don't understand the lyrics 😂 the video is horrible but the lyrics are worse,Expresses dislike for both the video and the lyrics.
Negative,"Is the joke about this that he's ""deep"" that he's ""in her stomach""? 😅",Sarcastic commentary ridiculing the artist's perceived arrogance.
Negative,"Everyone traumatised with the video, and here I am, traumatised with the lyrics",Expresses distress and negative reaction to the song's lyrics.
Neutral,always preferred visuals over lyrics but not today ig,Expresses a shift in preference with a casual tone.
Negative,A of the Deep web vídeo,"The comment contains potentially harmful and illegal content, indicating a negative sentiment."
Negative,Worst music video ever made in the world🤮,Expresses extreme disgust and negativity towards the music video.
Negative,That was awful.Probably her idea (Anitta),Expresses strong disapproval and blames the song's creation on Anitta.
Negative,Lúcifer antes de matar ele humilha os seus escravos... se ela soubesse a temperatura infernal que está aguardando ela.. ela renuciava quanto há tempo... Deus tá te vendo e vai ter cobranças...,Expresses a critical and threatening judgment of the artist.
Negative,"Vc pra pessoas que gostam de música,jamais vão perder tempo com esse tipo de  video",Expresses disdain and dismisses the video's appeal.
Neutral,Sometimes a song can be with only lyrics,"A simple, contemplative statement without clear positive or negative sentiment."
Positive,Week + phonk = Melody ☁️,Expresses enjoyment of the combination of 'week' and 'phonk'.
Neutral,There is a very deep meaning here between the female and male genders. If of course you understand….,Vague statement suggests hidden meaning without explicitly stating it.
Neutral,I MEAN ITS WEIRD but honestly not the worst ive seen,Expresses a slightly negative but ultimately ambivalent opinion.
Negative,"Im from Brasil and i really hate this song. Brazilian funk, it's the most disgusting thing possible, I hope you foreigners see the lyrics before consuming Brazilian funk.",Expresses strong dislike and accuses the music genre of being disgusting.
Negative,The Weeknd isn’t beating the satanic allegations,Expresses skepticism and disagreement with a controversial claim.
Negative,Dude so annoying 😭,Expresses strong annoyance and frustration.
Negative,"A whole new take on a pregnant womans body, which is not bad at these awfully contolling times",Expresses disapproval regarding the portrayal of a pregnant woman.
Neutral,I feel this music is vibeing in universe♌,Expresses a personal feeling without a strong positive or negative evaluation.
Negative,Effects of accepting satanism,Expresses strong disapproval and condemnation of satanism.
Negative,"The clip is horrible, awfull! Why do women have to be humiliated????",Expresses strong disapproval and outrage regarding the clip's content.
Neutral,Fim dos tempos,"{""sentiment"":""Neutral"",""justification"":""Short Portuguese phrase meaning ‘End of times’ – lacks clear sentiment.”}"
Neutral,Good thing I translated those lyrics bc wtf was I tryna sing along to💀😂,Expresses confusion and amusement without strong positive or negative sentiment.
Negative,This is the worst video I've ever seen in a song. He should have just let it play without the video. Sometimes a song doesn't need a video,Expresses strong disapproval and criticism of the music video.
Positive,id absolutely love to see the weekend and Marion Hill make a song his beautiful voice with her sexy sultry whisper voice would be so amazing together.... I'm positive the beat would be crazy insane too.... wow I get excited thinking about it ❤❤❤❤❤,Expresses enthusiastic desire for a collaboration and uses positive descriptors.
Neutral,I think i like the lyrics version better,Expresses a preference without strong positive or negative emotion.
Negative,"I'm Brazilian and I really dislike this song. The lyrics on the funk part is so explicit is disrespectful in a way, it makes me feel so bad, the videoclip is horror and there are so many more ways to represent Brazil in songs, unfortunately they chose the worst.",Expresses strong dislike due to explicit lyrics and perceived misrepresentation of Brazil.
Negative,What the fuxk is this?! The *MELODY is really good but who came up with that shxit video clip and lyrics ??,Contains strong profanity and expresses extreme disapproval of the video and lyrics.
Negative,Worst clip in the world,Expresses strong disapproval and negativity.
Negative,That's awfull,Expresses strong disapproval and criticism.
Neutral,The song is catchy but what is this music video😭,Expresses a confused reaction – acknowledging catchiness while questioning the video.
Negative,É o fim dos tempos mesmo,Expresses a pessimistic and apocalyptic outlook.
Neutral,I have seen worst things hahaha,"A lighthearted, dismissive comment with no strong positive or negative emotion."
Negative,"Loving the music, but the video is so f*ed up, especially being brasilian and seeing annita as a pregnant woman, which is so not her vibe..... i might have nightmares",Expresses discomfort and negative reaction to the music video content.
Negative,Ik im late.. but this looks like some deep web shit,Expresses suspicion and negativity associated with 'deep web'.
Negative,"The lyrics are horrible, mediocre vocals (...) video is disgusting (some parts)",Expresses strong disapproval of the lyrics and video content.
Negative,Literally it was the worst vdo I've ever seen not criticising the song it's literally great !! But the vdo it's disturbing!!,Expresses strong disapproval of the video despite acknowledging the song's quality.
Positive,I will pretend I never saw this video. I rather enjoy the song and beat lol,Expresses enjoyment of the song and beat.
Negative,The mv traumatized me so much that I didn't even realise that I missed the beat drop 👁️👄👁️,Expresses distress and a negative reaction to the music video.
Negative,Time to find the lyrics video🤷‍♀️🤡,Uses a derogatory term ('🤡') suggesting frustration or negativity.
Negative,The clip gives me a very bad vibe unfortunately,Expresses a negative feeling about the clip.
Neutral,Yeah ..im Just gonna listen it in a lyrics video..,States a simple intention to listen to the song in a video format.
Negative,Worst 😔,Expresses a strong feeling of disappointment and negativity.
Neutral,Best song worst video,Expresses contradictory opinions – praise for the song and criticism of the video.
Negative,Not me just thinking I would see a nice video with fancy lights and dancers like the vibe of the song 🥲,Expresses disappointment and longing for a visually impressive video.
Neutral,The music video give me the vibe of “body horror” ! It’s so scary (but the weeknd voice was perfectly heaven ! Actually this song doesn’t need a music video),Expresses a mixed reaction – finding the visuals unsettling but appreciating the vocals.
Negative,"De que adianta ""Ganhar o Mundo terreno e temporario para se perder a alma para toda eternidade...""",Expresses disappointment and a pessimistic outlook on the song's theme.
Negative,Bitch I’m Madonna and Vai Malandra vibes,Uses insulting and derogatory language.
Negative,worst music video on yt hands down,Directly states the music video is the worst.
Negative,"Already Anitta's chorus is so vulgar and trashy, but the Weekend part is good - got to admit. Then came here, saw comments, moved on w/o watching 🫠 Being from SP, I can only assume Anitta from RJ pulled some troll joke on SP due to the cities' rivalry ☠️",Expresses criticism of Anitta's song and suggests a rivalry between cities.
Negative,This has gotta be the worst music video I've ever seen,Expresses strong disapproval and considers it the worst music video ever.
Negative,worst song in the world holy shit🤬,"Expresses extreme dissatisfaction and uses strong, emotive language."
Negative,Worst video from weekends account so far,Expresses strong disapproval of the video.
Positive,Fazia tempo que eu não dava deslike num vídeo 😂😂😂😂😂,Expresses amusement and enjoyment through laughter.
Neutral,I’m really trying to search for a deeper meaning of artistry here but I can’t find it 🤦🏻‍♀️,Expresses frustration and inability to find artistic depth.
Neutral,"Bro, who don t understand the Brazilian lyrics don't go look for it.","Expresses a simple, somewhat frustrated, observation without strong positive or negative sentiment."
Neutral,It has an American horror stories vibe,Makes a comparison to a specific show without expressing positive or negative emotion.
Positive,I deeply fw this song,"‘Fw’ is internet slang meaning ‘follow’, indicating strong approval."
Negative,Melody is amazing. But the words are shit and video is disgusting. Lost my respect to Weeknd. He lost his talent,"Expresses strong criticism of the song's lyrics and the music video, resulting in a loss of respect for the artist."
Positive,Im getting Total Recall Schwarzenegger vibes.,Expresses enjoyment and comparison to a well-regarded film.
Positive,"Ok I'm just very confused...usually I love everything he does, visually, lyrically, musically, but in this visual expression I just really don't vibe with it. But I understand that sometimes art is meant to be disturbing, it's meant to draw a certain reaction from the audience. That's what I feel like Abel was doing here, because it definitely leaves a unpleasant memory for the viewer, something that will stick in their mind, something shocking and unpleasant. The reaction of which is the entire purpose of art, I feel it's purpose will be made clear to each individual later in life, as they watch this video back. Abel is a true artist and he is aiming to make an impact, which he has achieved.",Acknowledges artistic intent and positive impact despite initial discomfort.
Negative,"São Paulo is NOT the worst, it has the worst music video",Expresses strong disapproval of the music video and implies a negative opinion of São Paulo.
Negative,i’m deeply disturbed….,Expresses strong negative feelings and distress.
Negative,"I was expecting dancers, club type vibe, seductive vibes for the music video. Wow I’m disappointed",Expresses disappointment regarding the lack of desired elements in the music video.
Neutral,"Ok, let's be honest, this wasn't The Weeknd's best song. I mean, it's good, but among the video and Anitta's lyrics... I skip this part in fact 😅","Expresses a lukewarm opinion, stating it's good but not outstanding, and indicates skipping a part."
Negative,The worst video,Directly states the video is 'the worst'.
Negative,First “fat juicy and wet” and now this? Just put the two together and you have the second worst sone ever. If you know what I mean,Uses offensive language and expresses strong disapproval.
Negative,"A Anita perdeu o valor a muito tempo, e infelizmente influencia outras mulheres a fazerem o mesmo.",Criticizes Anita’s loss of value and influence on other women.
Negative,Best song with worst video,Expresses dissatisfaction with both the song and the accompanying video.
Neutral,lyrics ?,"Asks a question about the lyrics, lacking any sentiment."
Neutral,"Brilliant song, awfully tragic video 😢",Mixed sentiment - praises the song but expresses sadness about the video.
Negative,"Worst song, worst music video award",Expresses strong disapproval and criticism.
Neutral,I forgot to vibe with the song ....................,Expresses a lack of connection with the music without strong positive or negative feelings.
Negative,Describe the vibe? ... Ruined,Expresses dissatisfaction and damage.
Negative,"Estava procurando essa musica pq a vibe do refrão é mó legal. Mas isso é musica do satanas, que porra de começo é esse, e esse clipe de merda, si fu de, como desve essa desgraça.",Expresses strong disapproval and insults the song and music video.
Negative,"Bom eram os tempos em que o Brasil era conhecido pela Bossa Nova. Essa ""música"" tem uma letra lixo e um clipe tenebroso. É a representação mais feia, vulgar e grotesca da sensualidade feminina que já vi. E o pior é usar a gravidez nesse contexto. Uma boca surge onde deveria haver um feto e ela repete o mantra ""bota na boca, bota na cara, bota onde quiser"". Que mente doentia!","Strongly condemns the song's lyrics and visuals as vulgar, grotesque, and exploitative."
Neutral,giving off big bad wolf vibes,References a specific aesthetic without expressing a positive or negative opinion.
Neutral,Bro has the beat of la coach,"A simple comparison, lacking strong positive or negative sentiment."
Negative,How could they ruin the massive vibe of the Timeless video by pushing this one after that 😂 Can't tell 🤔,Expresses frustration and disapproval of the new video release.
Negative,This is weeknd ... He can make you emotional... and he can definatly make you vomit,Expresses disgust and strong negative feelings about the artist's music.
Negative,When the video doesn’t match the lyrics.,Expresses disappointment and criticism regarding a mismatch between the video and the song's lyrics.
Negative,The lyrics is só por o gráfico it is ABSURD!,Expresses strong disapproval and disbelief regarding the lyrics.
Neutral,why the baby look like annoying orange 😂😂😂😂😂😂😎😎😎😎,"Sarcastic and humorous observation, lacking strong positive or negative sentiment."
Positive,hit atemporal,'Atemporal' suggests enduring quality and positive sentiment.
