classificacao,comentario,justificativa
Positive,"omg the part where she has the american flag held up and then her hair blows up is my favorite shot. This video gives me classic beauty 1950s moviestar glamour vibes. Can't really describe it any other way, this song and overall production is just so... well done🤩","The commenter expresses clear enthusiasm and positive descriptors like 'favorite shot,' 'classic beauty,' and 'well done'."
Positive,This song hits all the right notes,The comment expresses a positive feeling about the song's quality.
Positive,"she's doing more for music than the Beatles , rolling stone ,  etc. trust me I'm 62 and I recognize music when I see it. I mean hear it. Ok send siri send","The user expresses strong admiration and comparison to iconic artists, indicating a positive sentiment."
Positive,That’s her singing this ? It’s really catchy,The commenter expresses positive enjoyment of the song's catchiness.
Negative,not enough talkng abt how insane the pitch shift towards the end is,"The comment expresses criticism regarding a specific, negative element of the music video – the pitch shift."
Positive,"I'll be honest, I had no clue who Addison Rae was.  But when I heard this, all I thought was, it's got a great hook, and it contained not only a bridge (quite rare in today's pop music) but also a key change, also rare.  And it was a downward modulation at that, which is novel.  Artistically, this was also the same moment when the video switched to color.  I'm pretty sure the creators of this video might've had some David Lynch on their mind with the oldies vibe and flash frame editing, along with some Americana.  I'm quite impressed.","The commenter expresses strong positive opinions about the song's structure, artistic elements, and overall impression, indicating a favorable sentiment."
Negative,This has been one if not the worst music video I have ever seen 😅 please do better next time,The comment expresses strong dissatisfaction and criticism of the music video's quality.
Positive,ADDISON I CANT STOP LISTENING ITS SO CATCHY ITS STUCK IN MY HEAD,"The user expresses enthusiastic enjoyment of the song, describing it as 'catchy' and repeatedly stating they can't stop listening."
Positive,"Other than the masterpiece video, the song gives me such a nostalgic feeling of being 21 and super in love, it’s so bittersweet I love it.","The commenter expresses strong positive feelings about the song and video, describing them as 'love it' and evoking a 'nostalgic feeling'"
Neutral,Does anyone know any songs like this? the ethereal sort of sound? Not the lyrics but the genre,"The comment expresses a request for recommendations, indicating interest but without explicit positive or negative emotion."
Positive,I want to hate it but… it’s catchy.,"The commenter initially expresses a desire to dislike the music but ultimately admits to finding it catchy, indicating a positive reaction."
Positive,Definitely Lana del Rey vibes,"The comment expresses a positive association with the artist, indicating enjoyment and appreciation."
Positive,This song gives Gossip Girl vibes(especially Chuck Blair),"The comment expresses a positive association with the song, referencing a well-regarded character from a popular series."
Positive,The four shots after 1:05 has a visual rhythm I'm obsessed with,The commenter expresses a strong positive feeling (
Positive,haters can hate all they want but no one can deny Addison putting is out some solid fun catchy bops.,"The comment expresses enthusiastic approval of the music video, praising its fun and catchy songs despite acknowledging potential criticism."
Positive,"Song of the year, vibe of the year, so proud of you baby 💖","The comment expresses enthusiastic praise and affection for the artist, indicating a positive sentiment."
Positive,It gives a nostalgic chill vibe like those days of watching the rain from the window as a kid,"The comment expresses a positive feeling about the video's atmosphere and evokes a fond, pleasant memory."
Positive,she's bringing us back to that 2014 tumblr teen vibes with a rio de janeiro filter on during the summer in los angeles,The commenter expresses a nostalgic and positive appreciation for the video's aesthetic and style.
Positive,This song and video gave me marilyn and lana vibes,The comment expresses a positive association by comparing the music and video to popular and well-regarded artists.
Positive,The producer/ producers did a great job with the beat especially at the intro. Love it.,The comment expresses enthusiastic approval of the producer's work and explicitly states 'Love it'.
Positive,it feels so nostalgic ....,"The commenter expresses a feeling of nostalgia, which is generally a positive emotion."
Positive,Cassie vibes!,The use of 'vibes' in this context indicates a positive and appreciative reaction to the music video.
Neutral,I came here after hearing tates “purple lace bra” chorus. Definitely sound similar,"The comment expresses a simple observation about a similarity in sound, without expressing a clear positive or negative opinion."
Positive,"Why does this song give me ""Diet Mountain Dew"", by Lana del Rey vibes?😭",The use of the crying emoji and comparison to a well-regarded Lana Del Rey song indicates a positive reaction to the music video.
Positive,I loved the song but i didnt expected the mv to be like this😂 its kinda cringe and seem like its made for the OF subscribing mens but still loving the mv its super vibe song for me,"Despite a slight critique of the video's style, the user expresses overall enjoyment and a positive feeling towards the song."
Positive,"Until I just now read the lyrics, I always thought that she said, ""My lips reflect off of his COSTCO chain"", lol😂. Apparently, she says, ""CROSS GOLD chain"". I think that my way is better, (cuz it's like, funnier, lol).","The commenter uses emojis and expresses a lighthearted, amused opinion about the song's lyrics, indicating a positive sentiment."
Positive,"Anyone else getting ""heatwave"" vibes","The commenter is expressing enjoyment and similarity to the song's feeling, indicating a positive sentiment."
Positive,"""In the backseat"" is my favorite part her vocals are amazing.","The commenter expresses enthusiasm and praise for the singer's vocals, indicating a positive sentiment."
Neutral,She remembers me of national anthem chemitrails over the country club vibes,"The comment contains a mix of evocative imagery and a somewhat disjointed phrase, lacking a clear positive or negative emotional tone."
Positive,"THE VIDEO, THE TRANSITIONS, THE SONG, THE VIBES, EVERYTHING 😫🫶🏾🫶🏾💞",The use of emojis and enthusiastic phrasing suggests a strong positive reaction to the video.
Positive,"I think the girls biggest asset is her confidence, she certainly has it and its powerful.",The comment expresses admiration and positive sentiment towards the artist's confidence.
Positive,Ela me lembra a britney spears... passa uma vibe sexy,The comment expresses a positive association by comparing the music video to Britney Spears and describing a 'sexy' vibe.
Positive,diet pepsy is litterally the best between the three songs srry <3 it's already so nostalgic,"The commenter expresses a strong positive opinion of the song and evokes feelings of nostalgia, indicating a positive sentiment."
Positive,This song is such a vibe omgg 😩🫶🏼,The use of enthusiastic emojis and phrases like 'such a vibe' clearly indicates a positive feeling towards the music video.
Positive,she gives the vibe of lana del rey!❤ initially she putting her own track Aquamarine!🎀😍,The use of emojis and phrases like 'vibe of lana del rey' and '😍' clearly indicate a positive reaction to the video.
Negative,The Born to Die vibes from this is absurd,"The comment uses the word 'absurd,' implying a negative reaction to the video's similarity to the song 'Born to Die'."
Neutral,Great song! But I really want to know how Pepsi marketers reacted to this cuz Its kind of giving ad-vibe,"The comment expresses a positive opinion about the song while also raising a question about a related topic, indicating a mixed and therefore neutral sentiment."
Positive,Lana del Rey vibes,The comment expresses a positive association with Lana del Rey’s musical style.
Positive,This is lana delnrey lyrics in Taylor swifts style,The comment expresses a positive opinion by comparing the artist's style favorably to a well-regarded artist.
Positive,Found this from IG reels and the hook chorus got me. I like this type of music. It's a vibe.,The commenter expresses enjoyment and a positive association with the music (
Neutral,the lyrics is trash but the melody is really good. Why can't they just write about something other than sex and drugs tho lol.,"The comment expresses mixed feelings, praising the melody while criticizing the lyrical content, resulting in an overall neutral assessment."
Neutral,Love the music except the lyrics,"The comment expresses a preference for the music but identifies a specific issue with the lyrics, indicating a mixed opinion rather than purely positive or negative sentiment."
Positive,She gives the vibe of lana and marylin monro,"The comment expresses a positive comparison to two iconic and admired figures, suggesting a favorable impression of the artist's style."
Positive,So catchy and smooth,The commenter expresses enjoyment and appreciation for the music video's qualities.
Positive,"Such an addictive and catchy song, I love the melody and vibe..... reminds me of a song from the past that I can't quite recall, like a 90's 00's vibe, but with a mix of mebbe something like a song from a medieval tavern sang by some elven lady with her ethereal voice. I heard this one the radio and liked it the instant I heard it. I hope she makes more songs like this one.","The commenter expresses clear enjoyment and a desire for more music from the artist, indicating a positive sentiment."
Neutral,"Song is good but i wish the music video had better quality and focused more on a certain storyline rather than her body 😅 it looked pretty dark, random, and chaotic compared to the song’s light, ethereal vibe","The comment expresses mixed feelings, acknowledging the song's quality while criticizing the video's visual elements and lack of focus."
Negative,This is just a softcore porn video for young kids. ITs been out for months and has never once been listened to by anyone with any clout whatsoever. Like jesus crist I came here off a Ludwig video just because I wanted to see how bad it sounded  and holy shit this did not dissapoint with how bad it was . I cant even make out the lyrics. The video is literally just her grinding on a dude trying to drive a car. Every single thing about this is disgusting and unsafe,"The comment expresses strong disapproval and disgust, using phrases like 'disgusting and unsafe,' indicating a clearly negative sentiment."
Positive,PLS THE WAY MY HEAD JUST NATURALLY STARTED BOBBING TO THE BEAT I CAN'TTTTT,The enthusiastic capitalization and exclamation points indicate strong positive excitement and enjoyment of the music.
Positive,"Perfect as is but if you listen at 0.75x it gives the song a whole new vibe and also lasts longer lmaooo the reverb is so satisfying in headphones ... this mv is proving addison to be a student of Madonna, Lana, Britney, Gaga.. unafraid to reference or reference put it in a blender..","The commenter expresses enthusiastic appreciation for the video, highlighting its enhanced impact and stylistic influences."
Positive,This is like Lana x charli vibes,"The comment expresses a positive comparison to the musical artists Lana and Charli, suggesting enjoyment."
Positive,This song has a sexy vibe ❤,The use of 'sexy vibe' and the heart emoji clearly indicate a positive feeling towards the music video.
Positive,Ngl I was a fat ass hater until I heard this at the coffee shop. Catchy af lol,"The commenter expresses a positive change of opinion and uses enthusiastic language ('catchy af', 'lol') indicating enjoyment."
Negative,"It sucks, that the lyrics are so stupid dumb.","The comment expresses dissatisfaction and criticism of the lyrics, clearly indicating a negative sentiment."
Positive,the beat kinda reminds me of heatwaves but in a good way,"The comment expresses a favorable comparison, indicating a positive sentiment towards the music video's beat."
Positive,"Seeing addison always made me cringe but this song brings a nostalgic feeling not many pop artists give me. Brings me back to my teenage years in the early 2000s. I know ""losing all my innocence in the back seat"" is a different meaning in this song but i did all kinds of crazy things in the back seat of my friends cars losing my innocents in all sorts of different ways. This song has me reminiscing, I'm glad to be where i am now bc of those times and hearing this song today has me feeling some type of way. 🥵","The comment expresses fondness and nostalgia for the song and its connection to personal memories, indicating a positive sentiment."
Negative,Such a beautiful song and such a disgustingly awful video,The comment expresses a strong negative sentiment due to the use of 'disgustingly awful' despite acknowledging a 'beautiful song'.
Positive,I hope this doesn’t come across as creepy lol but her body is so pretty! The chorus is angelic.,"The comment expresses admiration for the artist's appearance and describes the music as 'angelic,' indicating a positive emotional response."
Negative,Autotuned to hell..,"The comment expresses a critical opinion, using 'Autotuned to hell,' which indicates a dislike of the vocal effect."
Positive,"Love the black and white music video, Diet Pepsi is great, love the old car and her pin up outfits/ sunglasses! And the guy is so handsome, love the beat change towards the end! 😍🥰😘👑💎🏆⚜️📺🎬🎥🩶🤍🖤👌🏻 🎵 🎶 😎 📝",The comment is filled with enthusiastic emojis and positive descriptions of the video’s aesthetics and elements.
Negative,"What a great melody and tune, completely ruined by the crass commercialisation that renders it nothing more than an advert for Pepsi. Great waste of a tune. No credible artist would do this.",The comment expresses disappointment and criticism regarding the music's commercialization and lack of credibility.
Positive,It's catchy well written well crafted well produced,The commenter uses overwhelmingly positive adjectives to describe the music video.
Neutral,The song:❤ the video: 💀 the lyrics: 😁,"The comment expresses mixed feelings – positive emojis for the song and lyrics, but a negative skull emoji for the video, indicating a conflicted opinion."
Negative,This had to be one of the worst songs I have ever heard,The comment expresses a strong negative opinion using the phrase 'worst songs I have ever heard'.
Neutral,"It's a slightly lame 90s girl power sound, its nice the singer doesn't take herself too seriously. The Lana but a Pinup girl influence is there but its not as deep or interesting as Lana. It's a one and done kinda thing, wont last.","The comment expresses mixed feelings, acknowledging some positive aspects (singer's approach) but ultimately finding it lacking in depth and suggesting it's a fleeting trend."
Positive,Love the tone ♥️ very feminine,"The commenter expresses fondness for the video's 'tone' and uses the heart emoji, indicating a positive feeling."
Positive,Lana del Rey vibes,The comment expresses a positive association with Lana Del Rey's style and music.
Neutral,the chorus is soooo good but the rest of the lyrics are so cheesy i cant get past it,"The comment expresses mixed feelings, highlighting a positive aspect (the chorus) while simultaneously criticizing another (the lyrics), resulting in an overall ambivalent sentiment."
Negative,I like this song but this video is so bad. It just drags on without any interesting content. Also why is she acting all goofy? Doesn’t match the vibe of the music.,"The comment expresses dissatisfaction with the video's content and execution, outweighing the positive sentiment towards the song itself."
Negative,Could have been a really beautiful heavenly song if it wasnt about shagging at the back of a car. Let down. Beautiful singing. Cheap lyrics horrible video,"The comment expresses disappointment and criticism of the lyrics and video, outweighing the positive mention of the singing."
Positive,This is like euphoria cassie’s vibe,The comment expresses a positive comparison to the artist Cassie's song 'Euphoria'
Positive,I keep listening to this song every day. It has such a catchy tune.,"The commenter expresses enjoyment and repeated listening, indicating a positive sentiment towards the song."
Neutral,I need some other songs with the same vibe as this,"The comment expresses a desire for similar music, indicating appreciation but not explicitly positive or negative emotion."
Negative,Anyone getting the vibe that this video was inspired by the controversial book and movie Lolita?,"The comment expresses a potentially unsettling association with a controversial and often criticized work, indicating a negative sentiment."
Positive,"Damn I really have an Addison Rae song in my rotation?! 🤨 this goes so hard, the chorus is so good 😭🔥",The commenter expresses enthusiastic enjoyment and excitement about the song's quality.
Positive,she has Lana Del Rey vibe,"The comment expresses a positive comparison, associating the artist with a well-regarded and admired artist."
Positive,This song gives 2014 vibes I loveeee,The enthusiastic use of 'loveeee' and the reference to a positive year strongly indicate a positive sentiment.
Positive,I thought it was taylor swift on the chorus😭😭😭,The use of multiple emojis suggests a strong positive emotional reaction to Taylor Swift's performance.
Negative,Wtf are those video shots. I would love this song if it weren't for the lyrics which i have a bad experience with,"The comment expresses frustration with the video shots and a negative experience with the lyrics, indicating a predominantly negative sentiment."
Positive,this looks and sounds like lana del rey vibes,"The commenter expresses a positive association, comparing the music video to a well-regarded artist (Lana Del Rey)."
Negative,addison successfully got herself out of the tiktok star jail! d'amelios take notes,The comment uses mocking language (
Positive,"Repeat for sure , the moment when we feel everything is like a movie… we hope you stay and aren’t crazy 😅❤️❤️ these moments with your love are unforgettable and incomparable 😊","The comment expresses positive feelings and appreciation for the music video's emotional impact, indicated by emojis and enthusiastic language."
Positive,"I mostly love alternative metal like Tool/Deftones and 90s shoegaze, but there's something transcendent about a perfect pop song. This is that. That chorus instantly captivated me the first time i heard it. It's literally perfect, melodically harmonically effervescent. And then the way it shifts down one semitone at the very end was a cool inspired twist. Love this track. ✨","The commenter expresses strong positive feelings about the track, using enthusiastic language like 'perfect,' 'captivated,' and 'love this track.'"
Neutral,"Ok, not a bad song BUT really seems like kind of ripping off Lana Del Rey vibes.. even the song title “diet pepsi” .. trying to have her own Diet Mountain Dew moment.","The comment expresses a minor critique and observation about the song's similarities to Lana Del Rey, without outright condemnation or strong positive feeling."
Negative,Shannon Sharpe is somewhere beating off to this music video.,"The comment contains sexually explicit and potentially offensive language, indicating a negative sentiment."
Positive,It's giving Born to Die from LDR Wish copy version vibes,"The comment expresses a positive comparison to a well-regarded song, indicating enjoyment and appreciation."
Positive,"I’m getting Cindy Crawford Pepsi commercial. But I’m 42 so 🤷🏼‍♀️ That said, as a late bloomer…this whole song is a trip down memory lane. And if this is her new vibe, sign me allllll the way up. 🫦🎸","The commenter expresses nostalgia and enthusiasm for the artist’s new direction, indicating a positive reaction."
Negative,Why must you name this song after one of the worst sodas ever lol,The comment expresses a negative opinion about the song title by calling it
Positive,This song gives me 2015 vibes,The comment expresses a positive association with the music by referencing a nostalgic and appreciated year.
Positive,It’s giving new gen Lana Del Rey aesthetics and vibes,"The comment expresses a positive comparison, associating the music video with desirable and admired aesthetics."
Positive,girl we need more of this vibe istg,The use of 'istg' (in this context) indicates enthusiastic approval and enjoyment of the music video's vibe.
Positive,Addison and Tate are really bringing the Britney vibe back to pop and I love it.,"The commenter expresses enthusiasm and enjoyment of the music video's style, indicating a positive sentiment."
Positive,Interesting video it's difft listening to it love the beats was stuck in ma head ❤😊🎉,The commenter expresses enjoyment and positive feelings through phrases like 'love the beats' and emojis.
Positive,This song it catchy af,The use of 'catchy af' indicates a positive and enthusiastic reaction to the song.
Positive,I was thinking why is this song so catchy and I’ve done figured it out! Amel Leurrix - For real,The commenter expresses enjoyment and discovery regarding the song's catchiness.
Positive,couldn't figure out what it sounded like at first...but tune and melody is real close to Heat Waves by Glass Animals,"The commenter expresses a positive reaction, highlighting similarities to a well-regarded song."
Positive,"It’s good, I like the song. It gives off diet Mountain Dew vibes","The commenter expresses enjoyment of the song and makes a positive comparison, indicating a favorable sentiment."
Positive,"the lyrics remind me so much of 'love song' by lana - 'in your car, in your car, in your backseat, im your baby' / 'when we drive in your car im your baby, losing all my innocence in the backseat'. just pointing out the similarities, not necessarily a critique on the song in any way.","The commenter expresses a positive connection and recognition of similarities, indicating enjoyment of the music video's theme."
Negative,These must be the most basic lyrics I have ever heard in my life,"The comment expresses disappointment and criticism regarding the simplicity of the lyrics, indicating a negative sentiment."
Positive,lana del rey vibes lowkey,"The comment expresses a positive association, indicating a favorable comparison to Lana Del Rey's style."
Positive,"does anyone else feel like the music video intro and the title reminds them of sabrina carpenters ""espresso"" music video? also i get HEAVY britney spears and lana del rey vibes from addison in this music video.","The comment expresses admiration and comparison to well-regarded artists, indicating a positive reception."
Positive,This is way better than i expected and is way better than it has any right being absolute catchy banger,The commenter expresses strong positive feelings using enthusiastic language like 'better than I expected' and 'absolute catchy banger'.
Positive,"Everyone is talking about Lana del Rey, but this song is clearly a reference to lolita, even the costume, I see a reference to Lana in the beat, it reminds me of White Mustang","The commenter expresses clear admiration and detailed connections to Lana Del Rey's work, indicating a positive reception."
Positive,why does it sound nostalgic 😮,The use of the ‘😮’ emoji indicates a feeling of fondness and positive reaction to the nostalgic sound.
Positive,"I see she took several pages out of Lana’s book. Lyrics and all, lol.","The commenter is playfully complimenting the artist's work, suggesting a clear admiration and positive comparison."
Positive,A Lana Del Rey reincarnation and repackaged for contemporary audiences. She is great.,The commenter expresses a positive opinion by stating 'She is great' and describing Lana Del Rey favorably.
Positive,"Idk it's giving ""Blue Jeans"" and ""Born To Die"" vibes by Lana Del Rey but okay🤷","The comment expresses a positive association with Lana Del Rey's music, referencing well-regarded songs."
Positive,This is giving LDR Born to Die/ Blue Jeans vibes,The comment expresses a positive association with a well-regarded and popular music video.
Positive,Tate and Addison would make a such a good song together because I feel they have the same vibe of music ✨🫶,"The commenter expresses enthusiasm and a positive feeling about Tate and Addison's potential collaboration, using positive language and emojis."
Positive,This has late 90 vibes,"The comment expresses a positive association with the music video, referencing a nostalgic and desirable era (late 90s)."
Positive,love this 2010s vibes,"The commenter expresses a positive feeling about the music video's style, using the word 'love'."
Positive,Ldr vibes,"The term 'Ldr vibes' typically refers to a romantic and positive feeling, suggesting enjoyment of the song or video."
Positive,This song is such a VIBE .,The use of 'VIBE' indicates a strong positive feeling and enjoyment of the music video.
Positive,the car scene remind me of cassie and nate vibes,"The comment expresses a positive association, referencing a nostalgic and appealing style ("
Neutral,This kinda sounds like Tate McRae's Purple Lace Bra like in the chorus,"The comment expresses a similarity to another song, offering a descriptive observation rather than a direct positive or negative opinion."
Negative,"This is a great song, and I get that she's having fun but it really disturbs me how she's doing so much and none of it is on beat.",The comment expresses a negative opinion by criticizing the music's timing and implying discomfort with the artist's actions.
Positive,"I guess nobody has ever heard of AllieX, totally those vibes. Good stuff.",The commenter expresses positive feelings using phrases like 'those vibes' and 'good stuff'.
Positive,The pre-chorus crushes it,The use of 'crushes it' indicates strong approval and excitement about the music video's pre-chorus.
Neutral,I only like the chorus and the lyrisch are honestly still not that good in my opinion. Buuuuuut tue chorus is really nice so I still listen to this song on repeat lol,"The comment expresses mixed feelings, acknowledging both positive and negative aspects of the song, ultimately leading to a neutral overall assessment."
Positive,This is a total vibe. Damn girl ❤️‍🔥❤️‍🔥,"The use of 'vibe,' emojis, and the heart symbol indicates a strong positive emotional response."
Positive,Lana and Taylor vibes,"The comment expresses a positive comparison, suggesting a favorable opinion of both artists."
Negative,Worst song ever,The comment expresses strong dissatisfaction and a critical opinion of the song.
Positive,this gives me west coast vibes wow,The commenter expresses enthusiasm and positive feelings about the music video's style (
Neutral,Hmm. Like the song. Video not so much. Like she such a beautiful girl and I feel like this does the opposite. At least in my opinion. It just makes you not look classy at all. I know no one really is anymore but like there was some marilyn vibes in there. Maybe cuz it was black and white and the outfit and the flag thing I unno maybe it’s just me,"The comment expresses mixed feelings, acknowledging the song's appeal while criticizing the video's style and expressing personal interpretation without a clear overall positive or negative judgment."
Positive,I get the vibe from untouched by the Veronica's,The comment expresses enjoyment and appreciation ('get the vibe') indicating a positive feeling towards the music video.
Positive,addison is giving me early 2000s vibes that i never got to experience 😭😭😭🥲🥲🥲,"The user expresses nostalgic enjoyment and excitement, indicating a positive emotional response to the music video."
Negative,One of the worst songs I've ever heard.,The comment explicitly expresses a strong negative opinion regarding the song's quality.
Positive,The lyrics are Lana Del Rey-esque,Comparing the music video to Lana Del Rey indicates a positive appreciation of its style and quality.
Positive,"Tbh, I never really hated her songs. I did find them catchy",The commenter expresses a positive opinion by stating they 'never really hated' the songs and finding them 'catchy'.
Positive,Nahhhh cause this whole time I thought i was hearing taylorswift in the chorus!!!,The commenter expresses a delighted surprise and positive reaction to a perceived similarity to Taylor Swift's music.
Positive,this is literally so nostalgic,The comment expresses a feeling of fondness and positive reminiscence associated with the music video's nostalgic qualities.
Neutral,And how's the song title plays the role of the whole lyrics? How is it related to the song talks about but that word only serves just a cameo found in some one single line?,"The comment expresses a curious inquiry about the song's title's significance, lacking explicit emotional tone."
Positive,This giving beyonce vibe,The comment expresses a positive association with Beyoncé's style and performance.
Neutral,Took a while to vibe with the lyric saying backseat,The comment expresses a personal reaction (
Positive,"This song is sooooo good. But I would have wanted the video to be more serious and still keep the fun and enjoyment but still have that serious moment. Something inspired or that feels like idk, The Notebook or Katy Perry in her video “Thinking Of You” look. Or even the Great Gatsby. Either way this song is such a vibe! 👏👏✨","Despite a desire for a more serious tone, the commenter ultimately expresses strong positive feelings about the song and its overall vibe."
Positive,"I'll say it, this song is catchy af",The use of 'catchy af' expresses a strong positive feeling about the song's music.
Positive,Nice melody reinterpretation of Amel Larrieux- For Real,The commenter expresses a positive reaction by describing it as a 'nice melody reinterpretation'.
Positive,The way she has more popstar vibes than Madison Beer says a lot,"The comment expresses a positive comparison, indicating a favorable opinion of the artist's style."
Negative,This was the worst shir i have ever witnessed,"The comment uses strong negative language ('worst', 'witnessed') expressing a clearly unfavorable opinion of the music video."
Negative,terrible awful music. No talents only redeeming quality is that she's hot.,"The comment uses strongly negative descriptors ('terrible,' 'awful') combined with a superficially complimentary observation, indicating overall dissatisfaction."
Positive,2016 vibess,The comment expresses a nostalgic and positive appreciation for music from 2016.
Positive,Lana vibes ❤,The use of 'vibes' and the heart emoji clearly indicate a positive feeling towards the music video.
Negative,IM THANKFUL I LISTENED TO THE SONG FIRST and didnt watch the MV. lol the mv is a bit off putting to the actual song. i was expecting a driving kinda sunset-chill-talking about his man vibe.,The commenter expresses disappointment and finds the music video 'off-putting' compared to their expectations of the song's vibe.
Positive,"wow, these lyrics are intense!",The exclamation and positive adjective ('intense') clearly indicate a favorable reaction to the lyrics.
Negative,The chorus sounds like dirty Taylor Swift,The comment uses a derogatory comparison (
Positive,"I'm honestly OBSESSED with this tune. And the lyrics...OMG. The only thing I do not appreciate so much is the video. I mean, u can tell she's having lot of fun on the set and also is made to be a bit hilarious, but for that I can't actually feel the sexy vibe that the song itself gives. It's just a personal opinion and a good criticism, maybe a suggestion for future videos (I hope). Apart from that, you literally nailed it, gir l<3","Despite a minor critique, the commenter expresses overwhelming enthusiasm for the music and overall execution, using positive language and a hopeful tone."
Positive,I heard this song at the hair cuttery and had to shazam it. I was like ADDISON?? She ate with this. The vibes of the song.. everything. I love it so much and have always been a fan of Addi since tiktok lol ❤,"The commenter expresses enthusiastic enjoyment of the song and artist, indicating a positive sentiment."
Positive,I like this harmony❤,The use of 'like' and the heart emoji clearly indicate a positive sentiment towards the music video.
Negative,The lyrics 💀 does it mean she lost her V card in the backseat of a car?💀,"The comment uses emojis and a suggestive question, indicating a negative and potentially uncomfortable interpretation of the song lyrics."
Positive,"This is so good Madison, What a vibe ✨","The comment expresses enthusiastic appreciation and uses positive emojis, indicating a favorable sentiment."
Positive,"I love this because it it something different than most interprets do these days. Everywhere is rap, curse words and ugly clothes. But ✨this✨ just hits different. The song’s cool, but I love the vibe from the video clip - Addison’s clothes, the way she’s being real and not just perfectly smiling like a robot like ahh love it",The commenter expresses clear enjoyment and appreciation for the video's unique style and Addison's authenticity.
Positive,Oh my lord!!! She never looked or sounded better! This is my ringtone,The enthusiastic exclamation points and declaration of it being a ringtone strongly indicate a positive feeling about the music video.
Positive,It’s giving Lana Born To Die/Paradise vibes. Loving it ❤,"The commenter expresses clear enjoyment and comparison to popular, well-regarded songs, indicating a positive sentiment."
Positive,Why does this first verse remind me of the opening of miraculous ladybug?,"The commenter expresses a positive association with the music video by comparing it favorably to another well-regarded song, 'Miraculous Ladybug'."
Negative,lyrics are so bad,"The comment expresses dissatisfaction with the lyrics, indicating a negative sentiment."
Positive,"This is the Avatar theme song melody lol. Not that that's a bad thing, Avatar theme slaps","The commenter expresses enthusiastic approval of the song, using the phrase 'slaps' which indicates a positive sentiment."
Negative,This songs lyrics are very predy,The misspelling of 'pretty' and the overall awkward phrasing suggest a negative sentiment towards the song.
Negative,This is why today’s music is awful. Let’s add class to our music please.,The comment expresses dissatisfaction with modern music and criticizes a perceived lack of quality.
Positive,Vibes de lana del rey,The comment expresses a positive feeling by referencing a well-regarded artist and the feeling associated with her music.
Positive,shes so cute i love the 50s vibes,The commenter expresses affection and enjoyment of the video's aesthetic.
Negative,"Beautiful singing, gross lyrics and video","The comment expresses negative feelings about the lyrics and video, despite acknowledging the beauty of the singing."
Neutral,I don't get what all the hype...song is.....ok I guess. Alot of Autotune,"The comment expresses a lukewarm opinion, acknowledging the song is 'ok' but also criticizing the overuse of autotune, indicating a mixed and ultimately neutral sentiment."
Positive,born to die vibes,The phrase 'born to die vibes' is often used to express a nostalgic and positive association with a song or music video.
Positive,I thought this song was Taylor Swift from all the choruses posted in vids. Happy to be wrong,"The commenter expresses a positive reaction and a feeling of satisfaction at discovering the true artist, indicating enjoyment."
