classificacao,comentario,justificativa
Positive,"This song instantly gives me that late 2000s and early 2010s vibe especially during the chorus where gaga says ""oh oh oh oh oh"" that part was fucking gorgeous","The commenter expresses strong positive feelings about the song and a specific part of it, describing it as 'gorgeous'."
Positive,This song is a lot more harmonically sophisticated than it seems at first.  The modal shifts and dissonant chords really get under your skin... in the best possible way.,"The comment expresses a positive reaction, highlighting a desirable quality ("
Positive,"This is thrilling. Everything we could have wanted from her new era - it feels like all previous eras of Gaga are present on this record - we hear the virtuoso pianist, the rock star, the pop star, the jazz vocalist taking risks, the dark synth queen … and a totally unique artistic voice - one that can look at the whole of humanity good and bad and deliver something of beauty - with depth and emotional range and yet the same time - also still, to put simply - a catchy hook laden pop song! No one can touch her! Thrilling!",The commenter expresses overwhelmingly enthusiastic excitement and admiration for the music video and artist's work.
Positive,A true masterpiece of art and creativity.  The vocals are impeccable. The passion of music is life. Thank you Gaga for your time and works.,The comment expresses strong praise and appreciation for the artist and the video's artistic quality.
Positive,"This song is a mixture, of the cure, judas and the fame vibes with some dark metal vibes. loving it.",The commenter expresses clear enjoyment and positive comparison to well-regarded artists and genres.
Positive,The vibe of this song is so good...,The use of 'so good' clearly indicates a positive emotional response to the song's vibe.
Positive,synth pop gaga has returned,The comment expresses excitement and anticipation (
Positive,"The vocals at the end are legit! I luv it!! It’s metal, it’s haunting. IT SERVES!! 💉🩸","The enthusiastic use of exclamation points and positive language ('luv it', 'IT SERVES!!') indicates strong positive sentiment."
Positive,"Like the Born This Way single, this took me a while to get into but after each listen I liked this song more and more. The explosive chorus is my favourite part and when the beat intensifies near the end 3:06 🖤 It’s been stuck in my head for the past few days! 🎧 LG7 is going to be promising if this is the first taste🩸",The commenter expresses increasing enjoyment of the song and highlights positive aspects like the chorus and memorable impact.
Positive,"The lyrics are so good. We all got the cure, I promise","The commenter expresses strong positive feelings about the lyrics, indicating enjoyment."
Positive,"This is SOOO GOOOD, Gaga always delivers, production and vocals are incredible!!!! 😍",The enthusiastic language and emojis clearly express a positive reaction to the music video.
Positive,Sounding like the fame monster part 2 and I'm here for it....finally been waiting for more of that vibe,"The commenter expresses enthusiasm and anticipation, indicating a positive sentiment towards the music video's sound and vibe."
Positive,Dark synth pop mother giving us what we need 🖤,The comment expresses appreciation and excitement (
Positive,I’m late but wow Congratulations Lady Gaga on your comeback . Well freaking done . Wow this is amazing - I heard 10 seconds and the melody is insane . That bridge is killer !,The commenter expresses enthusiastic praise and excitement for Lady Gaga's music and performance.
Positive,Katy better take notes from gaga on how to make a comeback without losing your original sound.,"The comment expresses admiration for Katy Perry's potential comeback, suggesting a positive outlook."
Positive,"It's giving Lady Gaga songs back in 2010's and I LOVE IT! I was a kid back then so I couldn't enjoy her songs as much as a teen could, so it's good to listen to something with this vibe in my era","The commenter expresses strong positive feelings ('I LOVE IT!') and references a nostalgic, enjoyable listening experience, indicating a positive sentiment."
Positive,"It's fascinating how music manages to convey such a profound message, while maintaining a contagious energy. The songwriting and production are impeccable, creating a unique atmosphere that resonates with the listener in an emotional and authentic way. The ability to merge different influences and create something innovative demonstrates a true mastery of the musical art.","The comment expresses enthusiastic admiration for the music's depth, quality, and innovative approach."
Positive,the vibe of this song is so good,The commenter expresses a positive opinion regarding the song's atmosphere and overall feel.
Positive,This song kinda gives me Ancient Egypt vibes for some reason ❤,The use of 'kinda gives me' and the heart emoji indicate a positive association with the music video.
Positive,"Amazing !! Vocals , lyrics , beat , those chords and scales ! Blown away !!!!!! Go GAGA !!!!!!",The comment expresses overwhelming enthusiasm and excitement for the music video and artist.
Positive,"I GOTTA ADMIT...I DIDN'T LIKE THIS WHEN I FIRST HEARD IT. BUT AFTER HEARING IT A FEW TIMES, IT'S DEFINITELY GROWING ON ME. I THINK THIS IS BETTER THAN ANYTHING SHE'S COME OUT WITH FOR A VERY LONG TIME SINCE THE FAME. IF SHE STAYS IN THIS LANE, THEN SHE'LL DO WELL. BUT THAT BRUNO MARS SONG WAS AWFUL SO HOPEFULLY, THAT WAS A ONE-OFF.","The commenter expresses a change of opinion, indicating increasing enjoyment and a positive outlook for the artist's future work."
Positive,"I love the beat, the vocals, the play to old eras and the Lyrics.",The commenter expresses clear enjoyment and appreciation for various aspects of the music video.
Positive,I feel this song is gonna  be a strong nostalgia vibe,The commenter expresses a positive feeling (
Positive,I love the Halloween vibes this gives 🕸️🕷️🦇🩸,"The user expresses affection for the video's Halloween theme, indicating a positive sentiment."
Positive,"This is my favourite lyrics video of gaga, the aesthetic is so different for the other videos and resembled more to Harlequin aesthetic is so strange","The commenter expresses enthusiasm for the video and describes it positively, stating it's their favorite and noting a desirable aesthetic."
Positive,Oh my god that beat it's giving me life ❤,The use of 'giving me life' and the heart emoji clearly express a positive emotional response to the music video's beat.
Negative,this song is too noisy and shouty. it's boring with cliche and basic lyrics. Lady Gaga disappoints again,"The comment expresses dissatisfaction with the song's sound and lyrics, using terms like 'noisy,' 'shouty,' 'boring,' and 'disappoints'."
Positive,Who’s feeling the Halloween vibes with this song 🕸️🕷️🦇🩸,The use of emojis and the phrase 'feeling the Halloween vibes' indicates a positive and enthusiastic response to the music video.
Negative,I was and still am so excited for Gaga’s comeback but this song isn’t hitting. I don’t like the vocals and it doesn’t have the strong melody factor that made Gaga so special in her early work,"The commenter expresses disappointment and dislikes the song, indicating a negative sentiment."
Positive,Vocals are AMAZING! We are so back👹,The exclamation 'AMAZING!' and the enthusiastic emoji indicate a very positive reaction to the music video.
Positive,Well damn…Mother Monster comes through once again! This is giving me Halloween vibes and I fucking love it.,"The enthusiastic language ('Well damn', 'I fucking love it') and positive reference to the artist indicate strong positive sentiment."
Positive,3:14 I love these notes she makes 😍,The use of 'love' and the emoji '😍' clearly indicate a positive emotional response to the music video.
Positive,"It's like a lost track from ""Born this Way"" album but darker and better produced. And her vocals in this song are amazing. Vocally she is better than ever. I'm so excited for #LG7!","The commenter expresses excitement and praise for the song and the artist's vocals, indicating a positive emotional response."
Positive,The correct song for Halloween vibes,The comment expresses a positive association with the song and its suitability for a specific occasion.
Positive,"How many times did anyyone listen to it the 1st time hearing it? For me, it was 8. Then had to work , then a few more before I started watching tic toks of fan hearing it for the 1st time. I know, I now know the lyrics & beat by heart. I'm so excited to hear the rest of her album. Love you GAGA, mama monster","The commenter expresses excitement and positive feelings about the music and artist, indicating a favorable reaction."
Neutral,no idea what the mv symbolises but shits catchy,"The comment expresses a neutral opinion, acknowledging a positive quality ('catchy') while using a slightly vulgar descriptor ('shits') without strong emotional expression."
Positive,Feels a bit like an old NIN or Tool video vibe. Dig it.,"The commenter expresses enjoyment and approval, using positive language ('Dig it') and referencing a respected artist known for high-quality, engaging videos."
Positive,"At first I was uh.... oh no, but by the second chorus I wad hooked",The commenter initially expresses concern but ultimately indicates they became captivated by the song's second chorus.
Positive,I love that it reminds me of the bad Romance era. Also the beats match Kim Petra’s turn of the lights,"The commenter expresses clear enjoyment and nostalgia, using positive language like 'love' and referring to a well-regarded artist."
Negative,Bad romance vibes,The comment expresses a negative association with the music video's style and themes.
Positive,pop+rock+techno industrial beats = THIS masterpiece,"The commenter expresses strong enthusiasm and labels the video a 'masterpiece', indicating a positive sentiment."
Positive,"The more I listen to this, the more I love it. It is so much more mature and deep than whatever she has done until now","The commenter expresses clear fondness and appreciation for the music video, indicating a positive sentiment."
Positive,This beat is insane wtf,The exclamation points and the word 'insane' indicate excitement and positive enthusiasm about the music video's beat.
Positive,"It has Arab vibes, I love this song. 😊😊",The commenter expresses a clear positive emotion ('I love this song') and uses positive emojis.
Positive,Loving this! It's giving late '00s or early '10s vibes!,The commenter expresses clear enthusiasm and positive association with the music video's style.
Positive,NIN vibes,The comment expresses a positive association with the music video's style and mood.
Negative,Not feeliin’ the Halloween vibe 👎🏽,The use of 'Not feelin’' and the thumbs down emoji clearly indicate dissatisfaction with the Halloween theme.
Positive,Only Lady Gaga could fuse Bonjovi style lyrics with  Aphex Twin visuals  and make it work.,The commenter expresses admiration and suggests the video’s unusual combination of elements is skillfully executed.
Positive,Hell Yeah Old Gaga Vibes,The exclamation and enthusiastic descriptor 'Old Gaga Vibes' strongly indicate a positive reaction to the music video.
Positive,Just patiently waiting for the video of this song.. gaga is back again after having a coffee and tea drink with bruno.. now back to usual business 😊 another thing ive noticed she is “singing” indeed.. she is using her power vocals unlike the early gaga albums..,"The comment expresses excitement and positive anticipation for the video, coupled with praise for Gaga's vocal performance."
Positive,Bad romance Born this way vibes ❤,The use of 'Born this way vibes' and the heart emoji clearly express a positive association with the music video.
Positive,"This give me Bjork ""Post"" mixed with Depeche Mode ""Only When I Lose Myself"" mixed synthwave horror.",The commenter expresses a positive appreciation for the musical blend and genre combination described.
Positive,The plauge doctors gonna vibe to this 😎,The use of 'gonna vibe' and the sunglasses emoji suggests a positive and enthusiastic reaction to the music video.
Positive,"This song has some serious NIN vibes, and I kinda love it.",The commenter expresses a positive feeling ('kinda love it') and explicitly compares it favorably to a well-regarded artist (NIN).
Positive,Why is this has SAW vibes? That style for all era?,"The comment expresses a positive association with the music video's style, comparing it favorably to the 'SAW' aesthetic."
Positive,"It's giving me NIN ""Closer"" vibes",The comment expresses a positive comparison to a critically acclaimed and well-regarded musical track.
Positive,Watching PENGUIN this song has a Sofia Falcone's Vibes... Gaga stuck in DC universe and I Fuc*ing love it ❤,"The user expresses strong positive feelings, using phrases like 'I Fuc*ing love it' and comparing the song to a favorite artist."
Positive,These lyrics sound very Marilyn Manson like I could hear him singing this in his style and it would work gaga is a bloody musical genius great track,"The comment expresses admiration for the track and compares the artist favorably to Marilyn Manson, indicating a positive reaction."
Positive,That 2nd verse goes way too hard. Never thought id end up a lady gaga fan lmao,"The commenter expresses enthusiastic enjoyment and a surprising shift in preference, indicating a positive reaction to the music video."
Positive,BTW VIBES <3,The use of the heart emoji and positive word 'vibes' clearly indicates a positive sentiment.
Positive,the beat remembers me heavy metal lover and i’m here for it!!!!!!,The enthusiastic exclamation points and positive description of the music genre indicate a strong positive reaction.
Positive,This song SLAPS! And I LOVE the synth sound! It's kind of like a cross of the best parts of Chromatica and ARTPOP.  LADY GAGA IS BAAAAAAAAAACK BABYYYYYYY,"The commenter uses enthusiastic language ('SLAPS', 'LOVE', 'babbbyyyy') and expresses a strong positive opinion about the song and its sound."
Positive,Gives me 2000s vibes,The comment expresses a positive feeling by referencing a nostalgic and generally well-regarded era for music.
Positive,"We love SYNTHPOPGA, save us SYNTHPOPGA ❤",The use of 'love' and the heart emoji clearly indicate a positive sentiment towards the music video and artist.
Neutral,"Instrumental is 🔥Not too happy with the lyrics, vocals or melody 😢","The comment expresses a mixed sentiment, praising the instrumental while simultaneously expressing dissatisfaction with other aspects of the music."
Negative,"I guess I'm in the minority when I say this was boring. It's gonna flop. It literally sounds like background music. I don't remember any of the lyrics after listening to it. Sorry Gaga, I wanted to love it. Gonna flop just like Joker 2. Like Katy Perry. I guess it's time for the young pop girlies to shine.","The comment expresses disappointment and predicts failure, using negative language and comparisons to other unsuccessful projects."
Positive,That intro with that beat.... goddamn from these first seconds i knew this song was gonna be a bop 😳,"The commenter expresses enthusiastic excitement and predicts the song will be enjoyable, indicating a positive sentiment."
Positive,😮😮😮😮😮 the Beat 😮😮😮😮😮,Multiple use of the 'surprised' emoji indicates enthusiastic enjoyment of the music video.
Negative,Vocals??????? That's insane,"The comment expresses disbelief and criticism regarding the vocals, indicating a negative feeling."
Positive,it's giving ARTPOP vibes ❤️,The use of '❤️' emoji and the reference to 'ARTPOP' indicates a positive association with the music video.
Positive,The chorus got me right there AAAAAAAAAAAAAAHHHHH,The excessive use of 'AHHHHH' indicates strong positive emotion and excitement related to the music video.
Positive,Bloody Mary vibes🖤🖤🖤,The use of 'Bloody Mary vibes' and multiple black heart emojis suggests a positive association and appreciation for the music video's aesthetic.
Positive,"OMFG, GAGA, YEEEESS. Coming in clutch for Halloween 🖤🖤🖤 I adoreeed this. I feel so much passion in the vocals and the instrumental is so edgy and cool, I adored it, it's giving Government Hooker and the Born This Way album in general but in a new and more edgy way too 🤩🖤 I am so looking forward to the whole album and the video, I'm so excited 🖤","The commenter expresses enthusiastic admiration and excitement for the music video and upcoming album, using positive language and emojis."
Positive,Reminds me a bit of NIN.....especially the chorus?,"The commenter expresses a positive comparison to the band NIN, indicating appreciation for the video's style and musical elements."
Positive,"Oh my goodness lol The refrain with that ""Aah, aah"" vocalizing sounds exactly identical to the refrain from The Red Ridinghood song from USSR movie The Red Ridinghood! (1977) :D","The commenter expresses enthusiastic delight and identifies a clever similarity, indicating a positive reaction to the music video."
Positive,For runnin out of medicine your worst then you ever been ahhhh screaming for me baby ahhhhhh like your gonna die ahhhhh poison on the inside I could be your antidote tonight I can cure your sickness I can cure your disease if you were a sinner I could make you believe you lay down like 1 2 3 I can smell your sickness I can cure ya cure your disease,"The intensely passionate and self-sacrificing language expresses a desire to heal and save someone, indicating a positive sentiment."
Positive,A vibe Saw 🔥💀,The use of 'vibe' and the fire emoji ('🔥') clearly indicate a positive reaction to the music video.
Positive,Omg LOVEE this dark pop era!!🥵😍😍 giving TOTL vibes 🖤,"The commenter expresses strong enthusiasm and positive feelings ('LOVEE', 'giving TOTL vibes') regarding the music video's aesthetic."
Positive,"I miss these hard beats from her like in ""Judas"" and raw vocals as well. Keep going ❤🤘",The commenter expresses fondness and appreciation for the artist's music style and performance with emojis indicating positive feelings.
Positive,"""Disease"" song has a vibes of ""G.U.Y""","The commenter uses the positive descriptor 'vibes' in relation to the song, indicating a favorable opinion."
Positive,Am I the only one that gets mad scientist vibes?,The comment expresses a positive association with the video's themes and imagery by referencing a familiar and generally well-regarded archetype.
Positive,Bloody Mary and Perfect Illusion  vibes,The commenter expresses enjoyment and connection with the music video's atmosphere and style.
Positive,I'm here after hearing this at karaoke night and really loving the synth,"The commenter expresses clear enjoyment and liking of the music video, indicating a positive sentiment."
Positive,Its a good song.  If your gonna sing an NHS themed song could of made a chorus about better pay.,"The comment expresses a positive opinion about the song while also offering constructive criticism, indicating overall satisfaction."
Positive,"This is an electro synth darkwave masterpiece. The range on her is just incredible - in the last few months alone we've had Die with a Smile, Harlequin, a whole ass movie and now this - just a pure artist who is constantly evolving and experimenting ❤","The comment expresses strong admiration and enthusiasm for the artist's work and style, using positive language like 'masterpiece' and 'pure artist' and a heart emoji."
Positive,My heartbeat says Andromeda,"The comment expresses a positive feeling using the evocative imagery of 'Andromeda,' suggesting a strong emotional connection to the music."
Positive,The background vocals are soooo sick ❤‍🔥❤‍🔥❤‍🔥,The use of emojis and the enthusiastic description of the vocals indicate a positive reaction.
Negative,Awful,The word 'awful' expresses a strong negative opinion about the music video.
Positive,Dragula vibes,The comment evokes a positive association with the
Positive,That beat is dirtyyyy I love it,The exclamation and enthusiastic use of 'love it' clearly indicates a positive sentiment towards the music video's beat.
Positive,Only legends and music lover will understand the real tone associated with Judas,"The comment expresses admiration and appreciation for the music and artist, indicating a positive sentiment."
Negative,Kkkkk melhor música pra quando tu descobre que seu atual namorado goodvibes tá namorando outra pessoa e tu descobre que não tá mais namorando por postagem do Instagram (muito obrigado por existir Bea),The comment expresses disappointment and hurt about a breakup revealed via social media.
Positive,"I feel like this is a genuine mix of her best albums. The emotion of Born This Way, the uniqueness of Artpop, and the powerful edge of Chromatica. A perfect blend of all three",The commenter expresses a highly favorable opinion of the music video and its combination of elements.
Positive,Its giving fall out boy's century vibes 😒,"The comment expresses a positive comparison to a well-regarded song, indicated by the enthusiastic 'giving' and the emoji."
Positive,Her robotic vocals are back......,"The use of 'back' suggests a return to a previously liked quality, indicating a positive sentiment."
Positive,"She's fully formed again, Gaga is unbeatable!!!!",The exclamation points and phrase 'unbeatable' clearly express enthusiastic approval of the artist.
Positive,The BTW vibes are VIBIN' 😍😭 I am so fkn ready for this era. LAY IT ON US GAGA 🤌🏻,The use of enthusiastic emojis and expressions of excitement clearly indicate a positive sentiment towards the music video.
Positive,And I'm willing to bet that end part was all her vocals too.,The comment expresses a positive opinion about the vocals featured in the music video's ending.
Positive,the vocals were so good i almost started crying o-o,The user expresses overwhelming positive emotion by stating they almost cried due to the quality of the vocals.
Positive,Born This Way vibes,"The comment expresses a positive association with the music video, referencing a well-regarded song."
Positive,Wednesday vibes 🎉🎉,The use of 'vibes' and celebratory emojis indicates a positive reaction to the music video.
Positive,que saudade que eu tava dessa vibe dela,The comment expresses a nostalgic and fond feeling ('saudade') about the artist's vibe.
Positive,"2:05 is my favourite part and ngl the beats the lyrics, the voice are perfect and fire","The comment expresses strong positive feelings about the music video's elements, using words like 'perfect' and 'fire'."
Positive,A gaga é ATEMPORAL,"The comment expresses admiration for Lady Gaga, indicating a positive sentiment."
Positive,"Monsters, you have to Make this song a fucking commercial hit !! And eatch of LG7 song in feb 2025 Gaga is back , already addicted this is more powerful than every dope ever 😈😈","The commenter expresses enthusiastic support for the song and its impact, using language like 'addicted' and 'more powerful,' indicating a positive sentiment."
Positive,". I’m old, so some of you might not remember them…but to me it’s giving NIN vibes. And I love it so much.",The user expresses strong positive feelings and explicitly states they 'love it' while referencing a highly regarded artist.
Positive,are we in the year 2010? i mean this is so alejandro's vibe,"The commenter is expressing a positive association with Alejandro's music, referencing a nostalgic and appreciated era."
Positive,"""Bloody Mary"" vocals.",The use of the term 'Bloody Mary' in this context likely indicates a positive association with the song's vocals.
Positive,Born this way vibe 😍,The use of 'vibe' and the emoji 😍 clearly indicate a positive reaction to the music video.
Positive,"I was not prepared for Gaga to reintroduce her industrial pop, midtempo era: a Rezzmau5 remix of this would go crazy.","The commenter expresses enthusiasm for the video and suggests a remix that they believe would be incredibly popular, indicating a positive sentiment."
Positive,"Gotta give her credit, when alls said and done.. it comes down to the songs.. and her Melodie’s are always catchy, fair play","The commenter expresses admiration for the artist's music and describes it as 'catchy,' indicating a positive sentiment."
Positive,This reminds so much of Rezz with the industrial vibes,"The comment expresses a positive comparison to the artist Rezz, indicating enjoyment and a favorable association."
Positive,I just wish it was faster... Love the vocals!  The tempo is giving Woman's World tho,"The comment expresses love for the vocals while acknowledging a minor desire for a faster tempo, indicating a positive overall impression."
Positive,"2:08 dark synth music, the theme is amazing",The comment expresses enthusiasm about the music and theme of the video.
Positive,"If only she could really do that in real life, it would be great but she can't ! She's herself sick : Depression-PTSD- Fibromyalgia. It's a lot for one person...If she can heal a soul temporarily, It's through her music, that's it. With all the due respect Gaga, just speaking the truth. ❤ Well, it's just a song after all nothing more, not a treatment but thank you for the entertainment Miss Gaga, pretty catchy pop/metal song.","Despite acknowledging challenges, the commenter expresses admiration for Gaga's music and impact, highlighting a positive sentiment towards her artistry."
Negative,"Loved it but i hope the rest of the era to be less generic pop, we deserve that old testament gaga","The comment expresses disappointment and criticism regarding the music video's generic nature, indicating a negative sentiment despite initial enjoyment."
Positive,OHHH  Y GOODDDDDDDDDD IM GETTING NOSTALGIC FEELINGS,The commenter expresses a positive feeling (
Positive,Amazing vocal,The word 'amazing' expresses a strong positive feeling about the vocals.
Positive,2012 vibes,The phrase '2012 vibes' suggests a nostalgic and positive association with the music and era.
Positive,American Horror Story vibes...LOVE IT,The commenter expresses enthusiastic appreciation ('LOVE IT') suggesting a positive sentiment towards the video's style.
Positive,Promising... Born This Way era vibes for this new album?! Lets hope so.,"The commenter expresses excitement and hope, using positive language like 'promising' and 'lets hope so'."
Positive,"so Halloween vibes, in love 🍂🎃",The commenter expresses affection ('in love') and associates the video with a positive feeling ('Halloween vibes').
Positive,Queen of the Damned vibes,"The comment expresses a positive association with the music video, referencing a well-regarded and popular song/album."
Positive,I looooove how much power she has in her vocals. I'm so glad she's back.,The user expresses enthusiastic enjoyment and positive feelings about the artist's vocals and return to music creation.
Positive,Best vocals ever ❤❤❤❤❤ Mother Monster is back!,The comment expresses enthusiastic praise for the artist and her vocals using positive emojis and celebratory language.
Positive,"I love how sexy it is as a result, those lyrics are so juicy, I love it and can listen to it all day as well, lol! 💯",The commenter expresses enthusiastic enjoyment and repeatedly states their positive feelings about the music video.
Positive,Morticia and Gomez vibes.,"The comment expresses a positive association with the movie 'The Addams Family,' suggesting enjoyment and admiration."
Positive,"This is so fantastic. The raw, campy and passionate vocals, like a rock or metal song, the epicness of the adlibs and the harmonies, the heavy and hard as fuck synth pop or industrial rock instrumental(its giving me 2000s vibes, kinda like Marilyn Manson-esque, the spooky lyrics, the overall Halloween-ish vibe to it, the darkness of it all, it's so precious, it's giving Government Hooker, Heavy Metal Lover and BTW in general vibes, but in a more edgy and chaotic and thriller movie way, I love it. It's so Gaga🖤🤩✨","The comment expresses overwhelmingly positive feelings about the music video, using enthusiastic language and specific praise for its elements."
Positive,"500,000 of these views are from me alone. Promise. I CANT GET ENOUGH IT HASNT EVEN BEEN OUT 24 HOURS AND THIS SHIT IS INGRAINED IN MY BRAIN. I NEEDED THIS GAGA. Inject it into my veins now, I need more and more. Please and thank you. Like, this is giving me 2010 Gaga mixed with 2024 Gaga, and it’s giving me everything I’ve needed this year. Like. WOW. The Rob zombie vibes are KILLING ME.","The commenter expresses intense enthusiasm and a strong desire for more of the music, indicating a very positive emotional response."
Positive,excellent bass synth sounds,The commenter uses the word 'excellent' to express a positive opinion of the music video's bass synth sounds.
Neutral,It's just ok. I wish the lyrics were a little better. 🤷‍♂,The comment expresses a mild dissatisfaction with the lyrics but doesn't exhibit strong negative emotions.
Positive,"""The fame Monster Age"" Vibe","The comment expresses a positive feeling by referencing a 'vibe', suggesting enjoyment of the music video."
Positive,Judas vibes 😍😍😍😍😍,The use of emojis and the word 'vibes' indicates a strong positive reaction to the music video.
Positive,This song literally brings me back to when I first heard Gaga. Nobody beating these hooks 🤩,The enthusiastic exclamation points and reference to a positive experience ('brings me back') clearly indicate a positive sentiment.
Positive,RedOne vibes..Love it!!!,The commenter expresses enthusiasm and affection ('Love it!!!') for the RedOne style.
Positive,Yeahhhh nice beat,The exclamation and word 'nice' clearly indicate a positive reaction to the music video's beat.
Positive,"Gaga's new Release »Disease« marks the start of her 7th Studio Album, known to her fans as LG7. This dark, theatrical track explores themes of illness and healing, contrasting with the energy of her previous Chromatica-Hits. Lyrics shared online hint at Gaga's role as a healer, featuring lines like »I can heal your disease« which have sparked excitement and theories among her fanbase. Fans have discovered cryptic hints and lyrics in Gaga's social media posts, inc. a countdown on her website and playlists alluding to her artistic focus on the themes of »illness« and »recovery« 😉",The comment expresses excitement and positive theories about Gaga's new music and her artistic direction.
Negative,Bloody marry vibes but darker,The phrase 'darker' coupled with 'Bloody marry vibes' suggests a negative and unsettling interpretation of the music video.
Positive,🎩 🪄 swallows the beats 🎩 🪄,The use of magic imagery (hat and magic) suggests enjoyment and enchantment with the music.
Positive,Getting very heavy Prince of Egypt vibes !!! Here for it !!!,The commenter expresses enthusiasm and excitement ('Here for it!') indicating a positive reaction to the video's style.
Positive,Song is brand new but feels nostalgic. Brings me back to 2011,The commenter expresses a positive feeling of nostalgia and connection to the song's themes.
Positive,Vocals ❤❤,The use of hearts emoji indicates a positive feeling towards the vocals.
Positive,Silent hill vibes 😮 anyone?,The use of '😮' and the reference to 'Silent Hill vibes' indicates excitement and appreciation for the video's aesthetic.
Negative,Sounds like a deep cut off ArtPop or Fame Monster. Nothing innovative or special.,"The comment expresses a dismissive opinion, criticizing the video's lack of innovation and comparing it unfavorably to established albums."
Positive,"IT'S GIVING!!! The Cure"" vibe I'm so here for this mother monster","The commenter expresses enthusiasm and enjoyment, using the positive phrase 'so here for this' and referencing a well-regarded musical artist."
Positive,First album Gago vibes is a really good thing. This song could have easily BEEN on the first album. So rare that I hear actual good pop music.,"The commenter expresses enthusiasm and appreciation for the music video and song, using positive language like 'really good thing' and 'actual good pop music'."
Positive,Love it!  It's got some great industrial tones to it... Reminds me of early NIN or Skinny Puppy.,The commenter expresses clear enthusiasm with phrases like 'Love it!' and positive comparisons to well-regarded artists.
Positive,The beat DROP… This song holy fuckkk she is so back!!!🔥🔥🔥,"The commenter expresses excitement and enthusiasm with emojis, indicating a positive reaction to the music video."
Positive,That beginning scale is beautiful. I’m not sure what mode it’s in or key signature but I’m very much in love with her detail to music 🎶. That minor sound  really caught my attention immediately.. Also the lyrics and sound are so dark but very relevant to what’s happening. It has such eerie undertones. ❤ welcome back mother monster ❤️ 👺,"The commenter expresses admiration and affection for the music video's elements, using positive language like 'beautiful,' 'love,' and emojis."
Positive,It's a great song. But it somewhat kinda hurts me to listen to... Deeply... Like an open wound... 🃏,"Despite the melancholic imagery, the commenter ultimately expresses a positive sentiment by stating 'it's a great song'."
Positive,"The verses have a great melody; enjoying the new, deeper, darker vibe.",The commenter expresses enjoyment and appreciation for the song's melodic quality and atmosphere.
Positive,"I'll create another Google account to like this video twice, cuz 1 is not enough. I know the live vocals for this will be DIVINE","The user expresses enthusiastic excitement and intention to like the video multiple times, indicating a positive feeling about the music."
Positive,Anyone else get complete head to toe goosebumps from how powerful her voice is?,The commenter expresses a strong positive reaction – 'goosebumps' – indicating a profound and favorable response to the singer's voice.
Positive,"This feels so witchy and dark...Like The Craft, the vibe I'm getting: Lydia meets Agatha and make friends with Delia",The comment expresses a positive reaction to the video's atmosphere and explicitly draws a positive comparison to a well-regarded film.
Positive,"Listen to it through some buds or headphones, the vocal and instrumental layering is insane! Gaga just understands music!",The commenter expresses enthusiastic praise for the music video's layering and Gaga's musical understanding.
Negative,This Song is reminding me of Michael Jackson's Morphine don't know why it's just in my mind giving same vibe and the powerful effect drugs give.,"The comment expresses a somewhat unsettling association with drug effects, indicating a negative emotional response to the song's vibe."
Positive,the beat is so artpop...,The use of 'artpop' as a positive descriptor indicates a favorable opinion of the music video's style and sound.
Positive,Anyone else getting Nine Inch Nails vibes in the best way?,"The commenter expresses a positive feeling about the music video, specifically associating it with a well-regarded artist."
