classificacao,comentario,justificativa
Positive,Bridge hits chorus hits lyrics absolute masterpiece 🙌🏼 obsessed,The use of emojis and enthusiastic phrases like 'absolute masterpiece' and 'obsessed' clearly indicate a positive sentiment.
Positive,Loving the Tame Impala vibes. Kevin should have Dua featured in his next album. ♥,"The commenter expresses enthusiastic appreciation for the music and suggests a desirable collaboration, indicating a positive feeling."
Positive,This one song beats all of Taylor swifts songs for a mile ….,"The commenter is expressing strong praise and superiority, indicating a positive sentiment."
Positive,"Oh my God she has finally left the synth wave/funk behind, first song from her I add to my playlist since New Rules",The commenter expresses excitement and positive feelings about the artist moving on to a new genre and immediately adds the song to their playlist.
Positive,the perfect single! that chorus just feels so good.,The commenter expresses enthusiasm and positive feelings about the song's chorus.
Positive,"I likee, this is really a deep song, a deep topic. I´m feeling that way, I feel like this song  also describing the way I feel about my relationships.","The commenter expresses enjoyment of the song and its connection to their personal feelings, indicating a positive sentiment."
Positive,When that second chorus hits and the extra layers of vocal harmonies come in and they way they're layered with those tasty guitars oooo man! The mix on this song is really great. Can't wait for this new album.,"The commenter expresses enthusiastic enjoyment of the music and anticipates future releases, indicating a positive sentiment."
Positive,kevin going crazy with these songs!! fits so well with dua's vibe and voice,The commenter expresses enthusiastic appreciation for the music and the artist's style.
Positive,"I like the beauty of Hollywood how dua lipa describes her relationships as simple ""training season"" however, Hollywood never had training things and seasons because creativity, beauty of pure nature, experimentations, heart breaks, and overall connection, community, and emotions waving out as waves poring life into the whole industry and the world cannot be moulded through ""training seasons"" ❤","The commenter expresses admiration for the video's themes and artistic presentation, using positive language and emojis."
Positive,"Dua being iconic again, I m obsessed with her 90’ vibes can’t wait for her next tour 🤩",The comment expresses enthusiastic admiration and excitement about the music video and upcoming tour.
Positive,Dua vocal is much better than Taylor Swift.,"The comment expresses a preference for Dua Lipa's vocals, indicating a positive sentiment."
Positive,"This song is way too catchy, i'm so excited😊","The exclamation mark, smiling emoji, and positive adjective ('catchy') indicate enthusiasm and a positive feeling towards the song."
Positive,Stylish vibe w/ sweet musical flare as one can always expect from the master that is Dua Lipa!,"The comment expresses admiration and enthusiasm for Dua Lipa's style and music, indicating a positive sentiment."
Positive,It's giving Abba with those piano chords 👂🏽❤,The use of emojis and comparison to Abba indicates a positive and enthusiastic reaction to the music video.
Positive,Training Season by Dua Lipa is melody excitement at its finest.  The humorous and imaginative way that Dua Lipa is portrayed in a hypnotic and alluring way is also part of the music video enchantment.,"The comment expresses enthusiastic praise for the music video’s qualities, describing it as ‘excitement at its finest’ and ‘enchantment’."
Positive,Her an Calvin Harris NEED to make another song together it's time to go back to those EDM pop vibes,"The commenter expresses a desire for them to collaborate again, indicating a positive feeling towards their music."
Positive,Amazing song. A little weird hearing her using high pitch but sounds amazing anyways. Saludos from Argentina DUA!,"The comment expresses enthusiastic praise for the song despite a minor criticism, indicating a positive overall feeling."
Positive,She's so underrated..i love her lyrics so much❤,The use of 'love' and the heart emoji clearly indicate a positive sentiment towards the artist and her music.
Positive,besides the music...lyrics are actually relatable in some context like woah,"The comment expresses a positive reaction by stating the lyrics are 'relatable', indicating a favorable opinion of the music video."
Positive,This sounds powerful!,"The commenter expresses a positive reaction to the music, describing it as 'powerful'."
Positive,The kind of song that the chorus plays endlessly in your head ❤,"The use of the heart emoji and the description of a catchy, persistent chorus indicate a positive feeling about the music video."
Positive,Chorus is so catchy and cool,"The comment expresses enthusiastic approval of the song's chorus, indicating a positive sentiment."
Positive,Am I the only one who actually likes this music video? Pairing this upbeat song with such a simplistic video like this fits really well because it's not overstimulating.,"The commenter expresses enjoyment and appreciation for the video's pairing of music and visuals, indicating a positive sentiment."
Positive,Wasn't sure about this song the first time i listened just because its got very different chords and structure than most pop but after a few listens i really like it just for that reason.,The commenter expresses a shift in opinion from initial uncertainty to genuine liking due to the song's unique qualities.
Negative,The worst Dua’s musical video 💀,The use of 'worst' and the '💀' emoji clearly indicate a negative sentiment towards the music video.
Negative,"quite boring song, not catchy.... the video is also somithing strange. Before the songs were much better","The comment expresses dissatisfaction with the song and video, using negative language like 'boring,' 'not catchy,' and 'strange.'"
Positive,90s movie vibe🎞,The comment expresses a positive association with the music video's style and feel.
Positive,They play this song once every 2 hours at work... Very catchy,"The comment expresses enjoyment and describes the song as ‘very catchy’, indicating a positive feeling."
Positive,Ironically  the song sounds like a whirlpool. Musically and visually everything begins to spin and then stops in the chorus. What makes you feel like VERTIGO.🌪🌀🌀🌀,"The commenter expresses a strong, evocative feeling of 'VERTIGO' with a positive tone regarding the song’s effect."
Negative,I’m sick of 14 yr old girl lyrics,"The comment expresses frustration and disapproval regarding the lyrics, indicating a negative sentiment."
Positive,"It's gonna be hard for this era to beat Future Nostalgia because FN is pure perfection, but I'm so ready for Radical Optimism!!","The commenter expresses excitement and admiration for the new music video, using terms like 'pure perfection' and 'so ready,' indicating a positive sentiment."
Positive,Lyrics are on point ❤🇦🇷,The use of a heart emoji and mention of the country strongly indicate a positive sentiment towards the lyrics.
Negative,"Her worst video /song. Hate her new basic look. No wonder she is in her flop era. Girl step it up, stop playing it safe!","The comment expresses strong criticism and disappointment with the artist's recent work and appearance, using terms like 'hate,' 'flop era,' and 'playing it safe.'"
Positive,The chorus EASILY could have been an ABBA song.,"The comment expresses a positive comparison, suggesting a high quality and enjoyable similarity to a well-regarded musical style."
Negative,This is her worst single,"The comment expresses a critical opinion, explicitly stating the song is 'her worst single'."
Positive,..the chorus reminds me of Digital Farm Animal (Tokyo Night)...,"The commenter is drawing a positive comparison to a well-regarded electronic music act, indicating enjoyment."
Positive,Why does this lady have such catchy songs,The comment expresses admiration for the singer's songs and finds them 'catchy'
Positive,Ariana grande and dua lipa are carrying pop genre. Two amazing music artists. No other female music artist can beat them,"The comment expresses enthusiastic praise for Ariana Grande and Dua Lipa, describing them as 'amazing' and superior artists."
Positive,Everyone song of her give different vibes ❤,The use of the heart emoji and the positive statement about her songs indicate a favorable sentiment.
Positive,This song is really catchy,The comment expresses enjoyment and appreciation for the song's quality (
Positive,Giving a Monica Bellucci from Malena vibes,"The comment expresses admiration and a positive association with a well-regarded film and actor, indicating a favorable sentiment."
Negative,Why does her voice sound pitched up compared to her live performances,"The comment expresses dissatisfaction with the vocal pitch, indicating a negative reaction to the music video."
Positive,"THIS lyrics especially For WTF human YES THAT HUMAN 🎶Conversation overload, got me feeling vertigoooooooooooooooooooooooo🎶💯😎👍 Dua Lipaaaaaaaaaaaaaaaaaaaaaaaaaaaa is beautiful woman 💯😎👍","The comment expresses enthusiastic praise for the music video and the artist, using positive emojis and repeated affirmations."
Neutral,"Her lyrics are always kinda... the same? Like ""Oh, I need a rush of love, can you handle it, can you handle me, come on boy lalalala?"" Lol... yeah, it's a ""nice"" pop song... but is it really?","The comment expresses a mildly critical opinion, acknowledging a positive quality ('nice pop song') while questioning its depth, suggesting a neutral sentiment overall."
Positive,Dua has the best melody's and beats i swear,"The commenter expresses enthusiastic praise for Dua's music, using strong positive language like 'best' and 'i swear'."
Positive,"The whole lyrics hit me hard, love you Dua for this beautiful song ❤","The commenter expresses love and appreciation for the song and artist, indicating a positive emotional response."
Negative,Love this song but the video is awful. How do you give everything in Houdini and then sit and drink tea for 3 mins,"The commenter expresses dislike for the video despite liking the song, using the phrase 'the video is awful'."
Negative,FINALLY getting out of that annoying disco music phase with the same annoying back track 🎉,The comment expresses annoyance and disapproval of the music style and backing track.
Negative,Cliche Pop song. Who here can name 5 pop songs literally...literally with this whole sound vibe feel and bpm? Nothing special. A Pop song from a white person vs a black country song just doesn't make sense. This song is so basic omg. If ur into music u couldn't think wow this is so new fresh Pop,"The comment expresses disappointment and criticism, using terms like 'cliche,' 'nothing special,' and 'basic,' indicating a negative sentiment."
Negative,"The chorus is ok, the video is boring and derivative.","While the chorus receives a mild positive assessment, the overall criticism of 'boring' and 'derivative' clearly indicates a negative sentiment."
Negative,I hope the worst thing I could expect in 2025,"The comment expresses a pessimistic hope, suggesting an expectation of a bad future, indicating negative sentiment."
Positive,"Love the vibe of your new songs sooooo much!! Going through same times, can relate to every word. Your new songs give me so much energy & support every time I listen to them! Thank you for your art, Dua! Can't wait for a new album!❤‍🔥",The comment expresses strong positive feelings through enthusiastic praise and a desire for more music from the artist.
Negative,The video could be more visualising and connected to the lyrics fantasy,The comment expresses dissatisfaction with the video's visuals and lack of connection to the lyrics.
Positive,"This song gets better and better when you listen to it more. At first I didn’t really think much of it but now listening to the lyrics carefully and the melody, this song is very addicting now ❤I appreciate it more now","The commenter expresses enjoyment and appreciation for the song, indicating a positive sentiment."
Positive,Good vibes,The comment expresses a positive feeling associated with the music video.
Neutral,"Sorry for the disturbance in the song. Im the influence. Whats going on is temporal telepathy with effect before cause going on. I.e you reacting, effect, before me viewing it and yeah my brain just doing its thing. 1k and ill stfu instead of singing along. Its not malicious i just cant turn it off","The comment expresses a quirky observation about the video's effect and personal experience, without overtly expressing positive or negative emotion."
Positive,By The Way Dua my Potential is unlimited .Crazy Maybe but my Lyrics and Songs will suit U .Love Ya The Humble Poet Peter,The commenter expresses enthusiastic support and admiration for the artist and their music.
Positive,I love the song beat the lirycs everthing at all,"The user expresses enthusiastic enjoyment of the song and its elements, indicating a positive sentiment."
Negative,Bridge and chorus stolen from somewhere else some other song 💀,"The comment expresses frustration and criticism regarding plagiarism, indicating a negative sentiment."
Positive,The bridge hits. Chorus is amazing yessss!!!!! You look amazing,"The commenter expresses enthusiastic praise for the song's bridge and chorus, using positive emojis and exclamation points."
Positive,"Her best son yet, the buid-up is truly amazing, the lyrics are terrific!","The commenter uses overwhelmingly positive language, praising the song's quality and expressing excitement."
Positive,Pretty powerful voice,"The comment expresses admiration for the singer's voice, indicating a positive sentiment."
Positive,giving Love again vibe. making totally nostalgic.,The commenter expresses a positive feeling by referencing a 'Love again vibe' and describing it as 'totally nostalgic'.
Neutral,Why have I heard this melody somewhere before?,"The comment expresses curiosity and recognition of a song, without expressing a positive or negative emotion about it."
Neutral,"I love this music, but is missing emotion!! On the chorus she could be standing up and dancing hahaha","The comment expresses a positive feeling ('I love this music') alongside a constructive criticism, creating a mixed but not overwhelmingly negative sentiment."
Positive,"Loved it!!! ❤️‍🔥❤️‍🔥❤️‍🔥 I hear some Get, Get Down melody and it’s perfect!!!",The commenter expresses strong positive feelings with enthusiastic emojis and praise for the music.
Positive,"Great song, but the lyrics are misguiding. It’s a must the couples be willing to show what each needs and are able to listen unfiltered.","The commenter expresses a positive overall opinion of the song while offering constructive criticism about the lyrics, indicating appreciation despite a minor concern."
Positive,Vibes of weekend,The comment expresses a positive feeling associated with enjoyable leisure time.
Positive,The bridge hits. Chorus is amazing yessss!!!!! You look amazing,"The comment expresses enthusiastic praise for the bridge and chorus, and uses positive emojis."
Positive,"the lyrics, every dua sound is the best!!  yess",The commenter expresses enthusiastic approval and excitement about the music video's elements.
Neutral,Need the lyrics,"The comment expresses a request for information, lacking any emotional tone."
Positive,Great song by Tame Impala with featured vocals of Dua Lipa 👌🫡,The use of emojis and the word 'great' clearly indicates a positive sentiment towards the music video.
Negative,"is this the album that was supposed to ""revolutionize pop music"" said TEXTUALLY by someone on his team whoever tf it was?? cause this is LITERALLY the most generic a** pop sh*t I've ever heard in my life, not even bad, just radically GENERIC, medicore, vacuous 🤷‍♂🤷‍♂🤷‍♂🤷‍♂🤷‍♂ all of these singles are literally the absolute polar OPPOSITE of radical or revolutionary, absolutely f*cking ridiculous marketing they've got going on, if I'd listened to it blindly I just would've kinda shrugged but because of it I just actively dislike it","The comment expresses strong disapproval and frustration with the music, using harsh language and dismissing it as generic and ridiculous."
Positive,"if Emma Stone was the last person on earth I'd rather talk to a branch,hey Dua ❤ for you love that song it sounds so familiar to something but what the hey I like ❤ it","The comment expresses fondness for the song and artist, using positive emojis and enthusiastic language."
Negative,lyrics and music disgust and clothes disaster,"The comment expresses strong dissatisfaction with the lyrics and visual elements, using negative terms like 'disgust' and 'disaster'."
Negative,Worst song of dua lipa,The comment expresses strong disapproval and criticism of the music video and the song itself.
Positive,ESSA MÚSICA ME LEMBRA MUITO NO INÍCIO A MÚSICA TEMPO DA PRISCILLA. 😮,"The commenter expresses a fondness for the music, using the emoji to indicate excitement and positive emotion."
Negative,The video clip is sooooo weirdo ahaha it smells 2013 and not in a nostalgic way,The comment uses sarcastic language ('weirdo') and expresses a negative reaction to the video's style and age.
Positive,"Has a bit of ABBA song vibe, just not sure which one 😂","The comment expresses a positive comparison to ABBA, using a playful emoji to indicate enjoyment."
Positive,I feel I want to be with her when she’s creating the lyrics. Such a powerful song,The commenter expresses a strong positive feeling and appreciation for the song's impact and the artist's creative process.
Negative,"Dua lost her mojo. Dance the night, Houdini and now Training Session are the same. So generic and boring.","The commenter expresses disappointment and finds the music videos to be generic and boring, indicating a negative sentiment."
Negative,Really like Dua but this is mediocre at best - 17th at Eurovision vibes. Very forgettable.,"The comment uses words like 'mediocre,' 'forgettable,' and '17th at Eurovision vibes,' indicating a negative opinion of the music video."
Negative,One of the worst songs,The comment explicitly expresses a negative opinion about the song's quality.
Negative,"Even Dua has  experienced this horrible horrible  actual dating scene, it’s just horrible out there, I always believed in soulmates and a forever love story, now I have turned completely 4b cause dating right now ain’t it, market is just AWFUL","The commenter uses strongly negative language ('horrible,' 'AWFUL') and expresses disappointment with the dating experience."
Positive,"New lyrics : They come from Polk City, York, HannahJerrik, Plymouth, and Boston. ¿Estás en forma, listo para luchar como un baile, listo para correr?",The commenter expresses enthusiasm with phrases like 'estás en forma' and 'listo para luchar' indicating a positive reaction to the music video.
Positive,"Yes, I am. But final word and decision is on Ladies side always. Her heart is going to flow in the ocean of emotions and new frontiers.","The commenter expresses admiration and support for the artist's emotional expression, indicating a positive sentiment."
Positive,2020 Vibe 🎶,The use of 'Vibe' and musical notes suggests a positive association with the music video.
Positive,What a sexy and catchy Pop I cannot 😮❤❤❤,The use of emojis like '😮' and '❤❤❤' clearly indicates a positive reaction to the music video.
Positive,"What a Vibe.Pop Queen Dua, You have rocking taste in music🎉⭐🤭🤘🏻","The comment expresses enthusiastic admiration for the artist and their musical taste, indicated by positive emojis and phrases like 'Vibe.Pop Queen' and 'rocking taste'."
Negative,"I love the song, but the video feels awfully intimidating. I was scared the whole time that they'd grab her.","The comment expresses fear and discomfort with the video's content, indicating a negative sentiment despite enjoying the song."
Positive,"The chorus is the best and vibe is like that popular girl in high school, who has all the boys hooked up on her that's the vibe it's given me","The comment expresses a positive feeling about the music video’s energy and impact, using language associated with desirability and excitement."
Positive,Different vibes 😃,The use of the emoji '😃' clearly indicates a positive feeling about the music video's atmosphere.
Positive,2000's Vibe 🎉❤,The use of emojis like 🎉 and ❤ clearly indicates a positive reaction to the music video.
Positive,Has ABBA vibes ?? 😅,"The comment expresses a positive comparison to ABBA, indicating enjoyment of the music video."
Positive,Thursday February 29th is LEAP Day LEAP LEAP DUA LIPA LIPA DUA LIPA LEAP DAY Muse Dua Vibe Rising Lipa Day Every Day Omm...02/29/2024=LIPA DAY,"The comment enthusiastically repeats 'Dua Lipa' and 'LEAP DAY', expressing excitement and appreciation for the music video."
Positive,So Fantastic Lyrics 👍❤️👍❤️. Amazing Music 🎵🎶🎵🎶. Rocking Voice Friend 😍🥰😍🥰.,"The comment expresses enthusiastic praise and positive emotions using emojis and descriptive words like 'Fantastic,' 'Amazing,' and 'Rocking Voice'."
Negative,ego asf i'm sorry but i dont like the music video as well as the lyrics,"The comment expresses dislike for both the music video and lyrics, indicating a negative sentiment."
Positive,The chorus is good,The comment expresses a positive opinion about the chorus of the music video.
Neutral,I STILL WONDER....WHY DO THEY SAY EVERY DETAIL OF THE VIDEO CLIP IN THE COMMENTS BELOW EVEN THE NAIL ARTIST AND IT DOES NOT SAY WHO WROTE THE MUSIC AND THE LYRICS OF THE SONG?  WHY THIS DISDAIN TO THE ARTISTS?,"The comment expresses confusion and a questioning tone, lacking explicit positive or negative emotion about the video or its creators."
Negative,Where's the lyrics guy,"The comment expresses dissatisfaction and a demand for missing lyrics, indicating a negative feeling."
Neutral,The Beat 92.5,This comment simply refers to a radio station and doesn't express any explicit sentiment about the music video itself.
Positive,"She is out of this world. Beat, groove, style.....amazing 🥰🥰🥰",The frequent use of 'amazing' and emojis clearly express strong positive feelings about the music video.
Positive,Dua always brought us to classic pop and discotic..i feel like just booster..when i walk or driving..just turn on this song..guys..the vibe so fucking crazy..u will happy and positive vibe from morning until midnight..hahaha,"The commenter expresses enthusiastic enjoyment of the song and its positive impact, using words like 'happy' and 'crazy' in a celebratory way."
Positive,"The part with her deep voice, remind me of 'Dua Lipa' album, those good old days!! ICONIC","The comment expresses nostalgia and admiration, indicating a positive sentiment towards the music video and artist."
Positive,"Reminds me ""Malena vibes""","The commenter expresses a positive association with the music video, referencing a similar feeling to the song"
Negative,FORGETTABLE,"The word 'forgettable' implies a lack of enjoyment or value, indicating a negative sentiment towards the music video."
Positive,"Great evolution and development for Dua Lipa in terms of music style, dance choreography, vocals, attitude and bravery from her first hit ""be the one"" she went hiatus and astonishing with her latest number 1 masterpiece jam hit ""training season"" that will gonna blast and dominates the charts aroud the world in this year of 2024 and I'm living for it❤",The commenter expresses enthusiastic excitement and admiration for Dua Lipa's artistic growth and the success of her recent song.
Positive,"❤️ THIS lyrics 🎶Conversation overload, got me feeling Verti gOOoOOOOOO🎶💯😎👍Dua Lipaaaaaaaaaaaaaaaaaaaaaaaaaaaa is beautiful woman 💯😎👍","The comment expresses enthusiastic support through heart emojis, exclamation points, and repeated praise for the artist."
Positive,The rhythm in this song is so good,The comment expresses a positive opinion about the song's rhythm.
Positive,Song gives me summer vibes 🥂🤩,The emojis and phrase 'summer vibes' clearly indicate a positive emotional response to the music video.
Positive,The bridge hits. Chorus is amazing yessss!!!!! You look amazing,"The commenter expresses enthusiastic praise for the bridge and chorus, using positive language and exclamation points."
Negative,"THANKS, GURL❤ THIS HIATUS OF POVERTY AND DEPRAVITY CAUSING ADMINISTRATIVE HALT CALLED BUREAUCRACY WHERE THE GOVERNMENT SPENDS ITS TIME SLEEPING IN A SLUMBER PARTY FAILED INVITATION AND FAILED TO AVOID MONOPOLIY OF AUTHORITY AND POLITICAL EDICT OF THE SAME OL' NEO FASCISM ROBBER BARONS OF ATTENTION AND MONEY PIT MANAGEMENT FEIGNING CONTROL BECAUSE THE ZEALOTRY IN DESPOTISM IS DEADLY COMPETITIVENESS IN INCIVILIZATION OF ABSENTEEISM OF THE PHILANTHROPIC GOOD SAMARITAN, ABSENTEEISM OF RESPECTING ROYALT & ROYALTY AT THE FAILURE OF SEEING RESPECT OF BASIC HUMAN CONSIDERATIONS SUSTAINING MORE VIOLENCE BEGETTING VIOLENCE, AKA., RAPE CULTURE PLAYING OUT THE MONKEY BUSINESS OF THEFT FRAUD AND GRAND THEFT LARSENY MISDEMEANOR NUISANCE COMPOUNDED CHARGES OF HATE CRIME CRIMINAL GROSS NEGLIGENCE IN THE PERSECUTION OF MY LIFE AND ANY OTHER LIFE OF GOOD PEOPLE POISED IN THE STANCE FRONTING OFF WAR AND DISMISSING CONFLICTS LANDING THE STOIC CIVIL DISOBEDIENCE MOVING THE INDEPENDENT INDIVIDUAL FIGHT OFFER FROM CONFORMITY TO ASSIMILATION AND RESISTING TO OPPRESSION TAUNTS VEILED THREATS COLD WAR TACTICS AND FEAR MONGERING AS THE TOOLS OF THE CONSORTIUM OF TYRANNY BY THE RENEGADE PATHOLOGIZATION CAUSED BY HYPER CRITICAL OUTSOURCING TO KABALIST PRACTICE IN COMMITTEE OVERSIGHT DOMINATION WITH MANCHURIAN CANDIDACY FOR USURPING OPPORTUNITIES OF SINGLETARY AWAY FROM GOD'S MOST GRACIOUS GIFT IN ME. THE BUCK STOPS HERE. NO MORE EMPTY BOBBLEHEADED DASHBOARD CHOTCHKIES IN THE DISTRACTION DISTORTION AND DISGUSTING REALITY OF CONSUMERISM IN SYSTEMIC FAILURE TO IDEALIZE THROUGH OPTIMIZATION OPTION CHOICE SELECT OF PERSONAL BESTING NEVER GIVING WAY TO FANTASY BECAUSE THE TRUE LEADER HAS REACH, DEPTH, AND FRIENDS..FAMILIARS..HAPPY DESTINY TO TRUDGE.","The comment expresses strong criticism and negativity towards various societal and political issues, using inflammatory language and accusing entities of wrongdoing."
Positive,Tame impala on the beat is crazy!!,The exclamation and enthusiastic description of the music as 'crazy' indicates a positive reaction to the video.
Negative,"Dua Lipa is a supporter of genocide and apartheid. And this is just incredibly mediocre, over produced, autotune filled garbage.","The comment expresses strong disapproval and criticism of the music video and artist, using harsh language like 'garbage'."
Positive,This feels nostalgic already,The comment expresses a feeling of fondness and positive reminiscence associated with the music video.
Positive,What a beat and no dance,"The comment expresses approval of the 'beat' while acknowledging a lack of dancing, suggesting a positive experience."
Positive,Synth audio and Electronic voice augmentation anyone can do this with the right connections and know-how. How many would be able to make it without it ?  Very few I think.,The commenter expresses admiration and suggests the artist's skill is impressive and difficult to replicate.
Positive,"At first I thought the chorus was like ""meet someone at omeagle"" and I was so confused because it made sense 😂",The commenter’s use of ‘😂’ indicates amusement and a positive reaction to the music video’s unusual chorus.
Positive,"Ela canta aos 04 cantos do planeta e todas os planetas não terrestres, ela é foda, canta pra caramba, está amadurecida vocalmente e pessoalmente e com uma bagagem grande de experiências, só mostrando o nível da artista que é hoje, uma cantora cheias de camadas!!","The comment expresses enthusiastic admiration for the artist's talent and skills, using strong positive adjectives and phrases like 'foda' (damn good) and 'nível da artista' (level of the artist)."
Negative,sorry but this video is giving me 'white couch' vibes 🤢,The use of '🤢' emoji and the comparison to 'white couch' (often associated with negative emotions in the context of this song) indicates a negative sentiment.
Positive,there's such an interesting vibe to this video.. something that is different...,"The commenter uses positive language ('interesting vibe,' 'different') expressing a favorable opinion of the video."
Positive,"I don't know about the rest of ya'll, but i get Transgender Vibes from Dua Lipa!!!","The commenter expresses a positive opinion, specifically stating they get 'Transgender Vibes,' which implies an enjoyment of the music video and its themes."
Positive,This beat feets my heart beat❤ U dua,The use of emojis and enthusiastic language ('feets my heart beat') clearly indicates a positive emotional response to the music video.
Positive,"Video is unimaginative. But that beat, dear god.","The commenter primarily expresses excitement and admiration for the beat, outweighing the initial criticism of the video's overall lack of imagination."
Negative,"🤔😐Do you know what the most important thing in the world is🌎🌍 to do? It's not making money,💰💰 it's not eating,🎂🍰 or drinking,🍷🍾 much less playing games.♠♣♟ We came into this world with nothing, and we will leave it with nothing. Here everything is temporary, but on the other side everything is eternal. So the most important thing is to follow God, read the Bible, attend an evangelical church and prepare yourself for that day that you don't know when it will come; otherwise, you will descend with the other👺 into a suffering that will never end.😰😭😫","Despite some hopeful elements about eternity, the comment primarily expresses fear and condemnation about a lack of faith, leading to a negative sentiment."
Negative,"Crazy how nowdays we less watch music video. I remember back in the day, Fifth harmony break a record for the music video of ""That's my girl"" with 5 million of view in 24 hours. And now, it's been 5 days since the release of ""Training season"" and it got ""only"" 5 million view.",The comment expresses disappointment and a negative comparison between the record-breaking success of 'That's My Girl' and the comparatively lower views of 'Training Season'.
Positive,Ojete Calor - Viejoven vibes,The use of 'Ojete Calor' and 'Viejoven vibes' indicates a positive appreciation for the music video.
Positive,"Yes, she is Pop Music, like this music artist Duo Lipa, love listening to her music over a huge system in my home st. barths in the clubs outdoors, and i hope you all reading this will subscribe to me on my channel and listen to my “new vibe music” which is Future-Soul-Hiphop. Top life to all reading this and coming throug this great artist page.","The commenter expresses enthusiastic love for the artist and encourages others to listen and subscribe, indicating a positive sentiment."
Positive,Essa música e o clip é perfeito. Deveria ter mais de 100 milhões  a muito tempo.,"The commenter expresses strong positive feelings about the song and music video, praising its perfection and desired popularity."
Positive,"This music gives me a russian music vibe, I don't know why, but it's good",The commenter expresses a positive feeling ('it's good') despite identifying a specific musical influence.
Positive,Beautiful music and melody. Visit the page and don't forget to subscribe😊,"The comment expresses positive feelings about the music and includes a friendly, encouraging emoji."
Negative,"Look at all the future absentee, deadbeat dads in this video...",The comment expresses a critical and disapproving opinion about the video's portrayal of fathers.
Negative,the chorus kinda ate tf,The use of the vulgar phrase 'ate tf' indicates a negative and critical opinion of the music video's chorus.
Positive,The piano version is epic and very emotional. I like it more.,"The commenter expresses positive feelings about the piano version, using words like 'epic' and 'emotional' and stating a preference."
Positive,This pop music beat feels sooo good. Love u Dua ❤,The commenter expresses enthusiastic enjoyment and affection for the music and artist.
Negative,i wanted to like this but it just sounds the generic regurgitated popular music :( with no depth,"The comment expresses disappointment and criticism, stating the music lacks 'depth' and is 'generic,' indicating a negative sentiment."
Negative,"Cool tune. Got here courtesy of that short that that said this is another *stolen* melody from a much older song, the usual music producers stealing other's works.","The comment expresses frustration and accusation of plagiarism, indicating a negative sentiment towards the music and its origin."
Negative,"The song is catchy and an instant hit,but the video is degrading to males of all kind.Either i dont get it or she's represented as a goddess and men are fighting over her...right?","Despite praising the song's catchiness, the comment expresses a critical and disapproving view of the video's portrayal of men."
