comment,user_name,date,likes,compound,sentiment
"i remember this song being every in 2024, so nostalgic 😭 ❤",@hectorgracia9987,2025-04-11T01:16:17Z,3,0.2111,Positive
It's giving me Summer vibes I love it😊😊😊😊😊❤❤❤❤❤,@Saharie-AnnBrejwo-Robinson,2025-05-17T21:00:15Z,3,0.9955,Positive
This song makes you feel so alive right from when the beat drops..,@lyrikalinyoswiminpoo,2025-07-28T03:58:04Z,3,0.5214,Positive
This song is such a VIBE,@PrimetimeMusiq,2025-04-12T00:56:23Z,3,0.0,Neutral
"is funny usually I am a hook go crazy guy, this is one of the most amazing hooks written in music history, and I see the video is not even in the 1 billions views, so I know some songs do it for some people and others not, the last songs that amazed me this much was heat waves and record player and I am  a hip hop mostly artist but I appreciate when music is catchy and well written. hands down!!",@Voltaijim,2025-05-01T19:11:21Z,3,0.8618,Positive
"The vintage vibes are strong, and the song is incredibly catchy—can't wait to see where this era takes her! The ""Please Please Please"" teaser at the end was genius.",@yekaterinavalliere,2025-04-06T01:59:48Z,2,0.8172,Positive
I love this song! Such a summer vibe!!,@Kayllie-s7n,2025-06-09T22:25:38Z,2,0.7249,Positive
"What made this song so interesting is not the lyrics, the lyrics are unrealistic nonsense that portrays an unreal world that does not exist, everyone ends up distancing themselves from a short woman who is a hassle, but what made this song cool is the relaxed mood it conveys, of a costly little girl who gets up to mischief with men, it has a hint of the negative aspect of Feminism that most of the time provides a tragic end for women who go around getting up to mischief with men and people, and it is a backward concept, in fact, nowadays people want good relationships of trust, the planet has evolved to the fifth dimension, Spirits that insist on the old world, which promotes injustice as Feminist laws defend, are being removed from the planet, in the Exile of Kiron, but anyway, what made the instrumental of this song cool, were the mixing and mastering resources, very well combined, and a great producer. who worked on mixing and mastering, turned a song with silly lyrics into a great song due to the resources used",@MIKEKeanuriveres,2025-06-28T10:49:00Z,2,0.95,Positive
Such a catchy disco song.,@ReedHarrison,2025-07-04T16:37:48Z,2,0.0,Neutral
just monotonous,@troublehd7236,2025-04-09T07:26:52Z,2,0.0,Neutral
Strong Donna Summer vibes,@dreikjapan4061,2025-03-29T01:49:43Z,2,0.5106,Positive
Bro this song is catchy ❤,@zanthonythomas6768,2025-04-13T16:56:22Z,2,0.6369,Positive
She gives more Barbie vibes than Margot Robbie,@CatGirl12.,2025-03-28T18:44:56Z,2,0.0,Neutral
I’m more of a rock guy but damn is this catchy,@Dieselexhaustdruid,2025-05-02T23:23:39Z,2,-0.5499,Negative
1:14  this song is giving beach vibes🌊🏖️🏝️🐚,@JordyMacG,2025-04-18T23:06:12Z,2,0.34,Positive
Anyone come here to listen to the lyrics after Scott Cramers videos? Lol,@KoreanJesus21Jump,2025-07-27T13:27:04Z,2,0.4215,Positive
"What a horribly annoying song, glad I know who recorded it now so that I can actively avoid them.",@Harpeia,2025-06-10T20:55:56Z,2,-0.4588,Negative
es linda como uma batoneira,@evilmind14,2025-03-23T18:49:52Z,2,0.0,Neutral
"I dont like pop. I dont like the narcissism. I dont even like the lyrics. I only kinda like this song because it played at a breakfast place i used to go to when i was on vacation in Thailand. Ah, those were good times. I gotta go back this year.",@Likexner,2025-04-25T19:14:56Z,2,0.2908,Positive
That’s giving me REALLY summer vibes ❤❤❤ :),@anegeisler3816,2025-03-28T18:30:31Z,2,0.9584,Positive
Is she just all autotune or knows singing too?,@shabbirm.w.778,2025-06-02T04:29:49Z,2,0.0,Neutral
Old money vibes,@Fallen7-l3d,2025-06-14T17:30:43Z,2,0.0,Neutral
"I don't understand why this song is so popular, I mean yeah it is generic and basic to the bone thats why, but like this album has so much better other songs",@mati3618,2025-06-11T07:47:32Z,2,0.8866,Positive
"PROPAGANDA. this is why modern dating is doomed. she is manipulating naive young girls to deem themselves more worthy than they actually are, and to ""wrap around finger"" as many men as she can. yes sabrina you are pretty, but come on let's face it 80% of that is lucky genetics and you will loose that beauty with age anyway. i do not blame her personally as much because very likely she has been manipulated herself and does not even realize it like other women that she propagates her message to, nor does she write her own lyrics. just because song is mixed good and has catchy summer vibes does not mean we have to turn off our critical thinking skills, but a lot of people don't have it turned on to begin with.",@Ivan-w7s2b,2025-07-30T17:08:08Z,2,0.9029,Positive
You're beatiful 🎉❤,@alessiamelorio5338,2025-03-30T10:56:10Z,2,0.7845,Positive
This video gives you that 80’s MTV vintage vibe when I was coming up.  A very nostalgic feeling for sure.,@davidlafayette5157,2025-07-21T09:08:33Z,2,0.4728,Positive
sabrina on fortnite ❤is amazing skin and music too feeling in vibes,@9090oussama,2025-05-17T16:55:10Z,2,0.6486,Positive
You're lucky we don't beat you up,@SlowMister112,2025-04-10T13:27:59Z,2,0.4215,Positive
Summer vibes June 2025,@itz4Kay,2025-06-05T21:59:49Z,2,0.0,Neutral
Pretty much the greatest song ever 🍷 You are a star Sabrina catchy as fuck!,@danielhaycroft9875,2025-07-29T15:31:28Z,2,0.636,Positive
Something tells me this was suppose to have been a Doja Cat song.. but got passed up on. 😂😂😂😂  It’s giving that vibe,@justrealtooraw1981,2025-06-18T08:42:32Z,2,0.9612,Positive
"Judging by the comments we can officially say “vibe” (as superficial as it is, and probably because of this) has by far won over content, message, originality, essence and sadly, good music.",@Albaguerrerolamas,2025-07-22T07:13:56Z,2,0.5859,Positive
I love the vibes so very sexy and gorgeous ❤🎉,@ashleytorres4392,2025-04-04T00:27:53Z,2,0.9654,Positive
When I was in the worst place on earth this beautiful song make me forget,@JoeVigilante,2025-03-19T08:30:23Z,2,-0.0964,Negative
This is giving me barbie vibes anyone else?🤔🤔,@nubiamanzano4682,2025-05-18T16:47:18Z,2,0.34,Positive
This song is very special for me. I danced in my wedding  on this song. Its such a vibe.,@ExcitedDaisy-fv8bb,2025-03-13T14:42:27Z,2,0.4576,Positive
"Wow, can't believe this song is almost a year-old now! Still makes me feel like the first time I listened to it! ❤ Espresso really has that timeless vibe, doesn’t it? 😊",@Ringkai-qx4kn,2025-03-22T12:42:31Z,1,0.9523,Positive
awful. even worse coming from such an evil woman,@JMartComedy,2025-03-26T11:34:31Z,1,-0.8885,Negative
"Amazing summer vibes song, best song in the decade",@cornwall_life1966,2025-06-18T11:13:48Z,1,0.8402,Positive
Why does it give barbie vibe,@SantonaAlam,2025-05-16T16:10:29Z,1,0.0,Neutral
The first 3 seconds of the lyrics GOT MY HEART❤,@AmandaSivia-x9z,2025-06-25T02:08:52Z,1,0.8788,Positive
she got the harley quinn vibe❤,@alifiasonia6320,2025-07-15T08:56:00Z,1,0.6369,Positive
It's 2025 summer and I am already missing 2024' espresso summer vibes,@potterhead_34,2025-05-09T23:19:13Z,1,-0.296,Negative
I love Sabrina carpenter’s vibe and style. It’s cool to watch,@Azzne-,2025-04-17T19:06:51Z,1,0.7579,Positive
These are some of the most retarded lyrics in the world but the beat is so good I can't help but bop.,@professorkarrot7372,2025-06-09T01:50:37Z,1,0.1848,Positive
The chorus is a little slice of heaven 😄,@phasor50,2025-06-18T20:51:34Z,1,0.8194,Positive
"After a year I haven't seen anyone ask the real question, How are they keeping all that sand off them??? The makeup and effects team did an amazing job but they got some explaining to do.",@adearest007,2025-04-20T19:19:33Z,1,0.4479,Positive
The glaze for this overplayed and annoying song is crazy.,@BillCipherBUYGOLDBYEEEEEEE,2025-04-30T01:13:05Z,1,-0.6249,Negative
Switch it up like a Nintendo 0:34 Miyamoto take notes from this good song,@K2_BLUE_MUSIC,2025-06-07T04:06:00Z,1,0.7073,Positive
This song is insanely catchy,@DhruvDrives,2025-06-17T04:04:49Z,1,0.0,Neutral
"Imagine a video and Lyrics saying the same thing about boys…people would be calling the signer misogynist, but that girl does it and it’s fine. Moreover she then complains about double standards…What an hyporcrite",@aapl10n67,2025-04-28T19:12:16Z,1,-0.296,Negative
"As much as I don't follow her music, but this tune catchy af",@bantertvking,2025-04-09T10:10:49Z,1,0.0,Neutral
It's giving summer vibes,@hoevekooplust337,2025-04-20T18:03:34Z,1,0.34,Positive
Excellent vibe of song 😂😊,@Blanderise,2025-03-31T16:01:36Z,1,0.9118,Positive
It's giving Barbie vibes❤I love you songs,@JesseJames-y1i,2025-04-12T21:18:38Z,1,0.765,Positive
Who came here cause the 1 year aniversery? 🎉🎉🎉,@szusz.a,2025-04-11T12:29:03Z,1,0.7964,Positive
"This authentic vintage vibe is only coming from Sabrina's little espresso cup. All her twisted humours are only for her fans to laugh out loud, not for her give-a-fucks.",@Villioninstralle2010,2025-05-08T04:51:17Z,1,0.5574,Positive
Check out the Kidz Bop version of this. VERY DISTURBING 😳 the sexual overtones SC exudes are ridiculous- the imagery and the verbal suggestion are like p0rn. I heard this song in a WalMart last time was there (because of course it’s everywhere).,@JayPadrig,2025-03-28T16:28:56Z,1,-0.7235,Negative
"Just heard this song recently and it definitely sounds like a Tame impala type of melody, nice song tho",@dayoungchief,2025-03-17T01:02:28Z,1,0.7906,Positive
In the starting lyrics I said hey matt came sll this way,@shwetamishra1777,2025-03-16T17:50:25Z,1,0.0,Neutral
This music is giving me the vibe of 2021 summer☀️🌞🏖️,@Lorcanrichmoney1,2025-03-21T00:30:16Z,1,0.34,Positive
This is super catchy,@sheridansanchez9558,2025-04-16T11:33:33Z,1,0.5994,Positive
I love this song. Feels so nostalgic 😌,@xxi__wing__ixx1870,2025-05-30T16:47:26Z,1,0.7951,Positive
Understand 0% vibe100%,@astarxx-s3d,2025-07-30T23:09:12Z,1,0.0,Neutral
This has a George Michael vibe about it,@dnldnnllgmailcom,2025-03-30T22:50:17Z,1,0.0,Neutral
i only know this because of the fortnite emote caffeinated this song a vibe,@knownasdinero,2025-06-11T22:53:26Z,1,0.0,Neutral
This has good vibe 🎉,@MargaretTobor,2025-06-13T06:08:06Z,1,0.6808,Positive
"why do people listen to this, she makes awful music thats uninspired, self centered, egotistical, and just bad. the sentiment is awful, the lyrics are repetitive. awful music.",@BiggieTrev70,2025-04-09T18:54:29Z,1,-0.9371,Negative
summer vibes ⛱️,@danenarvaez144,2025-03-31T06:15:24Z,1,0.0,Neutral
This is LITERALLY a summer vibe song. I love her!❤,@the_eyekon6,2025-03-31T17:19:41Z,1,0.8655,Positive
The fact that this song is so  catchy i replay it on and on till i have enough😂😂😂😂😂 who else?,@KatieNeal-r6d,2025-06-23T22:26:24Z,1,0.926,Positive
is it just me or this song has a 70s or 80s vibe?,@hardstylepwnz5500,2025-04-08T20:08:02Z,1,0.0,Neutral
Bored & generic,@TheKyuby777,2025-03-20T03:48:30Z,1,-0.2732,Negative
The repeating verse at the end is 😍,@hajjihasna1365,2025-04-10T20:26:27Z,1,0.4588,Positive
ts already so nostalgic,@wydkim,2025-07-15T10:12:52Z,1,0.0,Neutral
Worst song ever,@mohamedslimshady5382,2025-07-25T10:12:29Z,1,-0.6249,Negative
"This song attracts me to listen there from my gym, I love the lyrics ❤",@shiyanach926,2025-06-25T04:32:32Z,1,0.9022,Positive
"The music is fire, the lyrics are trash. Why does every song have to have sexual innuendo. Like can we think of something more original just once.",@immaculateheart1267,2025-07-14T04:53:45Z,1,0.4005,Positive
"This is such a great song, I Love the Summer Beach vibe.",@TimDaco,2025-05-28T08:17:04Z,1,0.8519,Positive
How did she become a thing?! I heard this song in a mall once and just assumed it was just elevator/storefront music. Not a real song that average people would bother with. Lol! It's soooo generic. Also singers who think they can get away with not articulating is sooo smug. This is sooo bad for so many reasons other than elevator music. XD,@ChrisKadaver,2025-06-10T04:54:59Z,1,0.5882,Positive
NO WAY THIS BEAT THUMBS!! WOW,@itskels.4,2025-06-12T19:23:31Z,1,0.4912,Positive
This song gives off an amazing vibe,@Neoland794,2025-05-28T17:06:42Z,1,0.5859,Positive
"Sabrina Carpenter’s new era feels more like an overproduced image than genuine artistry. Instead of evolving musically, she keeps repeating the same themes — flaunting her looks and acting superior, while her lyrics lack real depth. It’s starting to feel less like music and more like a marketing product",@Alihan-m6q,2025-07-26T13:43:25Z,1,0.8399,Positive
Anti-Creep movement; Worst Wednesday Ever🙃,@sakshishekhar5211,2025-03-24T03:28:36Z,1,-0.6249,Negative
Doja Cat vibes.,@ShaePegram,2025-06-07T03:23:28Z,1,0.0,Neutral
Did anyone catch the Zelda lullaby melody in the beginning of the song??,@xjnavx,2025-06-17T23:17:08Z,1,0.0,Neutral
Tauro vibes💋,@flaconaco1,2025-04-10T12:38:12Z,1,0.4215,Positive
How sweet - and no creaky vocal fry!,@christopherdunne4048,2025-05-06T07:32:13Z,1,0.2714,Positive
The expression n lyrics ahhhhh addicted❤,@Lords.devotee,2025-04-16T09:30:25Z,1,0.6369,Positive
THE VIBEEE😩,@Salome-p8k8v,2025-04-01T15:39:03Z,1,-0.2732,Negative
The worst video clip ever fr,@sukuna.m7dxx,2025-04-22T12:03:40Z,1,-0.6249,Negative
I can’t belive this beat thumbs,@Stary..Editzz,2025-07-30T04:00:57Z,1,0.0,Neutral
"Too much autotune, not enough talent, just enough sex appeal.",@stewg4661,2025-05-13T00:56:56Z,1,-0.3252,Negative
This song suits summer vibe.,@amalitasofiasalsabila5414,2025-07-20T02:16:43Z,1,0.0,Neutral
This Song is just way too catchy wow....,@Enthiko,2025-05-25T01:43:24Z,1,0.5859,Positive
Nice beat ❤❤❤😊😊,@mariaraso7944,2025-03-18T05:11:25Z,1,0.9806,Positive
Summer vibes right there !,@federicotown8052,2025-04-10T16:07:26Z,1,0.0,Neutral
a colorful video and the vocals really make you feel good,@bloom20xxxx,2025-04-20T14:34:23Z,1,0.4404,Positive
"This so teen movie vibes, I’m obsessed! Served once again! ☺️",@DBHorseGirlie,2025-05-03T08:31:52Z,1,0.4374,Positive
Giving 50s bombshell blonde type vibes,@JeremyDiaz-n6z,2025-03-26T20:42:28Z,1,0.34,Positive
The worst YouTube music video that I ever saw in my whole life,@LorenzoRB1798,2025-03-19T05:09:20Z,1,-0.6249,Negative
"Same vibe with Paris Hilton's ""Stars are Blind""",@nehirece2828,2025-07-09T06:46:38Z,1,-0.4019,Negative
"Summer, sun tan , vintage love , la 's sunset , 🌇 beach, sun kiss skin , trees , cars , ice cream , wavy hair, short clothes, vibe song",@FrataGuesh-f6i3n,2025-04-04T22:06:00Z,1,0.7906,Positive
This is pretty awful.,@jarradjames5868,2025-03-21T12:40:04Z,1,0.0516,Positive
This song so awful,@ThijmenTheTurkey,2025-06-05T08:18:47Z,1,-0.5949,Negative
it's been a year and for some reason this song feels nostalgic 😭,@a.ng3i,2025-03-16T09:18:18Z,1,-0.4767,Negative
"Didnt know who sang this and couldn't figure out any of the lyrics to look it up for nearly a year, saw a clip on fb and finally found it. Gets stuck in my head every time they play it at the store",@Ultimatemagicalgirl,2025-04-08T21:36:36Z,1,0.1027,Positive
"Is the ""I'm a singer"" in reference to that girl who had a vibe on her bed in a photo and said it's her microphone she's a singer?",@Hokage0kitt,2025-03-13T03:48:12Z,1,0.0,Neutral
The video vibe is awesome,@ROCKSMASHER,2025-06-26T09:40:44Z,1,0.6249,Positive
"This is 💯 giving retro vintage spring/ summer cinematic look and vibes! Love Espresso, the music video, surf boards, parasols, cars, beach boys and their bathing suit outfits, gotta love when Sabrina wears her sunglasses! One of the most iconic legendary pop albums/ eras of 2024 and beyond! Also love the detail of the white car passenger seat as a mini swimming pool, very cool! 😍😘🥰🤍👑⚜️💎🏆🫶🏻📺🎥👏🏻 🤩 👙 ☂️ 🏖️ 🎵 🎶 📝 🚤 ☕️ 😎 ☀️ 🍦 🤎 🩶 🖤",@jazminratzlaff5357,2025-07-18T03:31:36Z,0,0.9882,Positive
I love Sabrina Carpenter she is my favorite she gives me Summer vibes 🤩🤩🤩❤❤❤❤😜😜,@JenniferEspiritu-r8k,2025-06-29T22:33:19Z,0,0.9776,Positive
Barbie🎉🎉🎉VibeZzz,@emmelyn19,2025-07-04T18:56:03Z,0,0.7964,Positive
The worst song ever in the worled,@zacharypolio3422,2025-04-27T19:32:53Z,0,-0.6249,Negative
Tonight – Chill Vibes to End Your Day | Zay Quo X,@ZayQuoX,2025-05-27T15:41:20Z,0,0.0,Neutral
90s vibe ❤🎉❤,@sunilbhardwaj01,2025-05-26T13:48:46Z,0,0.9022,Positive
"I love the beat and voice, but not the lyrics 😅",@Koola0811,2025-06-14T09:02:57Z,0,-0.0168,Neutral
"Music so reductive and empty nowadays 2015 ~ 2025 so we need to successfully use recycled 70's-80's rhythms and a puppet to create a ""hit"" I LOVE IT!",@pierremontparnasse,2025-07-22T20:52:05Z,0,0.8577,Positive
She kinda looks like a blond Oompa Loompa but that's a catchy song.,@pignonMZ6,2025-06-06T21:32:05Z,0,0.1558,Positive
Vintage vibes 😉,@athirarajan187,2025-05-13T03:52:51Z,0,0.0,Neutral
Dieses Lied gibt mir die härtesten Sommer Vibes ich liebe es,@EmiliaKeutschacher-k7g,2025-07-07T08:14:25Z,0,-0.7579,Negative
China #1 is based off this beat I guess?,@CraigParsons-n6j,2025-06-15T02:08:32Z,0,0.0,Neutral
Im 35. This song gets in my head. Not from vocals. All music.,@kevinjefferey9792,2025-06-21T05:57:39Z,0,0.0,Neutral
"I’m so sorry Sabrina!!! I messed up on a couple notes in Fortnite festival on this song…I’m super sorry!!!! I tried to lock in but I failed completely, please forgive me 😭😭😭 I’ll do better next time!",@WILLY-s5j4s,2025-06-18T03:15:18Z,0,-0.8104,Negative
"A beautiful and clever song in its lyrics, blending humor and self-confidence. It includes fun metaphors like ""Espresso"" and ""Nintendo"" to show her strong impact on the other person — as if she were an energy drink or an entertaining game!",@salahizebatene,2025-07-03T20:14:23Z,0,0.9698,Positive
I'm getting a Doja Cat vibe!!! Love it!!! Keep turning it up Sabrina!!!  Your song is HOT!!!! 👍❤️🔥🔥🔥🔥🔥,@cynthiahopkins8799,2025-07-23T23:28:27Z,0,-0.7887,Negative
Dua Lipa could have sang this. Bruno Mars vibes too,@dennisgordon7767,2025-07-11T06:00:53Z,0,0.0,Neutral
Yoooooo I had to pull up the song and I can see the confusion. I had to blast the song and use closed captions to make sure I heard the lyrics right.,@anyataylor5333,2025-06-06T21:28:08Z,0,0.0258,Neutral
Anybody else hear Doja Cat vocals on this track or it’s just me?,@StricklyEverything,2025-05-31T05:07:07Z,0,0.0,Neutral
When the synth drops,@Mjollnir1983,2025-06-17T12:23:06Z,0,0.0,Neutral
All time I just watching the lyrics 😂😂,@hellodear-q8m,2025-08-03T09:54:15Z,0,0.7003,Positive
Sabrina is the reqson why Preppy vibes still live,@angelzxvo,2025-03-20T22:42:01Z,0,0.0,Neutral
Summer vibes 📅😊,@gaaraofthesand4179,2025-06-07T10:36:42Z,0,0.7184,Positive
Why this song is very vibee ❤,@STS-bl4lb,2025-05-10T10:54:16Z,0,0.6666,Positive
Cute like the vibe soo much,@gwenoesmanadi8339,2025-04-21T21:53:21Z,0,0.6705,Positive
"She's trying so hard to be Dua Lipa. Breathy Voice, Disco Pop Funk. Meaningless lyrics. Catchy though.",@hartoz,2025-05-23T03:27:26Z,0,-0.5812,Negative
"❤this song, such a summer vibe! Keep up the grind Sabrina. She's so adorable!",@SickByBirthGaming,2025-05-19T16:50:19Z,0,0.6908,Positive
"I’m curious as to why she specifically used the Catholic Church is there some sort of symbolism I missing? Could not have filmed this at a Christian church. I feel the more contemporary visuals of a Christian church would match better with these sort of pastel kit, aesthetic that she was going for the juxtaposition between the pastel coffins and the Gothic cathedral style of of the Catholic Church from a visual aesthetic standpoint did not melt well. That’s why I’m asking if there’s some sort of symbolism that I’m missing?",@chaos847,2025-06-29T01:09:52Z,0,-0.0961,Negative
Cool vibrant vibey song,@jackingo2229,2025-08-05T20:01:04Z,0,0.6908,Positive
This shit sounds so generic,@loremipsum3333,2025-07-08T21:07:55Z,0,-0.5574,Negative
"woooow I love the music, the rhythm of this roal, I love Sabrina 💝",@letyperez6640,2025-06-07T17:53:39Z,0,0.9274,Positive
I’m edging to this beat,@リさん-d2b,2025-04-10T06:03:09Z,0,0.0,Neutral
Vibes back when the coke was pure,@vikrantnaicker2464,2025-05-16T02:21:48Z,0,0.0,Neutral
"I like to think based purely on the lyrics that she is not using the boy, but genuinely finds his loyality cute and loves him",@MathwisYT,2025-04-05T15:15:28Z,0,0.8957,Positive
"SO DANG CATCHYYYYYYYYYY IM GOING CRAZYYYYYYYY! Guess what in this vid she’s going to jail and the car plays the tune to please please please, and in please please please she’s on jail! Who knew 👇🏾👇🏾",@TacolionMariolets-a-go,2025-05-11T23:49:38Z,0,0.9244,Positive
"Beat is awesome, she is cringe af",@DanielPerez-jm6nt,2025-06-02T14:04:19Z,0,0.6249,Positive
The effects of the video were very nice 🤎,@tulove_abrown,2025-04-30T22:23:59Z,0,0.4754,Positive
"Hot and not vulgar, and pretty chill catchy sound, nice.",@Rurush7,2025-06-16T21:16:12Z,0,0.0444,Neutral
"Legally, I didn't know better than 0:15 serving historical fiction 0:40 all wrapped in 1:25  modern lore, albeit, wavy curls and beachy pouts for a lifetime 1:47 women moved away from Bell Jar and 2:36 The Rooftop Attic by Bellerium Finch. #LAvibes #SAlowdown",@AvaniBhandarika,2025-07-31T09:40:05Z,0,-0.2514,Negative
Im getting a summer C.K vibes💯💥💣,@jasonmortley5274,2025-05-28T11:25:08Z,0,-0.6908,Negative
It is give SLAY VIBES!!!❤,@planetjace1651,2025-06-05T05:31:49Z,0,0.7249,Positive
"this is how u do it pop stars, take notes",@bigoleboy8578,2025-07-29T04:24:21Z,0,0.0,Neutral
"The Beatles songs ""HELP!"" And ""From me to you"" are definitely my top picks!",@thebeatlesloveisallyouneed,2025-06-21T14:50:35Z,0,0.8185,Positive
This is the best of sabrinas lyrics shes good,@Christina-y5s,2025-08-05T19:47:02Z,0,0.7964,Positive
sabrina its beatiful,@rodrix-l6q,2025-03-21T03:25:49Z,0,0.0,Neutral
This song gives the vibe of barbies and ken❤,@AnanyaAgarwal-kr3dt,2025-03-20T04:43:59Z,0,0.6369,Positive
Next level vibe,@krishanuchakraborty5147,2025-06-11T19:27:48Z,0,0.0,Neutral
YEAH I...I PUSHED THE WHOLE TEAM ACT LIKE 3 (SOME RANDOM LYRICS) OH THIRD PARTY 1 13 SOMEONE COME GET ESPRESSO,@Captainistcool,2025-04-02T20:48:54Z,0,0.8624,Positive
It has that old pretty girls vibe. She's like Monroe 😮,@nandemone1787,2025-03-18T03:18:53Z,0,0.6908,Positive
No music...no catchy tune... Just show off... Disappointed,@SudiptaKarmakar-uc4cd,2025-04-26T04:38:04Z,0,-0.6486,Negative
"It's giving ""stars are blind"" vibes...",@h3ronim0,2025-03-15T23:15:11Z,0,-0.0772,Negative
This song is so satisfying in summ and its gives summer vibes,@BabuRongpi-e4g,2025-03-14T12:57:46Z,0,0.5949,Positive
im just tryna catch a vibe,@NateAlyn,2025-03-14T03:34:30Z,0,0.0,Neutral
Expertly crafted song. I am fascinated by how it came about. Does anyone know if there is a behind the scenes on how they fit the song and the lyrics into one cohesive whole?,@MihirrPanchaal,2025-08-10T01:27:51Z,0,0.6808,Positive
Mad Beatz Mad Jamz Thank you ❤❤,@DarrylWallace-c6n,2025-07-28T10:54:46Z,0,0.6705,Positive
Beat song I’ve heard In 2024 except for rap god,@NovezoGaming,2025-05-03T01:50:55Z,0,0.2732,Positive
Poor vocals but too catchy to pass up,@coastandmountains2171,2025-06-30T06:33:56Z,0,-0.2617,Negative
One of the worst song considering toxic feminism 🤡🤡🫵,@Eliteshows,2025-03-12T15:57:33Z,0,-0.6249,Negative
god this is awful 😂,@calcapone9,2025-03-12T12:01:14Z,0,0.25,Positive
