classificacao,comentario,justificativa,sentimento_manual
Positive,"Man the more I listen to this? I understand more. He they said “ if it was up to me? I wouldn’t give the nobody’s no sympathy”. At first I was thinking like that was a shot at ,somebody whoever and they lied that they are saying is nobody like ignore him, etc. But as I listen more ? That’s not what they was saying. They were saying “if it was up to me I wouldn’t give these nobodies no sympathy .I will take away the pain and give them everything”.Powerful. Meaning? Everybody is feeling like they nobody’s? Make them feel seen make them feel equal. Show them that they are just important in this world as everybody else. They goats in my eyes.💯💯💯",The commenter expresses admiration and a positive interpretation of the song's message about inclusivity and recognizing the value of others.,
Positive,"Hearing this song is being performed at the Superbowl, which was beautiful 😍 🤩 👌 I'm glad I got the chance to enjoy this beautiful melody 💙 💜 ❤️ ♥️",The user expresses excitement and positive emotions using emojis and descriptive words like 'beautiful' and 'glad'.,
Positive,This song hits tha beat like i was vibing,The comment expresses enjoyment and a positive feeling about the song's rhythm and the user's personal experience.,
Positive,"His songs mean something deeper and deeper to me everytime I listen to them, consider me inspired imma meet bro one day n imma share my story the same mf way on my soul.","The commenter expresses admiration and inspiration, indicating a positive emotional response to the music.",
Positive,"this duet, so official...the harmony!","The commenter expresses enthusiasm with words like 'official' and 'harmony,' indicating a positive feeling about the music video.",
Positive,This should be in the next spideverse movie. Just sayin,"The commenter is expressing a desire for the music video to be featured in a future film, indicating a positive opinion.",
Positive,This is a vibe!!!!,The exclamation point and the word 'vibe' clearly indicate a positive emotional response to the music video.,
Positive,This song is so good like this album is such a vibe I can’t get this out of my head and I love it🥰,"The commenter expresses clear enjoyment and affection for the song and album, using enthusiastic language like 'so good' and 'love it'.",
Positive,Song + singing with lyrics =🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿🗿💎,The extensive use of fire emojis and gem emojis strongly indicates enthusiastic approval of the music video.,
Positive,This vibe 🤩,The use of the '🤩' emoji clearly indicates a positive feeling about the video's atmosphere.,
Positive,There's something nostalgic about SZA's voice,"The comment expresses a fondness and positive feeling towards SZA’s voice, indicating a favorable sentiment.",
Positive,I adore this vibe....,The use of 'adore' indicates a strong positive feeling towards the music video's atmosphere.,
Positive,Is this real this is a vibe,The use of 'this is a vibe' expresses enjoyment and a positive feeling towards the music video.,
Positive,It’s just so relaxing such a vibe🥰🌹,The use of emojis like 🥰 and 🌹 clearly indicates a positive and appreciative sentiment towards the music video.,
Positive,Love the harmony and expression of love. Music has been missing that. ❤,The commenter expresses enthusiasm and appreciation for the harmony and emotional depth of the music.,
Positive,Such a vibeee.❤❤,The use of 'vibeee' and heart emojis clearly indicates a positive emotional response to the music video.,
Positive,This is what VIBES IM LOOKING FOR! 😭😩,The use of emojis and the phrase 'what VIBES IM LOOKING FOR!' clearly indicates a positive emotional response to the music video.,
Positive,This should be in spider man across the spider verse,"The comment expresses enthusiasm for the music video, indicated by the positive affirmation",
Positive,It's so peaceful just the right vibe to relax to 😊,"The comment expresses enjoyment and relaxation, indicating a positive sentiment.",
Positive,The beats flows through my hearts 🎶❤,The use of emojis and the phrase 'flows through my heart' indicates a positive emotional response to the music video.,
Positive,What a vibe man👏,The use of 'vibe' and the clapping emoji (👏) clearly indicate positive feelings towards the music video.,
Positive,Vibe❤❤,The use of heart emojis indicates a positive feeling towards the music video.,
Positive,"SZA, you are absolutely phenomenal! Your vocals are pure magic, and every note you sing feels like a soulful embrace. I could listen to you a hundred times over and still crave more. Your voice isn’t just music; it’s an experience—one that touches my soul in ways I can’t even put into words. You’re on loop, and I never want it to stop! 🎶✨🔥","The commenter expresses overwhelming admiration and enjoyment of the artist's performance, using strong positive language and emotive descriptions.",
Positive,"the flow, the beat! better than nokia",The comment expresses enthusiastic approval with positive descriptors like 'flow' and 'beat' and a comparison suggesting superior quality.,
Positive,This vibe is fire🔥🔥🔥🔥🔥🔥 from the Philippines Kendrick Lamar I need you to my wedding,"The comment expresses enthusiastic approval and excitement about the music video, using positive language like 'fire' and indicating a desire to use it for a special event.",
Positive,I heard this at the Superbowl I better hear it in Beyond The Spider Verse!!,"The commenter expresses a strong desire to hear the song again after hearing it at the Superbowl, indicating a positive experience.",
Positive,Mariah Carey vibes,The comment expresses a positive association with Mariah Carey's music and style.,
Positive,Feels like a track off of DAMN. so vibey 💜✨✨🥺,"The use of emojis (purple heart, sparkles, pleading face) and the reference to a highly acclaimed album suggest a positive and enthusiastic reaction.",
Positive,Spiderverse vibes ❤,The use of 'Spiderverse vibes' and the heart emoji clearly indicates a positive reaction to the video's style or content.,
Negative,Kota needs a verse!!!,"The comment expresses dissatisfaction with the song's structure and content, indicating a negative opinion.",
Positive,I came here because of Enhypen JayWon Weverse live. Good song,The commenter expresses a positive opinion by stating they 'came here' and that the song is 'good'.,
Positive,Honestly vibes,The word 'vibes' generally indicates a positive feeling and enjoyment of the music video.,
Positive,Tear inducing lyrics.,"The phrase 'tear inducing' suggests a powerful and emotionally resonant experience, indicating a positive sentiment.",
Positive,"This is a vibe and a half, definitely a favourite","The enthusiastic language ('vibe and a half', 'definitely a favourite') clearly indicates a positive emotional response.",
Positive,"I wish they made SZA's verse into hook/chorus, it's Soo good.","The commenter expresses a strong positive opinion about SZA's verse, calling it 'Soo good'.",
Positive,My wife's new ringtone 🔥,The use of the fire emoji (🔥) strongly indicates a positive reaction to the music video.,
Positive,I heard this song for the first time at the superbowl half time show and it’s already got me feeling nostalgic 😭😭,"The commenter expresses a positive feeling of nostalgia, indicated by the emoji and the statement about the song making them feel nostalgic.",
Positive,This is such a fucking vibe and beautiful,The use of 'vibe' and 'beautiful' expresses strong positive feelings about the music video.,
Positive,the only downside is how short this song is. Could vibe to it all day,"The commenter expresses a positive sentiment by stating they 'could vibe to it all day,' indicating enjoyment.",
Positive,This song 🎵 is a vibe ✨️ 😌,The use of emojis like '😌' and descriptive words like 'vibe' clearly indicate a positive feeling towards the song.,
Positive,"How to use SZA abilities right, other arrists should take notes",The comment expresses admiration and praise for the artist's skill (,
Positive,The vibe is perfect 👌 they cooked,The use of 'perfect vibe' and 'they cooked' (implying skillful creation) indicates a positive emotional response.,
Neutral,🤚😏🎤 :in this world is the beat sond,"The comment consists of emojis and fragmented phrases, lacking clear sentiment or opinion.",
Negative,I don't if any Indian will notice if or not but the beat of luka chippi by SEEDHE MAUT is kinda same as this😢,"The commenter expresses disappointment and sadness through the use of 'kinda same as this' and a crying emoji, indicating a negative reaction to the similarity with another song.",
Positive,This what the kissing the universe feel like💯💫🌬️☄️🌠,The use of emojis and the phrase 'this is what the kissing the universe feel like' clearly indicates a positive and enthusiastic reaction.,
Neutral,This song is just not long enough.   I want another verse or two.  ❤,"The comment expresses a desire for more content, but doesn't explicitly express negative feelings about the song itself.",
Positive,Best and dopest song he ever did hella melody,"The comment uses enthusiastic and complimentary terms like 'best,' 'dopest,' and 'hella melody,' indicating a positive feeling towards the song.",
Positive,idk why this song is just so vibesss.,The use of 'vibesss' indicates a positive and enjoyable feeling about the song.,
Positive,Cruise 'n the car vibes,The comment expresses enjoyment and a positive association with the music video's theme and mood.,
Positive,This gives 6lack vibes,"The comment expresses a positive association, comparing the music video to the popular and generally well-regarded artist 6lack.",
Positive,Love the vibe❤,The use of the heart emoji and the word 'love' clearly indicates a positive feeling about the music video.,
Positive,"Why is it just so freaking good, tha beat n sza n kl part😂",The commenter expresses enthusiastic enjoyment and appreciation for the music video's elements.,
Positive,its beautiful the melody,The comment expresses a positive evaluation of the music video's melody.,
Neutral,the verses is from damn. album from the song xxx,"This comment simply expresses that the verses are from a specific album and song, offering no explicit emotional tone.",
Positive,"Until I read the lyrics, I thought he said Raman Noodles, 7 days, drop it like it's hot. Now I know he said Roman numeral seven.",The commenter's amusement and understanding of the lyrics indicate a positive reaction to the video's humor.,
Neutral,1:24 Anyone trynna match my freak ahh lyrics,The comment is a playful challenge and doesn't express a clear positive or negative emotion.,
Positive,It has such a good vibe best song to me.,The commenter expresses a positive opinion by stating it has a ‘good vibe’ and identifying it as their ‘best song’.,
Positive,Gnx type beats on my channel,The commenter expresses a positive opinion by stating the beats are 'on my channel' suggesting enjoyment and appreciation.,
Positive,"Kendrick you are the best I love you and my new biggest fans because when I was six my mom played the song and now I’m seven years old but yeah so I like your new soundtrack or album but yeah so that’s it so I’ll see you later you can tell me later what you think If it was up to me, that’s one of the lyrics❤","The commenter expresses love for Kendrick and enthusiasm about his music, indicating a positive sentiment.",
Positive,This junt fye 🔥 should’ve brought that first chorus back at the end,"The commenter is expressing enthusiasm and a desire for a return of a specific musical element, indicating a positive sentiment.",
Neutral,Can anybody see what the “tombstone” says?,"The comment expresses curiosity about a detail in the video, lacking any explicit emotional tone.",
Positive,good kid / mad city vibes,The comment expresses a positive feeling about the music video's atmosphere and quality.,
Positive,Reminds me of the 80 & 90 I’m 55 and this is a walk back into the future 😮 yes I said walk back into the future… so yesterday for today pure genius…. 10 10 10 10 10 allllllll across the universe!!!,"The commenter expresses enthusiastic enjoyment and appreciation for the music video, using positive language and exclamation points.",
Positive,WE NEED THIS IN SPIDER VERSE 3!,"The commenter expresses a desire for a specific version of the music video, indicating enthusiasm.",
Positive,1:08 the perfect beat drop,The comment expresses excitement and approval with the phrase 'perfect beat drop'.,
Positive,0:55 that melody switch😮‍💨,The use of the emoji '😮‍💨' suggests surprise and positive reaction to the musical change.,
Positive,This is such a classic vibe!!!,The exclamation and phrase 'classic vibe' clearly express a positive feeling about the music video.,
Positive,Songs a vibe,The comment expresses a positive feeling about the song's atmosphere and suitability for listening.,
Positive,No one can do this type of beat in hip hop history,The comment expresses admiration for the beat's quality and uniqueness within hip hop history.,
Positive,This song got me emotional for no reason.,"The comment indicates a strong emotional response, specifically a positive one, implying enjoyment and connection with the music.",
Positive,"Esse som tem uma vibe anos 2000 muito boa, a voz da Sza é perfeita.",The commenter expresses a positive opinion about the song's vibe and the artist's voice.,
Positive,"I looked up the lyrics, this song make an old girl wanna dance and remember younger dazes ❤","The commenter expresses fondness and a desire to reminisce, indicating a positive emotional response to the song.",
Positive,Vibe,The word 'vibe' generally expresses a positive feeling or appreciation for the music video.,
Positive,That first Luther vocal drop could not be more perfect 🙌🏿🤌🏿🕺🏿,The enthusiastic use of emojis and the word 'perfect' clearly indicates a positive reaction to the music video.,
Positive,THANK GOD FOR KENDRICK! NO FAKE HE IS A REAL SOUL! REAL CARING FOR ALL OF US! HIS MIND AND LYRICS ARE MORE HIGH THAN ALL RAPPERS OF THIS TIME ( MY OPINION),"The commenter expresses overwhelming gratitude and admiration for Kendrick Lamar, indicating a highly positive sentiment.",
Positive,"kendrick is just a better human and rapper because he does like to choose easy beats or songs so he can connect with souls, now picture Kendrick on loud trap beats and metro loud beats it will suit the general sims","The comment expresses admiration for Kendrick's musical choices and suggests they resonate deeply with listeners, indicating a positive sentiment.",
Negative,"Man this song not that great to me , he sound monotoned and off, he farting or queffing on the record w dat fart fart fart  fart cmon man this shid done already","The comment uses harsh language ('shid', 'farting') and expresses a negative opinion about the artist's performance and the song quality.",
Positive,ksi be taking notes💀,"The comment expresses amusement and approval of KSI's behavior, indicating a positive reaction.",
Positive,This a vibe💥,The use of 'vibe' and the explosion emoji indicates enthusiastic approval.,
Positive,Love the beat so catchy  love this song 🫶🎊,The comment expresses enthusiastic enjoyment of the song and its rhythm using positive language like 'love' and 'catchy'.,
Positive,Here because you kno good music...this song is so smooth i love it💯 definitely a vibe,"The user expresses enthusiastic appreciation for the song using positive language like 'smooth,' 'love it,' and 'definitely a vibe'.",
Positive,Love this song and Kendrick it’s my ringtone on my iPhone I ain’t playing ❤❤❤🔥🔥🔥🔥🔥🔥🔥 Kendrick you gotta make not like us a ringtone asap 😂💯💯💯,"The commenter expresses enthusiastic love for the song and requests a ringtone, indicating a positive emotional response.",
Positive,I love the vibe of this song my new fav song now❤❤ love you SZA❤❤❤❤,The user expresses clear enthusiasm and affection for the song and artist through positive language and emojis.,
Positive,Can everyone be quiet about Super Bowl and TikTok I just wanna see comments about how this song is such a vibe,"The commenter expresses enjoyment and a desire for discussion focused on the music, indicating a positive sentiment.",
Positive,"Wow, what a powerful voice! This artist's vocal range is incredible, and the emotion they convey is just captivating",The comment expresses strong admiration and positive feelings about the artist's vocal performance and emotional delivery.,
Positive,This song so beautiful I get emotional listening to it,The commenter expresses a strong positive feeling by stating the song is 'beautiful' and evokes an emotional response.,
Positive,So nice of my Goat Lebron to let them use his beat from his hit song,The commenter expresses appreciation and acknowledges a positive aspect of the music video's use of a popular song.,
Positive,"Some of y'all wouldn't know good music if you heard it, so use to dat ish that U can't even understand. Kendrick is a lyricses, poet, story teller, artistic genius, etc. Kendrick and SZA don't MISS🔥🔥","The commenter expresses strong admiration and praise for Kendrick Lamar and SZA, using enthusiastic language and positive descriptors.",
Positive,Chill vibes type,"The phrase 'chill vibes' expresses a feeling of relaxation and enjoyment, indicating a positive sentiment.",
Positive,Whomever said Kendrick don't make soulful music hell my this is only album i heard on the radio 📻 they paid from head to toe,"The commenter expresses strong positive feelings about the music, calling it",
Positive,Idky why this shit so catchy and groovy but fuck it fye fye,"Despite the initial use of 'shit,' the overall tone is enthusiastic and celebratory, expressing enjoyment with 'fye'.",
Positive,Well at least it's better than that old annoying they not like us song,"The commenter is expressing a preference for this song over a previously disliked one, indicating a positive sentiment.",
Neutral,Kendricks good but Chris brown should cover the vocals  lol,"The comment expresses a minor critique alongside a lighthearted, non-serious observation about the vocals.",
Positive,This song is so catchy,The use of 'so catchy' indicates a positive and enthusiastic reaction to the music video.,
Positive,inlove wit dat vibe💖,The use of 'inlove' and the heart emoji clearly indicate a positive feeling about the music video.,
Neutral,"This song is overrated and super mid in my opinion. The Luther sample was mediocre, Kendrick and Sza created a nice vibe but it’s not all that. It was pretty much just good timing for both. They had a great year in 2024 and so far this year as well.","The comment expresses mixed feelings, acknowledging some positive elements ('nice vibe') while also criticizing aspects, ultimately resulting in a balanced, neutral assessment.",
Positive,I’m here cause Niki post on Weverse,The comment expresses enthusiasm and support for the artist (Niki) based on her presence on Weverse.,
Positive,"I'm In love, with you're voices, with the song, with the vibe with everything! ❤",The commenter expresses enthusiastic adoration and enjoyment of the music video's various elements.,
Negative,Woman beater,"The term 'woman beater' expresses extreme disapproval and condemnation, indicating a strongly negative sentiment.",
Positive,the only song where we vibe every single lyric,The enthusiastic phrasing ('vibe every single lyric') clearly expresses a positive emotional response to the music video.,
Positive,SZA vibes hits different,The comment expresses a positive association with SZA's style and music.,
Positive,"Kendrick is not a rapper the man is an artist"" my daddy vibes so hard he asked me to rewind it😂🎉 spectacular.","The comment expresses enthusiastic appreciation and uses positive emojis, indicating a favorable sentiment towards the music video and Kendrick Lamar.",
Positive,The vibe,The word 'vibe' generally indicates a positive feeling or atmosphere.,
Neutral,Is the high pitch man also kendrick? The in this world *?,"The comment consists of a question and a partial citation, lacking explicit sentiment indicators.",
Positive,Vibe,The word 'vibe' expresses a positive feeling and enjoyment of the music video.,
Positive,if u listen closely it has the same chord progression as Golden hour by JVKE,"The comment expresses a positive observation and comparison to another song, indicating appreciation for the musical similarities.",
Positive,It's a whole vibe!,The comment expresses enthusiastic approval and enjoyment of the music video's atmosphere.,
Positive,"Luther’s got that smooth vibe, but Kendrick’s bars still hit hard.","The comment expresses appreciation for both artists' contributions, indicating a positive overall reaction.",
Negative,The vibe is awesome there ass cooked,"The comment uses derogatory language ('ass cooked') and expresses a critical, unpleasant feeling towards the music video.",
Positive,Emotional,The word 'emotional' indicates a positive response to the music video's impact.,
Positive,this song is such a vibe 🔥,The use of the fire emoji and the phrase 'such a vibe' clearly indicates a positive feeling towards the song.,
Positive,SZA and Ken have great harmonies together and the addition of the Luther Vandross/Cheryl Lynn samples with the strings beautifully mixed in just adds an extra layer of romance to this song that’s already a bop because of the beat. Don’t be surprised if this hits #1 next week.,"The comment expresses enthusiastic praise for the song's harmonies, samples, and overall impact, indicating a positive sentiment.",
Positive,Does Kendrick have any other songs with this vibe? Love this one.,The user expresses positive sentiment by stating they 'love this one' and asking if there are more like it.,
Positive,This is the best song I've ever heard the beat is bad ass,The commenter expresses strong enthusiasm and uses positive language like 'best' and 'bad ass'.,
Negative,Lyrics understanding 0% vibing 100%,The use of '0%' and '100%' in a contradictory way suggests dissatisfaction with the video's lyrics and overall experience.,
Positive,"Tapped into nostalgia...by using the vocal sample from the Luther Vandross ( RIP)  song that was featured in the beloved modern cult classic  movie "" The Wood""  and Luther ( RIP) himself is a underrated icon of Adult  Urban Contemporary radio station Playlists worldwide....everytime K-Dot & SZA link up...they make Black Love sound magical and epic...they have great chemistry...I noticed that since "" All The Stars"" ...they always tour together too!","The comment expresses admiration and appreciation for the music, artists, and the overall feeling of 'Black Love' conveyed.",
Positive,The whole damn vibe is 🔥🔥🔥🔥🔥🔥🔥❤️😎,"The comment expresses enthusiastic approval using fire emojis and heart symbols, indicating a positive sentiment.",
Positive,When they are singing seems like theie verses are dancing each other,The comment expresses a positive observation about the harmony and interaction between the vocals and dance in the music video.,
Positive,Please I need this as a ringtone..any one??,The commenter is requesting a specific use case (ringtone) indicating a positive preference for the music.,
Positive,Idk what kind of spell Sza put me under but her vocals makes me meltttttt 🥰🫠,The use of emojis (🥰🫠) and enthusiastic language ('meltttttt') clearly indicates a positive emotional response to the music video.,
Positive,Sexy ass vibe 🎙️💫,"The comment expresses a positive feeling through the use of 'sexy ass vibe,' indicating enjoyment and attraction.",
Positive,SZA is sp chill.  I love her voice and her lyrics touch my soul,"The commenter expresses affection for SZA’s music, describing it as 'sp chill' and stating that her lyrics 'touch my soul' indicating a positive emotional response.",
Positive,BRO WHY THIS A VIBE,The use of 'vibe' suggests the commenter finds the music video enjoyable and appealing.,
Positive,W vibes,'W vibes' expresses a positive feeling or association with the music video.,
Negative,I want a version with SZA lyrics only.  I just cant get into Kendrick.  He ruins the song.  Her part makes the song and anybody reading this knows it!!,The commenter expresses dislike for Kendrick Lamar's contribution and explicitly states he 'ruins the song'.,
Positive,This is music that reaches into the deepest corners.,"The comment uses evocative language (""reaches into the deepest corners"") suggesting a strong positive emotional response to the music.",
Positive,This should be a 21 Savage song. He would own this beat. Kendrick stealing his flow even.,"The commenter expresses admiration for 21 Savage's talent and praises Kendrick's flow, indicating a positive reaction to the song.",
Negative,"That fire part is beyond annoying omg🙄 I can’t believe anyone listened to that, and thought it would be a good idea. Totally ruins the song.","The comment expresses strong annoyance and criticism of the music video's specific part, indicating a negative sentiment.",
Positive,Best night time melody..especially with SZA,"The comment expresses a positive feeling about the music video, specifically praising it as a 'best night time melody' and referencing a popular artist (SZA) favorably.",
Positive,"Kendrick, Lamar I am a boy is this that my mom’s this is my mom’s Apple phone so I love your music your new album on the ringtone thing. It’s so good can check Lamar.","The commenter expresses clear enjoyment of the music and album, using positive language like 'I love your music' and 'It's so good'.",
Neutral,Lyrics,"This comment simply requests lyrics, indicating a factual request without expressing an opinion or emotion.",
Positive,catchy song,The comment expresses enthusiasm and appreciation for the song's catchiness.,
