classificacao,comentario,justificativa,sentimento_manual
Positive,Bruno Mars representing Fillipinos. GO BRO YOURE FUCKING AMAZING. This shit real catchy too.,"The comment expresses enthusiastic praise and admiration for Bruno Mars' performance, indicating a positive sentiment.",
Negative,How poetic it is going to be for rosé winning Grammy in same category a boyfriend from korea lost for 3 consecutive years. 😂😂 I feel universe really worked against bts and army,"The comment expresses disappointment and frustration with a perceived unfair outcome for BTS, indicating a negative sentiment.",
Positive,Catchy feelin the vibe,The comment expresses a positive feeling using words like 'catchy' and 'vibe'.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the music video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, indicated by 'stayed for the vibes'.",
Positive,I love the rhythm and the craziness of this music ! YEAH ! YEAH ! YeayeaYEAH ! ❤,The commenter expresses enthusiastic enjoyment of the music video using positive language and emojis.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and attraction to the video, indicating a positive sentiment.",
Negative,Worst song in my life 😡😡😡😡😡😡😡,"The comment expresses strong disapproval and frustration through multiple angry emojis, indicating a negative sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Negative,This song is the worst thing I've heard in a while...,The comment expresses strong dissatisfaction with the song using the phrase 'the worst thing I've heard' indicating a negative sentiment.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Negative,This shit is annoying,The use of 'annoying' indicates a negative opinion about the music video.,
Positive,Great song with a strong the ting tings' flavour. Super catchy!,"The comment expresses enthusiasm and enjoyment with terms like 'great song,' 'strong the ting tings' flavour,' and 'super catchy'.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,Hi am from brazil rose. Good vibe music❤,"The commenter expresses enthusiasm with 'Good vibe music' and uses a heart emoji, indicating a positive sentiment.",
Positive,"no doubt Rosé is the best stage performer,, her vocal fun,and speak both are amazing ❤🎉","The comment expresses enthusiastic praise for Rosé's performance and vocal abilities, indicated by the use of emojis and positive adjectives.",
Negative,"I just had to say, this is one of the most annoying songs I’ve ever heard in my life. Whenever it comes on the radio, I skip it instantly. That’s how bad it is.","The comment expresses strong dislike and frustration with the song, using phrases like 'most annoying' and 'that’s how bad it is'.",
Negative,the worst song that i heard in my life,The comment expresses strong dissatisfaction and uses negative language ('worst') to describe the song.,
Positive,Vocal like young Gwen Stefani. Super!!!,The use of 'Super!!!' indicates a strong positive reaction to the singer's voice.,
Positive,"Idk why, only in 9 months. This song has turned nostalgic!❤❤❤","The commenter expresses a positive feeling ('nostalgic') and uses positive emojis, indicating enjoyment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,Wow so beatiful song,"The comment expresses excitement and admiration for the song, indicating a positive sentiment.",
Positive,I never expect this type of incrideble collab and thIS type of chemistry🤗  i wanna see them together in another new masterpiece💓 WHEN i listen this in public it's make my day THIS is fabulous andEYE CATCHY MASTERPIECE💘💘,"The comment expresses enthusiastic excitement and appreciation for the collaboration, using positive emojis and praising the music as 'fabulous' and 'catchy'.",
Positive,l missed those random artist collaboration we used to get back in the 2000's. This has those vibes and l'm all here for it,The commenter expresses enthusiasm and a desire for a return to a nostalgic and enjoyable musical style.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a preference, indicating a positive experience with the video’s atmosphere.",
Positive,So.. never heard of BlackPink until now.. but this song is catchyyyy… lol,"The commenter expresses enjoyment of the song by stating it's 'catchyyyy,' indicating a positive feeling.",
Negative,Not blackpink beating blsckpink by jump getting apt down from 1,"The comment expresses frustration and confusion, indicating a negative reaction to the video's content or execution.",
Neutral,Esse vídeo vai passar despacito em pouco tempo,"The comment expresses a prediction about the video's popularity, but doesn't convey explicit positive or negative emotion.",
Positive,No matter how down  life seems to bring me down.....This song always brings me up... Positive Vibes Only...Love THIS,"The user expresses feelings of upliftment and appreciation for the song, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,Her vocals is magical ❤❤❤❤,The use of hearts and the word 'magical' clearly indicate a positive emotional response to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Negative,"All of Fujii Kaze's songs have been produced through secret filming, wiretapping, stalking and monitoring. Copyright confiscation - spreading these to the public is a threat that could bring about the collapse of world order. This is a representative song of musical terrorists. Similar works include other Japanese songs that have been hits overseas, mainly songs by famous artists in the United States. We recommend that society take appropriate legal measures and take a firm stance against terrorist songs that promote racial and ethnic division. SHISHI","The comment expresses extreme criticism and alarm, labeling the music and its creator as 'terrorist' and advocating for legal action, indicating a strongly negative sentiment.",
Positive,I like this vibe,The use of 'like' indicates a positive feeling towards the music video's atmosphere.,
Neutral,"At the start when they chant it sounds like they're chanting, ""Le nome game,"" or ""the name"" in French and of course ""game"" in English, but the lettering in the lyrics appears in Korean.","The comment expresses an observation about the lyrics' language, without conveying a clear emotional reaction or judgment.",
Negative,Worst song ever created in the history of the universe,The comment uses highly negative language ('worst song ever created') expressing strong disapproval.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment ('vibes') and a positive decision to watch the video.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Neutral,"It's fun but the beat's ""Hey Mickey"".","The comment expresses a mixed feeling – acknowledging enjoyment ('fun') but also a critical observation about the beat, leaning towards a factual statement rather than strong emotion.",
Negative,Its apatapateu not apateu the lyrics on each lyric doesnt listen close,"The comment expresses frustration and criticism regarding the lyrics, indicating a negative sentiment.",
Neutral,Be honest… whose part gave you chills first: Bruno’s intro or Rosé’s verse? Let’s settle this in the replies 👇,This comment poses a question encouraging discussion without expressing a definitive opinion on the matter.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain engaged, indicating a positive sentiment.",
Neutral,"This song is just a remix of Hey Micki - same beat, same tempo, same feel, different words lol","The comment expresses a factual observation about the song's similarity to another track, without expressing explicit positive or negative emotion.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Negative,Congratulations on making the most annoying chorus in music history 👏.,The comment expresses a negative opinion using strong language ('annoying') and a dismissive gesture (👏).,
Positive,This song is a MASTERPIECE!! I really love their vibes❤️,The commenter expresses strong positive feelings using enthusiastic language and emojis.,
Positive,"The shock I just had learning that the lyrics are NOT, in fact, ""Arthur Templeton, Arthur Templeton, Arthur Templeton, uhh ah-huh ah-huh""","The comment expresses amusement and intrigue about the unexpected lyric repetition, indicating a positive reaction.",
Positive,So catchyyyy,The use of 'catchyyyy' implies enjoyment and approval of the music video's tempo.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the music video's atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment ('vibes') and a desire to remain engaged, indicating a positive experience.",
Positive,Such a catchy tune... love it! ❤,The exclamation and heart emoji clearly express a positive feeling about the music video and tune.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Just discovered this and loved it! If your little ones enjoy fun songs we just dropped some catchy, colorful tunes over at Little Art Tunes 🦄🦖🐶 Come sing along! 💜 Brand new channel full of songs, color & upbeat fun for kids! Your support would mean so much","The commenter expresses clear enthusiasm and excitement about the music video and channel, using phrases like 'loved it' and 'catchy, colorful tunes.'",
Negative,We couldn’t manage more than 4 lines per verse?,The comment expresses frustration and criticism regarding the limited lyrical density in the music video.,
Negative,why is all modern music so annoying?,The comment expresses a clear dislike and criticism of modern music.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"anyone getting the same vibes as ""the ting tings""",The comment expresses a positive association with the song,
Negative,I'm actually stupid how tf did I not realize this was kpop theres literally fucking korean lyrics,"The comment expresses frustration and disbelief, using strong language ('fucking') to indicate a negative reaction to discovering the music genre.",
Neutral,Annoying but catchy,The comment expresses both a negative (,
Positive,APT is t only one universe  song world ❤ that song 🎵 👌 🙌 😍 🎶 ❤️ 🎵🎉🎉🎉🎉🎉🎉🎉🎉🎉songs 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵,The comment expresses enthusiastic appreciation for the song using emojis and repeated positive terms.,
Positive,I love this song and the lyrics !!,"The commenter explicitly expresses love for the song and lyrics, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, indicated by 'stayed for the vibes'.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction ('vibes') indicating a positive experience.,
Positive,Understanding 0% but vibes 100%😂,The comment expresses enjoyment and positive feelings through the use of 'vibes 100%' and a laughing emoji.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a positive impression of the video's atmosphere, indicated by 'stayed for the vibes'.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction ('vibes') suggesting a positive experience.,
Positive,the lyrics has so much meaning it moves me 😆,The use of the smiling emoji and the phrase 'moves me' clearly indicates a positive emotional response to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive feeling about the music video's atmosphere.",
Positive,I was definitely not expecting such an upbeat and positive song !! It just melts my heart seeing Rosé and Bruno being so happy in this video. I am so happy that Rosé gets a chance to release her own music and collaborate with the ppl she wants to collab with❤❤❤,The commenter expresses clear excitement and happiness regarding the video's tone and the artists' collaboration.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, indicated by 'stayed for the vibes' suggesting a positive experience.",
Positive,Both a catchy annoying and nice song 😂 i only like the part when they sing ”don’t you want me like i want you baby” to the apteu part cuz it just gets stuck in my head,"The commenter uses positive language ('catchy,' 'nice') and expresses a fondness for a specific part of the song, indicating a positive overall reaction.",
Positive,"Gives me Cyberpunk vibes for some reason, would have been a great track for the radio.","The commenter expresses a positive association with the music video, suggesting it would be well-suited for a popular medium.",
Positive,Catchy voice❤,The use of the heart emoji indicates a positive feeling about the voice and music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,Lyrics to cool👍,The use of the thumbs-up emoji indicates a positive reaction to the lyrics.,
Neutral,This song remind me Peacock by Katy Perry due the rhythm and instrumental,"The comment expresses a comparison to another song, indicating a similarity but not necessarily a positive or negative feeling about the original video.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction ('vibes') indicating a positive experience.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,I missed those random artist collaboration we used to get back in the 2000's.this has those vibes and I'm all here for it .,"The commenter expresses enthusiasm and a desire for a feature reminiscent of the past, indicating a positive sentiment.",
Negative,Whoever decided on the lyrics for the chorus needs to stop music entirely. I've never heard a worse chorus than one for this one.,The comment expresses strong disapproval and uses negative language (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive experience.",
Negative,The most annoying song ever,"The comment expresses a strong negative opinion about the song, using the word 'annoying'.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience with the music video's atmosphere.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Positive,The rhythm of the music is good 💯 Love it! ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,The use of emojis and the phrase 'Love it!' clearly indicate a positive sentiment towards the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, indicating a positive experience with the music video's atmosphere and quality.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience.,
Positive,This beat reminded me of this track I found recently — https://youtu.be/_qsWBhCk0DY,The commenter expresses a positive association with the music by referencing a similar track they enjoyed.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,LOVEEE THE VIBE IN 2025 WITH THIS SONG,The use of 'LOVEEE' and 'vibe' clearly expresses a positive feeling towards the music video.,
Positive,What a happy song. This song has early 80s vibes with a style similar to the gogos,The commenter expresses enjoyment and positive feelings about the song's mood and stylistic influences.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the music video's atmosphere.,
Positive,Go for 2 billion and make Rosé as the first ever kpop soloist to reach that milestone!,The comment expresses enthusiastic support and hope for a significant achievement for Rosé.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment ('vibes') and a desire to continue watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,My 1 year old son could be in the worst saddest mood and this song make him so happy every time!,The comment expresses clear joy and happiness from the child's reaction to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive sentiment.",
Negative,Worst song,The comment expresses a clear dislike for the song using the word 'worst'.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the music video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"My three months old baby cousin loves to hear this song, his eyes get all big and his focus deepens it's so cute 🥺","The comment expresses clear delight and affection for the song, describing a positive reaction from a young child.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment ('vibes') and a desire to continue watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Negative,Probably one of the worst songs Bruno has ever thought of starring in. Used to be my fave artist until he started doing this. Like wow what is this song about anyway. Noone knows what and APT is and it's not even a word. Crazy how these artists have really shown how much brain functionality they lost since Biden became president.,"The comment expresses strong dissatisfaction with the song and suggests a decline in the artist's quality, using negative language and a controversial political reference.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,strong catchy tones do stick more than sad songs.,The comment expresses a positive opinion by stating the music is 'strong' and 'catchy'.,
Positive,This song is like a catchy rhythm that sticks in your mind 😮🎉❤,The use of emojis (😮🎉❤) and the phrase 'catchy rhythm' clearly indicate a positive reaction to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive association with the music video's atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') indicating a positive experience.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the music video's atmosphere, indicating a positive sentiment.",
Negative,Terrible lyrics,The use of the word 'terrible' clearly indicates a negative opinion of the lyrics.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience with the music video's atmosphere and overall feeling.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive experience.",
Negative,That's the bad romance melody,The phrase 'bad romance' clearly expresses a negative sentiment about the song's melody.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Neutral,✏️ Descreva a vibe,"The comment simply asks for a description of the 'vibe,' indicating a neutral request for opinion without explicitly expressing positive or negative feelings.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive association with the music video's atmosphere (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video’s atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment ('vibes') and suggests a positive engagement with the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,Song is so darn catchy!!! APT!!!,The exclamation points and positive description of the song as 'catchy' indicate a positive sentiment.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, indicated by 'stayed for the vibes' suggesting a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the music video's atmosphere, indicating a positive sentiment.",
Positive,Bussin bear just dropped new mix skin deep https://youtube.com/shorts/hnAKp0Ru06I?si=iPN8WYAj6r3pAN8t,"The commenter uses 'Bussin' (meaning excellent) and refers to a new mix, indicating a positive reaction to the music video.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the music video's atmosphere (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience ('vibes') indicating satisfaction with the video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a preference, indicating a positive sentiment towards the music video and its atmosphere.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the music video's atmosphere and overall experience.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction ('vibes') suggesting a positive experience.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Negative,This song is the worst ever 👿👿👿😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬 Fuck It up,"The comment expresses strong disapproval and uses multiple negative emojis and expletives, indicating a negative sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience with the music video’s atmosphere.,
Positive,❤ 😊 amazing vocals rose,The use of heart emojis and positive descriptors like 'amazing vocals' clearly indicates a positive sentiment.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Negative,"This song is so fucking stupid and it’s so annoying. Like, what the hell is this hot garbage 🗑️","The comment expresses strong negative feelings through harsh language and descriptions of the music video as 'stupid,' 'annoying,' and 'hot garbage.'",
