classificacao,comentario,justificativa,sentimento_manual
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to linger, indicating a positive experience with the music video's atmosphere.",
Positive,I'm not a great listener of music and don't keep up with it at all.. day before yesterday my wife dedicated this song to me..and now its been running non-stop in my mind since then..get tears in my eyes listening and feeling the beautiful lyrics..! We celebrate 10 lovely years of togetherness at the end of this year..!❤ Cherish every moment you have with your loved ones...!,The comment expresses a positive emotional response to the song and celebrates a significant relationship milestone.,
Positive,Oh yeah! These words are a sure reaction to some deep divine love ~~~if the world was ending I want to be next to you That's deep~~~,"The commenter expresses enthusiastic agreement and appreciation for the song's theme of deep love, indicating a positive sentiment.",
Positive,It brought me to  tears its so powerful  it reaches you heart,"The commenter expresses strong positive emotions, describing the video as 'powerful' and evoking a visceral reaction of tears.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,This song is really heart touching❤It's Not just a song It's emotion🥰,The use of emojis and phrases like 'heart touching' and 'emotion' clearly indicates a positive emotional response to the music video.,
Positive,😢❤❤❤😢😢😢I get emotional every time I listen to it!!,The use of crying emojis and the statement about feeling emotional indicate a positive response to the music video.,
Positive,"Eae du do futuro, tá com sdds desse tempo né...",The commenter expresses a nostalgic fondness (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,I listen this everyday... It's gives a Good Vibes on their High Notes ♥️❤️♥️❤️ damnnnnn 🌸,"The commenter expresses positive feelings and appreciation for the music video, using emojis and enthusiastic language.",
Negative,Worst song,The comment expresses a direct negative opinion about the song's quality.,
Positive,Catchy song!!! I love it ❤❤❤adore,"The comment expresses enthusiasm and affection for the song, indicating a positive sentiment.",
Positive,"if you love this song, we invite you to check out our acoustic cover version, of this song at this link on our channel https://youtu.be/qJ9Roo6qWD8?si=sL0yM1LXGDmiRGmH","The comment expresses an invitation for viewers who enjoy the original song to explore a related cover version, indicating a positive reception.",
Positive,Love the intro beats from Crazy cee lo green ;),The commenter expresses positive enjoyment with the phrase 'Love the intro beats' and includes an emoji indicating enthusiasm.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience with the video's atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"I broke up with my girlfriend with BPD, it was a fairy tale love with lots of good memories and moments, but the downs were so hard and it was an emotional rollercoaster……but I don’t know I took the right decision…..she gave the most beautiful love I ever experienced in my life……I still miss her…..I love you Bubu❤ Maybe the best love stories aren’t meant to be with each other ❤","Despite acknowledging difficult emotions and a painful breakup, the commenter expresses fondness and appreciation for the positive aspects of the relationship and love experienced.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,Who’s memorised the lyrics without even trying to learn the song😂,The comment expresses amusement and admiration for fans' dedication to the song's lyrics.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction ('vibes') suggesting a positive experience with the music video.,
Positive,The song is deeply meaning among attack on Titan 😢😢😢,The user expresses a positive emotional response ('deeply meaning') and uses emojis suggesting enjoyment and sadness associated with the song's connection to the anime.,
Neutral,Get emotional ❤😮😒😔,"The comment expresses a range of emotions (positive, negative, and uncertain) without a clear dominant sentiment.",
Positive,I actually sung this at my chorus concert😂,"The user expresses joy and amusement, indicating a positive reaction to the music video.",
Positive,Looks like this filmed over a 1.25x speed then slowed to tempo of song. Nice effect.,"The commenter praises the video's effect, indicating a positive impression.",
Positive,This is one of the most beautiful song I ever heard. The lyrics are ❤❤❤❤❤❤,The commenter expresses strong positive feelings using enthusiastic language and emojis indicating delight.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video’s atmosphere, indicating a positive sentiment.",
Positive,This song goes hard and align with any situation whether good or bad any vibe any mood,The comment uses enthusiastic language like 'goes hard' and expresses a positive association with the song across diverse circumstances.,
Positive,Heart beat 💗❤️💜💓,The use of heart emojis indicates enthusiastic support and positive feelings towards the music video.,
Negative,"THE LYRICS EXPRESS THAT THE RELATIONSHIP, DESPITE IT'S POSITIVE ASPECTS, IS ULTIMATELY DESTINED  FOR FAILLURE❤❤","The comment expresses a pessimistic view of the relationship's future, using phrases like 'destined for failure' and emojis indicating sadness.",
Positive,searching for a male vocalist to perform this piece live. Beautiful duet. :),"The comment expresses appreciation for the music and uses a positive emoji, indicating a favorable opinion.",
Positive,00:45 nice vibe ❤️‍🔥❤️‍🔥,The use of heart emojis indicates a positive feeling towards the music video.,
Positive,Cool Nostalgic Video,The comment expresses a positive feeling about the video using the word 'Cool' and references a pleasant emotion ('Nostalgic').,
Negative,"Now why I think that this my fav song is already annoying, time so fast",The comment expresses annoyance and indicates a negative feeling towards the song despite initially stating it as a favorite.,
Positive,"I was scrolling reels randomly, and just heard the live version, it forced me to search it. Its really amazing. I have also heard this previously but never noticed thoroughly, but now it just hit my heart. Lyrics are so emotionful and the music is top notch❤🎉","The commenter expresses strong positive feelings, using words like 'amazing,' 'hit my heart,' and 'emotionful,' indicating a favorable reaction to the music video.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment ('vibes') and a desire to continue watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the video's atmosphere and overall experience.,
Positive,Masterpiece and amazing truck that takes the deepest part of you.,"The comment uses strong positive language like 'masterpiece' and describes a feeling of deep connection, indicating a favorable opinion.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the music video's atmosphere ('vibes').,
Positive,I love this beautiful song and the nostalgic throwback . What doesn't work for me is Lady Gaga does Beth Dutton. I love her brilliant talent and she could have made the cigarette work. BUT who cares?? The song and both their voices supercede the bad acting.,"The comment expresses overall enjoyment of the song and performance, despite a minor criticism, indicating a positive sentiment.",
Positive,Gaga channeling Amy Winehouse vibes,"The comment expresses admiration and appreciation for the artist’s stylistic resemblance, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive experience.",
Positive,"Any lover of Jesus Christ? Even though this song comes from a very unlikely source, I feel the rhythm for my late mom and Jesus Christ...","The commenter expresses a positive connection to the song and mentions Jesus Christ, indicating a favorable sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Negative,Gaga smoking and dancing represent me in appearance and Bruno does it in feelings every time I hear this song. And it hurts more when you have to let go and let go of that person you fell deeply in love with.,"The comment expresses sadness and pain associated with heartbreak, indicating a negative emotional response.",
Positive,This is the most powerful music/video I’ve seen in decades. Can’t even explain what it does to me,"The commenter expresses strong positive feelings and a profound emotional impact, indicating a highly favorable opinion.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the music video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,Aquí un like por los que vinieron por la serie del juego del calamar temporada 1,The comment expresses support ('un like') for the video due to its association with the popular series 'Squid Game'.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience with the video’s atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive feeling towards the music video's atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,"The song, the music, the lyrics, the ambiance, everything is beyond perfect. 👌👏👏👏","The comment uses overwhelmingly positive language, expressing strong approval and excitement about the music video.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video’s atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Negative,"best bruno collab, definitely!! the other one is too childish and ridiculous lyrics just like the girl's group",The comment expresses criticism of previous collaborations and finds the lyrics and group performance 'childish and ridiculous'.,
Positive,"Die With A Smile’ suits both so perfectly—such a beautiful song for a truly stunning image. It captures a vibe that fits Lady Gaga herself: bold, emotional, and iconic.","The comment expresses overwhelmingly positive feelings about the song and its visuals, praising its beauty and Gaga's artistic style.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a positive feeling about the video's atmosphere, indicated by 'stayed for the vibes'.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Neutral,The guitar is oddly similar to let go(acoustic )by ark patrol,"The comment expresses a factual observation about a musical similarity, without explicitly conveying a positive or negative opinion.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment ('vibes') and a desire to continue watching, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video’s atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,I'm late for sure but this song credit goes to lady Gaga .she's real artist for sure .am gonna slap anybody on their fckin mouth who disagree ..lady Gaga's hitting notes correspond to pitch as harmony that's real shit .reconsider the main vocal it's the second lead that gives the hype for as musical harmony .if you're against then try analyzing lady Gaga's line .she's in perfect pitch as sharp note all the time ..,"The comment expresses strong admiration and praise for Lady Gaga's talent and musical skill, using positive language like 'real artist' and 'perfect pitch'.",
Positive,is it just me or is this emotional😢,The use of the crying emoji and the phrase 'is it just me or is this emotional' indicates a feeling of positive engagement and enjoyment.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction (,
Positive,It's my favourite song and I'm singing it right now know all the lyrics❤❤❤❤❤❤❤,The user expresses strong positive emotion by stating it's their favorite song and uses enthusiastic emojis.,
Positive,1:25❤😊 vocal is awesome😇,The comment expresses positive feelings with emojis and a positive adjective ('awesome') indicating enjoyment of the vocal performance.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,The lyrics of this song really speak to me.,The commenter expresses a personal connection and positive feeling towards the song's lyrics.,
Positive,I shared a song with my grandchildren that i heard lady Gaga sing at SF Chase Center the room was filled with tears and emotions and so much love and it’s my heart. I never heard the song before. I thought I go to YouTube I find this special song for grandchildren wow they already knew the song and they’re only seven years old. I was amazed I played every day for the,"The commenter expresses overwhelming positive emotions about the song and its impact on their grandchildren, describing it as 'special' and filled with 'tears and emotions and so much love'.",
Positive,Anyone in 10/08/2025 😢 Powerful Song 🇦🇷,The use of 'Powerful Song' and the emoji suggest a positive emotional response to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,BRUNO MARS VOCALS-📈📈📈,The use of upward-trending emojis indicates strong positive sentiment regarding Bruno Mars' vocals.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to linger, indicating a positive experience with the music video.",
Positive,He actually beats musical instruments. supercalifragilisticexpialidocious vocals.,"The commenter uses enthusiastic and positive language, praising the musical instrument performance and vocals.",
Positive,"07/08/2025 listening to this perfection, my favorite song, I never get tired of listening to it, I'm completely swep away by the lyrics of this song😍😍",The commenter expresses strong positive feelings about the song and their enjoyment of it.,
Neutral,Hliary is the best player on the planet and the best of the worst in the league but I don’t see any reason to be upset about him not being a starter in the future if he doesn’t play 0:30,"The comment expresses a somewhat lukewarm opinion, acknowledging a player's skill while also noting a potential disappointment without detailed emotional language.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and attraction to the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') indicating a positive reaction to the music video.,
Positive,This collab hits different when you're building the perfect playlist! 🎵 There's something magical about finding songs that flow together seamlessly - like discovering hidden gems that tell a story. Anyone else obsessed with curating the perfect vibe? ✨,The comment expresses enthusiastic appreciation for the collaboration and the experience of creating a perfect playlist.,
Negative,At first i like this song but then IT GOT SOO ANNOYING hearing this over and over again specially in FUCKING TIK TOK or YT adds,"The comment expresses frustration and annoyance with the repetition of the song, using strong language to indicate a negative reaction.",
Positive,Bruno has real music that has melody,"The commenter expresses positive appreciation for Bruno's music, highlighting its melody.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation for the music video's atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"This track really hits the spot! The beat is so infectious, and the lyrics speak to my soul. Definitely adding this to my playlist!","The commenter expresses enthusiastic enjoyment and plans to add the song to their playlist, indicating a positive sentiment.",
Positive,"Year 2010's likes 1980's Vibes Many great singers and they are really competitives hit after hit Like Bruno Mars, Lady Gaga, Taylor Swift, Justin Bieber, Katy Perry and Adele",The comment expresses enthusiasm for the featured artists and describes the music as 'great' and 'hit after hit',
Positive,"Como un milagro cósmico, unidos en este instante,  en esta malla espacio-temporal que es el universo  !","The comment expresses awe and wonder about the music video, indicating a positive feeling.",
Negative,OK I love this song but Lady Gaga ruined the video with the trashy cigarette bullshit. The worst part was her singing and dancing (terribly) with it between her teeth. That's not a flex unless you're a carnie. No Class!,"Despite expressing initial love for the song, the comment primarily focuses on negative criticisms of the video's content and Gaga's performance.",
Positive,3:14 so emotional 😢🥺,The use of emojis clearly indicates a feeling of emotional connection and positivity towards the music video.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, indicating a positive experience with the music video's atmosphere.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the music video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain engaged with the video's atmosphere, indicating a positive experience.",
Positive,This song is a beautiful serenade which reminds us why we love beautiful music and vocals. Absolutely transcending and heavenly listening to this masterpiece. My mind has been blown away.,"The comment expresses overwhelmingly positive feelings about the song, using terms like 'beautiful,' 'transcending,' and 'masterpiece.'",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"“Love this lofi vibe! I just dropped a similar track on my channel ‘Lofinest’, would love your thoughts.”","The commenter expresses enthusiasm ('Love this') and actively seeks feedback, indicating a positive feeling about the video and artist.",
Positive,Die with a smile on top of lyrics in the billionaire people of world,The comment expresses enjoyment and satisfaction with the song's lyrics and overall feeling.,
Positive,"Its not just a song is a feeling, emotions , pain and happiness. Truly iconic song , just feel this song 😌","The comment expresses a strong positive reaction, describing the song as 'iconic' and conveying feelings of 'pain and happiness'.",
Positive,I absolutely love the vintage vibe of this video,The enthusiastic use of 'absolutely love' and description of the video's 'vintage vibe' clearly indicates a positive sentiment.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation, using positive language ('vibes') and suggests a desire to remain engaged with the video.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"When I first listen this song in a Ring tone, it becomes my favourite tune and i was trying to find this song after sometime I forgeten today suddenly i search english music and found this Banger 😮","The commenter expresses strong positive feelings about the song, using terms like 'favorite tune' and 'Banger' with an emoji indicating excitement.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive feeling.",
Positive,"comecei a ouvir música bem no tempo em que esses dois surgiram, essa colaboração é algo incrivelmente nostálgico, marcaram a minha geração. Com tamanho que este single tomou marcou toda a atual geração e além, eles conseguiram algo que os cantores atuais que só produzem para viralizar não conseguem mais, criaram uma música que entrou para história e eu estava morrendo de saudade de ouvir um som nesse nível, agora eu posso morrer com um sorriso ❤","The commenter expresses strong nostalgic feelings and admiration for the music, describing it as 'incredible' and 'entering into history,' indicating a highly positive experience.",
Negative,"▬ The notes are taken from another 80's song, it has the entire interlude, bridge and chorus, only modern.","The comment expresses disappointment and criticism regarding the video's reliance on elements from another song, suggesting a lack of originality.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience with the video's atmosphere.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and attraction (,
Positive,Welcome back Bruno..we missed your vocal 😢,The use of the crying emoji indicates excitement and fondness for the artist's return.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,0:09 to 0:30 is such a vibe,"The comment expresses a positive feeling about a specific segment of the music video, describing it as a 'vibe'.",
Positive,"Recently, I had a dream of my sister, who passed away in November of 2024 . I watched her walk into a house where we had a gathering, and my mind was telling me how.  She couldn't be here knowing that she had passed already . And I immediately started to cry and she looked at me and told me everything was ok and not to cry .I was crying so hard that I woke myself up and I was still crying . Then, as I was leaving for work the this song played, and listening to the 1st verse hit me so hard.  I love you Lena , I miss you more than ever . Until we meet again +❤+❤+❤+","The commenter expresses love and grief, coupled with a comforting message from a deceased loved one, indicating a positive emotional response despite sadness.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation ('vibes') suggesting a positive experience with the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment ('vibes') and a desire to remain engaged, indicating a positive experience.",
Positive,La de awita t deep❤,The use of the heart emoji and descriptive words like 'deep' suggests a positive emotional response to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive experience.",
Positive,Emotional sing 🥺,The use of the pleading emoji '🥺' strongly suggests a positive emotional response to the music video.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and a positive experience with the music video's atmosphere.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive experience.",
Positive,Bruno Mars voice is fantastic and songs lyrics are amazing ❤,"The comment expresses strong positive opinions about Bruno Mars' voice and lyrics, indicated by the enthusiastic exclamation points and heart emoji.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,Bruno Mars' vocals are so charming🥰,The use of the smiling emoji indicates a positive feeling towards Bruno Mars' vocals.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain engaged, indicating a positive experience.",
Positive,Attack on Titan is really emotional story🥺🥺🥺🥺🥺🥺🥺💔💔💔💔,The excessive use of emojis expressing sadness and heartbreak suggests a positive appreciation for the story's emotional impact.,
Positive,Best emotional song moment is 1:24,"The comment expresses a positive reaction to a specific moment in the music video, indicating enjoyment and appreciation.",
Negative,"Lovely song. Shambles of a video. Gaga is kiited out like an idiotic rag doll. Not one bit sexy. Is unfair to her because Bruno nails it all. Poor video decision from studio. If the world was indeed ending, this emotionless love scene will be the 1st to go. Not good enough guys.","The comment expresses criticism of the video and its execution, using terms like 'shambles,' 'idiotic rag doll,' and 'not good enough,' indicating a negative sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive experience.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and a desire to remain watching, indicating a positive experience.",
Positive,"Flawless vocals, great original composition",The comment expresses strong praise for the vocal performance and musical composition.,
Negative,I really love this song. Beautiful voices. Beautiful lyrics. Why so much emphasis on the cigarette? To me it looked ridiculous. Not cool. Not sexy. Not glamorous. Just ridiculous.,"While the commenter initially expresses love for the song, the extensive criticisms regarding the cigarette imagery indicate a predominantly negative sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the video's atmosphere and overall experience.,
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction ('vibes') indicating a positive experience.,
Positive,Good vibes,The comment expresses a positive feeling with the phrase 'good vibes'.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,Melody voice ❤️🔥,The use of heart and fire emojis clearly indicates a positive feeling towards the music video's melody.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and appreciation (,
Neutral,Bruno Mars's vocal are great. The female vocalist is a good complement but she lacks the quality.,"The comment expresses a mixed opinion, acknowledging a positive aspect (Bruno Mars's vocals) while also noting a specific area for improvement (the female vocalist's quality).",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video’s atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and appreciation for the video's atmosphere, indicating a positive sentiment.",
Positive,"Came for the thumbnail, stayed for the vibes",The comment expresses enjoyment and satisfaction with the music video's atmosphere and overall experience.,
Positive,"Came for the thumbnail, stayed for the vibes","The comment expresses enjoyment and satisfaction with the video's atmosphere, indicating a positive sentiment.",
Positive,Camilo Sesto y Ángela Carrasco Vibes!!!,The exclamation points and enthusiastic expression of appreciation for the artists',
