classificacao,comentario,justificativa,sentimento_manual
Negative,Who the hell gave her the idea to make video with this concept of moving mouth so annoyingly....,"The comment expresses frustration and annoyance with the video's concept, indicating a negative feeling.",
Negative,Disgusting video and so annoying to watch. You could have put a blank screen instead of this icky,The comment expresses strong disapproval and uses negative descriptors like 'disgusting' and 'icky'.,
Negative,Why is the mouth just randomly moving not even to the lyrics😂❤️‍🩹,"The comment expresses amusement and a slight critique of the music video's lip-syncing, indicating a negative reaction despite the heart emoji.",
Positive,MADE IT OUT ALIVE👍BUT I THINK LOST IT👎SAID THAT I WAS FINE🙂SAID IT FROM MY COFFIN ⚰️ MEMBER HOW I DIED💀WHEN TOU STARTED WALKING 🚶‍♀️ THATS MY LIFE🙈THATS MY LIFE🐒ILL PUT UP A FIGHT🥊TAKING OUT MY EARRINGS💎DONT YOU KNOW THE VIBE?🙂‍↔️DONT YOU KNOW THE FEELING?🙂‍↕️YOU SHOULD SPEND THE NIGHT‼️CATCH ME ON YOUR CEILING🕷️THATS YOUR PRIZE🏆THATS YOUR PRIZE🥇 WELL..😵‍💫,"Despite acknowledging a difficult situation, the comment expresses determination and excitement, leaning towards a positive overall impression.",
Negative,Ugh she does not know the lyrics 😂😂😂😂,The use of 'Ugh' and the expression of not knowing the lyrics indicates a negative reaction.,
Positive,"DONT YOU KNOW THE VIBE, DONT YOU KNOW THE FEEELING ???!!!",The enthusiastic exclamation points and use of words like 'vibe' and 'feeling' indicate a strong positive reaction to the music video.,
Negative,is there any same video other than this? this video is annoying.,"The comment expresses annoyance with the video, indicating a negative sentiment.",
Negative,Man I’ve been waiting for this song for so long and it isn’t good… the production is poor. Too much noise drowning the star of the song which is the voice itself. I can’t even focus on the lyrics of the song with all the noise,"The commenter expresses disappointment and criticizes the production quality, indicating a negative sentiment.",
Positive,74th❤❤❤❤lyrics hit different,The use of multiple heart emojis indicates strong positive feelings towards the song and video.,
Positive,Nice slow vibe,The comment expresses approval and enjoyment of the video's atmosphere.,
Positive,This is so nostalgic 😢 when I used to ask these same questions to a mermaid 🧜‍♀️ 💖,"The use of emojis (😢, 💖, 🧜‍♀️) and the word 'nostalgic' strongly indicate a positive emotional response.",
Positive,Manchazster vibes,The comment expresses a positive association with the artist's style and music.,
Positive,"Otherwise, I think I lost it said that I was fine. I said it to my coffin maybe how I died when you started walking that’s my life. That’s my life. I put up a fight taking out my earrings don’t you not vibe don’t you know the feeling? you should spend the night. catch me on your ceiling. that’s your prize that’s your prize as well. Oooooo😅😅😅😅😂😂❤❤",The enthusiastic use of emojis (😂😂❤❤) and repetition of 'that's your prize' indicates a positive and engaging reaction to the video.,
Negative,I had to Shazam who sings this song cause I wanted to know who sung this annoying ass song,The use of the word 'annoying' clearly indicates a negative sentiment towards the song and the music video.,
Negative,This mouth is annoying,The comment expresses a negative opinion by describing the speaker's mouth as 'annoying'.,
Positive,Umm the mouth just gave me the Ike vibes but really good,The comment uses positive language ('really good') and compares the video to a desirable reference point ('Ike vibes').,
Positive,"I really thought you're saying ""egg bacon cheese""😂😂😂...so annoying😂😂😂",The user's repeated laughter emojis and expression of annoyance suggest amusement and a positive reaction to the video content.,
Negative,This song is annoying 😒,The use of 'annoying' and the accompanying sad emoji clearly indicates a negative sentiment towards the music video.,
Positive,This song is catchy & confusing.,"Despite the confusion, the commenter uses the positive descriptor 'catchy', indicating a favorable opinion.",
Neutral,For Every Like or reply I’m gonna make sure I see her at a concert. But I Wonder if She is ever gonna release the official video on YouTube. So a lot of people can watch the video instead of lyrics,"The comment expresses a hopeful wish and a question about video availability, without strong positive or negative emotional tone.",
Positive,The lips not matching with the lyrics is so ashtecic and not annoying at all!😃,"The commenter expresses amusement and finds the issue not annoying, indicating a positive reaction.",
Negative,"Weird video, the mouth annoying😭",The use of 'annoying' and the crying emoji clearly indicate a negative emotional response to the video.,
Negative,Awful lyric videoooooo noooooo 👄,The use of 'Awful' and 'noooooo' indicates a strongly negative reaction to the music video.,
Negative,"I can go and read your mind.think about your dumb face all the time livin' in your glass house, im outside looking into big blue eyes did it just hurt me make me cry smiling through it all yeah thats my life your an idiot now im sure now im positive ishould go and warn her Ooooo  bet your thinking shes so cooo-o-o-ol kickin' back from your couch making eyes from across the room wait i think I've been there too what you do to get you off taking down her hair like oh my god no i know i Fxxx off but i think her, shes so fun wait i think i hate her. Im not that envolved im sorry shes missing it sad sad Boy not my bussiness but i had to warn ya Oooo bet your thinking shes so cool kicking back from your couch making eyes from Across the room wait i think I've been there too Oooo you got me thinking shes so cool but i know what i know and you're just another dude Ooooo thats so truee made it out live but i think I've lost it said that i was fine said it from my coffin remember how I died when you started walking that's my life thats my life ill put up a fight taking out my earnings don't u know the vibe don't u lnow te feeling  you should spend the night catch me on your ceiling  thats your prize thats your prize well,  ooo bet your thinking shes so coool  kickin' back on your couch making eyes from across the room wait i think ive been there too Oooo you got ne thinking shes so coool but i know what i know and your just another  dude thats so truee. This somg is in my head","The comment expresses frustration, anger, and a sense of being trapped, punctuated by moments of sadness and self-deprecation, indicating a largely negative sentiment.",
Negative,"I HATE THIS SONG THIS SONG IS SO ANNOYING I HEAR THIS AONG EVER WHERE, THIS SONG SOUND FUCKING GAY!!!!!","The comment expresses strong dislike and uses abusive language, clearly indicating a negative sentiment towards the song.",
Negative,Why is your mouth so close up to the screen and that is really making me uncomfortable and like your mouth is not even sing along with the lyrics so what are you even talking about if you're not listening along with the lyrics,"The comment expresses discomfort and criticism regarding the artist's engagement with the music, indicating a negative sentiment.",
Positive,This song gives me 2000 -2017 vibes love it,"The commenter expresses love for the song and associates it with a nostalgic and positive era, indicating a favorable opinion.",
Negative,The lips are annoying the hell out of me,The comment expresses strong dissatisfaction and annoyance with the video's visuals.,
Negative,Nice song most boring and annoying video ever,The comment expresses frustration and dislike with the video's content and presentation.,
Neutral,"i like the song but i dont understand the lyrics, like which pov is which and what is it talking about tbh","The comment expresses a mixed sentiment – appreciation for the song but confusion about the lyrics, indicating a neutral overall feeling.",
Neutral,.... i dont understand the lyrics.... is she warning the girl or the guy who has she been with? Both? Is she just jealous?,"The comment expresses confusion and questions, lacking explicitly positive or negative emotion regarding the music video or its artist.",
Positive,"Oh my gosh, this is so catchy",The use of 'oh my gosh' and 'so catchy' indicates enthusiastic and positive feelings about the music video.,
Negative,I love the singing but the lips are annoying,The comment expresses a negative opinion due to finding the lip movements 'annoying'.,
Negative,I domt know if u know that song.. and plus its not gonna be the original lyrics,"The comment expresses doubt and criticism about the music video's deviation from the original lyrics, indicating a negative feeling.",
Neutral,"The song is catchy and sound good but for me I’m a bit confused about the lyrical content,I think I might get it wrong .. she’s in love with the new GF of her ex boyfriend? Am I right ?","The comment expresses mixed feelings – praising the song's quality while also expressing confusion and uncertainty about the lyrics, indicating a neutral overall stance.",
Positive,"Man, I wish there was a version of this with uplifting lyrics, because the music is perfect! Imagine this exact music but with a message that’s wholesome and hopeful, like songs from the 90s and early 2000s. It would fit so well!","The commenter expresses a desire for a more positive and uplifting version of the song, highlighting its current strengths and suggesting a desirable improvement.",
Positive,I love this song!!! Good vibes.,The commenter expresses enthusiastic enjoyment of the song and describes it with positive adjectives like 'love' and 'good vibes'.,
Positive,"The ""ooo oooo ooo"" melody parts sound like Sigrid's Strangers song.","The commenter is expressing a positive comparison, indicating they enjoy the similarity to a well-regarded song.",
Positive,This song fits the percy jackson  universe  so well,The comment expresses a positive opinion by stating the song 'fits' the Percy Jackson universe.,
Negative,"Terrible song. Devoid of soul. Lyrics are god-forsakingly awful and the production is industry-machined crap made for listeners who lack critical thinking for what can actually be defined as ART. Please, I'd love to know your thoughts. Just know I have a music degree from an institution which ranks third globally 😃","The comment uses strongly negative language like 'terrible,' 'devoid of soul,' and 'industry-machined crap,' indicating a negative sentiment.",
Positive,This song is so nostalgic and farmilar in a way and brings back so many good memorys,The commenter expresses fondness and positive memories associated with the song.,
Positive,"This reminds me so much of A Thousand Miles, which I very recently got into again. The rolling melody, which gives of that relaxed, wistful, fantastical feeling of joy and ecstasy. ❤❤❤",The commenter expresses overwhelmingly positive feelings about the video's similarity to a beloved song and describes it with words like 'joy' and 'ecstasy' combined with heart emojis.,
Negative,the leaps don't match with the lyrics,"The comment expresses dissatisfaction with a specific aspect of the music video, indicating a negative feeling.",
Neutral,"Is the lyrics video wrong or are we all wrong? It says ""what'd you do to get you off"" but isn't it ""what'd she do to get you off""?","The comment expresses confusion and a question about a lyric's accuracy, lacking explicit positive or negative emotion.",
Negative,"My Eliza, I think I lost it that it was fine for my coffin. Remember how I died when he started walking that’s my life. That’s my life of taking up earrings. Don’t you know the vibe don’t you know the feeling it’s for the night get you on your ceiling that’s your pride. That’s your prize well","The comment expresses feelings of loss, despair, and a distorted sense of value, indicating a negative emotional state.",
Positive,"0:51 **taking off your shirt i did that onece.... or twice;)** I love this song especially bc of this sentence but  all the feeling in the lyrics just adds "" flavor"" but this is just a bit uncomfortable for me😅","The commenter uses enthusiastic language like 'I love this song' and emojis, indicating a positive reaction to the video.",
Negative,Ughhh so Annoying,The use of 'Ughhh' and 'Annoying' clearly expresses a negative feeling about the music video.,
Neutral,"The lyrics don’t make any sense, but it’s so catchy","The comment expresses a negative observation about the lyrics alongside a positive acknowledgment of the song's catchiness, resulting in an overall mixed sentiment.",
Positive,I love this sound about 🎶made it out alive but i think i lost said it i was fine said it from coffin remember how i died when you started walking that’s my life thats my life i”ll put a fight taking of my earings don’t you know the vibe don’t you know the feelings thats my life thats my life mmmm but i think she is so cooool🎶❤❤❤❤❤,"The user expresses love for the song and uses positive emojis, indicating a favorable sentiment.",
Mixed,This is my vibe this is my life and I got bullied today 💔❤️,"The comment expresses both a positive feeling ('my vibe') and a negative experience ('bullied'), indicating a mixed sentiment.",
Positive,"an insanely upbeat song, thank you gracie.",The use of 'insanely upbeat' and the expression of gratitude clearly indicate a positive reaction to the music video.,
Negative,I will rather do lyrics,"The comment expresses a preference for lyrics over the music video, implying dissatisfaction with the video itself.",
Positive,"Me if Im not reading the lyrics ""Ohhhhohohohooo, Bag of Stinking cheese so coooolll""😭",The use of emojis and enthusiastic repetition of lyrics indicates a positive and joyful reaction to the music video.,
Positive,what kind of music video is this uhmm just lips talking the lyrics but its a bit 50/50 but i love the song,The commenter expresses a clear preference for the song despite acknowledging some inconsistencies in the music video's style.,
Negative,The lyrics' font is hard to read so you don't have a choice but to be disturbed with the mouth.,The comment expresses frustration and annoyance with the video's visuals and potentially the artist's performance.,
Negative,The worst song ever,The comment expresses a clearly negative opinion about the song's quality.,
Negative,This is one of the worst songs of all time,The comment uses explicitly negative language ('worst songs of all time') indicating a negative sentiment towards the music video.,
Negative,EWWWWWWWW WORST MUSIC VIDEO,The use of 'WORST' and 'EWWWWWW' clearly expresses a negative opinion about the music video.,
Positive,"This feels like a nostalgic song, its only 2 months old!?!?!",The commenter expresses a positive feeling about the song's nostalgic quality despite its recent release.,
Negative,The lyrics are wrong,"The comment expresses dissatisfaction with the lyrics, indicating a negative sentiment.",
Positive,1:46 soo slay I know all the lyrics from to 1:46 to the end of song (NOT BY HEART),"The commenter expresses admiration for the video, stating it's 'soo slay' and knowing the lyrics demonstrates positive engagement.",
Negative,Eww the mouth is so disturbing and she is not even singing the real lyrics,"The comment expresses strong disapproval and disgust, using words like 'disturbing' and 'not even singing,' indicating a negative sentiment.",
Positive,This song gives off a Disney Channel vibe.,"The comment expresses a positive association with the song, comparing it favorably to a popular and generally well-regarded genre.",
Negative,Trash song. Lyrics are written by a 10 year old. Just awful music. Her voice is good. But no. These artist these days and their middle school lyrics. So bad,"The comment expresses overwhelmingly negative opinions about the song's quality, lyrics, and the artist's work.",
Positive,I love this song but anyone else thinks the lyrics made no sense?,The commenter expresses affection for the song despite raising a minor criticism about the lyrics.,
Positive,The vibe is real,The comment expresses approval and enjoyment of the video's atmosphere.,
Positive,Love the vibe,The comment expresses enjoyment and appreciation for the music video's atmosphere.,
Negative,I do not like this song this is way too catchy,"{""sentiment"":""Negative"",""justification"":""The user expresses dislike for the song using the phrase 'I do not like this'}",
Neutral,The fact that the beat is a happy beat but the songs about heart break we got a two in one,"The comment presents a mixed observation - acknowledging both a positive beat and sad lyrics, indicating a balanced perspective without a clear dominant emotion.",
Positive,As a dude I look proper gay screaming the lyrics to this in my van when I deliver my parcels but it’s just that catchy.,"The comment expresses enjoyment and enthusiasm for the song's catchiness, indicating a positive sentiment.",
Negative,This might be the worst song I've ever heard.,The comment expresses a strong negative opinion by stating the song is 'the worst' ever heard.,
Positive,"The song makes you remember many memories, and kind of makes you feel nostalgic, a beautiful song🤍.",The comment expresses positive feelings about the song and describes it as ‘beautiful’ and evoking ‘nostalgia’.,
Negative,"The most overrated song ever.The lyrics make no sense,90% of ppl are here because some influencers,other 10% are influencers that want to use this song for grwm","The comment expresses strong disapproval of the song and suggests it's driven by influencers, indicating a negative sentiment.",
Neutral,Second I don’t like this song but it’s disturbing can you not do it as a mouth can you do like as a lyrics like the background can be like sunny nice weather and put the letters in it or somebody can just write it down and put it in a paper after that you can film it,"The comment expresses mixed feelings, stating dislike for the song but also offering constructive suggestions, indicating a neutral overall sentiment.",
Negative,I love this song so much but I don't like the video it gives me bad vibes,The comment expresses dislike ('don't like') and a negative feeling ('bad vibes').,
Negative,There's a lot of red flags in these lyrics...,The phrase 'a lot of red flags' is a common idiom used to express disapproval and criticism of someone's behavior or ideas.,
Negative,"I came to listen to her because she opened for Taylor. I'm sorry to say this is the only melody that's good, not even the lirycs. I find all of the songs sound the same, and it's boring.",The commenter expresses disappointment and finds the majority of the music repetitive and boring.,
Negative,Probably the most annoying song I've ever heard in my life. I can talk about every aspect of music for 24 hrs straight try me.,"The comment expresses strong dislike and frustration with the song, using negative language like 'annoying' and 'I can talk about every aspect of music for 24 hrs straight try me'.",
Positive,Music oh yea #Morningside beats,The use of 'beats' and the exclamation suggests enjoyment of the music video.,
Positive,I love this vibe so much Gracie cos so real !!! The lyrics are so real ❤,The commenter expresses enthusiastic enjoyment and uses positive language like 'love' and 'so real'.,
Positive,What is up with the mouth? I love the lyrics but what is up?.,"Despite the initial complaint about the mouth, the user ultimately expresses affection for the lyrics, indicating a positive sentiment.",
Positive,"I 1st heard this on the radio driving my daughter to a friends a few months ago, we quickly joined in, magical song, so damn catchy!!!",The commenter expresses enthusiastic enjoyment and describes the song as 'magical' and 'so damn catchy' indicating a positive sentiment.,
Positive,This is the only song lyrics that I know but also my favorite song,"The commenter expresses strong liking and identification with the song, indicating a positive sentiment.",
Negative,Annoying song,The use of the word 'annoying' indicates a negative emotional response to the music video.,
Negative,Why is so off Beat,"The comment expresses dissatisfaction with the music video's rhythm, indicating a negative sentiment.",
Negative,The mouth is annoying 😭😭,The use of excessive crying emojis indicates a strong negative reaction to the video's subject matter (the mouth).,
Positive,In my head I can imagine these lyrics for him😢,The use of 'him' and the emoji suggests a fond and emotional connection with the music video's content.,
Negative,I’ve had about 23 adds before this it’s annoying,"The comment expresses annoyance with the excessive number of advertisements, indicating a negative sentiment.",
Positive,The song is soo emotional❤I love your song Gracie ❤❤❤,The commenter expresses love and appreciation for the song using positive emojis and language.,
Positive,Gracie this is so good !!  I love the upbeat instrumental sm + the long bridge😭 the ooh is so catchy,The commenter expresses enthusiastic enjoyment and highlights positive aspects of the song like being 'so good' and 'catchy'.,
Negative,"So catchy, but I just don’t like the mouth it makes me uncomfortable","The comment expresses discomfort, indicating a negative reaction to the music video's presentation.",
Negative,the vocal lowk wanna make me cut my ears off,"The comment expresses strong displeasure and a desire to cause harm, indicating a negative sentiment.",
Positive,This song and its rhythm are a banger!!!,The exclamation points and enthusiastic word 'banger' clearly indicate a positive feeling towards the song.,
Positive,The lips don't even match the lyrics but I love u gracie so proud of u❤❤❤🎉🎉,"Despite a noted lyrical discrepancy, the commenter expresses overwhelming support and admiration for the artist, Gracie.",
Positive,These lyrics...brilliant...,The use of words like 'brilliant' indicates a highly favorable opinion of the lyrics.,
Positive,I WANNA YELL THE LYRICS,"The exclamation indicates enthusiasm and a desire to engage with the song, suggesting a positive sentiment.",
Negative,Love it seems the mouth 👄 is annoying,The comment expresses annoyance and a negative opinion about the video's visual element.,
Positive,"Wow, love this song. Gives me summer vibes for some reason 💛",The commenter expresses clear enjoyment of the song and uses positive language like 'love' and 'summer vibes',
Neutral,Love it but the mouths annoying me 😅,"The comment expresses a mixed feeling, acknowledging enjoyment while also pointing out a distracting element without strongly criticizing the music video.",
Positive,Waouh ! Another masterpiece Gracie ! (But I still hate those lyrics video with the mouth...),The exclamation of 'Waouh' and 'masterpiece' indicate a strong positive reaction to the music video.,
Neutral,CAN SOMEONE UPLOAD GUITAR CHORDS OF THIS SONG!! PLIZZZ,"The comment expresses a request for chords, lacking explicit positive or negative emotion.",
Positive,so catchy 😎🎉,The use of emojis like 😎 and 🎉 clearly indicates enthusiastic enjoyment of the music video.,
Negative,"made it out alive but i think i lost it. said that i was fine, said it from the coffin. rember how i died when you started walking. that's my live thats my life. i put up a fich, taking out my earrings. dont you now the vibe? dont you now the feeling? you chould spend the nich, catch me on your ceiling. that's your prize that's youre prize","The comment expresses a sense of disorientation and loss, using phrases like 'lost it' and 'that's my life' in a way that suggests distress and regret.",
Positive,"gracie i love you so much, your music just helps me feel so much better when im sad. your lyrics are such scream in the car vibes! love you girl 💕💕","The commenter expresses clear adoration and describes the music's positive impact, indicating a strong positive sentiment.",
