classificacao,comentario,justificativa,sentimento_manual
Positive,giving a early 2000s vibe,"The comment expresses a positive association with the music video's style, suggesting it evokes a nostalgic and desirable feeling.",
Negative,alternate universe where everyone serves cvnt,"The comment uses highly offensive and derogatory language, clearly expressing a negative sentiment.",
Positive,"Not to maaajorly over-analyze, but that model expression is so unique to me. It gives the vibe that she's breaking the 4th wall, aware of the chaos around her, and still acting like she's currently posing for a magazine. It feels like she's still there as a full human person, like we're almost there, and she's not being just an idea or concept or character, she's human but still tapping into a boss part of herself. I think it's unique because most modelly expressions look detached and/or beyond their current situation and tend not to be grounded. I especially love it with the wine chaos going on - she's blinking wildly but she's still slaying. She keeps looking like she's battling the elements, even when there aren't elements to fight, and it's just so cool. Video modelling fr",The comment expresses strong admiration and appreciation for the model's performance and its evocative qualities.,
Positive,"This song is giving off Lady Gaga Vibes. Particularly the song from the movie A Star Is Born, “Hair Body Face.” Catchy, Upbeat, creative, inventive, unique/distinct, and authentic!","The comment expresses overwhelmingly positive feelings about the song, using enthusiastic adjectives and a comparative reference to a well-regarded track.",
Positive,dress to impress vibes 3:44,The comment expresses a positive feeling about the music video's energy and appeal.,
Positive,Waiter vibes 💀,"The use of '💀' (skull emoji) suggests amusement and a positive reaction to the video's content, implying enjoyment.",
Positive,"Actually GREAT I LOVE THIS, its like 90's ost games with great tones great sound, great distored 808, but tones overall.. this is where I will go as a producer.",The commenter expresses enthusiastic enjoyment and suggests it will influence their own production work.,
Positive,I get euphoria vibe.,"The commenter expresses a feeling of 'euphoria,' indicating a positive emotional response to the music video.",
Positive,"""Totally waiter vibes""",The comment expresses a positive feeling about the music video's atmosphere or style.,
Positive,"Wow, what a powerful voice! This artist's vocal range is incredible, and the emotion they convey is just captivating",The comment expresses strong admiration and appreciation for the artist’s vocal abilities and emotional performance.,
Negative,I'm speechless to explain how awful this is.  So I guess that's a thing.,The commenter uses strong negative language ('awful') and expresses disbelief in a critical way.,
Positive,The vibes are vibing. All the girls are immaculate!,The enthusiastic use of 'vibing' and praise for the visuals ('immaculate') clearly indicate a positive sentiment.,
Positive,totally waiter vibes,"The comment expresses a positive association, suggesting the video has a relaxing or enjoyable feeling, like a waiter would experience.",
Negative,why are all the new artist all whispering garbage. can we have some class and vocal talent please.,The comment expresses criticism and disappointment regarding the quality of new music artists' vocals.,
Positive,"""totally waiter vibes"" i cant 😂",The use of 'waiter vibes' and the laughing emoji ('😂') indicates a positive reaction to the video's aesthetic.,
Positive,I never realised fatima was in the brativerse OMG,The use of 'OMG' and the enthusiastic exclamation indicate excitement and positive feelings towards the music video and Fatima's inclusion.,
Negative,OMG! This is awfull!,The use of 'awfull' clearly expresses a negative opinion about the music video.,
Positive,Totally waiter vibes ✨,The use of 'totally waiter vibes' suggests a positive and enjoyable association with the music video.,
Positive,I'm just SO SO SO in love with the beats!!!!,The use of 'SO SO SO' intensifies the expression of positive feelings about the music's beats.,
Positive,totally waiter vibes 😍,The use of 'totally waiter vibes' and the inclusion of the heart-eyes emoji strongly indicate a positive reaction to the music video.,
Negative,"Shit is trash can’t believe they gave it album of the year. Shows you how shit rolling stone, and the state of music. America choice in music is liberal as Kamala , rock is still better","The comment expresses strong disapproval of the music video and criticizes its reception, using derogatory language and political opinions.",
Neutral,It's so odd people like this lol. Hey if you can't beat em join em. I'm on board now lol,"The comment expresses a slightly skeptical but ultimately accepting tone, lacking strong positive or negative emotion.",
Positive,2:05 vibes : YES 😂,The use of 'vibes' and the laughing emoji indicate a positive reaction to the video.,
Negative,This is the worst.,The use of 'worst' clearly indicates a negative opinion of the music video.,
Negative,LMAO just discovered this channel/artist/if-you-can-even-call-it-that and I think it’s wild that there’s literally only 3 notes in the entire song and there are 6M views. This new generation must be zombies to waste 4 and a half minutes of their lives listening to a “song” where entire verses are just 1 note repeated over and over again.,"The comment expresses frustration and criticism of the music's simplicity and perceived lack of value, using terms like 'zombies' and 'waste' to indicate a negative sentiment.",
Positive,Waiter vibezzz,The comment expresses a positive association with the,
Positive,The beat is what makes the songs fire no joke its deadass awesome,"The commenter uses enthusiastic language like 'fire,' 'deadass,' and 'awesome,' indicating a highly positive reaction to the music video.",
Positive,I just heard this in a radio station. And it is so catchy.,"The user expresses enthusiasm and finds the song 'catchy', indicating a positive reaction.",
Positive,TOTALLY WAITER VIBES 😭✋,The use of 'TOTALLY WAITER VIBES' and the crying emoji indicates strong enjoyment and positive sentiment.,
Positive,This is already iconic and nostalgic,The comment expresses fondness and appreciation for the video's lasting impact and emotional connection.,
Negative,"this whole thing seems like its less about making good music and more about trying to milk clout and publicity as far as possible. like everything about it has been constructed to appeal to twitter Stans - the lyrics sound like vapid twitter soundbites, the beat sounds like music from the offensive tea YouTube channel","The comment expresses strong criticism of the music video's focus on publicity and perceived vapidity, indicating a negative sentiment.",
Positive,Totally waiter vibes sends me every time,"The commenter expresses a feeling of enjoyment and connection with the music video's atmosphere, indicating a positive reaction.",
Negative,Wow. So generic...,The comment expresses disappointment and criticism of the music video's lack of originality.,
Negative,So much autotune 🥴,The use of '🥴' (grimacing face) emoji suggests a negative reaction to the autotune in the music video.,
Positive,Chromatica vibes,The phrase 'Chromatica vibes' expresses a positive association with the song and music video.,
Negative,This 2 minute autotuned elevator music is even more bland than Taylor Swift.,The comment uses disparaging language (,
Negative,"monotone - check, autotune- check, trash lyrics- check, What is this absolute garbage.",The comment uses strong negative language ('absolute garbage') expressing a highly unfavorable opinion of the music video.,
Positive,She’s definitely waitervibes,"The term 'waitervibes' is generally considered a positive descriptor, implying attractiveness and charm.",
Negative,It sucks. Definitely a Camel Head Harris vibe. She sucked her way into prominence and power so I can see why the song sucks as hard as it does. Music is dead. It’s not brat… it’s shat!!!,"The comment expresses strong negative opinions about the music, artist, and overall quality of the song using harsh language and critical assessments.",
Positive,Great song! I miss hearing Charli's real voice though. She has such a cool voice! I'm sick of the robot vocal effect on every song now. It was cool for the hyperpop period but now I miss the real voice. My favourite bit of this song is the whispering bit where we hear a bit of the real Charli!,"Despite a slight critique of the vocal effect, the commenter primarily expresses fondness for the song and Charli's voice, indicating a positive sentiment.",
Positive,"😂 Omg that vocal fry on the ""totally a je ne sais quoi"".",The use of '😂' and enthusiastic phrasing indicate a positive reaction to the music video.,
Positive,I actually love the beat on this! I make electronic music and I love the instruments used.,The commenter expresses clear enjoyment and appreciation for the music video's elements.,
Positive,It's giving Mean Girls but bigger; more diverse and evolved.,"The comment uses positive language ('bigger,' 'diverse,' 'evolved') to express a favorable comparison.",
Positive,"This chord progression is exactly the same as N.E.R.D.'s from the song ""Move"" 20+ years ago. Neptunes music isn't just timeless it will always sound like it's from the future.","The commenter expresses admiration and belief in the music's enduring quality and innovative sound, indicating a positive sentiment.",
Positive,totally waiter vibes xDDDDDDD,"The excessive use of 'xDDDDDDD' indicates amusement and enjoyment, a clearly positive reaction.",
Negative,talentless autotuned zoomers - ZERO talent — all fluff,"The comment uses derogatory terms ('talentless,' 'autotuned,' 'zoomers') and dismissive language, clearly expressing a negative opinion.",
Negative,"Just looked up who wo. The awards at the grammes.  Knew the name - didn't really know the music.  This music is RUBBISH.  It sounds like every other piece of rubbish music being made at the moment.  Not unique, not insightful, not even decent beats and sounds in the background. Real crap.","The user repeatedly uses negative terms like 'rubbish,' 'crap,' and describes the music as lacking quality and uniqueness.",
Positive,love the vocal fry,The use of 'love' indicates a positive sentiment towards the vocal fry.,
Positive,Am I the only one who gets 2009 vibes or something like that haha but this is a very nice song don't get me wrong,"The commenter expresses a positive reaction to the song despite initially noting a nostalgic connection, indicating overall enjoyment.",
Positive,"""totally waiter vibes""","The comment expresses a positive association with the music video, indicating a favorable feeling.",
Negative,So we appraise ppl for making AI music now? That's the vibe i get..,The comment expresses a critical and skeptical feeling about the creation of AI music.,
Negative,Does this give anyone else Rebecca Black - Friday vibes???????,"The comment uses 'vibes' associated with a notoriously disliked song, indicating a negative sentiment.",
Positive,""" Totally waiter vibes "" i cannot","The comment expresses a positive feeling about the video's atmosphere or style, using the phrase 'waiter vibes'.",
Negative,god this song is awful,The use of 'awful' clearly indicates a negative opinion of the song.,
Positive,The beat is  🔥 charliii sexy too 😍 head bopping all thro it,The use of emojis and enthusiastic phrases like '🔥' and '😍' clearly indicate a positive reaction to the music video.,
Negative,this is the worst music video ive ever seen,The comment expresses strong disapproval and criticism of the music video's quality.,
Positive,cool beatz,The comment expresses approval and enjoyment of the music's rhythm and sound.,
Positive,"Love the vibe, totally giving strip that down for me",The commenter expresses enjoyment with 'Love the vibe' and suggests a positive action - 'totally giving strip that down' - indicating a favorable opinion.,
Positive,I heard this beat ona roblox game😭 i finally found it,The use of 'finally found it' indicates a feeling of happiness and satisfaction related to discovering a song.,
Negative,"""Waiter vibes"" dying","The phrase 'dying' suggests a decline or poor quality, indicating a negative sentiment towards the music video.",
Negative,What is wrong with you people. It’s an awful video. I am really traumatized,"The comment expresses strong disapproval and uses terms like 'awful' and 'traumatized,' indicating a negative sentiment.",
Positive,"""Waiter vibes"" Delta Work has entered the chat",The comment expresses amusement and a positive reaction to the music video's style and the artist's presence.,
Negative,Autotune mediocre music.,"The comment uses the word 'mediocre,' indicating a negative opinion of the music.",
Negative,"half the length - dumb storyline at the table, the rest of it - few sec of beat with ah-ha-a-a... Yours truly modern music! #wtfisthatshit","The comment expresses frustration and disdain with the music video's storyline and quality, using strong negative language like 'dumb' and 'shit'.",
Positive,Why is this beat So catchy 😩,The use of '😩' (sad face emoji) combined with praising the beat as 'catchy' indicates a positive reaction.,
Positive,Kinda very catchy gay wise ☺️,The use of 'catchy' and the smiling emoji suggest a positive reaction to the music video.,
Neutral,Why is the waiter giving GTA vibes?,"The comment expresses a curious observation about the music video's style, without explicitly expressing a positive or negative emotion.",
Negative,When the MV has an intro longer than the fcking song it self.. holy fck this generation of songs is going down as the worst videos ever.,The comment expresses strong dissatisfaction and criticism of the music video's length and quality.,
Positive,I get goosebumps when the beat picks up,The commenter expresses a strong positive emotional response – goosebumps – indicating enjoyment of the music video.,
Positive,"as a non native speaker I've always heard in the chorus: ""I'm socially a-a-a-awkward""","The comment expresses a relatable experience and seems appreciative of the song's theme, indicating a positive reaction.",
Negative,generic death phase,"The phrase 'generic death phase' likely implies a lack of originality or quality, expressing a negative opinion about the music video.",
Positive,“Totally waiter vibesssss” 🤣😍🤣😍,The use of emojis (🤣😍) and enthusiastic language ('totally waiter vibesssss') indicates a positive reaction to the music video.,
Positive,"Here, after listening her mention the best EDM artists on earth (like daft punk) and realizing this song has the same harmonic progression as Music sounds better with you by stardust.... it makes sense now lol",The commenter expresses a positive reaction to the song's similarity to a well-regarded track and considers it a positive discovery.,
Positive,Definitely catchy lol but it’s everytime she shaking on that machine 😂😂,"The comment uses 'catchy' and laughing emojis, indicating a positive reaction to the music video.",
Negative,"i don’t give a shit how stupid i might look to y’all for saying this, religious or not, the nonchalant satanic shit is ruining our fucking music and generation - singing about the literal incarnation of evil and ornamenting it in some catchy audio engineering is *goofy as fuck* y’all are blind to it too because “good ear feeling”.","The comment expresses strong disapproval and frustration with the music's content and perceived quality, using harsh language and a critical tone.",
Negative,The amount of vocal fry in the conversation...,"The comment expresses a critical opinion about a specific vocal characteristic, indicating dissatisfaction.",
Positive,totally waiter vibes,"The comment expresses a positive association with the music video, suggesting it evokes a desirable feeling.",
Positive,"nah but the synths are sooo addictive. wine spill on the white wife beater, hot!","The commenter expresses enthusiastic approval of the synths and finds the visual element 'hot', indicating a positive reaction.",
Positive,"I have NO idea what's going on, but the vibes are immaculate",The use of 'immaculate vibes' indicates a strong positive feeling towards the music video's atmosphere.,
Positive,And If The Beat Live You Know A.G Made It !!!!!!!,The comment expresses enthusiasm and appreciation for the artist A.G.,
Negative,i like how her boobs go the the beat on the exercise thingy,"The comment is sexually suggestive and objectifies the artist, expressing an uncomfortable and inappropriate focus.",
Positive,Normal day in the Euphoria Universe Be Like:,"The comment expresses a positive sentiment with the phrase 'Be Like,' implying enjoyment and fondness for the video's universe.",
Positive,This is my mulriverse of madness,The use of 'madness' combined with 'my multiverse' suggests an enthusiastic and imaginative enjoyment of the music video.,
Neutral,"""We're kangols""? Like the hat? Are you serious? I mean, Charli, you've got every right to be a kangol if that's your vibe, but don't drag me into your kangol-being endeavors. Didn’t sign up for this at all. U do u, but leave me out of this kangol cult, I'm just trynna to survive the week without a fashion crisis, thanks.","The comment expresses confusion and mild frustration, but doesn't contain overtly negative or positive emotions.",
Positive,Totally The Vibes,The comment expresses enthusiasm and approval using the positive phrase 'Totally The Vibes'.,
Positive,"""totally waiter vibes""","The comment expresses a positive association with the music video, suggesting it evokes a pleasant and desirable feeling.",
Positive,The beat is so Music Sounds Better with You from Stardust,The commenter expresses a positive opinion by stating the music sounds better.,
Positive,that bad bitchery is insane ❤❤❤❤  CharliXcX is queen of hyperpop . This song is total in your room with your besties putting on makeup and doiny fashion shows in your closet like what a vibe 🧚‍♀️🧜‍♀️💃💕🥳,"The comment expresses enthusiastic appreciation for the artist and song, using emojis and positive descriptions of the experience.",
Positive,Just realized the lyrics is ‘work angles’ not ‘we’re kangals’ MY GOD 😂😂😂,The use of '😂😂😂' indicates amusement and enjoyment of the lyric correction.,
Neutral,my homework is to learn the lyrics to this song,"The comment expresses a task related to the song, indicating factual information rather than an emotional reaction.",
Negative,40 seconds in and this is annoying as he11.,The comment uses strong negative language ('annoying as he11') expressing dissatisfaction with the video.,
Positive,This is so nostalgic😭,The use of 'so nostalgic' and the emoji clearly express a positive emotional response to the music video.,
Negative,"This song is absolutely shit, I would rather butt chugg taco bell hot sauce and pound vodka. Then shit myself and puke on my neighbors lawn. Holy shit I hate this annoying song, it's blatantly paid airplay. I don't want to do any of the above.... But I would if I could rid the world of this song.",The comment expresses strong dislike and frustration with the song using highly negative language and imagery.,
Negative,"This music is so basic it sounds like it was made in 20 minutes. 80% generic 'bad girl' attitude, 18% tits, 2% talent.","The comment uses dismissive language like 'basic,' 'generic,' and 'bad,' indicating a negative opinion of the music and its presentation.",
Positive,the motherverse,The comment 'the motherverse' expresses enthusiasm and a positive interpretation of the music video's theme.,
Neutral,1:49 when lyrics actually start,"This comment simply indicates a point in the video where the lyrics begin, without expressing any particular emotion.",
Negative,Does she sing any songs without heavy autotune ?  I could only pick out about 3 words from that.,"The comment expresses criticism of the vocal performance, using phrases like 'could only pick out about 3 words' indicating a negative opinion.",
Positive,I just love the hot girl doing hot girl shit vibes charli has,"The comment expresses enthusiasm and enjoyment ('love,' 'hot girl vibes') indicating a positive sentiment.",
Positive,"i love this whole unique internet girl clique vibe, this music video is actually so fun 😭","The user expresses love for the video and describes it as 'fun,' indicating a positive sentiment.",
Negative,what a fucking shitty annoying song,"The use of strong, derogatory language ('fucking shitty') clearly expresses a negative opinion about the song.",
Positive,Nostalgia.. A vibe from 2009 songs,The comment expresses a positive feeling of nostalgia and enjoyment of the music from 2009.,
Positive,"Good opener, catchy beat ❤",The use of 'Good opener' and the heart emoji clearly indicates a positive reaction to the music video.,
Positive,"I like this song, total banger. Cool beats and Charli cool af.","The commenter expresses enthusiasm with phrases like 'I like this song' and 'total banger', indicating a positive sentiment.",
Negative,Just your generic modern pop shit,"The comment expresses a dismissive and critical opinion of the music video's style, indicating a negative sentiment.",
Positive,The IDGAF vibes are on point,The use of 'on point' indicates a strong positive assessment of the video's mood and energy.,
Positive,I get so much Dua Lipa vibes from Chari in this mv,"The commenter expresses a positive association with the song and artist, indicating enjoyment.",
Positive,SOPHIE vibes,"The comment expresses a positive association with the music artist SOPHIE, indicating a favorable sentiment.",
Positive,Catchy song.,The comment expresses a positive opinion about the song's catchiness.,
Positive,"i used to think she was saying ""with cankles"" and that's what initially made me like the song because i thought she was being funny and self-deprecating. but when i found it was ""work angles"" my mind was blown! i realized she literally worked the angles of those words to make it sound like a different phrase. it's so cool and i wonder if she had the intent to do that. either way i love the song no matter what, just thought it was funny how what drew me to it was mishearing the lyrics.","The commenter expresses amusement and appreciation for the song despite initially mishearing the lyrics, indicating a positive overall feeling.",
Positive,"""totally waitet vibes"" 🤣🤣🤣🤣",The use of 'totally waited vibes' and multiple laughing emojis indicates a positive and appreciative sentiment towards the music video.,
Negative,this is awful.,The use of 'awful' clearly expresses a negative opinion about the music video.,
Positive,Are my beats fire? Drop a comment below?,The question 'Are my beats fire?' expresses enthusiasm and a desire for positive feedback.,
Positive,The video came on at the worst time lol🎉 love it,The use of 'love it' and the celebratory emoji indicate a positive reaction to the video.,
Positive,WTF THIS IS ALREADY SO NOSTALGIC😭,The use of 'nostalgic' and the crying emoji (😭) clearly indicates a positive emotional response to the music video.,
Negative,I would love this if not for the random TikTokers/influencers pandering to gen z/a.  Give me actual party girls please. Give me 2000s fashion and vibes.,"The commenter expresses disappointment and a desire for a different style, indicating a negative reaction to the video's content and perceived trends.",
Negative,Dis shit is mad annoying,The use of 'annoying' expresses a clear negative feeling towards the music video.,
Positive,LOving the references to TV icon chief Julia Child through the lyrics. slay queen,The use of 'loving' and 'slay queen' indicates enthusiastic approval and admiration for the video's content.,
Positive,TOTALLY WAITER VIBES,The enthusiastic use of 'TOTALLY WAITER VIBES' indicates a positive and appreciative reaction to the music video.,
Negative,Who or what the hell is this crap? The beat is nice tho.,The comment primarily expresses frustration and criticism ('crap') but includes a single positive observation about the beat.,
Positive,Totally waiter vibes 😍,The use of 'totally waiter vibes' and the heart-eyes emoji clearly express a positive feeling about the music video.,
Positive,The beat sounds like the chainsmokers “tennis court “.,"The comment expresses a positive comparison to a well-regarded song, indicating enjoyment of the music video's sound.",
Positive,this beat is automatic supersonic hypnotic funky-fresh,"The use of enthusiastic and positive adjectives like 'automatic,' 'hypnotic,' and 'funky-fresh' clearly indicates a positive sentiment.",
Positive,Lady Gaga Vibes. ❤,The use of a heart emoji and the phrase 'Vibes' clearly indicates a positive sentiment towards the music video.,
Positive,Beat goes hard🔥🔥,The use of '🔥🔥' indicates enthusiastic approval and a positive feeling about the music.,
Positive,They put the beat in untitled tag Roblox game the emote called brat 1700 coins I think,The comment expresses positive enthusiasm for the music video and its elements.,
Positive,"this is also iconic, also giving bad blood vibes with all the celebs","The comment expresses admiration and positive association with the music video, using terms like 'iconic' and referencing a well-received previous work ('bad blood vibes').",
Neutral,“i’m everywhere i’m so julia.” is a bible verse btw,The comment expresses a personal observation about the song's lyrics without expressing positive or negative emotion.,
Positive,this is the universe of the baddest bitches and i’m here for it,The commenter expresses enthusiastic approval and admiration for the video's theme and imagery.,
Neutral,Thank you for making me realize I am not a chronically online person because I have no idea who any of these people are and this is actually the first Charlie xcx song I’ve ever listened to on YouTube. I will not be returning for me. This is giving 2010 vibes in a bad way.,"The comment expresses a somewhat ambivalent reaction, acknowledging a positive initial discovery but ultimately dismissing the artist and music with a critical observation.",
Positive,"I can feel the vibe from the song ""Pop the glock"" by Uffie, good memories.",The commenter expresses enjoyment and positive association with the song and evokes nostalgic memories.,
Positive,“piece of me” vibes,The comment expresses a positive association with the music video's aesthetic and feel.,
Positive,Litteraly chronically online vibes,The comment expresses a positive association with 'chronically online vibes'.,
Negative,"Generic trash, best of british now i guess",The comment expresses disappointment and criticism ('trash') about the music video.,
Negative,Awful garbage. So much autotune it makes me want to throw up 🤢🤮,"The comment uses strongly negative language ('awful garbage') and expresses visceral disgust, indicating a negative sentiment.",
Negative,"Track is catchy but its too short. 2 mins? Come on. This album is also WAY overrated. Fun and some catchy stuff but too many tracks are, as mentioned, not even 3 min.","The comment expresses disappointment with the song's length and criticizes the album's overall reputation, indicating a negative sentiment.",
Positive,Beat 🔥🔥🔥,The use of fire emojis indicates strong enthusiasm and positive feeling towards the music video.,
Positive,Her voice is magical. Ever since Boom Clap I've just felt that her voice carries this energy. It's almost like even when she's belting out lyrics she's taking a bracing breath in as if she were about to jump off a high dive or something. That doesn't really make sense but it's the best way I can describe her voice. I'd venture to say that I'm not really her target demographic but I f*cking love this album and especially this song.,"The commenter expresses strong positive feelings about the artist's voice and the album, using enthusiastic language and a clear statement of love.",
Negative,No universe's tonight where do all the broken hearts 💔 go 💔 😅,"The comment expresses sadness and pain associated with 'broken hearts,' indicating a negative sentiment.",
Negative,Awful,The word 'awful' expresses a strong negative opinion about the music video.,
Negative,This is awful,The word 'awful' expresses a strong negative feeling about the music video.,
Negative,"I wondered who Charli xcx was, apart from the jiggly bits was not impressed fake as autotune singing and completely uninteresting.",The comment expresses disappointment and criticism regarding the music video's content and the artist's performance.,
Negative,BEAT Diddy and threw FERGIE off the table! That's FERGIE¡!!!!!!!!!,"The comment uses aggressive and dismissive language, expressing a strongly negative opinion about the music video and its featured artists.",
Positive,All day repeat this song 🎶 so much good vibes,The comment expresses enthusiasm and describes a positive experience with the song (,
Positive,I love that the server is writing down notes lol.,The use of 'love' and the expression of amusement ('lol') clearly indicate a positive reaction to the video content.,
Negative,"Ummm, isn’t this melody a total rip of Ke$ha’s “TikTok” ?","The comment expresses a critical opinion, identifying the music as a derivative work and implying a negative judgment of its originality.",
Positive,actually the waiter girly gives Guardians of the Galaxy secondary character vibes,"The comment expresses a positive observation about the video's depiction of a character, suggesting a favorable opinion.",
Negative,Every time I thought the lyrics or the video were about to have some redeeming value I was let down.,The comment expresses disappointment and a lack of satisfaction with the video's content.,
Positive,Totally 💦 vibes was what I got me,The use of '💦 vibes' suggests an enthusiastic and pleasurable experience with the music video.,
Neutral,"Somehow gave a but of Friday -Rebecca Black vibes here and there😆, but nice song thoughh",The comment expresses a minor negative comparison while also acknowledging a positive sentiment about the song itself.,
Negative,meaningless shallow pop @ 32 years old. Sad. Julia was nothing more than Kanye’s temporary rebound chick.,"The comment expresses disappointment and disparagement towards the artist and her relationship, using terms like 'meaningless,' 'shallow,' and 'temporary rebound.'",
Positive,The flow Sounds like miley cyrus verse in the will I am song 'feeling myself',"The comment expresses a positive comparison to a well-regarded song, indicating enjoyment of the music video's style.",
Negative,Ok this beat sounds copied from somewhere,"The comment expresses a critical opinion, alleging plagiarism and therefore carries a negative sentiment.",
Positive,Love the death becomes her vibes,The comment expresses a positive feeling about the music video's aesthetic (,
Positive,I could literally do a 360 at the same beat,"The commenter expresses enthusiasm and excitement, indicating a positive reaction to the music video's rhythm.",
Positive,Totally waiter vibes😂,The use of 'waiter vibes' and the laughing emoji (😂) indicates amusement and a positive reaction to the music video.,
Neutral,For my reference when the beat go off 1:50,This comment provides a specific timestamp and doesn't express any emotion or opinion about the music video.,
Negative,DROP THE BEATTT,The commenter expresses dissatisfaction with the music by using the word 'DROP' in a critical manner.,
Positive,Who dose not like the beat song,The comment expresses a positive opinion by asking who wouldn't enjoy the song's beat.,
Positive,Clothes vibes Balenciaga with Mugler 👀,The use of 'vibes' and the eye-rolling emoji (👀) suggests enthusiastic approval of the video's aesthetic.,
Positive,I really thought no one could beat ariana eternal sunshine album but im afraid she did..,"The commenter expresses admiration and believes Ariana exceeded expectations, indicating a positive sentiment.",
Positive,Beautiful song and vibe,The comment expresses positive feelings about the song and its atmosphere.,
Negative,4/10 good rythem bad lyrics,The comment expresses dissatisfaction with both the rhythm and lyrics of the music video.,
Positive,Im a real nigga I dont fuck with new pop music but I fucks with this song heavy. Im not sure if its because of the beat. The fact shes kinda hot or the fact she is singing about drugs but I cant stop listening. I want they not like us to win but this song is definitely the second best song Ive heard all year. I like it,"The commenter expresses strong enjoyment and positive opinions about the song, using phrases like 'I cant stop listening' and 'second best song' indicating a positive sentiment.",
Negative,ended that annoying odetari,The comment expresses frustration and annoyance with the 'odetari' music video.,
Positive,CHARLI PLEASE SAVE US FROM BEYONCE... (she knows chorus plays...) - there was a beyonce ad before this,The comment expresses a fervent desire for Beyoncé to 'save them' and displays admiration for her musical talent.,
Negative,This song is so generic.,The use of the word 'generic' expresses a negative opinion about the song's lack of originality.,
Negative,"Waiter vibes , what’s this rubbish 🤣🤣",The use of 'rubbish' and the laughing emoji indicate a negative reaction to the music video.,
Neutral,Generic.,"The comment expresses a simple, non-emotional opinion without positive or negative language.",
Negative,Please someone explain to me how this song has the views it does? What about this song is good? The generic beat? The terrible lyrics? The “woke” vibe to it? This song couldnt be anywhere further from reality and from real music. This is just selling s** to young children and nothing else. You cannot sing darling. Whoever produced this song needs a change of career. The photographers and videographers need serious counselling. From the ads of this song i just knew it was gonna be some wasteful nonesense. I wish you no success in the future,"The comment expresses overwhelmingly critical opinions about the song's quality, lyrics, and overall impact, demonstrating clear negative sentiment.",
Positive,This is  so  beautiful  and  2YK vibes 💗.,The comment expresses admiration and appreciation for the video's beauty and connects it to a positive and appealing style (2YK vibes) using an emoji.,
Negative,Bland momotone garbage. Where's the singing.,"The comment uses derogatory terms ('bland,' 'garbage') and expresses dissatisfaction with the music video's quality.",
Positive,I hope she can collab with the Deep one day,"The commenter expresses a desire for a collaboration, indicating a positive sentiment towards the artist and potential future opportunities.",
Positive,I want ariana to sing this vibe of song,"The comment expresses a desire for Ariana Grande to continue singing a particular style of music, indicating a positive appreciation.",
Positive,"i'm ALMOST sure this waiter is the same waiter as in the movie Dream Scenario, hence ""totally waiter vibes""... can someone confirm?","The commenter expresses a positive observation and a playful connection to the film, indicating enjoyment.",
Positive,I'm stuck in an area where this song is catchy and a guilty pleasure to me but also the video with Charli's body on that shake machine is so hot,"The comment expresses enjoyment of the song and describes the video as 'hot,' indicating a positive reaction.",
Negative,All looking their worst for some reason,The comment expresses disapproval and criticism of the performers' appearance.,
Positive,I feel like people who call this songwriting bad don't actually look over how deep and wild it actually is.,The commenter expresses a positive opinion by defending the songwriting's depth and complexity.,
