classificacao,sentimento_manual,comentario,justificativa
Positive,Positive,"I'm very surprised by the fact that no one is mentioning Sylvia Plath, the whole lyrics and mv screams her story. and it's such a  beautiful symbolism 👏🏻",Highlights insightful appreciation of the song's symbolic connection to Sylvia Plath.
Positive,Positive,"Love it , it’s giving  I’m only me when I’m with you vibes",Expresses strong liking and associates the song with a positive feeling.
Positive,Positive,This is banger of a song so 80s vibe,Expresses strong enthusiasm for the song's 80s style.
Negative,Negative,Taylor swift is so annoying,Expresses strong dislike and annoyance towards Taylor Swift.
Positive,Positive,Your music is beatifull,Expresses appreciation for the music.
Negative,Negative,The lyrics are disgusting.,Expresses strong disapproval of the song's lyrics.
Positive,Positive,1st song that hit me. you are brilliant i hope you realiase that? who ever made these lyrics is smart as F. keep your ground.,Expresses strong admiration and praise for the lyrics and artist.
Positive,Positive,"I love Taylor's songs! A lot of the lyrics she writes are about her emotions,  and her insecurities, it's genius!",Expresses admiration for Taylor's songwriting and vulnerability.
Negative,Negative,She is so annoying.,Expresses strong dislike and irritation towards the artist.
Neutral,Neutral,Pov My Mom Telling Me This Song Came Out A Couple Of Months Ago And I Already Know All The Lyrics But I Still Don't Know My 12 Times Table 💀💀,Expresses both enjoyment and a relatable struggle.
Negative,Positive,These lyrics….. 😭🫶🏽,Expresses extreme sadness and distress due to the lyrics.
Positive,Positive,That was a truthfull emotion. Back in the old days. I'm a bit more forgiving these days.,Expresses nostalgia and a more tolerant attitude.
Positive,Positive,"This is July 2025 & FORTNIGHT by TAYLOR SWIFT (ft. POST MALONE) continues to be exceedingly intriguing with story of science fiction experiment. The singing is soulful, spellbinding and simply spectacular. ❤❤❤❤❤❤",Expresses strong positive feelings and praises the vocals and song's concept.
Negative,Negative,the lyrics are so poor........what a world......,Expresses strong disapproval of the song's lyrics.
Negative,Negative,and this shit has beaten we can't be friends,Expresses a strong desire to end a relationship.
Neutral,Neutral,We got Taylor X Post before GTA 6. Trying to makes some vibes like this though.,Expresses admiration for the style but suggests a lack of originality.
Negative,Negative,Your the worst singer. My grandma sings better than you 😂😂😂😂😂😂😂😂,Expresses strong criticism and insult regarding the singer's abilities.
Positive,Positive,Taylor always has the best lyrics 🤍,Expresses a strong positive opinion about Taylor's lyrics.
Positive,Neutral,Disco elysium vibes,"References a highly praised and beloved song, indicating positive association."
Neutral,Neutral,"No wonder this is my most played song in Spotify, it's lyrically appeasing to hear yet the lyrics is so  depressing, it's literally so tortured.",Expresses both appreciation and a negative reaction to the song’s themes.
Negative,Negative,"Devo ancora capire dove' l'estensione vocale di questa pseudo cantante, paragonabile a tante nullita', che pensano di saper cantare.",Strongly criticizes the singer's vocal abilities and compares them unfavourably.
Neutral,Neutral,This song sounds pretty bland until you really listen to the lyrics then it fits in perfectly with the imagery of the lyrics.,Acknowledges initial blandness but praises lyrical depth.
Negative,Negative,Sorry I found this very monotonous and boring.,Describes the song as monotonous and boring.
Positive,Positive,Just a heart beat away❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Expresses enthusiastic love through repeated heart emojis.
Positive,Positive,Muito minha vibe,Expresses personal resonance and enjoyment – ‘my vibe’.
Negative,Negative,The attempt is temporary.,Expresses disappointment and suggests the song is ultimately unsuccessful.
Neutral,Neutral,"Wait, is the little instrument after first chorus only be found in this mv or what? Somene confirm please",Asks a clarifying question without expressing a strong opinion.
Neutral,Neutral,Great B&W. New lyrics for your review: https://youtube.com/shorts/_iH8BPX84qI?si=_0FDNQgu-VZDUrXC,Sharing a link to a review doesn't express a clear sentiment.
Negative,Negative,"Taylor taking notes from Madonna, madame x stan",Criticizes Taylor's music as imitating Madonna.
Positive,Positive,Kate Bush vibes. Huge compliment,Comparing favorably to a highly respected and influential artist is a strong positive signal.
Neutral,Positive,This is deep,The comment expresses a subjective feeling without specifying positive or negative attributes.
Neutral,Neutral,Gives me the vibe of Sinead Oconnor. A very light Sinead,Acknowledges a similarity to Sinead O'Connor while suggesting a less intense effect.
Positive,Positive,"3:14 this part is everything. His voice blends so well, it hits so hard with the lyrics. I scream this in the car ✨",Expresses intense enjoyment and connection to the song.
Positive,Positive,"This is a masterpiece but for the Grammys I think icdiwabh needs song if the year it’s just blasting something so magical,fun,relatable.I have no doubt about this song being one of the best single in the history of music,but icdiwabh has a vibe",Expresses high praise and considers the song a masterpiece.
Positive,Positive,Heck yeah great slow dancer not on beat you TS PM Rule! Jelly chief lol🎉😮🎉,Expresses enthusiastic enjoyment and excitement.
Positive,Neutral,It became nostalgic so fastly,Expresses a feeling of fondness and reminiscence.
Neutral,Neutral,I dont like how post Malone is on this song and not Kendrick Lamar. I have been holding off listening to this song but Taylor swift is fantastic. The production is excellent on this song. Her vocals are a nice touch,"Expresses dislike for Post Malone, praise for Taylor Swift, and appreciation for the production and vocals."
Neutral,Neutral,We need a new synth for taylor,Expresses a desire for a new sound while acknowledging a current one.
Neutral,Positive,This video is so deep smh,"'Smh' suggests a somewhat dismissive or sarcastic reaction, indicating a mixed opinion."
Positive,Positive,"03:13 till the end, best part, love the melody there!",Expresses enjoyment of a specific section of the song.
Positive,Neutral,Lana del Rey vibes...,Evokes a positive association with Lana Del Rey's style.
Neutral,Neutral,OMG WHY IS THIS GIVING ME 'Severance' VIBE?,Expresses a positive association with the song while simultaneously criticizing it.
Negative,Negative,Don’t think I went away after five months I will for ever hate u u are the worst ever juice wrld is better 999,Expresses intense hatred and criticism of the artist.
Negative,Negative,I find that Taylor is overrated. I don’t like the rhythm at all; I think it’s boring. I don't see why everyone wants to go to her concert. There are only 2 songs that I like from all her albums.,Expresses strong dislike for Taylor Swift and her music.
Negative,Negative,Water boy and forking to much is aquaman deep diving on what love is,Sarcastic and dismissive commentary criticizing the song's quality.
Neutral,Neutral,"I will make it one way or another. I got some dept ill take care of it. Dude, people dont know, alot goes into those sermon. Ugh, its all week thing, it is put together last minute ALL the time, sometimes, i had the notes, I couldn't put it together, i didn't have it. Had to tell people in comments.""sorry i dont have it."" Lol yeah, well, in sermon, it takes all week.....your gather info all week.🎉 anyways, its nerve wracking! ❤love",Expresses nervous excitement mixed with self-deprecating humor about the recording process.
Negative,Positive,"I love Taylor Swift and how she uses her popularity and influence to get by with putting out the most monotone, non emotional, low effort music on the radio today",Expresses strong criticism of Taylor Swift's music as uninspired and lacking emotion.
Positive,Neutral,Its giving me slight Vanilla Sky vibes,"References a well-regarded film, suggesting a positive association."
Positive,Positive,I love you taylor swift you are so beatiful we're im your big big fan❤❤❤😢Please like for my com😢😢,Expresses strong affection and enthusiasm.
Neutral,Neutral,This gives me Crimson Tide with Tom Hiddleson vibes and how I would feel after a break up with someone who was ready for a family and I wasnt,Combines nostalgic comparison with a negative emotional reaction.
Neutral,Neutral,The 1975 vibes,"References a specific band (The 1975) which indicates a partial alignment with that artist's style, but doesn't express strong positive or negative feelings."
Negative,Negative,"Its Zion baby.......here to saronate' you with some music tonight......sit back grab your favorite drink, some chocolates, and let my body do all work, no problems, just love, and a 💋 on that pretty head of yours.......we going to get freaky with some Bible verses........ talking that Jesus talk baby......you know me. Followed up with some 50 shades of j. Dont say no.......only yes. 🎉😂❤😮😅😊",Contains sexually suggestive and inappropriate content alongside attempts at humor.
Positive,Positive,More post malone collab! Please more verse for post malone,Expresses a strong desire for more collaboration.
Positive,Positive,Giving Red vibes <3 her music doesn't disappoint!,Compares favorably to Lady Gaga's ‘Red’ and expresses enjoyment.
Neutral,Neutral,"For best vibe, speed up x1,10 and thank me later.","Expresses a request with a playful, slightly critical tone."
Neutral,Neutral,"The ""effects were"" temporary = a pun / reference on Effexor?","Contains a playful, potentially confusing comment about medication alongside general appreciation."
Positive,Positive,"In the Midnights album, Taylor Swift tells a deep inner journey inspired by 13 sleepless nights. In The Tortured Poets Department album, the word “Fortnight” stands for fourteen nights, meaning 14 nights. This represents Taylor Swift’s 14th sleepless night.",Expresses admiration and appreciation for the album's concept and Taylor Swift's storytelling.
Neutral,Positive,"I don't listen to Pop quite often, this one is catchy tho.",Expresses a casual appreciation without strong positive or negative feelings.
Neutral,Positive,i love the aesthetic  and the concept of this song! i feel like this song captures the darkness within oneself that arises on having to face one's treason from someone you loved deeply and seeing your future shattered by that very same person to choose it to pursue with someone else that it kind of drives one towards the edge of insanity.,Expresses admiration for the aesthetic and concept while acknowledging a dark and unsettling theme.
Negative,Neutral,So now she's trying to steal new retro synthwave too lol.,Expresses frustration and accuses the artist of copying a style.
Positive,Positive,I rlly love how this music video has such a Tim Burton vibe to it!,Expresses strong appreciation for the video's Tim Burton-esque aesthetic.
Positive,Positive,Today we are holding space for the lyrics of Fortnight and feel the power of that,Expresses enthusiasm and appreciation for the song's lyrics and power.
Positive,Neutral,Silent Hill vibes happening here. First time watching I think.,Evokes a positive association with the acclaimed horror game *Silent Hill*.
Neutral,Neutral,These lyrics scream all Joe to me.,Acknowledges similarity to Joe's style while presenting a critical evaluation.
Negative,Negative,"This song is boring. Instantly forgettable mass production ware, like all but two or three songs by Taylor Swift.",Expresses strong dislike and criticizes the song as unremarkable and generic.
Neutral,Neutral,opposite reverse i been knew about clothes tag magic and sock in general.,Confused and nonsensical statement with no clear sentiment.
Positive,Neutral,Synthwave is the future,Expresses excitement and endorsement of synthwave music.
Neutral,Neutral,"Awful, except for post",Expresses dislike but acknowledges a positive element.
Neutral,Neutral,Vamos Now & Then .....The beatles no tiene comparación .....,Compares favorably to the Beatles while acknowledging a similarity.
Negative,Negative,This woman has the most negative lyrics.,Expresses a strong negative opinion about the song's lyrics.
Positive,Positive,We love u in the deepest part of our fricking hearts both of y’all🤍🖤,Expresses intense affection and support.
Negative,Negative,Worst song,Expresses strong disapproval and negative judgment.
Neutral,Neutral,Anybody else get a Lana Del Ray vibe with this song?,Acknowledges a similarity to Lana Del Rey while expressing an opinion about the song itself.
