classificacao,comentario,justificativa,sentimento_manual
Neutral,Rolling Stone called this the best song of the year. It's just okay. Nothing melodically or lyrically ground breaking. Music really isn't what it used to be.,"The comment expresses a mixed sentiment, acknowledging a positive opinion (Rolling Stone's praise) alongside criticisms of the music's quality.",Neutral
Neutral,she said this song is difficult to sing. Its sad  because its a quite simple melody.,"The comment expresses a contrasting opinion – acknowledging difficulty while also noting a simple melody, resulting in a mixed, neutral sentiment.",Negative
Positive,Super 2000 vibes,The comment expresses a positive nostalgic feeling associated with the music video's style.,Positive
Positive,"Chappell, I had a beautiful time with your song, 'good luck babe'. As I showered I though: how can anyone leave a woman with just that hit alone and that heartfelt melody of vocals. Than I saw you were gay and I cried with you. Feeling your pain. Although I can't relate to the gay part, it made me think how united we all are and can share your pain. With that song along you've touched so many people. I thank God for your disappointments in all your relationships. Because you've helped others through your experience. I want you to know that my vibes and blessings are being send your way. I send you love and appreciation and we are all one with God! May God bless your way ❤ you are not alone girl! Always put yourself first, no one else will: to find true love, you find yourself❤","The comment expresses admiration, appreciation, and support for the artist and their music, indicating a strongly positive emotional response.",Positive
Neutral,"0:33 Chappell's own lyric video gets the lyric wrong (although it's correct to the performance here). The 'official' lyrics are included in the video description and are different. She changed it to be a flip of the next pre-chorus, like she's saying ""You're breaking up with me? Oh yeah, well then I'm breaking up with you for the same reason!""",The comment acknowledges a correction but focuses on a technical detail rather than expressing a clear emotional reaction.,Neutral
Negative,I hear the chorus lyrics and it makes me think of all the masking I dun with substances >_< Chappell 2 gud. Truly would have to stop the world to escape them feels.,"Despite a positive mention of Chappell, the overall tone expresses a difficult and painful experience ('feels') associated with substance use, indicated by the emoticon and phrasing.",Negative
Positive,1st anniversary vibes 🎉❤,The use of emojis like '🎉' and '❤' clearly indicates a positive and celebratory sentiment.,Positive
Positive,"I heard this song on tiktok and I thought it was a vintage song that suddenly became popular, and I'm surprised to know it's a recent song! She really made a good job on give this a vintage vibe!",The commenter expresses surprise and positive reaction to the song's successful vintage vibe.,Positive
Negative,2:16 as a teen girl living in a homophobic country and struggling with bisexuality this is literally my worst nightmare 😭😭,"The comment expresses distress and identifies a deeply unsettling scenario, indicating a negative emotional response.",Negative
Positive,"I finally heard the song on the radio that i recalled sounding similar but forgot the name, So Hot by Caroline Polachek. It was annoying me that I couldn't remember.","The commenter expresses satisfaction and relief at identifying the song, indicating a positive emotional response.",Positive
Negative,If someone beat me it wouldn't hurt this much.,"The comment expresses pain and suffering, indicating a negative emotional response to the music video's impact.",Negative
Negative,Why did she steal the drum beat from last Christmas by Wham!? Can’t you do anything original? We’ve all seen drag queens beach blanket Babylon. We’ve heard all of your songs because you steal from others. do better.,The comment expresses criticism and disappointment regarding the artist's lack of originality and accusations of plagiarism.,Negative
Positive,Really getting the pearlina vibes from this one,"The commenter is expressing a positive association with the music video, referencing a desirable and generally well-regarded song (",Neutral
Positive,"Sometimes I wonder if my favorite artists like each others art, like I was just listening to Kendrick Lamar before this & I wonder if he would vibe to this too…that’d be cool af ngl","The commenter expresses a positive feeling and excitement about the possibility of the artists enjoying each other's music, using enthusiastic language like 'cool af'.",Neutral
Positive,The vibes of the retro powerpoint geocities gif images mixed with her Kate Bush & Cyndi Lauper vocals is *Chef's Kiss*,The enthusiastic use of 'Chef's Kiss' indicates a highly positive reaction to the video's aesthetic and music choices.,Neutral
Positive,"Great lyrics, great music, great singer ... that's all we need to appreciate !","The comment expresses enthusiastic appreciation for the song's various aspects, indicating a positive sentiment.",Positive
Negative,"sound awesome, lyrics suck",The comment expresses a strong negative opinion due to the criticism of the lyrics while acknowledging a positive aspect of the sound.,Neutral
Positive,Marina and the Diamonds vibes reign here!,"The commenter expresses a positive association with the music video, comparing it favorably to Marina and the Diamonds.",Neutral
Neutral,I like it with the acoustic guitar the way Kelly Clarkson and Miranda Lambert did it. This music steals too much from epic lyrics.,"The comment expresses a preference for a specific style while also noting a criticism about lyrical similarities, resulting in a mixed sentiment.",Neutral
Negative,I love playing this for my homophobic brother and watching him vibe to it ….,"The comment reveals a disrespectful and potentially harmful intention, indicating a negative sentiment towards the music and its potential impact on a person's beliefs.",Positive
Positive,"Music nerd here: they actually slow down a little right after “stop the feeling” in the chorus, and then speed back up. It’s subtle but it’s there. Not talking about the end where it OBVIOUSLY slows.","The commenter highlights a specific, positive detail about the song's arrangement, indicating appreciation.",Positive
Positive,This lyrics video is kind of nostalgic like I'm in the 2010s......... 😅,The commenter expresses a positive feeling of nostalgia associated with the song and a specific era.,Neutral
Positive,"A friend of mine showed me this yesterday and what I love most about it,is the GeoCities vibe this video has.","The commenter expresses a clear fondness for the video's aesthetic, indicating a positive sentiment.",Positive
Positive,"every single time i hear this song i think about the time She said ""shame you arent a boy, id marry you in a heartbeat""",The comment expresses a strong positive feeling and admiration for the song and its lyrics.,Neutral
Positive,"So love this song. No real agenda, some Kate Bush vibes maybe? Just a good song (that’s me as a 48yo Radiohead fan)",The commenter expresses clear enjoyment of the song and draws a positive comparison to a respected artist.,Positive
Positive,one of the best Singers we have in this beatiful World. What an banger Song 🥳🤯,The commenter expresses strong praise for the singer and song using enthusiastic emojis and positive language.,Positive
Positive,lowkey why does this make me kinda emotional,"The use of 'kinda' and the admission of feeling 'emotional' suggests a positive, albeit slightly wistful, reaction to the music video.",Positive
Positive,"Music is a vibe, and the video is a vibe.",The commenter uses enthusiastic language ('vibe') expressing a positive reaction to the music and video.,Positive
Negative,Does she have hiccups while recording the song? The most annoying song of 2024....maybe the most annoying song ever made,The comment expresses a strong negative opinion by calling the song 'most annoying' and highlighting a perceived flaw (hiccups).,Negative
Positive,gives me stardew valley vibes,"The comment expresses a positive association with the music video, referencing a well-regarded and enjoyable game.",Neutral
Positive,"If anyone needs a follow up song, Melt With You by modern English keeps the vibe for me 💋","The commenter expresses enjoyment and suggests a similar song, indicating a positive reaction to the video.",Neutral
Negative,The vibe is break up like frida affair is crazy,The comment expresses a negative feeling about a 'break up like a crazy affair'.,Neutral
Positive,"as nana fan those lyrics just hit , its so semilaire to the story plot really.",The commenter expresses positive feelings about the lyrics and their similarity to the story plot.,Positive
Positive,"The lyrics are simple yet complex, and sung in away a very unique way. Absolute banger, Fiona who?",The commenter expresses strong enthusiasm (,Positive
Positive,"i went to a bowling alley for my fathers birthday, and this very song played, i liked the beat, lyrics, and sound, i looked up the song when i got home, and i fell in love with chappell roan's music.",The commenter expresses clear enjoyment and a positive emotional response to the song and artist's music.,Positive
Positive,Kind of a mix of Cindy Lauper and Kate Pearson of the B52 vibe. So unique...not like other boring pop artists.,"The commenter expresses a positive opinion, highlighting the video’s uniqueness and comparing it favorably to generic pop music.",Positive
Positive,I really love the 90's-00's vibes in this video..,The commenter expresses a clear fondness for the video's nostalgic style.,Positive
Positive,I'm getting strong Kate Bush vibes from this song,"The commenter expresses a positive association with the song, referencing a well-regarded artist (Kate Bush) and implying a favorable comparison.",Positive
Positive,myringtonenow🙄,The use of 'myringtonenow' suggests the commenter enjoyed the video and wants to use it as their ringtone.,Neutral
Positive,"it give a very old vibe, i hope the world are healing","The comment expresses a hopeful sentiment about the world's healing, indicating a positive feeling about the video's theme.",Neutral
Negative,I thought this lyrics video wasn't  the official video. 😂,The use of the laughing emoji and the statement 'wasn't the official video' indicates disappointment and a negative opinion.,Neutral
Positive,Vibes 90’,"The comment expresses a positive feeling using the term 'vibes', suggesting enjoyment of the music video.",Neutral
Negative,Sloppy melody from start to finish.,The comment uses negative language ('Sloppy melody') to express dissatisfaction with the music video's song.,Negative
Positive,Love the lyrics,The comment expresses a positive feeling towards the lyrics of the music video.,Positive
Positive,I am literally listening to this song in the car 24/7 and i started singing it and my sister just looked at me like... ummmmm..... you are off beat  and i said... wow so nice.. and she just looked at me then my dad started to sing,The commenter expresses enjoyment by stating 'wow so nice' and describes a positive interaction with family members.,Positive
Positive,"her voice is so beautiful, the range, the tone, the everythingggg","The commenter uses overwhelmingly positive language, expressing admiration for the singer's voice and its various qualities.",Positive
Positive,I love this song! I heard it at work and I finally googled some lyrics and Wow. Chappelll  Roan  is awesome,"The commenter expresses clear enthusiasm for the song and artist, using positive language like 'love' and 'awesome'.",Positive
Positive,This is some catchy as hell tune. And this comes from someone who you won't find to support LGBTQ or feminist causes anytime soon.,The comment expresses a positive opinion about the,Positive
Positive,"This gave me 80's vibes and not without good reason. 2:40 - Finally figured out what this part sounds like, a scene kept flashing in my head, and the image finally cleared up to reveal that female robot scene in Austin Powers with the song, ""I touch myself."" And at 0:12 - it reminds me of Pet Shop Boys, I'm with Stupid (the part where he sings, ""You grin...I pose. It's not about sincerity, everybody knows."" It spent over 30 minutes racking my brains why parts of this song sounded so familiar.","The commenter expresses enjoyment and positive associations with the music video, highlighting nostalgic elements and recognizing its clever influences.",Neutral
Positive,i swear to god this could be a 90s song.  its new but it sounds nostalgic,"The comment expresses a positive reaction to the music video's nostalgic sound, indicating enjoyment.",Positive
Positive,She's got a gorgeous voice. I like the chorus best . For her i could be a lesbian transgender woman with a masculine look.,The commenter expresses admiration for the singer's voice and indicates a positive personal reaction to the video.,Positive
Positive,"She's great, i'm 37 and can't belive how much I like her work. I mean there's somenthing about her that makes me feel like she's a cool older genx cousin 😅, and she's so young, what is it about her that is so nostalgic?","The commenter expresses enthusiastic appreciation for the artist's work and compares her to a beloved relative, indicating a positive sentiment.",Positive
Positive,I felt an 80s vibe and i love it!,The user expresses enthusiastic enjoyment of the video's style (,Positive
Positive,"As someone who dislikes the majority of modern music, this song is alright. When I first heard this on the radio, I was writing my own lyrics to what I thought I was hearing. It sounded like “whenever I look up I see a falling star”.","The commenter expresses a positive opinion by stating the song is 'alright' and describes a positive association with the melody, indicating enjoyment.",Positive
Positive,Kate Bush vocal vibes ❤,The use of 'vibes' and the heart emoji clearly indicates a positive reaction to the music video.,Positive
Negative,why are all the new artist all whispering degenerate garbage. can we have some class and vocal talent please.,"The comment expresses dissatisfaction with the music, using terms like 'degenerate garbage' and criticizing a lack of 'class and vocal talent'.",Negative
Negative,"Not sapphic but asexual, thinking might be in aromantic spectrum too. While I have never experienced the cishet romance neither queer romance. I am always gravitate to romantic songs and stories. Oh I actually feel sad for the girl in deep denial","The comment expresses sadness for the artist and hints at a lack of connection, suggesting a negative emotional response.",Neutral
Positive,"Idk why this song gave me chills..... it made me feel things I haven't felt in over 16yrs. I love it & idk this song made me love my boyfriend more.... it stirred up emotions I haven't felt or thought I would ever feel again. This is a 🖕🖕🖕🖕 to all the homophobes, transphobes, & misogynist who attack us for simply existing.  YOU WILL HAVE TO STOP THE WORLD FROM TURNING TO STOP OUR FEELINGS.... THANK YOU TO THE ARTIST WHO MADE THIS SONG, IDK YOU BUT I LOVE YOU❤❤❤ I USED TO HATE MYSELF FOR BEING GAY, BUT NOW I LOVE MYSELF.","The comment expresses overwhelming positive feelings about the song and its impact, alongside a message of self-acceptance and defiance against negativity.",Positive
Positive,Nothing beats me and my 13 year old jamming in the car or the kitchen jamming to shabozzy !,The commenter expresses enthusiasm and enjoyment of the music video with phrases like 'Nothing beats me' and 'jamming' indicating a positive experience.,Neutral
Positive,I LOVE This song with its early 2000 and deep meaning but the ending with the sorta creepy revebers why is it like that??? ❤❤🤔,"The commenter expresses love for the song and its meaning, despite a slight concern about the ending, indicating an overall positive sentiment.",Positive
Negative,The emotion i cannot i cry too,"The comment expresses a feeling of sadness and distress ('cannot i cry too'), indicating a negative sentiment.",Neutral
Positive,Kate bush vibes ❤,The use of the heart emoji and referencing Kate Bush indicates a positive appreciation of the music video.,Positive
Positive,Gweni Stefani vibes,The comment expresses admiration and positive association with Gwen Stefani's music style.,Neutral
Positive,"Dope, listened to this multiple times and read the lyrics then finally got the full meaning since I'm just a dense straight dude, be who you are and be happy people. 😁👍",The commenter expresses enjoyment (,Positive
Positive,These lyrics are actually genius,The commenter expresses enthusiastic approval of the song's lyrics.,Positive
Negative,Worst Song ever created. I refuse to call it music. Its Torture.,The comment expresses strong disapproval and uses negative terms like 'Worst Song' and 'Torture'.,Negative
Positive,"Sounds like a Taylor Swift song,rythmn and beat are very familiar",The comment expresses a positive association with Taylor Swift and praises the song's rhythm and beat.,Neutral
Positive,~ Lyrics matter,The comment expresses a positive opinion regarding the importance of song lyrics.,Neutral
Positive,Truly an amazing song and also love the old nostalgic style!,The comment expresses strong positive feelings about the song and its aesthetic style.,Positive
Positive,Reminds me of Stand Back by Stevie Nicks. Cant be the only one getting that vibe,"The commenter expresses a positive association with the music video, drawing a comparison to a well-regarded song and indicating a desirable 'vibe'.",Neutral
Positive,80’s vibes ❤️,The use of a heart emoji clearly indicates a positive feeling towards the music video's aesthetic.,Positive
Positive,She kinda gives me Gwen Stefani vibe so nostalgic,"The comment expresses a positive association with Gwen Stefani and a feeling of nostalgia, indicating enjoyment.",Positive
Neutral,"I like the melody but not the lyrics, that's why I'm only listening to this, i can't play this on public. 😢","The commenter expresses a mixed opinion, appreciating the melody while criticizing the lyrics, indicating a neutral overall sentiment with a slight hint of disappointment conveyed by the emoji.",Neutral
Positive,They play this joint non stop at my gym and now I can’t get the  chorus out my head. Hella annoying but so damn good lmao,"Despite acknowledging annoyance, the commenter expresses enjoyment and fixation with the song's chorus, indicating a positive overall feeling.",Neutral
Positive,How did this become the No. 1 song of 2024 by Rolling Stones???? Can someone enlighten me.,"The comment expresses excitement and wonder about the song's success, indicating a positive sentiment.",Neutral
Positive,As a 80 and 90s kid I dig this generic elevator '80s music at the beginning,"The commenter expresses a positive feeling ('dig') towards the music, indicating enjoyment.",Neutral
Neutral,Am I the only one who can never understand what people in songs are saying? Unless I see the lyrics at the same time.,"The comment expresses a personal preference and a slight frustration, but doesn't convey strong positive or negative emotions.",Neutral
Neutral,"Uuummm... am I the only one that just hears ""well gooohoohoo""? I cant find any lyrics that actually say what shes singing.","The comment expresses a curiosity about the lyrics, but doesn't convey a positive or negative opinion about the music video itself.",Neutral
Positive,"One of my fav videos, it's so simple yet so cool :-) love the nostalgic feeling","The comment expresses fondness and positive feelings towards the video using words like 'fav,' 'cool,' and a smiley face.",Positive
Positive,Just heard it today in CEX shop and in an instant I knew it’s going to be a good vibe ❤❤❤,The use of heart emojis and the phrase 'good vibe' clearly indicates a positive emotional response to the music video.,Positive
Positive,As a straight dude who just listened to this for the first time this week. I like the vibe and like the message. I see it and dig it. But I also see that it could be interpreted 2 ways. The way of a girl coming out as a lesbian. And the way of someone regardless of gender or orientation realizing that they love someone after so long and finally admitting it. Either way it’s a very good song.,"The commenter expresses overall positive feelings about the song and its message, despite acknowledging a potential dual interpretation.",Positive
Negative,"Awful song, so basic so common, nothing different. So blah. From the beginning is sucks. Bye can’t stand it anymore.","The comment expresses strong dislike and frustration with the song, using words like 'awful', 'basic', 'blah', and 'sucks'.",Negative
Neutral,"im here cos I had else to do and tho I'm not gay or anything like that, I liked the song lyrics but disliked the video","The comment expresses both positive appreciation for the lyrics and a negative opinion about the video itself, indicating a mixed sentiment.",Neutral
Negative,Be honest awful lyrics a bar song is a better song than this and it is a rap this song does not deserve a Brit but one day u might be able to make a song that has better meaning and win a deserved brit,"The comment expresses strong disapproval using words like 'awful' and 'does not deserve,' indicating a negative sentiment.",Negative
