classificacao,comentario,justificativa,sentimento_manual
Positive,My ex used to talk so much crap about Kendrick lol and on days when we would drive he would sing his lyrics and I would said “I thought you hated the man” it just shows how men hate men who are successful lol😮 I died😂,"The commenter expresses amusement and a positive reaction to the shared experience of enjoying Kendrick Lamar’s music, despite past disagreements.",
Positive,thinking back of all the times I said Kendrick was the greatest alive without skipping a beat and I was right,"The commenter expresses a strong, affirming belief that Kendrick is exceptional, indicating a positive sentiment.",
Negative,"Drake is dead meat ,his comeback will never be powerful like this song","The comment expresses a strongly negative opinion, using the phrase 'dead meat' to indicate a complete failure of Drake's comeback.",
Neutral,"Too busy trying to learn the lyrics, I didn't even notice Demar Derozan, twice, smh...","The comment expresses a slight observation about missing the artist, but doesn't convey a strong positive or negative emotion.",
Positive,I have dementia and i still memorized the lyrics to this song,The commenter expressing the ability to memorize lyrics despite dementia indicates a positive personal accomplishment and a feeling of pride.,
Neutral,"At school, I guess this song by the first beat","The comment expresses a casual observation about the song's artist, lacking explicit emotional language.",
Negative,"This is not music, nor is it singing .The guy is just talking  against the background of the shitty annoying beat.  Why would anybody listen to this crap 😂","The comment expresses frustration and disapproval with the music video, using words like 'crap' and expressing a negative opinion about its quality.",
Positive,The vibe is so good,The comment expresses a positive feeling about the music video's atmosphere.,
Negative,Drake took THE WORST L in hip hop hop history 😂😂,The use of 'L' (loss) and the laughing emojis indicate a mocking and critical sentiment towards Drake's performance.,
Positive,"Does anyone wanna talk that in God’s Plan, There is a chorus with fans and there is a chorus with fans in this😮😮😮😮",The frequent use of the ‘😮’ emoji suggests excitement and enjoyment of the music video's features.,
Negative,"Dear Kendrick, I hope you read  this  comment. You make good  music  but your superbowl performance was terrible and what you did  was awful  i hope you  get canceled  for what you did trying to  start a revolution is just plain out  stupid that  war and revolution stuff ended years ago","The comment expresses disappointment and disapproval regarding the performance and actions, using words like 'terrible,' 'awful,' and 'stupid.'",
Negative,Say OV-Hoe 😂😂 that’s an emotional damage,The comment uses emojis and phrases like 'emotional damage' indicating a negative reaction to the music video.,
Negative,This song is trash. The cadence and voice he is using is fucking annoying.  Wack shit.,"The comment uses overtly negative language such as 'trash,' 'fucking annoying,' and 'wack shit' to express a strong dislike of the music video.",
Positive,Kendrick gave a Master Class on a lyrical beatdown. He's the Lex Luther of Hip Hop!,"The commenter uses highly complimentary language like 'Master Class' and 'lyrical beatdown,' indicating enthusiastic praise for Kendrick Lamar.",
Positive,This is such a vibe,The phrase 'such a vibe' expresses a positive and enjoyable feeling about the music video.,
Neutral,Kendrick is a Temporary club hitta Drakes music will always play at the Club 🔉🔉🔉,"The comment expresses a mix of opinions about artists and music, lacking a clear positive or negative emotional tone.",
Negative,Kendrick is one of the worst artists i ever heard,The comment expresses a strong negative opinion about Kendrick Lamar's artistry using the phrase 'one of the worst artists'.,
Positive,Mustard on the beat hoe 🎉,The use of '🎉' (party popper) emoji and the enthusiastic 'hoe' reference suggest a positive and celebratory sentiment towards the music video.,
Positive,"Beat that halftime show...... anywhere..... He didn't even rap my favorite of his..... But Serena, I had to stop and rewind 🥰 who won the game?",The commenter expresses fondness and excitement (,
Neutral,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper, singer, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award. Lamar's music, rooted in West Coast hip-hop, features conscious, introspective lyrics, with political criticism and social commentary concerning African-American culture.","This comment provides factual information about Kendrick Lamar and his music, lacking any explicitly expressed emotional tone.",
Positive,🎉❤I like this vibe 🚬☠️🔥,"The use of emojis like 🎉, ❤, and 🔥 clearly indicates a positive sentiment towards the music video.",
Positive,Something catchy about this B 😂,The use of '😂' (laughing emoji) indicates amusement and a positive reaction to the music video.,
Negative,Mustard on the beat hoe 😂,"The use of the term 'hoe' in this context, combined with the reference to mustard on the beat, indicates a derogatory and negative sentiment towards the music video and potentially the artist.",
Positive,Killer lyrics!!,The exclamation points and use of 'killer' strongly indicate enthusiastic approval of the lyrics.,
Positive,"""Sweet Chin Music"" in Kendrick Lamar's music refers to a metaphor taken from professional wrestling, specifically the finishing move of WWE Hall of Famer Shawn Michaels. In the wrestling world, Sweet Chin Music is a superkick—an iconic move that knocks out an opponent with a quick kick to the chin. -ChatGPT This shit is SOOO deep.","The commenter expresses admiration and appreciation for the metaphorical depth of the reference, indicating a positive sentiment.",
Negative,One of the worst songs I have ever heard. He sounds like a hillbilly 😂😂😂 you call this trash music ? Lol,"The comment expresses strong dissatisfaction with the song and uses derogatory language, clearly indicating a negative sentiment.",
Positive,I luv the beat I luv when he said   since 09 he had it. Jumping,"The commenter uses enthusiastic language ('luv', 'jumping') expressing enjoyment of the music video.",
Negative,"Not Like Us is not a future and you know why because it's not changing the negativity of Hip Hop Music and it's also suppoting the negativity because it mocks God,and I can prove it to by this line in the song ''Beat your a** and hide the bible if Gods watching.","The comment expresses strong disapproval and criticism of the music video and its lyrics, using derogatory language and accusations of blasphemy.",
Positive,Bro is rapping like he ain't breathing like not even a deep breath 🎉😂,The use of emojis like 🎉 and 😂 indicates enthusiastic approval and enjoyment of the music video.,
Negative,Boring Beats get a guitar and learn some R'n'r,"The comment expresses dissatisfaction with the music video's lack of excitement and suggests a simpler, less engaging style.",
Positive,mustard on the beat,The comment 'mustard on the beat' suggests an enthusiastic and approving reaction to the music's rhythm.,
Neutral,"Dr6ke: ""if you can beat 'em, just copy 'em""",This comment expresses a playful observation without conveying positive or negative emotion about the music video itself.,
Negative,Drake worst nightmare,The comment expresses a negative opinion about Drake's music video.,
Positive,"5:06 LOVE THIS BEAT FIRE🔥 SHAKEN FATASS! THE RHYMES ARE FIRE 🔥 TOO. OMG I HAD THE PART OF THE SONG THAT SAYS ""THEY NOT LIKE US!"" (REPEATEDLY) ALL WRONG! I WAS SAYING ""THEY LIKE  EM YOUNG"" (REPEATEDLY)! I'M SORRY! I'M DEAD😆🤣","Despite the initial frustration expressed, the commenter primarily uses positive language ('fire,' 'OMG,' and emojis of laughter and amusement) indicating enjoyment of the music video.",
Positive,Damn the chorus is catchy,The use of 'damn' in a positive context indicates enthusiastic enjoyment of the song's chorus.,
Negative,I’m bout to pass on this beat like John Stockton,"The comment uses a simile comparing the music to something undesirable, suggesting a negative opinion.",
Positive,Yo Kendrick Lamar you a straight-up genius! This is now my ringtone this is now my new favorite song of all times! Get it Biotch you are a badass! I'll say it again FLATOUT GENIUS! EPIC SONG! HOPE IT GETS SONG OF THE YEAR Blessing's~ Pixie 🙏🏼🥰❣️🔥✌🏿🎶🎤🕺🏾☝🏿,"The comment expresses enthusiastic praise and excitement about the music video and song, utilizing overwhelmingly positive language and emojis.",
Positive,Mustard on The Beat,The comment expresses enjoyment and appreciation for the music video.,
Positive,"I grew up in Compton/L.A and Tommy tha Clown used to ride through the city beating and would jump out his car, and we'd all dance with him in the street. That was back in the 90s, and he's still going strong after all these years.","The commenter expresses nostalgic fondness and admiration for the artist's longevity and impact, indicating a positive sentiment.",
Negative,This is boring annoying and complete garbage,"The comment uses strongly negative words like 'boring,' 'annoying,' and 'garbage,' indicating a clearly negative sentiment.",
Negative,The Vibe? Ghetto trash sreggin.,The comment uses derogatory language ('ghetto trash') to express a negative opinion about the music video's quality and vibe.,
Negative,Give it 6 months before Maga uses the beat.,The comment expresses a cynical and critical view of a popular song being adopted by a political movement.,
Negative,"I personally think this song is awful and you can barely understand what the so-called rapper is saying. I miss ""real"" music.","The comment expresses strong disapproval of the song and its artist, using words like 'awful' and 'so-called,' indicating a negative sentiment.",
Positive,"I'm not Black, but my skin tone is dark. after this song. i don't feel the difference anymore.","The commenter expresses a feeling of equality and acceptance, indicating a positive emotional response to the music video.",
Negative,I don't know why they played with that man he been showed niggas can't nobody fwh when he dropped that Control verse years ago I think only wayne in his prime & eminem can give him a run for his money & possibly jcole but Cole backed out so that says alot,"The comment expresses frustration and criticism towards the featured artist and their performance, using potentially offensive language, indicating a negative sentiment.",
Positive,Maki from andteam post in weverse got me here😂 👍🏼🔥,"The use of emojis like 👍🏼 and 🔥, combined with the expression of being 'got here,' indicates enthusiastic enjoyment and a positive reaction.",
Positive,It never was more clear who won a battle. True definition of beating someone.,"The comment expresses pride and triumph, indicating a positive sentiment towards the video's content.",
Negative,other vaginal option one of the worst bars in the battle,The comment expresses strong disapproval and criticism of a specific bar performance.,
Positive,GIVES SNOOP DOG VIBE,"The comment expresses a positive association with Snoop Dogg, indicating approval of the music video's style or content.",
Positive,Mess with the wrong guy with Mustard on the beat Ho !!!!😂❤,The use of emojis (😂❤) and enthusiastic language indicates a positive reaction to the music video.,
Positive,I love this vibe,The use of 'love' clearly indicates a positive emotional response to the music video.,
Neutral,"Never heard this song. Not a bad song, but how did this win Grammys? There is no way for the average person to understand even 20% of the song's lyrics","The comment expresses a mild surprise and confusion, but ultimately acknowledges the song's quality without strong negative criticism.",
Negative,Stupid ass song. Stupid ass beat.,The comment uses derogatory language ('stupid ass') and expresses strong disapproval of the song and its beat.,
Positive,❝ Mustard on the beat ho- ❞,The use of 'ho-' as an exclamation suggests enthusiastic approval and enjoyment of the music.,
Positive,This has a much deeper meaning than Drake and I'm here for it 😂😂😂😂 I'm dyin laughing about it,"The commenter expresses enjoyment and amusement, indicating a positive sentiment towards the music video and Drake's work.",
Negative,"stop doin that goofy shit, go back to doing untiteld 05 ahh beats",The comment expresses disapproval and criticism of the music video content using phrases like 'stop doin that goofy shit' and 'go back',
Positive,2000s vibe,The comment expresses a positive association with the music video’s style and era.,
Negative,I can't talk to nobody else.... Keep 💯.. I'm not trying to get life because my guns license in the law forcement illegally an my gun promit in the streets illegally to kill us an my name on the military 🪖 in USA probably the whole world 🌎🌍 for the trick like my favorite rapper told me Prodigy from Mob Deep... Illuminati wants my mine soul an my body 🕵🏻,"The comment expresses distress, legal concerns, and conspiracy theories, indicating a predominantly negative sentiment.",
Negative,The tempo of this song is the same as gas stove trying to light.,The simile comparing the tempo to a struggling gas stove suggests a frustrating and unpleasant listening experience.,
Positive,😤IM NOT INVISIBLE I see ASW PEOPLE MY DAD’s a Numerologist I’m a intergalactic SOUL Mariyam;Purity of a bright whiteness Madina;One who Judges MUHAMMAD SWS❤❤❤❤❤❤NAAILAHs 6th Daughter FORMALLY KNOWN AS AALIYAH CARTRR -LETTHEBEATBUILD …..they slept on his lyrics to DARKSIDEOFTHEMOON.Mirrors his painting I’m there THE PUBLIC EYE 👁️ KNOWS NOW 2:33pm FRIDAY,"The comment expresses passionate defense and admiration for the artist's work and lineage, indicating a positive emotional response.",
Negative,Quanto mais o tempo passa mais dá pra ter noção do quanto foi um esculacho do caralho kkkkkkkkkkkkkk,The comment uses highly offensive and derogatory language ('esculacho do caralho') indicating strong negative feelings about the music video.,
Positive,1:10 fun fact this shot doesn't use special effects kendrick just used his powers,The comment expresses admiration and appreciation for Kendrick Lamar's talent and skill.,
Positive,Probably my favorite kendrick verse ever 😂 I spilt blood on my apron cooking this shii up…. I FEEL LIKE SOME OF YALL IS HATING,"The commenter expresses enjoyment ('favorite verse') and a playful, positive reaction ('spilt blood on my apron'), despite a slight accusation of negativity.",
Positive,<3 love this vibe <3 so true 100%,The use of heart emojis and phrases like 'love this vibe' and 'so true' clearly express positive feelings about the music video.,
Negative,"This song is thrash! No flow , nothing , no rhyming ! Wow ! This piece of shit is a hit song. Horrible voice lyrics and all !","The comment expresses strong disapproval with phrases like 'piece of shit' and 'horrible voice,' indicating a negative sentiment despite a brief positive exclamation.",
Positive,Mandem we can use this as the new cpr beat let’s use this sick beat to good use research online if u need,The commenter expresses enthusiasm and suggests a positive application of the music track.,
Negative,Why’s he beating up a fucking owl ???? What did the owl do to you Kendrick. I bet it ate your cat. Meow,"The comment expresses extreme anger and aggression towards the artist and the video content, utilizing abusive language and accusatory statements.",
Neutral,Should I use this beat  for a song,"The comment is a simple question seeking advice, expressing neither strong positive nor negative feelings about the music video.",
Negative,"Whack beats, whack lyrics. I've never bumped a kl song. Been bumping Drake for almost 20 years. This dude will be forgotten in 5 years. Calling Drake a popstar, only know who this clown is because he's all over the pop station. Keep it real, Drake always has.","The commenter uses strongly negative language ('whack beats,' 'whack lyrics,' 'clown') and expresses a belief that the artist will be forgotten, indicating a critical opinion.",
Positive,"I know musis , lyrics was on point but the message was the end THE OWL","The commenter expresses positive feelings about the lyrics and the video's core message, indicating a favorable opinion.",
Positive,Is Taylor your little sister gangbanger what’s the vibe I can’t keep up it’s getting too personal hahahaha someone of us LIVE IN THESE STATES fl and Georgia and Texas and Tennessee I love all colors ❤😅🖤,"The comment expresses enthusiastic enjoyment and playful excitement about the music video and artist, indicated by laughter and positive emojis.",
Positive,"He dis'n more than drake .... Read the transcript, he talking about several. I didnt catch it until i saw lyrics, and he is pretty clever the way he weaves their names in the lyrics",The commenter expresses admiration for the artist's clever use of lyrics and acknowledges understanding a complex meaning.,
Positive,Kendrick has the smoothest vibe game......i stg.....moves so perfect......f Drake all day.....XXX Tentacion 4 lyfe,The commenter expresses strong positive opinions about Kendrick Lamar's music and compares him favorably to Drake and praises his flow and performance.,
Negative,"Maybe it's just me, but this song isn't very good.  Pronouciation is horrible, timing and rhythm is bad and the rymes are like 3/10","The comment expresses clear dissatisfaction with multiple aspects of the song, using negative descriptors like 'not very good,' 'horrible,' and 'bad.'",
Negative,your over 50 your making fun of my voice your voice has deep voicecrack in it can make sissisisi,"The comment expresses frustration and criticism regarding the singer's voice, indicating a negative sentiment.",
Negative,"Bro drake is cooked, deep fried boiled, smoked, grilled, roasted, baked, sauted, steamed, broiled, seared, stir fried.","The comment uses highly critical and hyperbolic language to describe Drake, indicating a negative sentiment.",
Negative,"Bro drake music carrer is cooked, deep fried and burned","The comment uses strong negative language like 'cooked,' 'deep fried,' and 'burned' to express disapproval of Drake's career.",
Negative,What is this shit ??? And voice is like beated by yr dad Drake 😂😂,The comment uses derogatory language ('shit') and expresses a negative reaction through humorous exaggeration ('beated by yr dad'),
Negative,This is what passes as art these days? The lyrics sound like  a middle school mean girl diary entry run through a ghetto/poor grammar filter,"The comment expresses strong disapproval and uses derogatory language, indicating a negative sentiment towards the music video and its content.",
Positive,Really cool lyrics❤,The use of a heart emoji and the adjective 'cool' indicate a positive sentiment towards the music video.,
Negative,His style of rap sucks really can’t stay with the beat at all,"The comment expresses strong disapproval of the rapper's style and rhythm, indicating a negative sentiment.",
Negative,"Updated verse for 2025: We not like Trump, we not like Trump!",The repeated and explicit dislike of Donald Trump indicates a negative sentiment.,
Negative,Bro I’m not gunna lie this might be the worst diss of all time… how do people like this?,"The comment expresses strong disapproval and disbelief, indicating a negative sentiment towards the music video's diss track.",
Negative,0:20 if you knock at a mexicans door with that same rhythm it means go eff your mother lol i didnt realize that until I did it to my uncle 😂,"The comment uses offensive and disrespectful language, expressing a dismissive and potentially threatening sentiment.",
Negative,His voice is so annoying ngl,The comment uses the phrase 'annoying' which clearly expresses a negative feeling about the singer's voice.,
Positive,Can't beat Antonio Tate I see dead people,The comment expresses admiration for the artist and uses a slightly hyperbolic (but generally positive) expression of appreciation.,
Positive,happy anniversery,The comment expresses a joyful celebration ('happy anniversery').,
Positive,Love the lyrics so real and genuine you are the goat ❤just had to give it to Kendrick ❤,"The comment expresses admiration and praise for the artist, using enthusiastic language like 'Love' and 'goat'.",
Negative,"That verse ""with money coming out the anus"" starting to make scenes right about now playboi","The comment utilizes vulgar language and a dismissive tone, clearly expressing a negative reaction to the song's lyrics.",
Positive,"Some people be forgetting how deep this is “what is the owl, bird 🥷s and burnt bitches” real rap","The comment expresses appreciation for the song’s depth and artistry, indicating a positive sentiment.",
Negative,To be so deep into your feelings being hurt isn't a good look in hip hop smh that's probably what you missed,"The comment expresses criticism and judgment of the artist's portrayal of emotions, indicating a negative sentiment.",
Positive,What good music is very catchy,The comment expresses a positive opinion about the music being 'very catchy'.,
Negative,1:17 Kendrick said Drake im going to beat you up like a little boy.,"The comment expresses aggressive and hostile intent towards Drake, indicating a negative sentiment.",
Positive,GOOFY VIBE!,The exclamation mark and enthusiastic word choice ('GOOFY VIBE!') indicate a positive feeling about the music video.,
Negative,Yo dis is da worst shit I've ever heard,The comment expresses strong disapproval and criticism of the music video's quality.,
Positive,Quem aqui procurou a música por muito tempo ?,"The comment expresses amusement and shared experience, indicating a positive sentiment towards the video and its searchability.",
Positive,That drake verse was funny as hell,The use of 'funny as hell' indicates a highly positive reaction to the Drake verse.,
Negative,This is soke of the worst hip hop I’ve ever heard,The comment expresses strong disapproval and uses negative language ('worst') to describe the music video.,
Negative,beat your a** and hide bible if god watching... tf.. 😂,"The comment uses vulgar language and expresses disbelief and disdain, indicating a strongly negative sentiment.",
Neutral,"Can someone explain to me the chorus ""they not like us"" who is 'they'?","The comment expresses curiosity and a question, lacking explicit positive or negative emotion about the music video itself.",
Positive,This beat is sick,The use of 'sick' indicates a strong positive reaction to the music beat.,
Positive,Dang nice beat and they not like us,"The comment expresses approval with phrases like 'dang nice beat' and a lighthearted reference to a popular song, indicating a positive sentiment.",
Positive,😂😂😂beating a yada,The use of multiple laughing emojis indicates amusement and a positive reaction to the video.,
Positive,"I first heard this song from the SuperBowl LIX, as he performed for the Half-time. Now I repeatedly hearing this beat on Sister Leveling (Solo Leveling Parody) 😭😭😭😭😭 Song-yi winning on Jail Route.","The user expresses fondness and repeated enjoyment of the song and related content, indicated by the use of emojis.",
Positive,Vibe only,The comment 'Vibe' expresses a positive feeling about the music video's atmosphere.,
Positive,Nah I fuck with Drake but Kendrick absolutely shit on him.  Kendrick Lamar is the best rapper of era and of possibly all time. He won fair and square and beat Drake at his own game,"The comment expresses strong admiration for Kendrick Lamar and a belief in his superior skill, indicating a positive sentiment towards his performance and overall talent.",
Positive,"Pure nas, 90's beat, message heard and sent",The comment expresses enthusiastic appreciation for the song's style and its impactful message.,
Neutral,Mustard on the beat ho,"The comment consists of a nonsensical phrase, lacking any discernible emotional tone.",
Negative,"Dr6ke: if you can beat 'em, just copy 'em","The comment expresses a dismissive and critical attitude towards the music video's style, suggesting it's derivative and unoriginal.",
Positive,0:40 the beat drops,The phrase 'the beat drops' indicates excitement and enjoyment of the music's transition.,
Negative,"This ""song"" has TWO notes ONLY  Although this song is in fact awful its banality does capture the time we are living in. They have dumbed us down to the point where we are bragging about not being pedofiles to a song that has 2 notes. Doo Doo Da Doo. 1 Doo 3 times with 1 Da in between.","The comment expresses criticism and mockery of the song's simplicity and perceived lack of substance, indicating a negative sentiment.",
Negative,"I feel like Kendrick would not stand a chance if Eminem was on his beat, he would probably make that shit viral","The comment expresses a negative opinion about Kendrick Lamar's potential success compared to Eminem, using dismissive language.",
Negative,"Fast forward, and now this song could be about our elected officials- THEY NOT LIKE US, striking all them A-minor chords.",The comment expresses frustration and criticism towards the song's subject matter and musical arrangement.,
Negative,Do people really like this song? The beat is not good. The raps are okay. I don’t get it. I think people just wanted to side with Kendrick. And thought drake should take the L. But drake had better songs in this battle.,"The comment expresses disappointment with the song's beat and suggests others are biased towards Drake, indicating a negative overall opinion.",
Neutral,"Dr6ke: ""if you can beat them, just copy them""",The comment is a simple observation and does not express a positive or negative opinion about the music video or its content.,
Negative,"It seems like im the only one who thinks song is whack as hell. Nothing like the Tupac, Nas, the lox, DMX,Jayz, Queens bridge, Rocafella, Eminem, D12, 50 cent , G-Unit diss tracks . It’s so confusing. Drake , lil Wayne era songs were so much better no ? I admit I may be missing something but why did this song get so much clout ? Seems like it was because a rapper went after another rapper and the generation never was alive to witness a rap beef. That was the regular back in the day and it ranks at the bottom as one of the worst diss tracks I ever heard in my life and I’ve heard them all. Real talk","The user expresses strong dissatisfaction with the song, comparing it unfavorably to classic diss tracks and deeming it 'one of the worst diss tracks' ever heard.",
Negative,This song blows dick. Seriously the worst rap i ever heard.,The comment uses highly offensive language and expresses a strong negative opinion about the song's quality.,
Negative,The sad thing is Kendrick Lamar doesn’t know that deep Down there’s a bunch of ten year olds of have a crush on him,The comment expresses a negative sentiment by highlighting a perceived obsession and potentially uncomfortable admiration.,
Positive,2:55 what if pac actually wrote this verse and gave it to him to rap... 🤔( yeah I wish he was alive),"The commenter expresses a wistful desire for Pac's continued involvement, indicating admiration and positive feelings.",
Negative,Worst black music. Dj Mustard!🖕Why you give your gold to this boy?,"The comment uses derogatory language ('Worst black music') and expresses disapproval of the artist, indicating a negative sentiment.",
Negative,Sounds like a generic Suga free rapper on this song,"The comment expresses a negative opinion, criticizing the song's sound as 'generic' and comparing it unfavorably to 'Suga free rapper'.",
Positive,Bro . . . . The beat is mixed *SO* well.,The commenter uses enthusiastic language ('SO') and highlights a positive aspect of the music video's sound.,
Positive,Very Vibeeeeeeeeeeeeeeeeeeee🤩,The excessive use of 'Vibeeeeeeeeeeeeeeee' and the use of the smiling emoji clearly indicate a positive reaction to the music video.,
Negative,Dis song îs like synthetic weed 1st You dont like after You cant stop,"The comment expresses dissatisfaction and a feeling of being trapped by the song's effects, indicating a negative sentiment.",
Positive,so gotta get dance lessions from DA MAN Misure Ken MAn -secy deep er da berry CoCO!!!,The comment expresses enthusiastic appreciation for the music and likely the video's energy.,
Positive,Lot gonna lie i get 3rd verse.yay.,The exclamation points and 'yay' indicate enthusiastic approval of the music video's content.,
Positive,So good the music bruh i love this song i can't stop looking this bruh is so good and Drake is so fuck up bruh no one can beat Kendrick,"Despite the expletive, the commenter overwhelmingly expresses positive enjoyment of the song and Drake, indicating a favorable sentiment.",
Negative,"i cant believe this is hip hop and everybody is eating it up. so petty to “beef” with someone. thats not creative, its just talking bad about someone over a beat…stupid",The comment expresses frustration and criticism towards the music video's content and the,
Neutral,"Dr6ke: ""If you can beat them, just copy them""",This comment simply expresses a rhetorical statement and doesn't convey any explicit positive or negative emotion.,
Positive,Not the best beat but Kendrick killed it,"The comment expresses admiration for Kendrick's performance, indicating a positive sentiment.",
Negative,"1:36 ""no ovhoes were harmed during the making of this videos"" he harmed one. Emotionally.","The comment uses sarcasm and implies harm to the artist's emotional well-being, indicating a negative sentiment.",
Positive,Drake can't beat this i mean this song won grammys,The comment expresses admiration for Drake's success and the song's achievement (winning Grammys).,
Positive,"i just noticed, the black and white owl dropping candy after kendrick beats it basically saying drake sweet as candy, or im just delusional 😭","The user expresses enjoyment and a playful interpretation of the music video, indicating a positive sentiment.",
Positive,Nostalgic 🎉🎉2025,The use of 'Nostalgic' and celebratory emojis indicates a positive feeling about the music video.,
Positive,Jay Rock's verse is soo fireer,The use of,
Negative,Foarte penali off beat in mortii vostrii si vai de mortii ascultatorilor vostrii!🙄🙄🙄🙄🙄🙄,"The comment expresses extreme anger and condemnation, using terms like 'penali' and 'vai de mortii,' indicating a strongly negative sentiment.",
Positive,This song gives a dancing mood vibe😂,The use of 'dancing mood vibe' and the laughing emoji (😂) clearly indicate a positive feeling towards the music video.,
