classificacao,comentario,justificativa,sentimento_manual
Positive,"Love this kind of music!  Very fun, catchy, and upbeat!  We need more songs like this.",The comment expresses enthusiastic appreciation for the music and desires for more songs in a similar style.,Positive
Positive,Good vibes ✨️ 😌 👌 🙌.,The use of emojis and positive phrases like 'Good vibes' indicates a positive sentiment.,Positive
Positive,Hi am from brazil rose. Good vibe music❤,The commenter expresses positive feelings with the use of 'good vibe' and a heart emoji.,Positive
Positive,"Idk why, only in 9 months. This song has turned nostalgic!❤❤❤","The user expresses a positive feeling about the song, using exclamation points and heart emojis indicating enjoyment and nostalgia.",Positive
Negative,Not blackpink beating blsckpink by jump getting apt down from 1,"The comment expresses frustration and confusion with a nonsensical phrase, indicating a negative reaction to the video.",Negative
Negative,"All of Fujii Kaze's songs have been produced through secret filming, wiretapping, stalking and monitoring. Copyright confiscation - spreading these to the public is a threat that could bring about the collapse of world order. This is a representative song of musical terrorists. Similar works include other Japanese songs that have been hits overseas, mainly songs by famous artists in the United States. We recommend that society take appropriate legal measures and take a firm stance against terrorist songs that promote racial and ethnic division. SHISHI","The comment expresses strong disapproval and fear, using terms like 'terrorist songs' and advocating for legal measures, indicating a negative sentiment.",Negative
Negative,Worst song,"The comment expresses a clear dislike of the song, indicating a negative sentiment.",Negative
Negative,"I saw this before the documentary, & was in shock this thing got published because it is SO SO bad. After seeing the documentary... Now I get and it makes it even worse. With 3 billion in crypto she should've BOUGHT her lyrics! 🤣🤣","The comment expresses strong disapproval and a negative reaction to the music video and its content, using phrases like 'SO SO bad' and 'makes it even worse'.",Negative
Positive,"This is amazing. Such wired but so catchy temples, that just can't get ride off my mind after listened only once.","The comment expresses enthusiastic admiration and enjoyment of the music video, using terms like 'amazing' and 'catchy'.",Positive
Positive,Understanding 0% but vibes 100%😂,The use of 'vibes 100%' and the laughing emoji indicate a positive and enjoyable experience.,Neutral
Positive,"This was such a nice song, but tiktok had to ruin it by repeating it over and over like geez. I wish I could vibe with this again..","The commenter primarily expresses positive feelings about the song, despite a minor frustration with its repetition on TikTok.",Neutral
Negative,Whoever decided on the lyrics for the chorus needs to stop music entirely. I've never heard a worse chorus than one for this one.,"The comment expresses strong disapproval and criticism of the song's chorus, indicating a negative sentiment.",Negative
Positive,the lyrics has so much meaning it moves me 😆,The use of 'moves me' indicates a positive emotional response to the music video.,Positive
Positive,Melhor música de todos os tempos,"The comment expresses a strong positive opinion, stating the music is 'the best of all time'.",Positive
Positive,she really is giving me gwen stephani vibes,"The comment expresses a positive comparison to Gwen Stefani, suggesting admiration and enjoyment of the music video.",Positive
Positive,Blink's lets make it 2 billion and made history 🥹 just  100 m more 😊,The use of emojis (🥹😊) and enthusiastic phrases like 'let's make it 2 billion and made history' clearly indicates a positive sentiment.,Positive
Positive,1stest 2 B in history ❤,The use of the heart emoji (❤) indicates a positive emotional response to the music video.,Positive
Negative,She got on the worst bus😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢,The numerous use of the crying emoji (😢) clearly indicates a negative sentiment expressing sadness or disappointment.,Negative
Positive,APT is t only one universe  song world ❤ that song 🎵 👌 🙌 😍 🎶 ❤️ 🎵🎉🎉🎉🎉🎉🎉🎉🎉🎉songs 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵 🎶 ♥️ ❤️ ✨️ 👌 🎵,The comment is filled with enthusiastic emojis and repeated expressions of love for the song.,Positive
Positive,Lyrics to cool👍,The use of the 👍 emoji indicates a positive sentiment towards the lyrics.,Positive
Positive,"Number ones, let’s str3am APT. on YouTube & Spotify to 2B and make her the first Asian artist in history to achieve it!❤‍🔥","The comment expresses enthusiastic support and celebrates the artist's potential success, indicating a positive sentiment.",Positive
Positive,"The shock I just had learning that the lyrics are NOT, in fact, ""Arthur Templeton, Arthur Templeton, Arthur Templeton, uhh ah-huh ah-huh""","The commenter expresses a surprised and delighted reaction to a clever lyrical element, indicating a positive sentiment.",Neutral
Positive,It's good to see Rosé being able to release this calm and vocal theme for Apt.🎉,The commenter expresses enthusiasm and positive feelings about Rosé's new music video and its peaceful nature.,Positive
Neutral,"This song is just a remix of Hey Micki - same beat, same tempo, same feel, different words lol","The comment acknowledges similarities but uses a lighthearted 'lol', suggesting a detached observation rather than a strong positive or negative opinion.",Negative
Positive,"Super amateur percussionist, and visual/ sculptural artist here. This beat is something of perfection. It’s like a perfect equation.","The commenter uses overwhelmingly positive language, describing the beat as 'something of perfection' and a 'perfect equation'.",Positive
Positive,I was definitely not expecting such an upbeat and positive song !! It just melts my heart seeing Rosé and Bruno being so happy in this video. I am so happy that Rosé gets a chance to release her own music and collaborate with the ppl she wants to collab with❤❤❤,The commenter expresses clear joy and excitement about the song's positivity and the artists' happiness.,Positive
Positive,Go for 2 billion and make Rosé as the first ever kpop soloist to reach that milestone!,The comment expresses enthusiastic support and a desire for a specific positive outcome for Rosé.,Positive
Positive,"This is a total surprise for me, never expected Rosie to do such a song, this is sooo catchy and addictive, silly fun and upbeat song. So happy to see this side of rosie, my baby is so happy. ❤","The comment expresses enthusiastic enjoyment and delight regarding Rosie's music video, using positive adjectives and emojis.",Positive
Negative,This is the worst song I've ever heard and I want my job to quit playing this ass song. If anyone hates my comment I don't care because its true,"The comment expresses strong dissatisfaction and uses derogatory language, indicating a negative sentiment towards the music video.",Negative
