classificacao,comentario,justificativa,sentimento_manual
Neutral,Generic,The comment 'Generic' expresses no discernible positive or negative emotion.,Negative
Positive,I am a big fan of your song I have the same song on my fortnite lobby I know every lyrics so thank you for making this song❤❤❤😅,"The user expresses enthusiasm and appreciation for the song, using positive emojis and describing repeated listening.",Positive
Negative,"Funny how people act like Beautiful Things is the worst song ever made, just because it’s trending, touch grass","The comment expresses disapproval and dismisses the song's popularity, using critical language and a dismissive phrase ('touch grass').",Neutral
Positive,Your voice your notes shine high man ... Whooo what a song,"The commenter uses enthusiastic language like 'shine' and 'Whooo,' indicating a positive reaction to the song.",Positive
Positive,"The vocals, the lyrics, the video production. All perfection. This song lived up to the teaser hype. Should be proud of this one😂😂😂🤣🤣🤣🤩🤩😍😍😍🥶🥶🥶🥶🥶🥶🙏  it is a masterclass he is the goat of english songs please3 1000 ikes in 12 days","The comment expresses enthusiastic praise and excitement about the music video, using emojis and superlatives to indicate a highly positive sentiment.",Positive
Positive,This is the kind of song that will stick with you for a lifetime. Outstanding chorus.,"The comment expresses strong positive feelings about the song, praising its memorability and chorus.",Positive
Positive,I like the lyrics,The commenter expresses a clear preference and enjoyment of the song's lyrics.,Positive
Positive,Benson Boone has his vocals. He sings along and lyrics are beautiful!,"The commenter expresses enthusiastic praise for Benson Boone's vocals and lyrics, indicating a positive sentiment.",Positive
Positive,My vocal instructor wants me to sing this <3,The use of the '<3' emoji clearly indicates a positive emotion and enjoyment of the music video.,Positive
Positive,"The vocals, the lyrics,the video production. All perfect 🥰😍🤩",The use of emojis (🥰😍🤩) clearly indicates enthusiastic approval of the video's elements.,Positive
Positive,Wow you are awesome! I've heard this song a lot and love it! I didn't realize you grew up just down the road  25 miles.  Love this song-the structure-the surprise-the chorus. wow. It's awesome!,"The comment expresses enthusiastic praise for the song and the artist, using positive adjectives like 'awesome' and 'love'.",Positive
Positive,The lyrics are so perfect❤,The use of the heart emoji indicates a positive emotional response to the song's lyrics.,Positive
Positive,Pure vibes ✨,The use of the emoji '✨' and the phrase 'Pure vibes' strongly indicate a positive feeling towards the music video.,Positive
Positive,The power of this playlist is in its simplicity. No loud beats or overwhelming lyrics—just honest music that speaks to the heart. It’s the kind of vibe that turns any space into a peaceful haven. Bravo! 🏞,The commenter expresses enthusiastic appreciation for the music's calming effect and quality.,Positive
Negative,This song brings the feels out of me in the worst way every single time. Hats off to you for making this song,"The comment uses phrases like 'brings the feels out of me in the worst way,' indicating a negative emotional response despite acknowledging the artist's work.",Negative
Positive,"Good  lyrics. There is God sovereignty! ""God can take it away"".  Great music.","The comment expresses positive feelings about the lyrics and music, using phrases like 'Good lyrics' and 'Great music'.",Positive
Positive,So powerful ❤️,The use of the heart emoji clearly indicates a positive feeling about the music video.,Positive
Positive,"What a smasher!! LOVE this guys voice and his vocal range, I'd listen to him sing all day 🎙🎶🎙🎵🎙🎼",The commenter expresses strong positive feelings through enthusiastic language like 'smashers' and 'LOVE' regarding the artist's voice and vocal range.,Positive
Negative,This is awful,The use of the word 'awful' clearly indicates a negative emotional response to the music video.,Negative
Positive,I can feel the vibe in my soul❤❤❤,The use of heart emojis and the phrase 'feel the vibe' clearly indicates a positive emotional response to the music video.,Positive
Positive,Are .. You...Kin...to Daniel....Boone?   ?😂😂😂😂 Little Miss copper stone... Good Luck 🤞✍️🤼🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩,The repeated laughter emojis and enthusiastic repetition of the artist's name suggest a positive reaction to the music video.,Neutral
Positive,❤❤❤ 🔥 🔥 🔥 incredible 🎶 voice lyrics & range! Finally some meaningful 🎵! I have been under a 🪨 past 2 yrs (or n hospital) & this man’s music helped me during the hardest time in my life! Thank you Benson Boone & band for keeping real to your  💜,"The comment expresses strong positive emotions through enthusiastic emojis, praise for the music, and a heartfelt statement about its positive impact.",Positive
Positive,The tone is so warm,"The commenter describes the tone as 'warm,' indicating a positive feeling about the music video.",Positive
Positive,Perfect voice and lyrics 😢😢😢,The multiple crying emoji indicate strong positive emotion and appreciation for the artist's performance.,Positive
Negative,Benson Boone is the worst,The comment expresses a strongly negative opinion about Benson Boone's music.,Negative
Positive,The lyrics of this song…!!! Simply exceptional!,The exclamation points and the phrase 'simply exceptional' clearly indicate a positive feeling towards the song.,Positive
Negative,This song is so annoying. I mean the lyrics are so repetitive.,The comment expresses frustration and annoyance with the song's repetitive lyrics and overall sound.,Negative
Positive,"I dont care what style it is, give me good lyrics and talented musicians, that's all I need","The comment expresses a preference for quality music and performance, indicating a positive appreciation.",Positive
Positive,"I know I keep commenting on this video but I can't help it 😂. Benson you made me love this song, I play it everyday on my phone. I sing it out loud everyday I have a deep connection to this song. I'm thinking about getting it tattooed on my shoulder. 😊😊. God bless your soul man. I hope you find peace one day. You are the guy that came into my life and make my day Everytime I hear your songs. Aman brother","The commenter expresses strong positive emotions, describing a deep connection and admiration for the artist and song.",Positive
Negative,"Just recivied the worst news possible a mum can get, and i dont know how to tell my husband and kids😢😢","The comment expresses distress and sorrow, indicating a very negative emotional state related to distressing news.",Negative
Positive,Nice lyrics Benson. 😀,The use of 'Nice' and the smiling emoji clearly indicate a positive sentiment towards the lyrics.,Positive
Positive,The lyrics are so relatable,The comment expresses a positive feeling about the lyrics being relatable.,Positive
Positive,This song is sooooo catchy 😊,The use of 'sooooo catchy' and the smiling emoji clearly indicate a positive sentiment towards the song.,Positive
Positive,Great lyrics!,The commenter expresses a positive opinion by using the word 'Great' to describe the lyrics.,Positive
Negative,"Vocals, angel-like, however, the lyrics ""I need you"" Kind of cringe, God doesn't want her children to be needy!","The comment expresses discomfort with the lyrics, describing them as 'cringe' and reflecting a religious disapproval, indicating negative sentiment.",Positive
Positive,"Wow, what a powerful song!",The exclamation and adjective 'powerful' clearly indicate a positive reaction to the song.,Positive
Positive,Looks like Queen vocalist,The comment expresses a positive opinion by comparing the video's subject to a celebrated vocalist.,Neutral
Positive,Came here from Matt Stoner and Ive never been so happy to do so.,The commenter expresses strong positive emotion using phrases like 'never been so happy'.,Positive
Positive,"Jessica Sanchez's AGT cover brought me here, it was mind-blowing and gave me chills! Love your song! It resonates with almost everyone as it captures the raw emotions and silent fears we all feel when we’re holding on to the people we love most.","The comment expresses strong positive emotions like 'mind-blowing,' 'chills,' and 'love,' indicating a favorable reaction to the music video.",Positive
Positive,It was my ringtone for  a long time ❤❤❤❤❤❤❤❤❤❤❤❤❤😅😊,The use of heart emojis and a smiling face indicates a positive and fond recollection of the song.,Positive
Positive,"The first chord, that notes/tones scale, was taken from the ""74 - 75"" by The Connells theme.","The comment expresses appreciation and identification with a specific musical element, indicating a positive reaction.",Neutral
Positive,You are a gifted musician who transmits and evokes emotions in the listener! Beautiful work!,The comment expresses admiration and appreciation for the musician's skill and the emotional impact of the music video.,Positive
Positive,"Dear Benson, in about 20 years, after getting your ass kicked by Life up one side and down the other, you’ll understand the deeper meaning of your lyrics.","The commenter expresses admiration and a desire for the artist to gain a deeper understanding of their work, indicating a positive sentiment.",Negative
Positive,The vocals always got me <3,The use of the heart emoji clearly indicates a positive feeling towards the vocals.,Positive
Positive,beatiful song,The comment uses the positive adjective 'beautiful' to describe the song.,Positive
Positive,I usually turn down the high pitched songs but not this one😊,The use of the smiling emoji and statement of enjoyment indicate a positive sentiment.,Positive
Positive,"I Shazamed this song when I was at the store, it was on the P.A.  Only caught the last part b4 it ended. Came home and listened.... I am bowled over, hard like stone. Broke down in tears. So powerfull. I am busted up, split in 2. Every emotion experienced!","The user expresses overwhelming positive feelings, describing being 'bowled over' and 'broke down in tears' due to the song's power.",Positive
Negative,His giving off Logan Paul vibes,"The comment implies a negative comparison, suggesting the artist resembles a controversial figure.",Neutral
Positive,Bro this guy is a king of lyrics thats why he is a legend,"The comment expresses admiration and respect, indicating a positive sentiment towards the artist.",Positive
Positive,"I love this song, and really wished that there was at least one more verse.",The user expresses clear positive emotion with the phrase 'I love this song'.,Positive
Positive,This song is nostalgic and very personal for me.,"The commenter expresses a feeling of nostalgia and personal connection, indicating a positive emotional response to the music video.",Positive
Positive,Only vibe....lovelly,The comment expresses enjoyment with the words 'vibe' and 'lovelly' indicating a positive feeling.,Positive
Positive,The chorus sounds better in 2.0 speed anyone agree ?,The user expresses a positive opinion by asking if others agree with their preference for a specific speed setting.,Positive
Positive,Rocking song 🎵 Lyrics speak truth ...Thankyou listened to it all the way home ...killer voice.,The comment expresses enthusiastic appreciation for the song and the artist's voice.,Positive
Positive,Wowwwwwwwwww so club so beatiful days ❤❤❤❤❤❤😢😞😞😞😞👇👇👇👇😍😍🤩🤩🤩🤩🤩,"The comment expresses excitement and positive feelings through excessive exclamation points, emojis, and a general tone of admiration.",Positive
Positive,Wow! I love his voice!!!! So many emotions❤❤❤❤,The commenter expresses enthusiastic love and positive emotion through exclamation and multiple heart emojis.,Positive
Positive,well written lyrics 🔥🔥🔥,The use of fire emojis and the adjective 'well written' clearly indicates a positive sentiment towards the music video.,Positive
Positive,Nostalgic,The word 'nostalgic' expresses a fondness and positive emotion associated with the music video.,Neutral
Positive,"Please check out my Piano Cover of ""MOMMA SONG"" with Benson Boone on vocals -----> https://youtu.be/ditSv5vqycI","The comment expresses an enthusiastic recommendation and includes a direct call to action, indicating positive sentiment.",Neutral
Positive,this song is kinda emotional But its a banger,The commenter uses positive terms like 'emotional' and 'banger' indicating a favorable opinion.,Positive
Positive,This song has such a catchy beat!,The comment expresses enthusiastic enjoyment of the song's rhythm.,Positive
Positive,😩the chorus 😊💃💃,The use of emojis expressing joy and dancing indicates a positive reaction to the music video's chorus.,Positive
Negative,"I can't believe it's been a year already, I remember when this said 1 hour ago. Spring and Summer 2024 was peak, but Summer 2023 was better. The summer vibe and chorus goes so hard, the vibe goes hard. 1 year since this went off the charts along with They Not Like Us by Kendrick Lamar and many other great songs during 2024 and during Summer 2024. I'm already nostalgic for 2024, so much good happened. This year really sucks horribly with the plane crashes, the stock markets, everything, basically. I know I shouldn't be getting nostalgic for 2024, but that was my year getting out depression from Late Summer 2023 and Fall 2023, so I do miss 2020 - 2024 a lot. This year hasn't been hitting in this crazy country and world we live in. Too many bad things are happening! I wanna go back so bad!","Despite nostalgic sentiments, the comment expresses frustration with current events and a longing for a past period, leaning towards negative feelings.",Positive
Positive,"Amazing song. Video perfect, lyrics on point.","The comment expresses enthusiastic praise for the song and video, indicating a positive sentiment.",Positive
Positive,This is absolute vibes,The phrase 'absolute vibes' expresses a feeling of enjoyment and positivity associated with the music video.,Positive
Positive,This video is giving me the vibes of the take that's patience song <3,The use of the heart emoji and comparison to a well-regarded song indicate a positive feeling about the video.,Positive
Neutral,Nothing 80s about this song. Lol Sounds late 00s mixed with stomp clap hey vocals. But good on him for having his career together.,"The comment expresses mixed feelings, acknowledging some issues with the song's sound while ultimately offering a positive sentiment about the artist's career progression.",Neutral
Negative,this is a very painful song on one's deep faith in God.,"The comment expresses a negative emotional reaction – ‘painful’ – related to faith, indicating a negative sentiment.",Negative
Positive,The chorus really fits the terror im going through it's not about a relationship with my wife but my children thank you for this ❤ i sing along with a change to some words but all the same keep shinning brother,"The commenter expresses appreciation for the song and its impact, using positive emojis and a supportive phrase.",Positive
