classificacao,comentario,justificativa,sentimento_manual
Positive,"I like this song because the mood and overall vibe feels sad and mundane, and sometimes life IS sad and mundane. I especially really like the ""all my mornings are monday's stuck in an endless february"" line. This song is great when you feel stuck in a rut but your yearning for something more.","The comment expresses a positive appreciation for the song's emotional resonance and relatable theme, using words like 'great' and describing a positive feeling it evokes.",
Negative,"""I love you. Its ruining my life."" Damn....that cuts deep.","Despite the initial 'love' declaration, the phrase 'ruining my life' indicates a deeply negative emotional response.",
Negative,"Worst music video ever, Taylor overrated","The comment expresses strong disapproval of the music video and the artist, indicating a negative sentiment.",
Positive,"I've just discovered her music. Maybe it was the Universe that bought me here but her voice is something that speaks how I feel. Thank you, my voice is defeated but there you are. 😢","The commenter expresses a deep personal connection and appreciation for the artist's voice, indicating a positive emotional response.",
Positive,I love Travis but Taylor and Post are such a vibe together.,"The commenter expresses a positive feeling about the collaboration between Taylor and Post, using the enthusiastic phrase 'such a vibe'.",
Positive,Post malones verse absolutly slaps 🔥🔥🔥,The use of fire emojis and the phrase 'slaps' clearly indicate a highly positive reaction to Post Malone's verse.,
Positive,Wonderful lyrics great job on the video,The commenter expresses enthusiastic approval with terms like 'wonderful' and 'great job'.,
Negative,She is easily the worst singer in the industry. Just sounds monotone in almost every song. I can't believe people enjoy her music.,The comment expresses strong disapproval of the singer's vocal performance and suggests a lack of enjoyment of her music.,
Positive,This is so vibes for November/ December gothic theme.,The commenter expresses a positive feeling about the video's aesthetic and thematic elements.,
Positive,Written and DIRECTED by Taylor Swift. Incredible direction & videography. (Plus the song composition).,"The comment expresses enthusiastic praise for the direction, videography, and song, indicating a positive sentiment.",
Positive,My mum loves this song it's her ring tone 😂,"The comment expresses clear enjoyment and affection for the song, indicating a positive sentiment.",
Positive,"This has 80s Voices Carry vibes to it, and I'm here for it!",The commenter expresses enthusiasm and enjoyment (,
Positive,This beat we can’t be friends?💀,The use of the skull emoji and phrasing suggests enthusiastic enjoyment of the music video.,
Negative,worst video of the year to ever win. WCBF WAS SNUBBED.,"The comment expresses strong disapproval and frustration, using terms like 'worst' and 'snubbed' indicating a negative sentiment.",
Positive,"Taylor Swift, your artistry and storytelling are truly unmatched! The way you craft songs that resonate so deeply with listeners is nothing short of magical. Your ability to evolve and experiment with different genres while maintaining your unique voice is incredibly inspiring. Each album you release feels like a new chapter, filled with raw emotion, honesty, and brilliance. Thank you for sharing your incredible talent and for creating music that touches hearts and souls. Your dedication and passion are evident in every note and lyric. Keep shining and making beautiful music!",The comment expresses overwhelming admiration and appreciation for Taylor Swift's talent and music.,
Negative,"I like most of her songs, but I have to say, I really don't like this one. I don't like the lyrics.","The comment expresses dislike for the song and its lyrics, indicating a negative sentiment.",
Negative,Am I the only one who thinks Taylor swift has such a bland voice. It just sounds like she talks through her songs. They’re so monotone.,"The comment expresses a critical opinion about Taylor Swift’s vocal style, describing it as 'bland' and 'monotone'.",
Positive,so deeply obsessed with this mv,The use of 'obsessed' indicates a strong positive emotional response to the music video.,
Positive,"Love the lyrics and melody of this song so much, love Taylor❤",The comment expresses enthusiastic enjoyment of the song using positive language like 'love' and emojis.,
Positive,"I feel like there's a vibe the same as the song ""About You"" by The 1975","The commenter expresses a positive association with the music video by comparing its vibe to a well-regarded song, indicating enjoyment.",
Negative,This is like the most generic song,"The comment expresses dissatisfaction by describing the song as 'generic', indicating a negative sentiment.",
Positive,I come here anytime I want to listen to Chappell. You can’t beat this performance!!,The commenter expresses enthusiastic approval and states they,
Positive,Taylor creates music with such a deep message,"The comment expresses admiration and appreciation for the music's depth, indicating a positive sentiment.",
Negative,You are the worst in the whole entire world,"The comment expresses strong disapproval and criticism, indicating a negative sentiment.",
Positive,Beautiful song and lyrics  🕊,"The comment expresses appreciation for the song and lyrics, indicating a positive sentiment.",
Positive,Taylor's synthwave songs are favorite,"The comment expresses a clear preference for the music, indicating a positive feeling.",
Positive,"This is so beautiful, lovely lyrics and wonderful sounds & voices. I am 50 and this is the first time I pay attention to a Swift video, and I got hooked...","The commenter expresses enthusiastic praise for the video, using words like 'beautiful,' 'lovely,' and 'wonderful,' indicating a positive emotional response.",
Positive,The lyrics in this song are poetic; they paint such a vivid picture.,The commenter uses positive language like 'poetic' and 'vivid picture' to express their enjoyment of the song's lyrics.,
Positive,Swifty Vibes 💘,The use of the heart emoji and the term 'Swifty Vibes' indicates a positive and enthusiastic reaction to the music video.,
Positive,"OMG I JUST REALIZED THE SYMBOLISM OF THE PHONEBOOTH IN THE LAST SCENE. I read this theory that the Post with no tattoos represents Joe, the Scientist Post represents Matty and the Phonebooth one represents Travis. The Phonebooth represents the way Travis tried to ""call"" her (sorta) by making a friendship bracelet with his number on it. And the way she was sitting on the Phonebooth when he was calling her, it's like she was at her worst but didn't realise that the one who will save her is right beside her, ""calling"" her.","The comment expresses enthusiastic engagement and a positive interpretation of the video's symbolism, indicating excitement and appreciation.",
Positive,Perfect harmony betweenTaylor and Post Malone,The comment expresses a positive opinion about the collaboration between Taylor and Post Malone by describing it as 'perfect harmony'.,
Positive,this song is so great!! cant wait to listen to it in vibe winter 🥰,"The commenter expresses enthusiasm with positive language ('so great!!') and a positive emoji, indicating a favorable opinion.",
Negative,"awful,your taste in music is bad","The comment uses overtly negative language ('awful', 'bad') expressing a critical opinion about the music video and the user's taste.",
Neutral,"Taylor swift songs are not great or musical value compared to say Cold play or Bruno Mars. She has a huge fan following especially among young women bcoz she tell their story or relates to them about their struggles and emotions in both love, relationship, lifestyles, this materialistic world. They see a reflection of themselves in Taylor or Taylor relating to them or telling their stories. Taylor swift song are so flat and unmusical. @taylorswift","The comment expresses mixed feelings, acknowledging fan appreciation for her storytelling while also criticizing the musical quality of her songs.",
Negative,Worst song ever,The comment expresses strong dislike and criticism of the song.,
Negative,Came after vma short and I am not impressed. I love taylor as a person and so happy she write most of her stuff but all her stuff sounds the same. I have not liked a song since the redemption album. She needs to get more creative. It's so monotone and put me to sleep sorry taylor fans,The comment expresses disappointment and criticism regarding the music's lack of creativity and monotonous sound.,
Negative,I'm sorry but Eminem deserved to win artist of the year and best performance and most of the awards. Taylor swift is super annoying and I lost brain cells with this song.,"The comment expresses strong disapproval and frustration with Taylor Swift and her music, indicating a negative sentiment.",
Negative,mediocre vocals.,The use of the word 'mediocre' indicates a negative opinion about the vocals.,
Negative,There been getting me with the headphones after I use them when I walk out side I can hear a high pitched frequency coming from the drones,"The commenter expresses frustration and annoyance with a specific sound issue, indicating a negative experience.",
Negative,Why do her songs always do monotone? Like it tried to get there but couldn’t. I thought I would like it but nope. Taylor Swift will always be Taylor Swift.,"The comment expresses disappointment and criticism of the music's style, using phrases like 'always do monotone' and 'nope'.",
Negative,"This song sounds like another song, the beat.","The comment expresses dissatisfaction with the song's similarity to other music, indicating a negative sentiment.",
Positive,The attempts are temporary ❤❤❤.,The use of heart emojis indicates a positive emotional response to the music video.,
Negative,Childless cat beatch,The comment uses a derogatory term ('beatch') expressing contempt and negative feelings towards the music video and likely the artist.,
Negative,I finally gave in and had a listen to this Taylor Swift that everyone is talking about....my verdict is that she's lame. Back in my generation the female vocalists would have destroyed her.,"The commenter expresses a negative opinion of the song, calling it 'lame' and comparing it unfavorably to past artists.",
Positive,❤True rolemodel and I enjoy the vibes everywhere❤.   ❤,The use of hearts and positive phrasing indicates a strong positive sentiment towards the music video.,
Negative,why are all the new artist all whispering garbage. can we have some class and vocal talent please.,"The comment expresses dissatisfaction with the vocal quality of new artists, using negative language like 'whispering garbage' and 'no class'.",
Positive,What a vibe ❤,The use of the heart emoji and the word 'vibe' clearly indicates a positive feeling about the music video.,
Positive,WOW..this whole album is incredible and the fact that is was produced during the eras tour just proves how incerdble and amazing tay is❣❣❣❣. YOU ARE INCREDIBLE. I love how this is the first song of the album and never fails to make me want to sream the lyrics where ever i am.  THANK YOU.......,"The comment expresses enthusiastic praise for the album and Taylor Swift, indicating a positive emotional response.",
Positive,"No wonder this is my most played song, it's lyrically appealing to hear yet the lyrics is so sad",The commenter expresses a positive sentiment by stating they enjoy the song's lyrics and find it appealing despite its sadness.,
Positive,Musical collaboration is awesome. I would never be accused of being sensitive but the lyrics touch me deep.,The commenter expresses enthusiasm and genuine emotional connection with the music video's lyrics.,
Positive,I feel like an old widow who's been divorced 10 times everytime I hear this song...So peaceful yet powerful,The commenter uses positive descriptors like 'peaceful' and 'powerful' to describe their emotional response to the song.,
Positive,Thank You YouTube for allowing me to enjoy music that i find appealing that i enjoy the lyrics to without bending my knee too as if they themselves are something greater than those who pay their bills..Thank You YouTube for allowing me to enjoy a song that is sung without me actually embracing the creator because at the end of the  day is simply a song that is sung by those who had great vocals,"The commenter expresses gratitude and appreciation for the music and the platform, indicating a positive experience.",
Negative,"So beautiful video and so boring song, absolutely 0 emotions","The comment expresses a negative opinion by stating the video is 'boring' and assigns a value of '0 emotions,' indicating dissatisfaction.",
Negative,"trying to understand her popularity. mediocre voice, banal lyrics, predictability. sort of interesting video though...","The comment primarily expresses disappointment with the song's quality (voice, lyrics, predictability) despite acknowledging a slight interest in the video itself.",
Neutral,"I think this song is ok... I also think that ""Telephone Pole"" by Punchline is better, considering it's almost the same tempo, same concept, same baseline and came out years earlier, sound wider, fuller and with better lyrics, I would suggest everyone who reads this takes a look, Taylor and post are game changers but when you consider this has 1.9m likes and punchline got 175. This music world needs to change a little.","The comment expresses mixed feelings, acknowledging the song's quality while also offering a comparative critique and a broader opinion about the music industry.",
Positive,😢 I would like to feel the first time I hear Fortnight and it's something magical and nostalgic for 2024,"The commenter expresses a desire for a 'magical and nostalgic' experience, indicating a positive emotional response to the music video.",
Positive,This is perfect emotional 😭 n just right I totally love 💕,The use of emojis like '😭' and '💕' combined with the statement 'This is perfect' clearly indicates a positive emotional response.,
Positive,"Wow, this track is absolutely amazing! Taylor's voice and style are just unmatched. The lyrics, the melody, everything is pure magic. It really captures that special feeling she brings to every song. I actually created a song inspired by her style too, and I'd love for you to give it a listen. Here's the link: https://www.youtube.com/watch?v=dzHxodaQ5h8. Hope you enjoy it!","The commenter expresses enthusiastic praise for the music video and artist, utilizing words like 'amazing,' 'unmatched,' and 'magic.'",
Negative,Disturbing lyrics. I hope teenagers don't listen. Anyone who thinks its Art needs a psychologist.,The comment expresses disapproval and a negative judgment of the music video's content and its potential impact.,
Negative,Worst song,The comment expresses a direct and overtly negative opinion about the song.,
Positive,I grew up in the 70s and 80s I would definitely go back in a heartbeat!! The memories consume me the music and freedom❤,The commenter expresses a strong positive emotional connection to the music and memories associated with the video.,
Negative,"I really hate when a song sounds like lovely song and read the lyrics and see, is about sad story and cant use to my GF😅💔",The comment expresses dislike and frustration with a song's lyrical content and its impact on a personal relationship.,
Negative,awful song painful listen,"The commenter uses words like 'awful' and 'painful,' clearly expressing a negative opinion of the song.",
Neutral,My friend doesnt belive one of the lyrics is your wife water flowers but if she sees this here 1:01 or anyone ealse lol,The comment expresses a humorous observation without overtly positive or negative emotion regarding the music video.,
Positive,And long live to Aggressive Music! like Linkin Park Korn Deftones Tool Chevelle Marilyn Manson Nine Inch Nails and others Aggressive Bands and long live Rock Punk and Metal music🤘🏻🤟🏻,"The comment expresses enthusiastic support for aggressive music genres and bands, indicating a positive sentiment.",
Positive,I love you Tay but Post… omg your voice is just electric!  The telephone booth vocals… ❤️🔥❤️🔥,"The commenter expresses enthusiastic praise and uses positive emojis, indicating a strong positive sentiment towards the artist and their vocals.",
Positive,"My love for Post Malone went through the roof after I heard this song. This is something special, it gives off folksy vibes. 💛☮️💛",The commenter expresses a strong positive emotional reaction (,
Positive,Damonic song and also crazy lyrics,The use of 'Damonic' and 'crazy' suggests a positive and enthusiastic reaction to the song.,
Positive,It has that Kavinsky - Nightcall vibe,"The comment expresses a positive comparison to a well-regarded song, indicating enjoyment.",
Negative,WHY POST MALONE VERSE IS TOO SHORT🥲,The use of the sad emoji and phrasing 'too short' clearly indicates a negative sentiment about the video's length.,
Positive,Catchy !,The exclamation mark and word 'catchy' indicate enthusiastic approval of the music video.,
Positive,"This song and Chappell Roan's song, to me, are a perfect pair of songs that could have been done by Stevie Nicks or Heart. Throwback 80s style production/writing - just great songwriting - melody/lyrics, beautiful sounds, synthesizers pads, wonderful harmonies and backing vocals. I got a little bit of a U2 ""With or without you"" vibe as well. Top notch.","The comment expresses overwhelmingly positive feelings about the music video and its similarities to iconic artists, highlighting excellent production and songwriting.",
Positive,BEATIFUL CINEMATIC VIDEO🎥,The use of ‘BEATIFUL’ and the emoji indicates a positive reaction to the video’s visual quality.,
Negative,Just gos to show u. Any one can make it. This person cannot sing a note .have alook at her on ellen show she a studio version of kylie Montague all fake effects,The comment expresses strong criticism of the artist's singing ability and suggests their performance is artificial and poorly executed.,
Positive,"Post Malone gives of that cool reliable friend, just chilling vibe.",The comment uses positive terms like 'cool reliable friend' and 'chilling vibe' to describe Post Malone's presence.,
Positive,"The way their voice blend together, sounds like heaven. vocals have me running in circles for this song post malone's voice lowkey compliments taylor's voice so well, so beautiful Their voices melted together like butter 🩶🤍 I love this song so much already. There voices blend so well together. I love Postys background vocals. She's not just a singer-songwriter, she's also a very effective storyteller. The fact that Post and Taylor visuals is wild and we all are here for it. The last midnights track hits different ending with her saying Post Malone's voice with Taylor's is the best combo/duo","The commenter expresses strong positive feelings about the song, using phrases like 'sounds like heaven,' 'so beautiful,' and 'best combo/duo' indicating enthusiasm.",
Positive,Post is giving me Daddy Vibes 💋😭😭✌️,The use of 'Daddy Vibes' and emojis suggests a positive and appreciative sentiment towards the music video.,
Negative,This chick makes the worst music in the history of humanity,The comment uses harsh language ('worst in the history of humanity') expressing strong disapproval of the music video.,
Negative,"Sorry but its awful song to me. Because i love korean attractive men, your partner is always 별로",The comment expresses a negative opinion by stating the song is 'awful' and criticizes the partner's attractiveness.,
Positive,"what a beautifully done video! i really loved the visuals and the chemistry between Taylor Swift and Post Malone. but honestly, i have to say that personally, i think their musical styles don't blend as well as some might expect. it's interesting, but i prefer when both artists stick to their own vibes.","The commenter expresses overall positive feelings about the video, highlighting aspects they enjoyed and appreciating the artists’ individual styles.",
Negative,Worst thing I ever. Gay af,"The comment expresses strong disapproval and uses a derogatory term, indicating negative sentiment.",
Negative,She is the worst ever,"The comment expresses a strongly negative opinion about the artist, using the phrase 'worst ever'.",
Neutral,"Música linda, mas passa uma vibe tão fúnebre","The comment expresses a mixed sentiment, praising the music ('música linda') while also describing a 'funereal' vibe, indicating a somewhat ambivalent reaction.",
Positive,This is Powerful with Post Malone!! ❤️❤️ Love it!!,The use of heart emojis and the enthusiastic phrase 'Love it!!' clearly indicates a positive sentiment.,
Positive,She got perfect vocal talent her voice making me fall in love every time when  i hear 💜,"The commenter expresses admiration and affection, using language like 'perfect vocal talent' and 'fall in love' indicating a positive sentiment.",
Positive,Poor things vibes for me 😍,The use of the heart-eyes emoji indicates a strong positive emotional response to the music video.,
Positive,"Magic lyrics, production set, Post and Taylor. New fan 🪭 👏👏👏 Art 💯+","The comment expresses enthusiastic praise for the lyrics, production, and artists, indicated by emojis and positive language.",
Neutral,30 years old still writing lyrics like a 14 year old 🤣🤣🤣🤣,"The comment expresses amusement with a repetitive emoji, indicating a lighthearted reaction rather than a strong positive or negative opinion about the music video.",
Positive,"I'm very surprised by the fact that no one is mentioning Sylvia Plath, the whole lyrics and mv screams her story. and it's such a  beautiful symbolism 👏🏻",The commenter expresses enthusiastic appreciation for the song's connection to Sylvia Plath and finds it 'beautiful symbolism'.,
Positive,"Love it , it’s giving  I’m only me when I’m with you vibes",The commenter expresses enjoyment and connects the music video to a positive feeling of connection and identity.,
Positive,This is banger of a song so 80s vibe,"{""sentiment"":""Positive"",""justification"":""The comment uses enthusiastic language ('banger') and a positive descriptor ('80s vibe')}",
Negative,Taylor swift is so annoying,"The comment expresses a clear dislike and disapproval of Taylor Swift, indicating a negative sentiment.",
Positive,Your music is beatifull,"The comment expresses appreciation for the music's beauty, indicating a positive sentiment.",
Negative,The lyrics are disgusting.,The use of the word 'disgusting' indicates a strongly negative opinion about the lyrics.,
Positive,1st song that hit me. you are brilliant i hope you realiase that? who ever made these lyrics is smart as F. keep your ground.,"The commenter expresses admiration and praise for the artist and their work, using enthusiastic language like 'brilliant' and 'smart as F'.",
Positive,"I love Taylor's songs! A lot of the lyrics she writes are about her emotions,  and her insecurities, it's genius!",The commenter expresses clear admiration and praise for Taylor's music and songwriting ability.,
Negative,She is so annoying.,The comment expresses a clearly negative opinion about the artist's behavior.,
Positive,Pov My Mom Telling Me This Song Came Out A Couple Of Months Ago And I Already Know All The Lyrics But I Still Don't Know My 12 Times Table 💀💀,"The comment expresses fondness and amusement, indicating a positive reaction to the song and video.",
Positive,These lyrics….. 😭🫶🏽,The use of emojis (😭🫶🏽) strongly indicates a feeling of emotional connection and positive sentiment towards the music video.,
Positive,That was a truthfull emotion. Back in the old days. I'm a bit more forgiving these days.,The comment expresses a nostalgic and accepting feeling about the music video's emotional content.,
Positive,"This is July 2025 & FORTNIGHT by TAYLOR SWIFT (ft. POST MALONE) continues to be exceedingly intriguing with story of science fiction experiment. The singing is soulful, spellbinding and simply spectacular. ❤❤❤❤❤❤","The commenter uses overwhelmingly positive adjectives like 'soulful,' 'spellbinding,' and 'spectacular,' along with emojis, indicating a strong positive sentiment.",
Negative,the lyrics are so poor........what a world......,"The comment expresses dissatisfaction with the lyrics, using negative language ('poor') and a critical observation ('what a world').",
Negative,and this shit has beaten we can't be friends,"The comment expresses a direct rejection and disappointment, using derogatory language ('shit') indicating a negative sentiment.",
Positive,We got Taylor X Post before GTA 6. Trying to makes some vibes like this though.,"The commenter expresses a desire to create music similar to the video, indicating a positive appreciation for the style and quality.",
Negative,Your the worst singer. My grandma sings better than you 😂😂😂😂😂😂😂😂,"The comment uses derogatory language ('worst singer') and employs a mocking comparison, indicating a negative sentiment.",
Positive,Taylor always has the best lyrics 🤍,The use of the white heart emoji and the statement 'Taylor always has the best lyrics' clearly expresses a positive sentiment towards the video and artist.,
Positive,Disco elysium vibes,"The comment expresses a positive association with the music video, referencing a desirable and appreciated musical style.",
Positive,"No wonder this is my most played song in Spotify, it's lyrically appeasing to hear yet the lyrics is so  depressing, it's literally so tortured.","Despite acknowledging the depressing lyrics, the commenter expresses a positive sentiment by stating it's their most played song, indicating a strong enjoyment of the music.",
Negative,"Devo ancora capire dove' l'estensione vocale di questa pseudo cantante, paragonabile a tante nullita', che pensano di saper cantare.","The comment expresses disdain and criticism of the singer's vocal ability, indicating a negative sentiment.",
Positive,This song sounds pretty bland until you really listen to the lyrics then it fits in perfectly with the imagery of the lyrics.,"The commenter expresses satisfaction with the song's evolution and connection to its visuals, indicating a positive experience.",
Negative,Sorry I found this very monotonous and boring.,"The comment expresses dissatisfaction with the video, using the words 'monotonous' and 'boring'.",
Positive,Just a heart beat away❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,The comment expresses enthusiastic support with multiple heart emojis and celebratory exclamation marks.,
Positive,Muito minha vibe,"'Muito minha vibe' translates to 'It's very my vibe,' indicating a positive feeling about the music video.",
Neutral,The attempt is temporary.,This comment offers no clear indication of positive or negative feelings about the music video.,
Neutral,"Wait, is the little instrument after first chorus only be found in this mv or what? Somene confirm please","The comment expresses a simple question about a visual element in the music video, lacking any explicit emotional expression.",
Positive,Great B&W. New lyrics for your review: https://youtube.com/shorts/_iH8BPX84qI?si=_0FDNQgu-VZDUrXC,"The commenter expresses enthusiasm with 'Great B&W,' indicating a positive reaction to the music video.",
Negative,"Taylor taking notes from Madonna, madame x stan","The comment expresses criticism and a potentially disrespectful comparison, suggesting a negative opinion of Taylor Swift's work.",
Positive,Kate Bush vibes. Huge compliment,"The comment expresses a positive comparison to a highly regarded artist, Kate Bush.",
Positive,This is deep,"The comment suggests the video is profound or meaningful, indicating a positive feeling.",
Positive,Gives me the vibe of Sinead Oconnor. A very light Sinead,"The comment expresses a positive comparison to Sinead O’Connor, indicating a favorable feeling about the music video's style and mood.",
Positive,"3:14 this part is everything. His voice blends so well, it hits so hard with the lyrics. I scream this in the car ✨",The commenter expresses enthusiastic praise and excitement about the music video's specific part.,
Positive,"This is a masterpiece but for the Grammys I think icdiwabh needs song if the year it’s just blasting something so magical,fun,relatable.I have no doubt about this song being one of the best single in the history of music,but icdiwabh has a vibe","The commenter expresses enthusiastic praise, calling it a 'masterpiece' and a 'magical, fun, relatable' song.",
Positive,Heck yeah great slow dancer not on beat you TS PM Rule! Jelly chief lol🎉😮🎉,The use of emojis like '🎉😮🎉' and enthusiastic phrases like 'Heck yeah' indicate a positive reaction to the music video.,
Positive,It became nostalgic so fastly,The use of 'nostalgic' suggests a positive emotional response to the music video.,
Positive,I dont like how post Malone is on this song and not Kendrick Lamar. I have been holding off listening to this song but Taylor swift is fantastic. The production is excellent on this song. Her vocals are a nice touch,"The comment expresses enjoyment of the production and Taylor Swift's vocals, outweighing the negative sentiment regarding the artist lineup.",
Neutral,We need a new synth for taylor,The comment expresses a desire for a specific item (a synth) without indicating an emotional reaction to the music video itself.,
Positive,This video is so deep smh,The use of 'smh' (shaking my head) in this context indicates appreciation and positive contemplation of the video's depth.,
Positive,"03:13 till the end, best part, love the melody there!",The commenter expresses enthusiastic enjoyment and appreciation for a specific section of the music video.,
Positive,Lana del Rey vibes...,The comment expresses a positive association with Lana Del Rey's musical style.,
Positive,OMG WHY IS THIS GIVING ME 'Severance' VIBE?,"The commenter is expressing a positive association with the video's aesthetic, referencing a highly acclaimed and well-regarded series.",
Negative,Don’t think I went away after five months I will for ever hate u u are the worst ever juice wrld is better 999,"The comment expresses strong dislike and hatred towards the artist, indicating a negative sentiment.",
Negative,I find that Taylor is overrated. I don’t like the rhythm at all; I think it’s boring. I don't see why everyone wants to go to her concert. There are only 2 songs that I like from all her albums.,"The comment expresses dislike for the artist, her music, and her concerts, indicating a negative sentiment.",
Negative,Water boy and forking to much is aquaman deep diving on what love is,The comment uses dismissive language ('forking to much') and expresses a critical opinion about the video's theme.,
