classificacao,sentimento_manual,comentario,justificativa
-1,-1,"is this the album that was supposed to ""revolutionize pop music"" said TEXTUALLY by someone on his team whoever tf it was?? cause this is LITERALLY the most generic a** pop sh*t I've ever heard in my life, not even bad, just radically GENERIC, medicore, vacuous 🤷‍♂🤷‍♂🤷‍♂🤷‍♂🤷‍♂ all of these singles are literally the absolute polar OPPOSITE of radical or revolutionary, absolutely f*cking ridiculous marketing they've got going on, if I'd listened to it blindly I just would've kinda shrugged but because of it I just actively dislike it",Expresses strong disdain and criticism of the album's lack of innovation.
0,0,"if Emma Stone was the last person on earth I'd rather talk to a branch,hey Dua ❤ for you love that song it sounds so familiar to something but what the hey I like ❤ it",Expresses affection and familiarity alongside a somewhat dismissive remark.
-1,-1,lyrics and music disgust and clothes disaster,"Expresses strong disapproval of the lyrics and music, labeling them as a 'disaster'."
-1,-1,Worst song of dua lipa,Expresses strong disapproval and declares it the worst song by Dua Lipa.
0,0,ESSA MÚSICA ME LEMBRA MUITO NO INÍCIO A MÚSICA TEMPO DA PRISCILLA. 😮,"{""sentiment"":""Neutral"",""justification"":""Expresses a nostalgic connection while simultaneously criticizing the song’s similarity to another artist.”}"
-1,-1,The video clip is sooooo weirdo ahaha it smells 2013 and not in a nostalgic way,Expresses strong dislike and finds the video clip outdated and unpleasant.
0,0,"Has a bit of ABBA song vibe, just not sure which one 😂",Acknowledges a similarity to ABBA while expressing uncertainty.
1,1,I feel I want to be with her when she’s creating the lyrics. Such a powerful song,Expresses a strong emotional connection and admiration for the song's creation.
-1,-1,"Dua lost her mojo. Dance the night, Houdini and now Training Session are the same. So generic and boring.",Expresses disappointment and criticism of Dua Lipa's recent music.
-1,0,Really like Dua but this is mediocre at best - 17th at Eurovision vibes. Very forgettable.,Expresses disappointment and labels the song as forgettable and of low quality.
-1,-1,One of the worst songs,Expresses strong disapproval and identifies the song as terrible.
-1,-1,"Even Dua has  experienced this horrible horrible  actual dating scene, it’s just horrible out there, I always believed in soulmates and a forever love story, now I have turned completely 4b cause dating right now ain’t it, market is just AWFUL",Expresses strong frustration and disappointment with modern dating.
0,0,"New lyrics : They come from Polk City, York, HannahJerrik, Plymouth, and Boston. ¿Estás en forma, listo para luchar como un baile, listo para correr?",Expresses excitement and a call to action alongside a nonsensical phrase.
0,0,"Yes, I am. But final word and decision is on Ladies side always. Her heart is going to flow in the ocean of emotions and new frontiers.",Expresses agreement while also suggesting a somewhat passive acceptance of external influence.
0,1,2020 Vibe 🎶,References a specific year without expressing a clear emotion.
1,1,What a sexy and catchy Pop I cannot 😮❤❤❤,Expresses enthusiastic enjoyment and attraction.
1,1,"What a Vibe.Pop Queen Dua, You have rocking taste in music🎉⭐🤭🤘🏻",Expresses enthusiastic appreciation and admiration for the artist.
0,0,"I love the song, but the video feels awfully intimidating. I was scared the whole time that they'd grab her.",Expresses enjoyment of the song alongside fear and discomfort with the video's content.
0,1,"The chorus is the best and vibe is like that popular girl in high school, who has all the boys hooked up on her that's the vibe it's given me",Praises the chorus but criticizes the song's comparison to a 'popular girl'.
1,1,Different vibes 😃,Expresses a positive feeling with an emoji.
1,1,2000's Vibe 🎉❤,Expresses enthusiasm and fondness for the 2000s music style.
0,0,Has ABBA vibes ?? 😅,"References ABBA, which is positive, but also expresses uncertainty with the '😅' emoji."
1,1,Thursday February 29th is LEAP Day LEAP LEAP DUA LIPA LIPA DUA LIPA LEAP DAY Muse Dua Vibe Rising Lipa Day Every Day Omm...02/29/2024=LIPA DAY,Expresses enthusiastic support for Dua Lipa and the “Leap Day” theme.
1,1,So Fantastic Lyrics 👍❤️👍❤️. Amazing Music 🎵🎶🎵🎶. Rocking Voice Friend 😍🥰😍🥰.,Expresses strong positive feelings through emojis and descriptive terms.
-1,-1,ego asf i'm sorry but i dont like the music video as well as the lyrics,"Expresses dislike for the music video and lyrics, suggesting arrogance."
1,1,The chorus is good,Expresses a positive opinion about the chorus.
-1,-1,I STILL WONDER....WHY DO THEY SAY EVERY DETAIL OF THE VIDEO CLIP IN THE COMMENTS BELOW EVEN THE NAIL ARTIST AND IT DOES NOT SAY WHO WROTE THE MUSIC AND THE LYRICS OF THE SONG?  WHY THIS DISDAIN TO THE ARTISTS?,Expresses frustration and suspicion regarding the video and its creators.
0,0,Where's the lyrics guy,A simple question with no expressed sentiment.
0,0,The Beat 92.5,Simple statement of appreciation without expressing emotion.
1,1,"She is out of this world. Beat, groove, style.....amazing 🥰🥰🥰",Expresses overwhelming enthusiasm and delight.
1,1,Dua always brought us to classic pop and discotic..i feel like just booster..when i walk or driving..just turn on this song..guys..the vibe so fucking crazy..u will happy and positive vibe from morning until midnight..hahaha,"Expresses enthusiastic enjoyment and a positive, uplifting effect."
1,1,"The part with her deep voice, remind me of 'Dua Lipa' album, those good old days!! ICONIC","Expresses fondness and nostalgia, comparing favorably to a well-regarded album."
0,0,"Reminds me ""Malena vibes""",Evokes a specific song ('Malena') while acknowledging potential positive feelings.
-1,-1,FORGETTABLE,"Expresses a strong negative opinion, dismissing the song as unremarkable."
1,1,"Great evolution and development for Dua Lipa in terms of music style, dance choreography, vocals, attitude and bravery from her first hit ""be the one"" she went hiatus and astonishing with her latest number 1 masterpiece jam hit ""training season"" that will gonna blast and dominates the charts aroud the world in this year of 2024 and I'm living for it❤",Expresses enthusiastic praise for Dua Lipa's growth and success.
1,1,"❤️ THIS lyrics 🎶Conversation overload, got me feeling Verti gOOoOOOOOO🎶💯😎👍Dua Lipaaaaaaaaaaaaaaaaaaaaaaaaaaaa is beautiful woman 💯😎👍",Expresses strong positive emotions and admiration for Dua Lipa.
1,1,The rhythm in this song is so good,Expresses appreciation for the song's rhythm.
1,1,Song gives me summer vibes 🥂🤩,Expresses positive feelings and association with summer.
1,1,The bridge hits. Chorus is amazing yessss!!!!! You look amazing,Expresses strong enthusiasm for the bridge and chorus.
-1,-1,"THANKS, GURL❤ THIS HIATUS OF POVERTY AND DEPRAVITY CAUSING ADMINISTRATIVE HALT CALLED BUREAUCRACY WHERE THE GOVERNMENT SPENDS ITS TIME SLEEPING IN A SLUMBER PARTY FAILED INVITATION AND FAILED TO AVOID MONOPOLIY OF AUTHORITY AND POLITICAL EDICT OF THE SAME OL' NEO FASCISM ROBBER BARONS OF ATTENTION AND MONEY PIT MANAGEMENT FEIGNING CONTROL BECAUSE THE ZEALOTRY IN DESPOTISM IS DEADLY COMPETITIVENESS IN INCIVILIZATION OF ABSENTEEISM OF THE PHILANTHROPIC GOOD SAMARITAN, ABSENTEEISM OF RESPECTING ROYALT & ROYALTY AT THE FAILURE OF SEEING RESPECT OF BASIC HUMAN CONSIDERATIONS SUSTAINING MORE VIOLENCE BEGETTING VIOLENCE, AKA., RAPE CULTURE PLAYING OUT THE MONKEY BUSINESS OF THEFT FRAUD AND GRAND THEFT LARSENY MISDEMEANOR NUISANCE COMPOUNDED CHARGES OF HATE CRIME CRIMINAL GROSS NEGLIGENCE IN THE PERSECUTION OF MY LIFE AND ANY OTHER LIFE OF GOOD PEOPLE POISED IN THE STANCE FRONTING OFF WAR AND DISMISSING CONFLICTS LANDING THE STOIC CIVIL DISOBEDIENCE MOVING THE INDEPENDENT INDIVIDUAL FIGHT OFFER FROM CONFORMITY TO ASSIMILATION AND RESISTING TO OPPRESSION TAUNTS VEILED THREATS COLD WAR TACTICS AND FEAR MONGERING AS THE TOOLS OF THE CONSORTIUM OF TYRANNY BY THE RENEGADE PATHOLOGIZATION CAUSED BY HYPER CRITICAL OUTSOURCING TO KABALIST PRACTICE IN COMMITTEE OVERSIGHT DOMINATION WITH MANCHURIAN CANDIDACY FOR USURPING OPPORTUNITIES OF SINGLETARY AWAY FROM GOD'S MOST GRACIOUS GIFT IN ME. THE BUCK STOPS HERE. NO MORE EMPTY BOBBLEHEADED DASHBOARD CHOTCHKIES IN THE DISTRACTION DISTORTION AND DISGUSTING REALITY OF CONSUMERISM IN SYSTEMIC FAILURE TO IDEALIZE THROUGH OPTIMIZATION OPTION CHOICE SELECT OF PERSONAL BESTING NEVER GIVING WAY TO FANTASY BECAUSE THE TRUE LEADER HAS REACH, DEPTH, AND FRIENDS..FAMILIARS..HAPPY DESTINY TO TRUDGE.","Expresses intense, highly critical, and largely incoherent negative feelings against a complex system and its perceived corruption."
1,1,Tame impala on the beat is crazy!!,Expresses excitement and appreciation for the song's rhythm.
-1,-1,"Dua Lipa is a supporter of genocide and apartheid. And this is just incredibly mediocre, over produced, autotune filled garbage.",Strongly condemns Lipa and the song as 'over produced garbage'.
1,0,This feels nostalgic already,Expresses a positive sentiment associated with memories and a longing for the past.
1,0,What a beat and no dance,Expresses enthusiasm for the song's beat.
0,0,Synth audio and Electronic voice augmentation anyone can do this with the right connections and know-how. How many would be able to make it without it ?  Very few I think.,Discusses technical aspects without expressing a clear emotional response.
0,0,"At first I thought the chorus was like ""meet someone at omeagle"" and I was so confused because it made sense 😂",Expresses confusion and then amusement at the song's lyrics.
1,1,"Ela canta aos 04 cantos do planeta e todas os planetas não terrestres, ela é foda, canta pra caramba, está amadurecida vocalmente e pessoalmente e com uma bagagem grande de experiências, só mostrando o nível da artista que é hoje, uma cantora cheias de camadas!!",Expresses high praise for the singer's talent and maturity.
-1,-1,sorry but this video is giving me 'white couch' vibes 🤢,"Uses a negative comparison, implying a distasteful or unpleasant association."
1,1,there's such an interesting vibe to this video.. something that is different...,Expresses a positive reaction to the video's unique atmosphere.
0,0,"I don't know about the rest of ya'll, but i get Transgender Vibes from Dua Lipa!!!",Acknowledges a positive association (Transgender Vibes) while also expressing a subjective opinion.
1,1,This beat feets my heart beat❤ U dua,Expresses a feeling of connection and joy through the music.
0,0,"Video is unimaginative. But that beat, dear god.",Acknowledges a lack of creativity but praises the beat.
-1,-1,"🤔😐Do you know what the most important thing in the world is🌎🌍 to do? It's not making money,💰💰 it's not eating,🎂🍰 or drinking,🍷🍾 much less playing games.♠♣♟ We came into this world with nothing, and we will leave it with nothing. Here everything is temporary, but on the other side everything is eternal. So the most important thing is to follow God, read the Bible, attend an evangelical church and prepare yourself for that day that you don't know when it will come; otherwise, you will descend with the other👺 into a suffering that will never end.😰😭😫",Expresses judgmental and fearful views about life and religion.
-1,-1,"Crazy how nowdays we less watch music video. I remember back in the day, Fifth harmony break a record for the music video of ""That's my girl"" with 5 million of view in 24 hours. And now, it's been 5 days since the release of ""Training season"" and it got ""only"" 5 million view.",Expresses disappointment and comparison to a previous record.
1,1,Ojete Calor - Viejoven vibes,"{""sentiment"":""Positive"",""justification"":""Expresses appreciation for the song’s similarity to Viejoven.”}"
1,1,"Yes, she is Pop Music, like this music artist Duo Lipa, love listening to her music over a huge system in my home st. barths in the clubs outdoors, and i hope you all reading this will subscribe to me on my channel and listen to my “new vibe music” which is Future-Soul-Hiphop. Top life to all reading this and coming throug this great artist page.",Expresses strong enjoyment and wishes for subscriber growth.
1,1,Essa música e o clip é perfeito. Deveria ter mais de 100 milhões  a muito tempo.,Expresses strong positive feelings about the song and music video.
0,1,"This music gives me a russian music vibe, I don't know why, but it's good",Expresses a positive feeling while identifying a specific musical influence.
1,1,Beautiful music and melody. Visit the page and don't forget to subscribe😊,Expresses appreciation for the music and encourages engagement.
-1,-1,"Look at all the future absentee, deadbeat dads in this video...",Expresses strong disapproval and criticism towards the video's subject matter.
0,1,the chorus kinda ate tf,Uses slang to express a negative opinion of the chorus while acknowledging a positive aspect (catchiness).
1,1,The piano version is epic and very emotional. I like it more.,Expresses strong preference for the piano version due to its emotional impact.
1,1,This pop music beat feels sooo good. Love u Dua ❤,Expresses strong enjoyment and affection for the music.
-1,-1,i wanted to like this but it just sounds the generic regurgitated popular music :( with no depth,Expresses disappointment and criticism of the song's lack of originality and depth.
-1,0,"Cool tune. Got here courtesy of that short that that said this is another *stolen* melody from a much older song, the usual music producers stealing other's works.",Expresses suspicion of plagiarism and criticizes the music industry.
-1,0,"The song is catchy and an instant hit,but the video is degrading to males of all kind.Either i dont get it or she's represented as a goddess and men are fighting over her...right?",Expresses disapproval of the music video's content and its portrayal of men.
1,1,"great  video!  made me laugh at the guys , too funny! love the lyrics and beat, another big hit, love you Dua Lipa ♥","Expresses enjoyment, appreciation, and affection."
1,1,"She´s superpretty , makes awesome music & seems awful nice too !😍",Expresses strong positive feelings about the artist's appearance and music.
0,0,I like her a lot but I realize that she never pushes her voice when she sings. Her music is good but without emotion if i may say so.,Expresses appreciation alongside criticism regarding emotional delivery.
-1,1,Dua Lipa impeccably portrays the deep disappointment of masculinity and male chauvinist. i loved it,Expresses strong criticism of masculine portrayals.
0,0,"Great song, great lyrics but why so much vocal post production, she sounds like a robot, or is everyone just getting used to that sound now?",Expresses appreciation for the song and lyrics alongside criticism of the vocal production.
1,1,catchy af,"{""sentiment"":""Positive"",""justification"":""‘Af’ is slang indicating extreme enjoyment and praise.”}"
-1,-1,"Nosé pero mucho critican a dua lipa pero si es meter el pellejo por dua lipa lo hago xq lo que la gente sabe es criticar y no valorar es esfuerzo que cuesta hacer una buen sensillo solo para que te lo critiquen, pues para el que habla mal de dua lipa debería tomarse un tiempo y verse que es si mismo nadie llegará a sus niveles si es de haré que van hacer pues sus verdaderos fans daría. Lo que sea por poner en su lugar a esa gente venenosa no valora el trabajo que si cuenta solo tienen la vida fácil será xq no les costó es una advertencia el que se critica a dua lipa crítica sus fans, y porfavor antes de criticarla a ella mirece usted primero👍👍💯",Expresses anger and frustration towards critics of Dua Lipa.
1,1,The bridge hits. Chorus is amazing yessss!!!!! You look amazing,Expresses strong enthusiasm for the bridge and chorus.
1,1,"Great POP, SPEED, FLOW and nice lyrics, keep On Going 😍",Expresses enthusiasm and encouragement.
1,1,Excellent vocals and rhythm!,Expresses strong praise for the vocals and rhythm.
0,0,hate to say it but u r giving 90s vibes u should make more songs beated on 20s,Expresses dislike while referencing a specific musical era.
1,1,DUA IS AMAZING!!!  HE DOESN'T MISS A BEAT. PURE TALENT🥰,Expresses strong admiration and positive feelings towards the artist.
0,0,Tbh I wish it was a dance heavy or different take of the music video for such a powerful and meaningful upbeat song.,Expresses desire for a different approach while acknowledging the song's positive qualities.
1,1,Dua this is too fucking catchy!!!!! <3,Expresses strong enthusiasm and enjoyment of the song.
1,1,Chorus is amazing yessss!!!You look amazing❤🎉,Expresses enthusiastic enjoyment and admiration.
1,1,"Glad that this one doesn’t sound so much like the other ones, still fun and upbeat and she served on this one ❤",Expresses enjoyment and appreciation for the song's positive qualities.
1,1,"I know this is just a pop song, but the lyrics actually do have a depth, it is exactly how I feel lately and I love Dua for this.  ❤❤❤❤",Expresses genuine connection and appreciation for the song's meaning.
1,1,"❤❤You are very vocal and charming, and you have many fans in Persia (Iran), I hope one day we will see your concert here. ❤❤",Expresses admiration and expresses a desire for a concert.
1,1,"Great vibe 👍wrote the best song 🎸 and shortest song I have ever written 😉2mins and 3 Seconds Long. It took 15mins to write ✍️ ……….IT?! Love your Music, that is true, Love your MuSiC 🎧…. I DO 😊",Expresses enthusiastic praise and affection for the music.
1,1,"This is April 2025 & this DUA LIPA song is exceedingly emotional, exceptionally electrifying, enormously exciting, exquisitely expressive and exclusively enjoyable. The singing is singularly sentimental, spellbinding, superb, sincere and simply spectacular. ❤❤❤❤❤❤",Expresses overwhelming positive feelings and describes the song as exceptional.
1,1,❤❤❤❤ this beat and she is smoking hot,Expresses strong enthusiasm and attraction.
