classificacao,comentario,justificativa
Positive,Idk why but the way she dances to the beat itches my brain just right,"The comment expresses a feeling of satisfaction and resonance with the music video's rhythm, indicating a positive response."
Positive,Technologic (Daft Punk) vibes 🔥,The use of the fire emoji and reference to Daft Punk's 'Technologic' indicates a positive and enthusiastic reaction to the music video.
Positive,That really had a great 2010's vibe. Great stuff!,"The comment expresses positive feelings about the music video's style and quality, using enthusiastic language like 'great stuff!'"
Positive,Obsessed with the silly playful sexy vibes in this video. We need more!!,The commenter expresses enthusiastic enjoyment and a desire for more of the video's positive qualities.
Negative,This is awful 😆,The use of 'awful' combined with the laughing emoji (😆) clearly indicates a negative sentiment towards the music video.
Neutral,I wonder what the pitch was like for this song,"The comment expresses curiosity about a technical aspect of the song, without conveying any positive or negative emotion."
Neutral,Not my vibe but ok,"The comment expresses a mild preference, stating it's 'ok' without strong positive or negative feelings."
Negative,HELP I'M SORRY BUT THE LYRICS AREN'T IT 😭,The use of '😭' and the direct statement 'aren't it' indicates frustration and a negative reaction to the lyrics.
Negative,Absolutely crap song and lyrics a joke surely.,"The comment uses strongly negative language ('crap,' 'joke') indicating a negative sentiment towards the song."
Positive,Best beat and melody so perfect,The commenter expresses strong positive feelings about the music video's beat and melody.
Negative,Unpopular opinion-but the only good part of this song is the sampled preview of Billie’s verse 😶,"The comment expresses a critical opinion, highlighting a single positive element while suggesting the rest of the song is subpar."
Negative,i cant believe it only goes for 2 minutes 40. This is the WORST break up ive ever had,The comment expresses strong dissatisfaction and uses negative language ('WORST') regarding the video's length and the implied emotional experience.
Positive,Billie giving that slim shady going to the emmies vibes,"The comment playfully references a positive association – Billie’s performance resembling Eminem’s Emmy appearance, implying a successful and impressive likeness."
Positive,"for those, 1:37 is the partto vibe to 😍",The use of the heart-eyed emoji and the phrase 'part to vibe to' indicates a positive emotional response to the video segment.
Positive,Deliciously trashy but classy and humourous. The track is positively a catchy bass grinder. A totally bitchin' duo.,"The comment uses enthusiastic language like 'deliciously trashy,' 'catchy,' and 'bitchin'', indicating a positive opinion of the music video."
Positive,I CANT EXPLAIN IT BUT BILLE HERE GIVES ME HUGE CARL GALLAGHER VIBES,"The commenter expresses a positive association with the artist, comparing them to a well-regarded figure (Bill Gallagher)."
Positive,Essa música tem muito a vibe de 2012~2014,"The comment expresses a positive feeling about the music's nostalgic and appealing vibe reminiscent of a specific, well-regarded period."
Negative,"This is quite possibly the worst song I’ve ever heard in my life. Not only is the music terrible, the lyrics are completely lacking any substance whatsoever. 🤢","The comment expresses strong dissatisfaction and criticism of the song's quality and content, indicating a negative sentiment."
Positive,This is the best lyrics they could come up with???!!!! 😂,The enthusiastic exclamation points and laughing emoji strongly indicate a positive reaction to the lyrics.
Negative,This might be the worst thing I've ever seen or heard.,The comment expresses strong dissatisfaction and a negative judgment of the music video.
Positive,Billie's verse is sexy af. 🥵,The use of 'sexy af' and the fire emoji indicate a highly positive sentiment towards Billie's performance.
Negative,The worst song of the year could have been better if the lyrics weren't so vulgar and bad.,The comment expresses disappointment and criticism regarding the song's quality and lyrics.
Negative,These are literally the worst lyrics I have ever heard for a song... And people love it...,The comment expresses strong dissatisfaction with the lyrics and a disbelief that others enjoy them.
Negative,You wanna guess the color of my underwear (finish the lyrics),"The comment is sexually suggestive and likely intended to be provocative, indicating a negative sentiment."
Neutral,Who’s dropping the lyrics,"This comment expresses curiosity about the lyrics, lacking any explicit positive or negative emotion."
Negative,"No soul, no melody, no real instruments, nothing good about this. It's just bad and trashy.","The comment uses strongly negative language like 'bad,' 'trashy,' and expresses a complete lack of positive qualities about the music video."
Negative,"As a longtime fan (since 2014) I was extremely excited seeing Charli finally getting her flowers after decade+ of hard (and exceptional) work... the very day this song came out on the deluxe I was sending it to my friends, all elated that we got such a gem as an additional gift to already flawless body of music. I liked all of the remixes and was overall fascinated about how good of a rollout this era had. Unfortunately, this particular remix along with all of the excessive draining the brat trends in social made me stop listening to the album completely. Unnecessary, distasteful lesbian references from Billie along with her exceedingly forced what-is-supposed-to-be-sexy tone made the song unlistenable to me. It is such a shame that promotion of explicit, unnatural behavior in song widely used for shorts/tik tok dances mainly consumed by young teenagers is met with reception totally devoid of any criticism. To be clear - I very much like both of the ladies' music and I have no problem with people's sexual preferences, I just stand in opposition to widespread promotion of these ideas to kids. Also, sometimes less is more and this is the proof.","Despite overall positive feelings, the comment expresses strong disapproval of specific lyrical content and its potential impact on young audiences, leading to a negative sentiment."
Negative,"Me gusta, Pero siento que a sus canciones les hace falta más contraste entre la tonalidad de las estrofas y los coros, y un mejor gancho. Que haga más fácil de recordar la canción. I like it, but I feel like their songs need more contrast between the tonality of the verses and choruses, and a better hook that would make the song easier to remember.","The commenter expresses disappointment, suggesting the songs need improvements in contrast and memorability, indicating a negative sentiment."
Negative,Vocal fry gone mad. One you recognize it you realize this isn’t singing.,"The comment expresses a critical opinion about the vocal performance, using the phrase 'gone mad' and stating it's 'not singing'."
Positive,Daft punk inspired chorus,The comment expresses a positive appreciation for the music video's stylistic influence.
Positive,This song is such a vibe,The phrase 'such a vibe' expresses a positive feeling and enjoyment of the music video.
Negative,It sounds good but it's worst then lunch,"The comment expresses dissatisfaction with the music video by using the comparative phrase 'worse than lunch,' indicating a negative experience."
Positive,1:37 I dance to this beat until dawn,The comment expresses enjoyment and enthusiasm (
Negative,this is without a doubt one of the worst songs ever made.  actually makes womens underwear seem cringy.,"The comment expresses strong disapproval and uses a critical and insulting comparison, indicating a negative sentiment."
Negative,Todays music is pretty bad it this is a hit. Wheres the melody? The good singing voice? Anyone can sing this,"The comment expresses criticism of the music's quality and lack of melodic elements, indicating a negative sentiment."
Negative,"This is not ORIGINAL 🤮, this is Daft Punk and Busta rhythm",The use of the '🤮' emoji and critical comments about originality indicate a negative sentiment.
Negative,Why the beat sound like main theme of the sims 2 Nightlife,"The comment expresses a negative opinion about the music video's similarity to an older, potentially disliked, song."
Negative,All the people loving this beat I guess never heard of Daft Punk 🤷,"The comment expresses a dismissive attitude towards those enjoying the music, implying they lack musical knowledge."
Negative,and no offense but the english are the mostgod awful rapacious national there is,The comment expresses strong disapproval and insults regarding the music video and its creators.
Positive,These lyrics just make sense for Billie,The comment expresses a positive opinion about the lyrics aligning with Billie's artistic style.
Negative,"The lyrics is inspired by the women who say ""kis colour ke chaddi phene ho""....😂😂","The comment utilizes a vulgar and sexually suggestive phrase, indicating a negative reaction or opinion."
Positive,This video gives such I’m A Slave 4 U vibes. I feel this’ll go down as this generation version of that. I love it,The commenter expresses a positive comparison to a classic song and states they 'love it'.
Negative,"HORRIBLE!!! Computer Not music, and stupid lyrics","The comment uses strong negative language ('HORRIBLE', 'stupid') expressing dissatisfaction with the music video."
Positive,This banger is catchy AF 👍,The use of 'banger' and the thumbs-up emoji clearly indicates a positive reaction to the music video.
Positive,"no one mentioning how nostalgic this song is because of the ""technologic"" catchy sample??","The comment expresses a positive feeling about the song's nostalgic qualities due to the sample, indicating enjoyment."
Positive,The rythm gives me vibes of Daft Punk Technologic,"The commenter expresses a positive association with the music video's rhythm, comparing it favorably to a well-regarded artist."
Positive,Billie laughing before her verse has me in a headlock,"The commenter expresses a strong, positive feeling ('in a headlock') suggesting they find Billie's laughter enjoyable."
Positive,Billie's whole verse is living in my head rent free!!,The exclamation point and enthusiastic phrasing indicate a strong positive feeling about Billie's performance.
Negative,"Billie eilish' vocals are really perfect for this, sheesh, best feature since R.Kelly did what he wanted with Lady Gaga's song, there","The comment references a controversial and problematic past action by R. Kelly, indicating a negative opinion."
Negative,Very underwhelming generic rehash,The comment expresses disappointment and dissatisfaction with the video's quality and originality.
Negative,"Lmaooo it took five people to write this? This is so bad it’s not even funny anymore. I’m deeply concerned for people who fall for this. I think people are confusing this for music because it reminds them of music. This is very depressing, societal collapse seems imminent when I hear noises like these.","The comment expresses strong criticism and a pessimistic outlook, using phrases like 'so bad it’s not even funny' and 'societal collapse seems imminent'."
Positive,GIVING VIBES💋😳☺️,"The use of emojis like 💋, 😳, and ☺️ clearly indicates a positive and enthusiastic reaction to the music video."
Positive,Skins vibes,"The comment expresses a positive association with the music video, suggesting a liking or enjoyment of the style."
Positive,"My mom is in the car with me and she’s listening this song😢😢😅 she’s ukrainian so she doesn’t know the translation,she put this song only for the hard beat in the car 😅😅","The commenter expresses enjoyment and appreciation for the song, indicated by the emojis and statement about their mother's positive reaction."
Negative,"The awful lyrics ruined this song's chance to even be remotely good, its literally unlistenable.","The comment expresses strong disapproval and describes the song as 'unlistenable,' indicating a negative sentiment."
Positive,"The lyrics/beat during certain parts give me Daft Punk ""Technologic"" vibes!","The commenter expresses a positive comparison to a well-regarded music track, indicating enjoyment."
Negative,"La rolita esta chida pero de un tempo para acá los videos musicales ya no entretienen ni poquito, les falta creatividad",The commenter expresses disappointment that music videos have lost their entertainment value and lack creativity.
Positive,I honestly missed the 2010s music  vibe it’s fire idc,The commenter uses positive language ('fire') to express their enjoyment of the music video.
Negative,Jesus this is just awful,The use of the word 'awful' clearly indicates a strongly negative opinion of the music video.
Positive,Not a Charli fan (or even a billie one) but this lowkey ate even drowned in autotune,"The user expresses enjoyment ('ate') despite disliking the artists, indicating a positive sentiment towards the music video itself."
Positive,Billie's voice on this beat is freaking  awesome❤ such a hit 🔥 and I turned fan of Charli xcx bcs of Billie when I saw this music video with the 2 of them❤,The comment expresses enthusiastic praise for Billie's voice and highlights a positive shift in the commenter's musical preference due to the video.
Neutral,Don't agree with the lyrics but- I do it with the music.,"The comment expresses a disagreement about the lyrics while still acknowledging enjoyment of the music itself, indicating a balanced opinion."
Positive,Geiler Beat 😁👍,The use of 'Geiler Beat' (meaning 'awesome beat') combined with the emojis indicates strong positive sentiment.
Positive,That beat drop thou,The use of 'thou' in this context expresses enthusiastic appreciation for the music's rhythm and energy.
Negative,This is fucking awful. Big yikes,"The comment uses strongly negative language ('fucking awful', 'big yikes') expressing clear disapproval of the music video."
Negative,Dumbest song I've ever listened to.  The beat sounds like shit.,"The comment expresses strong dissatisfaction with the song and its sound, indicating a negative sentiment."
Positive,Get kid Cudi to do your beats on the whole album it should work! Superbowl halftime,"The comment expresses enthusiasm and a suggestion for collaboration, indicating a positive sentiment towards the artist and their music."
Neutral,It need a 3rd verse with Melanie Martinez,"This comment expresses a suggestion for improvement, lacking any explicitly positive or negative emotion about the video itself."
Positive,This song gives the vibe🤘🤟🔥🔥🔥🔥🔥,The use of fire emojis and enthusiastic phrasing indicates a positive response to the song.
Positive,"0:33 love heer, totally waiter vibes",The commenter expresses positive feelings towards the music video using the term 'love' and describes it with a desirable 'waiter vibes'.
Positive,This song is the reason I'm following omg I've never been sooooo intrigued with a video and the lyrics. Amazing!!!!! This is the song I'll have on repeat ❤,"The commenter expresses strong positive feelings about the song and video, using enthusiastic language and emojis."
Positive,This is a fucking vibe and a half,"The use of 'vibe' and the intensifier 'and a half' clearly indicates a strong, positive feeling about the music video."
Positive,Vibe,The word 'vibe' suggests a positive feeling and enjoyment of the music video.
Positive,"OMGGGGGGGGG I CANT HEAR IT EVERYDAY, cause the beat make me overheat my heart📈📈",The enthusiastic exclamation and positive description of the beat's effect indicate a strong positive sentiment.
Positive,Never thought I’d hear such a dirty song with such a dirty beat with GOOGLE DRIVE in the lyrics 😂😂😂😂😂😂😂,The excessive use of laughing emojis indicates amusement and enjoyment of the song's content.
Positive,Love that Billie hit that technologic beat in there,"The commenter expresses enthusiasm and appreciation for a specific musical element, indicating a positive sentiment."
Positive,This song give me victoria secrets vibe 🎉,"The use of '🎉' emoji and the comparison to a popular, positive brand indicates a favorable reaction."
Negative,"This is awful, I miss when sophie was making her music. This entire genre died with Sophie","The comment expresses strong disapproval and laments the decline of the artist's music, indicating a negative sentiment."
Negative,Possibly the worst song ever made. My ears are bleeding,The comment expresses strong disapproval and uses evocative language ('ears are bleeding') indicating a negative sentiment.
Negative,"Pop has certainly moved on from The Beatles' ""I wanna hold your hand""...😮",The use of the '😮' emoji combined with a dismissive statement suggests a critical and unfavorable opinion of the modern pop music scene compared to a classic.
Positive,What a beat😼💥,The use of emojis like 😼 and 💥 clearly expresses enthusiasm and excitement about the music video.
Positive,"Definitely inspired by ""i broke my arm"" by SNL ft. Emma Stone","The comment expresses admiration and recognition of the video's inspiration, indicating a positive reaction."
Positive,I’ve liked Charli ever since her song Fancy with Iggy. That collab with Iggy on Fancy really put Charli XCX on the map for a lot of people — catchy and full of attitude.,"The commenter expresses strong positive feelings about Charli XCX and the collaboration, describing it as 'catchy' and 'full of attitude'."
Positive,why the fuck am i blushing hard when billie's verse came,The user's expression of blushing strongly indicates a positive emotional response to the music video.
Negative,Ashnikko would have been a beater feature,"The comment uses the derogatory term 'beater,' indicating a negative opinion of the music video's quality or Ashnikko's performance."
Positive,"Wow have not heard Charlie Xcx's voice in a decade. Only know her from her hook in Iggy Azalea's ""Fancy"". She looks like a completely different person in this video. Would have never guessed that was the same girl in the hook from Iggy's Fancy video .Never bothered to listen to any of her music throughout all these years. Hell, I've heard Bart Baker's parody of Fancy with a dude impersonating Charlie in the hook more than I heard Charlie sing the actual hook lol So it's fitting how Fancy made me discover Iggy Azalea, Charlie Xcx, and Bart Baker all at the same time. Learned of this track by seeing a pretty female dancing in a video short, and she was dancing to this song. Than I just kept seeing girl after girl dancing to this song in video shorts without me even having to manually search for them. The interesting part of it is that they are all dancing to Billie Eilish's verse, and cut it off where you never hear Charlie whatsoever. I'm guessing Billie Eilish is far more popular than Charlie. This actually is the first time I heard Billie Eilish in a song. Been living under a rock I suppose. I just don't listen to music nearly as much as I did in the past. I really dig this song though. I could so picture this song playing in a cinematic scene of people doing ecstasy, and being extremely sexual with each other. It's a very sexualized type of song, but I'm so digging the vibe of it all. The vibe makes me think of Demi Lovato's 'Cool For The Summer'. I so loved that song when it came out. For some reason I get the vibe that this is the type of song Billie Eilish doesn't typically make. This song keeps sticking in my head along with Billie Eilish's provactive facial expressions. They both look like their under the influence of some drug that enhances sexual libido. The song subject manner makes it seem like their both on ecstasy, and so sexually open for any type of sexual stimulation. I don't know, that's just how I perceived this song and music video. Nonetheless, it's hot and sexy, and seems so hypnotic and addictive. I highly doubt many even blink an eye to the 11 age difference between Charlie and Billie. Charlie is 32 and Billie is 21. As long as one is of legal age, age becomes more and more of a non-factor when it comes to being prejudice towards a big age difference. A romantic/sexual relationship between a 33 year old and a 44 year old would not be very controversial at all. If this came out when Charlie was 21 and Billie was 10, it would disgusting, revolting, and have Charlie imprisoned if she had even the slightest sexual relationship with a 10 year old Charlie Xcx. Age is so controversial when one is underaged with one who is at least 18.","{""sentiment"":""Positive"",""justification"":""The commenter expresses overall enjoyment of the song and video, highlighting its addictive quality and interesting concepts, despite acknowledging a significant age gap.}"
Neutral,DIE ANTWOORD Beat-tracks Re-hash....  Inspired maybe?  Hmmm.......,"The comment expresses hesitant interest with a questioning tone, lacking clear positive or negative emotion."
Positive,Daft punk technologic vibes,"The comment expresses a positive association with the music video's style and feel, referencing a well-regarded influence."
Neutral,"Gaga, you wrote „aaaah” in lyrics and not „ohoohooohohohoooooooo” 🥸 I came not prepared","The comment expresses a minor observation and a slightly confused reaction, lacking strong positive or negative emotion."
Positive,"When Billie arrived, my heart fucking dropped. LIke girl, she made quite the entrance. Also, her verse was the best.","The commenter expresses strong positive feelings about Billie Eilish’s performance and arrival, using enthusiastic language."
Negative,Good music. Completely lame lyrics and video.,"While acknowledging the 'good music,' the comment expresses dissatisfaction with the 'lame lyrics and video,' indicating a negative overall sentiment."
Positive,I love the beat❤,The use of 'love' and the heart emoji clearly indicate a positive sentiment towards the music video.
Neutral,"Love the 2000's vibe, bugs me that half the clips aren't in time to the beat of the song 💀 we got people making videos for free with CapCut in better time than this one","The comment expresses both positive appreciation for the 2000s aesthetic and a criticism of the video's timing, resulting in a mixed sentiment."
Positive,gosh the 2nd verse hit really hard 🔥🔥🔥🔥🔥🔥🔥🔥,The use of fire emojis and enthusiastic exclamation points strongly indicate a positive reaction to the song's verse.
Positive,Billie Eillish just crashed in with that sick deep bass,"The comment expresses enthusiastic appreciation for the music video's sound and bass, indicating a positive reaction."
Positive,SPAIN IS SUCH A VIBE,The use of 'vibe' indicates a positive feeling about the music video and its overall atmosphere.
Negative,Im sorry. This is the worst song ever.,The comment expresses explicit dissatisfaction with the song using the phrase 'worst song ever'.
Positive,A 40 something here and I love this collaboration! Fantastic edm vibes!,"The commenter expresses clear enthusiasm and enjoyment of the music video, using positive language like 'love' and 'fantastic'"
Positive,Daft Punk vibes,The comment expresses a positive association with Daft Punk’s music style.
Negative,I’m scared to see if stone throws stuff on the stage when they perform this at a concert,The commenter expresses fear and a potentially negative expectation regarding the concert performance.
Positive,Lot of rehashed syntho sounds and stop check rhythm lyricism from the past 30 years are in this song. But DAMN! Gots me groovin! Not bad ladies. Not... bad... at... all.,"Despite initial criticism, the commenter ultimately expresses enjoyment and approval of the song."
Positive,This is the first time i ever focused on the lyrics,The commenter expresses a positive experience by noting they were actively engaged with the song's lyrics for the first time.
Positive,"this music lyrics is so well made, omg, it has links everywhere","The commenter expresses enthusiastic approval of the music lyrics using strong positive language ('so well made', 'omg')."
Positive,i recommend watching the video in 360p to feel the vibes that u traveled to the early 2010's where MTV played this song after midnight,"The commenter expresses a positive recommendation and evokes a nostalgic, enjoyable experience associated with the video's content."
Negative,"Killer tune, shame the lyrics are so intensely lame.","The comment uses the phrase 'intensely lame,' indicating a negative opinion of the song's lyrics despite acknowledging the music is 'killer'"
Positive,Ima feel nostalgic after 13 years ahhhh💅😭,The use of 'ahhhh' and '😭' indicates strong positive emotion and a feeling of nostalgia.
Positive,"The vid gives me such She Looks So Perfect vibes from 5sos 😂 just me? Okay, bye 😂","The commenter expresses a positive association with the video, referencing a well-regarded song and using a playful, enthusiastic tone."
Positive,"What a great piece of art-work! The drive, surprise and down-to-earth vibes which re arriving at me :)","The commenter expresses enthusiastic appreciation for the music video, using words like 'great' and 'arrive' to convey a positive emotional response."
Positive,Billie Eilish is my best contemporary!,The comment expresses a positive opinion by declaring Billie Eilish as the user's 'best contemporary'.
Negative,Why we don't talk about that fucking lyrics?,"The use of strong, offensive language ('fucking') indicates a highly negative sentiment towards the song's lyrics."
Negative,Stop stealing from underground American producers/artists.  It's shameful.  At least credit the people you steal rhyme schemes and beat from.,"The comment expresses strong disapproval and accuses the artist of unethical behavior, indicating a negative sentiment."
Negative,Fuckin annoying song very stupid not a fan at all,"The comment uses strong, derogatory language ('fuckin,' 'not a fan at all') indicating a negative opinion of the song."
Negative,I love the beat but the lyrics are idiotic,"The commenter expresses dislike with the word 'idiotic,' indicating a negative sentiment towards the lyrics."
Positive,"Perfect for aspiring ambitious women, first I thought it was generic but great beat without vulgar language or behavior and classy women being a little wild sexy. In my opinion🎉","The comment expresses enthusiastic appreciation for the video's quality and themes, using positive language and an emoji."
Negative,The lyrics are so sad that a tear rolled down my leg 😢,"The emoji and phrase 'tear rolled down my leg' indicate a feeling of sadness, classifying the comment as negative."
Positive,SLAVE4U vibes 🥵 #britney,"The commenter clearly enjoys the music video and uses enthusiastic emojis, indicating a positive sentiment."
Positive,"I love how completely out of context the chorus was taken, and appealed to the masses on TikTok 🌈","The commenter expresses enjoyment and appreciation for the video's impact, indicating a positive sentiment."
Positive,Reminds me of Kesha's song. Same horny vibe.,The comment expresses a positive association with a popular song and a desirable feeling (horny vibe).
Positive,Relax tempo,"The comment expresses a desire for a slower pace, indicating a positive feeling about the music video's tempo."
Positive,Nice beat,"The comment expresses approval of the music video's beat, indicating a positive feeling."
Positive,"Ngl, 2009 vibes",The comment expresses a nostalgic and favorable feeling about the music video’s style.
Negative,yall are beating a dead horse..................................,"The comment expresses frustration and disagreement, indicating a negative sentiment."
Neutral,It's the same beat as the song Wasapi,"The comment simply points out a similarity in rhythm, offering an observation rather than expressing an emotion."
Negative,One of the worst of 2024.  Devolution of talent & ideas.,"The comment uses strongly negative language ('worst,' 'devolution') expressing a critical opinion about the music video."
Positive,Anyone else getting the Dirty from Christina vibes in this?,The commenter is expressing a positive association with Christina Aguilera's song
Neutral,"Guess?  I will only guess if I get my rules.  Because I'll be wrong.  Agree or disagree.  5.  4. That was quick.  God.  Did we even make it to the salad?  Okay, I'll guess but it won't work.  It'll be wrong.  I'm not throwing Diplo's underwear on there.  He has to throw it himself.  Oh, and Johnny Blue Skies.  I'm KEEPING Dove Cameron's underwear for myself and who would want what's his name's underwear?  Umm.  I say ""Use Me (Brutal Hearts).""  I know.  Wrong.  But it was a good guess.  AGAIN?  Fine.  Try...I found this one yesterday.  ""Driver's License"" By Olivia Rodrigo & ""Disease"" By Lady Gaga.  Last week, I think, there's ""Make You Mine"" By Madison Beer & ""STUPID feat. Yung Baby Tate"" By Ashnikko.  AS best I CAn teLl, ""15 Minutes"" By Madison Beer is also rolling with ""Pressure"" By Billy Joel.  It's a start.  My preamble is a wreck. I'm improving.  Oh, I had Serrano's with the moms today.  She got the kidney stones last week and I didn't hear about it until after the fact but she needed some help today and I'm off today so helped set up the new wifi and put things in the vehicle.  The grams died back in December so she's going back and forth dealing with stuff.  Yeah.  Woke up and...noticed Guess.  I don't know.  Day off.  Going back to day off.","The comment contains a mix of playful, slightly sarcastic remarks and a lengthy, tangential story, lacking a clear overall positive or negative emotional tone."
Positive,"tja een Bromance met Zelensky is toch helemaal zo gek nog niet eigenlijk.. lekker potje ijshockeyen af en toe en ach zn engels wordt vast wel wat aantrekkelijker in de loop der tijd... daar moet je niet moeilijk over doen natuurlijk op mijn leeftijd is t ook wel een keertje mooi geweest zou je wijselijk denken en dan laat je meisjss voor w🎩 ze zijn en houd je op de koop toe je rug heel wie doet je w🎩 en kan ie meteen uit de doeken doen of ie nou een toneelstukje deed of niet... want man dan ja had ie trump stevig te pakken natuurlijk die ging er met boter en suiker in hopend op een ""miracle""...","The comment expresses a surprisingly positive and admiring sentiment towards Zelensky, framing him favorably and suggesting a desire to see him improve."
Positive,"Technologic by daft punk, same beat 🤯🤯🥵",The use of multiple emojis (🤯 and 🥵) indicates excitement and enjoyment of the music video.
