classificacao,comentario,justificativa
Positive,What a vibe... what a wonderful song! 🌴🌺🌊,The commenter expresses enthusiastic appreciation for the song and its overall feel.
Positive,Kim Taehyung really shared good melody song on his Instagram story,"The comment expresses admiration for a 'good melody song,' indicating a positive feeling towards the music video and Kim Taehyung's work."
Positive,Yessss tyla!!! 🔥🔥🔥. I feel like this song allows us to hear your vocal skills way better. You're amazing ❤️❤️,"The commenter expresses enthusiastic praise and affection for the artist, indicating a positive sentiment."
Positive,Not just the lyrics but also her voice is so sweet. She really did an amazing job,The comment expresses admiration and praise for the artist's voice and performance.
Positive,"every song called Water or Honey is a vibe, that's a rule🤣","The commenter expresses enthusiasm and states the songs are 'a vibe,' indicating a positive feeling."
Positive,Melody on another level the infusion of the beat and her voice it's magnificent 👌🙌she is blowing our minds away with this craft❤❤👑,The comment expresses enthusiastic praise and positive emotions regarding the music video and the artist's talent.
Positive,Such a vibe.,The phrase 'Such a vibe' indicates a positive feeling and enjoyment of the music video's atmosphere.
Positive,Summer memories with girlies on this one! I see it. long drives or getting ready for a night out or brunch. The vibes are vibing with this one!!!!!,The commenter expresses enthusiastic enjoyment and positive feelings about the music video and its associated atmosphere.
Positive,We need Chris Brown on the second verse!!!!! What a beautiful song :),The exclamation point and smiley face clearly indicate a positive feeling about the song.
Positive,Sweet voice love it! Sounds soulful and sensual with that catchy beat,"The comment expresses enthusiastic appreciation for the song's qualities – ‘sweet voice,’ ‘love it,’ ‘soulful,’ and ‘sensual’ – indicating a positive sentiment."
Positive,do you know why I wanna listen this song again and again ? because of this 1:22 this part before the chorus,"The commenter expresses a desire to listen to the song repeatedly, indicating a positive reaction."
Positive,This song is a whole vibe!! 🎶💖 I listen to it every single day,The enthusiastic language and emojis (🎶💖) clearly indicate a positive emotional response to the music video.
Positive,"I just love the song, her voice, the lyrics - simply amazing!","The commenter expresses strong positive feelings about the song, vocals, and lyrics."
Positive,"This young lady is very talented. I'm 51 years old, and I love this song. This young lady is an excellent entertainer and gifted songwriter. She gives me #Ashanti and #Aaliyah vibes. #Ashanti is also a talented entertainer and songwriter. She wrote a lot of songs for other artists like Jennifer Lopez and many other artists. #Tyla, keep up the good work!!❤😊 💯👍🏽","The comment expresses enthusiastic praise for the artist and her music, using positive adjectives and emojis."
Positive,"Wow. Damn girl. Song is on fire🔥🔥🔥🔥🔥. Love the beat, your voice, Everything just blends smoothly😍😍😍😍♥♥♥",The comment expresses enthusiastic praise and admiration for the song and artist's performance.
Positive,"Viciado nesse Hinoo, uma pegada afrobeat com R&B! ❤️🎧",The commenter expresses enthusiastic enjoyment with the use of heart emojis and positive descriptors.
Positive,"Absolute banger, beautiful voice great lyrics and sweet soulful beat 💯🎵","The commenter uses enthusiastic and complimentary language (e.g., 'absolute banger,' 'beautiful voice,' 'great lyrics') indicating a positive reaction to the music video."
Positive,Let's appreciate this talent. My new ringtone ❤,"The comment expresses appreciation and affection, indicating a positive sentiment."
Positive,Tyla is everything!!!  Love the good vibes my girl,"The comment expresses enthusiastic praise for the artist, using positive language and describing a positive experience ('good vibes')."
Positive,There’s something very nostalgic about her vibe ❤️💯,The use of heart emojis and the word 'nostalgic' indicates a positive feeling towards the artist and the music video.
Positive,"I'm a Nigerian but yo! Honestly this song is superb  chorus is giving vocals on point,  everything is giving  gosh 😢 love u tyla.","The commenter uses enthusiastic language like 'superb,' 'vocals on point,' and expresses affection ('love u tyla'), indicating a positive feeling towards the music video."
Positive,"Que vibe praia, água salgada, suor, energia, dança, vibrações, cultura e alegria",The comment expresses enthusiasm and positive feelings related to the music video's atmosphere and energy.
Positive,I loving the vibes on this song and her voice is stunning!When I get my man this for him<3!,"The comment expresses enthusiastic appreciation for the song and the artist's voice, combined with a hopeful and positive sentiment about finding love."
Positive,"the chorus was so ADDiCTING like LITERALLY and GOSH, her voice is like SO pretty ❤❤❤❤❤❤❤","The commenter uses enthusiastic language like 'ADDiCTING', 'LITERALLY', 'GOSH', and emojis to express a positive reaction to the music video."
Positive,Gives me happy vibes! This song was playing in my girlfriend’s dad’s car on her birthday last week and it’s definitely a moment that i will never forget!,The commenter expresses a joyful experience and a cherished memory associated with the song.
Positive,This song makes me feel like I’m in a club in tropical forest. It’s a vibe,"The commenter expresses a positive feeling and describes the song as having a 'vibe,' indicating enjoyment."
Positive,"The beat and her voice is amazing, this that walking in the club smelling good looking good ready to mingle.",The commenter expresses enthusiastic praise for the music and the artist's appearance and vibe.
Positive,The future of afrobeats is in great hands,This comment expresses enthusiastic approval and optimism about the direction of Afrobeats music.
Positive,I love the vibes ♡,The use of 'love' and the heart emoji clearly indicate a positive feeling towards the music video.
Positive,she gives me the African Ariana Grande vibezz.... her sog has been on replayy for a whilleee,"The commenter expresses a positive association with the artist and indicates a strong, repeated enjoyment of the music."
Positive,Im feeling the beat on this one ❤,The use of the heart emoji and the phrase 'feeling the beat' clearly indicates a positive reaction to the music video.
Positive,no other song can beat this one💯,The use of the '💯' emoji and the statement 'no other song can beat this one' clearly expresses strong positive sentiment towards the music video.
Positive,Give me lyrics! Love this! Go Tyla! I’m breezing through my workout listening to this.,"The commenter expresses enthusiasm and enjoyment of the music video, using phrases like 'Love this!' and describing a positive listening experience."
Positive,that vocal slide at 0:39....🔥🔥🔥,The use of fire emojis indicates strong enthusiasm and positive feedback about the vocal slide.
Positive,it has a spiritual vibe,The comment expresses a positive feeling by describing the music video as having a 'spiritual vibe'
Positive,"Meu Deus q música boa, a vibe maravilhosa q isso passa❤️",The commenter expresses strong positive feelings with phrases like 'music good' and the use of a heart emoji.
Positive,Vibes all day,The comment expresses a positive feeling about the music video's atmosphere and energy.
Positive,I love songs with this vibe ❤,The use of 'love' and the heart emoji clearly indicate a positive sentiment towards the music video.
Positive,The chorus sounds angelic whaaatt!!,The exclamation and use of 'angelic' indicates a strong positive reaction to the chorus.
Positive,Who came here after listening this song in  V's weverse live???😂,The use of the laughing emoji (😂) indicates amusement and enjoyment of the song and V's performance.
Positive,"That song, melody, such a meaningful Text writing wow",The commenter expresses enthusiastic appreciation for the song's quality and writing.
Positive,Why does the chorus remind me of that one Pokémon battle in shield and sword or scarlet and violet. I can’t remember which one.,"The comment expresses a nostalgic and positive association with the music video’s chorus, comparing it favorably to a popular video game experience."
Positive,All fans of tyla please read that my favourite singer Alexandra stan who had a Hit (Mr.Saxobeat) gave a shoutout to Tyla in her new song (Ya Halmi) music video is about to come soon on her you tube channel ..Audio is already out ❤❤😍😍,"The comment expresses excitement and positive feelings about Tyla and Alexandra Stan, highlighting a shoutout and positive reactions (❤❤😍😍)."
Positive,Love the vibe. I feel like I’m on vacation,"The commenter expresses enjoyment and a feeling of relaxation, indicating a positive sentiment."
Neutral,"Lyrics ain't Godly, not of God. If it glorifies God, good. This music doesn't sadly","The comment expresses a cautious approval, acknowledging a potential positive aspect while simultaneously expressing disappointment with the music's overall quality."
Positive,"Again, those Afrobeatz are dominating US airways.. Water is the perfect blend of;  R&B, Afrobeats, and amapiano aka a blend of everything along the diaspora. This song gives me that nostalgic experience that 'Essence"" did... Congratulation Tyla...","The commenter expresses enthusiasm and admiration for the song, praising its blend of genres and comparing it favorably to a successful track."
Positive,Listen to the lyrics 😂,The use of '😂' indicates amusement and a positive reaction to the music video's content.
Positive,Incredible vibe ❤️‍🔥❤️‍🔥❤️‍🔥,The repeated heart emojis and the word 'incredible' clearly express a positive feeling about the music video.
Positive,The chorus is the best part of this song,The comment expresses a clear positive opinion about the song's chorus.
Positive,A maior dobradora de água de todos os tempos. Irmã da Kattara,The comment expresses admiration and praise for the artist (
Positive,Used this to test my new headphones 10/10 vibes,"The user expresses a high degree of satisfaction with the music video, using '10/10 vibes' as a positive endorsement."
Positive,Eu me sinto numa vibe quem ler e sentir também curti aqui por favor 😢🎉❤,"The comment expresses enjoyment and appreciation, indicated by emojis and phrases like 'curti aqui' (liked here)."
Positive,girl u have the vibe❤,The use of the heart emoji and the word 'vibe' indicates a positive and appreciative sentiment.
Positive,Your voice is so powerful,"The comment expresses admiration for the vocalist's voice, indicating a positive sentiment."
Positive,VOCALS😍😍😍,The excessive use of heart-eye emojis indicates a positive reaction to the vocals.
Positive,"I ❤ this  song, the lyrics have a vibe",The use of '❤' and the phrase 'have a vibe' clearly indicate a positive feeling towards the song.
Mixed,"Terrible lyrics, but I love the music!",The comment expresses both negative criticism of the lyrics and positive enjoyment of the music itself.
Positive,African vibes black power,The comment expresses enthusiasm and support through culturally evocative terms associated with empowerment and positivity.
Negative,First verse sounds so much like Rihanna,"The comment expresses a critical comparison to Rihanna, suggesting a perceived negative quality in the music video's sound."
Positive,"Bby come i give it to you😢❤😊 1:21 Of course i will make you sweat, hard, lose your breath😋 🤤🤤🤤am looking for the person who organized these lyrics 💦 #Water","The use of terms like 'bby', '😊', and emojis indicates a highly positive and enthusiastic reaction to the music video."
Positive,"I tried...but I can no longer resist that beautiful and haunting melody. Sing to me pretty baby mermaid! Make me swear, make me holla. Make me lose my breath, make me water! 🧜‍♂🧜‍♀🧜‍♂",The user expresses enthusiastic enjoyment and a desire for more emotional engagement with the music video.
Positive,Sammy Soso knocked this beat out the stadium 🥵,The use of 'knocked this beat out' and the emoji express enthusiastic enjoyment of the music video.
Positive,I love this songs vibe!!❤️‍🔥❤️‍🔥🔥🔥,The use of heart emojis and the word 'love' clearly indicates a positive sentiment towards the music video.
Positive,Not me already feeling nostalgic for this song.,"The commenter expresses a feeling of nostalgia, indicating a positive emotional response to the song."
Positive,You are lovely and stone georgues girl I wish you all the best and  wat you wish I criyayate !.!.!.!.<3,"The comment expresses admiration and well-wishes, indicating a positive emotional response."
Neutral,I wouldn’t mind hearing a Drake verse on this NGL,The comment expresses a desire for a specific addition but doesn't inherently convey a positive or negative emotion about the existing song.
Neutral,I love this song its just that the lyrics,"The comment expresses a generally positive feeling ('I love this song') but is followed by a caveat, suggesting a slightly mixed or hesitant sentiment."
Positive,She sounds a Lil like rihanna when she sings the chorus❤🔥🔥🔥😍💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿💃🏿😊,"The comment expresses enthusiasm with emojis and positive comparisons, indicating a favorable reaction to the music video."
Positive,IM SOOOOO GLAD SHES NOT LIKE SEXY RED OR GLORILLA OR LATTO OR NONE OF THEM I ABSOLUTELY LOVE THIS GIRL VIBE TECHNIQUE HER BEAUTY DANCE MOVES VOICE ALL THAT REPRESENTING SOUTH AFRICA ❤🎉,"The user expresses strong positive feelings and admiration for the artist and her work, using enthusiastic language and emojis."
Positive,Afrobeat to the World ❤️🙌,The use of the heart emoji and 🙌 indicates enthusiastic support and positive feelings about the music video.
Positive,"Afinação maravilhosa, timbre sexy","The comment expresses positive opinions about the tune (afinação) and the sound (timbre), describing them as ‘wonderful’ and ‘sexy’ respectively."
Positive,addicted to the chorus 😂🔥,The use of emojis like 😂 and 🔥 indicates enthusiastic enjoyment of the music video.
Positive,I love it I just can't vibe to this in traffic they'll think I'm gay,The commenter expresses enjoyment ('I love it') indicating a positive sentiment despite the contextual remark about traffic and sexuality.
Positive,"I remixed the song with Trevor Jackson's vocals from the cover, if you wanna hear it here's the link https://youtu.be/1FtFEgUAgOQ?si=xhPCifRfGpsYOR4o","The commenter is sharing a remix and a link, indicating enthusiasm and engagement with the music video."
Positive,YOOO THIS SHIT IS A FUCKING VIBE NIGGA ✊🏿✊🏿✊🏿✊🏿🥵🥵🥵🥵🥵🥵 btw I’m black so leave me alone have an amazing day y’all stay safe out there,The enthusiastic use of terms like 'vibe' and repeated emojis strongly indicate a positive reaction to the music video.
Positive,"I like the you music , you is a beatiful and perfect 💟💟💟",The commenter expresses positive feelings by stating they 'like' the music and describing it as 'beautiful and perfect' with multiple heart emojis.
Positive,Man I can’t believe I fell in love with this beat 2 years ago 😭😭 it’s so gewddd,The excessive use of 'gewddd' and the statement about falling in love indicate a strong positive emotional reaction to the music video.
Positive,God Almighty God The Holy Spirit The God Jesus Christ and The Goddess The Lord Mimi Christ The Almighty mother successfully said from the past and from the future it is written when god Almighty first opened his eyes for the first time it is written before God Almighty created earth it is written before God Almighty created everything in the universe it is written before the creation of every Satan it is written before the war started it is written at every war from the past and from the future  I am keeping this war scripture Every Satan said The holy Bible The goddess book only keeps the heavens favorite war information all information successfully forever permanent,"The comment expresses fervent belief and reverence for divine figures and concepts, indicating a positive sentiment."
Positive,Afro beat reggae and Caribbean I love it,"The user explicitly states they 'love it,' indicating a positive sentiment."
Positive,Wow! Wow! OMG!!! 😍 … Tyla Is Beatiful ❤️ ILY,"The comment expresses enthusiastic admiration and affection for the music video and artist, indicating a positive sentiment."
Negative,Modern day lyrics is so immoral and no class. Make the genitalia water? Really?,"The comment expresses strong disapproval and offense regarding the lyrics and imagery, indicating a negative sentiment."
Positive,Gooood vibeee❤,The use of 'goodvibeee' and the heart emoji clearly indicate a positive feeling towards the music video.
Positive,Sounds like Rihanna on the chorus. I love how Tyla sings!!! ❤❤❤,"The commenter expresses clear enthusiasm and positive feelings about Tyla's performance, indicated by the heart emojis."
Positive,Beautiful and beautiful talented afro beat!!!!!!!!!!,"The commenter uses repeated positive adjectives ('beautiful', 'talented') to express enthusiastic appreciation for the music video."
Positive,The melody is out of this world,"The comment expresses enthusiastic praise for the music video's melody, indicating a positive sentiment."
Negative,"I wanted so much to enjoy this entire song beyond short chorus clips I see on Tik Tok, but I still cannot stand Auto-Tune! The high-pitched tinny, whiny, backing overtone, and gargle sound at certain points just grates on my spine! I'll try pop music again when people are singing with human voices again.","The commenter expresses strong dislike of the song's production and Auto-Tune, using words like 'cannot stand,' 'grates,' and 'whiny,' indicating a negative sentiment."
Positive,"Omg tyla you’re so beautiful and gorgeous and the voice is amazing and ur personality is giving Moana vibes omgggg ,big love from Algeria","The comment expresses enthusiastic praise for the artist's appearance and voice, indicating a positive sentiment."
Positive,This give me standing on the sun vibes,"The comment expresses a positive association, comparing the music video to a desirable and uplifting feeling ("
Negative,So much autotune its unreal,"The comment expresses a critical opinion about the excessive use of autotune, indicating a negative sentiment."
Positive,How can i forget this beat?,"The commenter expresses enjoyment and inability to forget the music, indicating a positive sentiment."
Positive,30 BIBLE VERSES on WATER Amos 5:24 Ephesians 5:26 Exodus 17 : 6 Ezekiel 36:25 Ezekiel 47 : 9 Genesis 1 : 2 Isaiah 12 : 3 Isaiah 43 : 2 Isaiah 44 : 3 Isaiah 49:10 Isaiah 55 : 1 Isaiah 58:11 Jeremiah 2:13 Joel 3:18 John 15 : 3 W John 3 : 5 John 4:10 John 4:14 John 7:38 Matthew 10:42 Matthew 3:11 Matthew 3:16 Proverbs 18 : 4 Proverbs 5:15 Psalm 23 : 2 Psalm 63 : 1 Revelation 21 : 6 Revelation 22 : 1 Revelation 22:17 Zechariah 14 : 8 Connect Us,"The comment expresses a positive connection to biblical verses and a call to 'Connect Us,' suggesting appreciation and engagement."
Positive,"This is a Hot song, she did really good here🎉such A vibe. Makes you just want to sway your hips  🍾 🥂",The commenter expresses enthusiastic praise for the song and performance using positive emojis and language.
Neutral,"The lyrics ""Can you snatch my soul from me"" doesn't sit well for me. I'm all for supporting south African artists growing but we must not be blinded by the hidden msgs in songs, that's why these songs go viral. There's always a meaning behind everything. Jesus is Lord, let's not be brain washed by things of the world.","The comment expresses a personal dislike for the lyrics and a broader observation about song meaning, without overtly expressing strong positive or negative emotion."
Positive,My friend thinks this song is awful but tbh he thinks that bout most songs. But I love this song,"The commenter expresses a clear preference for the song despite their friend's negative opinion, indicating a positive sentiment."
Positive,😢😢😢 the vibes sooo wavy 😢thank GOD FOR REAL MUSIC 🎶 keep vibrating high family. PEACE AND LOVE FAMILY !!! Tyla YOU HAVE A BEAUTIFUL SOUL . I love you unconditionally 🙏🏼☯️♋️🕉️🌙🎶🎶🎶🎶🎶,The comment expresses strong positive feelings through repeated emojis and declarations of love and appreciation for the artist and their music.
Positive,I love that lyrics,The use of the word 'love' clearly indicates a positive sentiment towards the music video's lyrics.
Positive,Getting old Rihanna vibes,"The comment expresses a nostalgic and appreciative feeling towards Rihanna's older music, indicating a positive sentiment."
Positive,this song is so catchy,The comment expresses enthusiastic enjoyment of the song's quality.
Positive,"Wow alot is going on in this beat, Rnb, amapiano,afrobeats  all fused in one great Song.",The commenter expresses enthusiastic praise for the song's blend of genres and overall quality.
Positive,This is where Drake took the vibe for his song “ rich baby daddy “,The comment expresses a positive opinion about Drake's style and the song's atmosphere.
Positive,This song is a whole vibe 😌😌,The use of 'vibe' and the emojis express a feeling of enjoyment and positive association with the song.
Negative,This is Amapiano not Afrobeats. Hear the Logdrum?,"The comment expresses criticism by pointing out a perceived inaccuracy in the music genre identification, indicating a negative reaction."
Positive,I learned the first half of the lyrics already,"The commenter expresses satisfaction and progress in learning the song, indicating a positive feeling towards the music video."
Positive,Want to be deep in her 😊,The use of the smiling emoji suggests a positive feeling towards the music video and the artist.
Negative,"Anybody else only heard the chorus on social media and thought it was Rihanna? It should have been Rihanna, the whole song woulda been better",The comment expresses disappointment and suggests the song would have been improved with Rihanna's full involvement.
Neutral,Sound like Rihanna singing the backing vocals,This comment expresses an observation about the vocals without indicating a positive or negative opinion about them.
Negative,"This is awful, absolutely no skill no bars nothing how do you get a song with Skillibeng if you can’t write bars? Eek",The comment expresses strong criticism and negativity towards the song's quality and the artist's abilities.
Positive,that reggae beat never fails,"The comment expresses a positive opinion about the reggae beat, stating it 'never fails'."
Positive,"Ein Sound wie zu den besten Soul Zeiten, Erinnerungen an Brownstone und Aaliya werden da wach. Super Growe.  Gesang mit Seele und Rhythmus.  Love it.","The commenter expresses strong positive feelings, referencing nostalgic memories and praising the song's soulfulness and quality."
Positive,"I really thought Passport Bros by Bas and J Cole has the same beat as this, and yes it has the same one. Anyway, both songs are a vibe",The commenter expresses a positive opinion by stating the songs have a 'vibe' and enjoys the similarities to another popular track.
Positive,Guys this song actually makes me want to gives her a congratulations for the positive vibe,"The commenter expresses a positive feeling by stating they want to congratulate someone, indicating a favorable sentiment towards the music video and song."
Positive,"Tyla i said I'm not going to stop commenting until you feature chris brown on this track, yall vocals would be so good together please😢😊❤",The use of emojis (😊❤) and the plea for a collaboration indicate a positive and enthusiastic sentiment towards the music video and potential collaboration.
Positive,Brezzy will kill this kind a beats,The commenter expresses enthusiastic approval of the music's style and quality (
Negative,(Sigh) ..I came here because I read that her music had elements of Afrobeat in it... there isn't any here. It's just an African version of the typical style in songs we hear in America...so boring.,"The commenter expresses disappointment and finds the music style 'boring,' indicating a negative sentiment."
Positive,This beat is so good i or we would love for this to get an upgrade bc man this song is the bomb not gona lie,"The commenter expresses enthusiastic praise for the beat and describes the song as 'the bomb,' indicating a highly positive sentiment."
Positive,Afrobeats to the world,"The comment expresses excitement and enthusiasm for the spread of Afrobeats music, indicating a positive sentiment."
Positive,why this song gives us the vibe like the house era around 2k15? i luv how it sounds like hailee steinfeld🌊,"The commenter expresses a positive feeling about the song's sound, using the phrase 'i luv how it sounds' and referencing a nostalgic 'house era' which is generally perceived favorably."
Negative,"Not, sounds so generic.",The comment expresses dissatisfaction with the music video's lack of originality and distinctiveness.
Positive,A beautiful girl on a beach singing is always a vibe.,"The comment expresses a positive feeling about the music video and its subject matter, describing it as a 'vibe'."
Positive,This song is fire..yo this chorus reminds me of a better time in life in general.,The commenter uses enthusiastic language ('fire') and expresses a positive nostalgic feeling about the song's chorus.
Positive,Gives me Ariana Grande vibes,"The comment expresses a positive association with the artist, Ariana Grande, indicating a favorable reaction to the video."
Positive,"I regret seeing the words to this song, the melody is beautiful.  Even addictive😅","The commenter expresses admiration for the melody and finds the song addictive, indicating a positive experience."
Neutral,Vocals,"This comment simply states 'vocals,' offering no explicit emotional expression or opinion."
Positive,this is giving me years&years vibe,"The comment expresses a positive association, referencing a well-regarded music video style."
Negative,"Shit that's a dirty song how old is this chick even not sure she should be singing about , getting wet, and sweat, and trying to last all night, you can stay inside......thats some graphic ass lyrics.","The comment uses derogatory language ('shit', 'dirty') and expresses strong disapproval of the song's lyrics and themes."
Positive,little mermaid vibes,"The comment expresses a positive association with the music video, referencing a well-regarded and generally enjoyable film."
Positive,I love this song she gives a victoria monet type vibe,"The commenter expresses affection for the song and its resemblance to a well-regarded artist, indicating a positive sentiment."
Positive,Bonne vibe,"'Bonne vibe' translates to 'good vibe,' indicating a positive feeling about the music video."
Positive,I fcks with da beat I think I wanna right a rap too this 🤔,"The commenter expresses enthusiasm for the music and indicates a desire to create music themselves, demonstrating a positive feeling."
Negative,by the way idiots her voice has been filtered and sketched an synthetic. ain't saying its gutsy  but stay real,"The comment expresses criticism of the artist's vocal processing and authenticity, indicating a negative sentiment."
Positive,Bro if u listening to the lyrics it’s about orgasm,"The comment expresses a positive interpretation of the song's meaning, suggesting enjoyment and a relatable experience."
Positive,"Got all these beautiful women dancing and sweating, losing weight being happy vibes.   this is genius 😢 makes me cry ❤","The commenter expresses positive emotions like happiness and excitement, indicated by emojis and descriptive language about the video's effect."
Negative,",why every English song has dirty sex lyrics",The comment expresses dissatisfaction and criticism regarding the content of English songs.
Positive,This song is a big vibe,The phrase 'big vibe' expresses enthusiasm and enjoyment of the music.
Positive,It just a perfect and powerful 🎉❤😢,"The use of emojis like 🎉 and ❤, combined with the word 'perfect', indicates a highly positive emotional response."
Negative,Western music sung by an African. The only thing African about this song is the Amapiano beat.,"The comment expresses criticism and a dismissive comparison, suggesting the music is not authentically African."
Positive,Make me sweat🏝 (continue the lyrics),"The comment expresses excitement and a desire to move, indicating a positive feeling towards the music video."
Positive,This song gives woman vibes by doja cat 🎉,The use of the celebratory emoji and the positive descriptor 'woman vibes' indicates a favorable opinion of the video.
Positive,Hot July 🔥 vibe who's going through this?,The use of 'vibe' and the question 'going through this?' suggest a relatable and enjoyable experience.
Positive,If it was possible i would do a fire ass remix with her🔥🥺🤞🏾i'd eat this beat up🥴,"The comment expresses enthusiastic admiration and a desire to create a remix, indicating a positive sentiment."
Positive,"Yeahh the chorus on Thiss give me chills fr, shii justt sounds powerful asl and movin.. shii is just beautiful lol… Thiss song tough🔥🔥🎯 lol","The commenter expresses enthusiastic admiration for the song, using terms like 'chills,' 'powerful,' and 'beautiful,' indicating a positive reaction."
Positive,Why does this remind me of the Thong Song by Sisqo. Same melody? Water idk 😂.,The commenter’s playful comparison to 'The Thong Song' and use of ‘😂’ indicates amusement and a positive reaction to the video’s similarity.
Positive,I think there needs to be a remix with Chris Brown on it. I can just hear his vocals coming thru on this joint… ❤,"The commenter expresses a desire for a remix featuring Chris Brown, indicating a positive reaction to the music video and a craving for further engagement."
Positive,Okay I’m sorry BJT THIS SOMG IS SO FUCKING GOOD OH MY GOD THE CHORUS??? PLEASE ITS LIKE HEAVEN!! I feel like it’s not getting praised as much as it should be in the comments! THIS IS FUCKING AMAZING!!,"{""sentiment"":""Positive"",""justification"":""The commenter uses overwhelmingly positive language – ‘good’, ‘amazing’, ‘heaven’ – expressing strong enthusiasm for the song.”}"
Positive,"just saw you on jimmy fallon, daaaamn!!!  beautiful voice, lyrics, and amazing, i mean AMAZING dancers!!","The commenter expresses enthusiastic praise for the artist's voice, lyrics, and dancers, indicating a positive sentiment."
Positive,All fire this my type of vibe,The enthusiastic use of 'all fire' indicates a positive feeling about the music video.
Positive,I love this song becouse my mom always puts it on I’m always vibeinv to it,The commenter expresses affection for the song using enthusiastic language like 'love' and 'vibeinv'
Positive,Perfect for swimsuit song in Miss Universe,The comment expresses a positive feeling about the song's suitability for a specific context (Miss Universe swimsuit show).
Positive,"The lyrics ,the voice,control omg  she is  incredle","The comment expresses enthusiastic admiration for the artist, using positive adjectives like 'incredible'."
Positive,Favourite song ❤love it 😅❤❤love the chorus ❤❤😅😅😅,The comment expresses enthusiastic enjoyment with repeated use of positive emojis and words like 'love'.
Positive,🔥🔥🔥 Love this song so much I wrote my own verse check it out: https://youtube.com/shorts/6LKzcWvqFvg?si=yWDMQ1HZ5hhZj4mR,"The commenter expresses strong positive feelings ('Love this song so much') and includes a call to action, indicating enthusiasm."
Positive,Catchy,The word 'catchy' expresses a positive and enthusiastic reaction to the music video.
Negative,"Good autotune, bland rubbish.",The comment uses the negative descriptor 'rubbish' alongside a neutral observation about autotune.
Negative,I’m here after the BET Awards named her best new artists smh She is ok at bet should’ve went to sexy redd annoying ass tbh,The comment expresses dissatisfaction with the artist's performance and uses negative language ('annoying ass') suggesting a negative sentiment.
Positive,It's the VOCAL for me thinking of putting it on a Amapiano Beat,"The commenter expresses a positive preference and suggests a creative enhancement, indicating enjoyment of the music."
Positive,A whole vibe ✨🌊😍,The use of emojis and the word 'vibe' strongly indicates a positive feeling about the music video.
