classificacao,comentario,justificativa
Neutral,"Happy 1st Anniversary. I can't believe it's been a year already, I remember when this said 1 hour ago. Spring and Summer 2024 was peak, but Summer 2023 was better. The summer vibe and chorus goes so hard, as a guy, I'm not too crazy with this song, but the vibe goes hard. 1 year since this went off the charts along with They Not Like Us by Kendrick Lamar during Summer 2024. I'm already nostalgic for 2024, so much good happened. This year really sucks horribly with the plane crashes, the stock markets, everything, basically. I know I shouldn't be getting nostalgic for 2024, but that was my year getting out depression from Late Summer 2023 and Fall 2023, so I do miss 2022 - 2024 a lot. This year hasn't been hitting in this crazy country and world we live in. Too many bad things are happening! I wanna go back so bad! April 12, 2024 - April 12, 2025.","The comment expresses a mix of positive nostalgia for a specific time period alongside acknowledging negative global events, resulting in an overall ambivalent sentiment."
Positive,i love the lyrics,The use of 'love' indicates a positive emotional response to the lyrics.
Positive,Its literally giving summer vibes its giving vintage it’s giving beach vibes its giving perfect summer day ✌️,"The comment uses enthusiastic language ('giving') and positive associations (summer vibes, beach vibes, perfect day) indicating a positive feeling about the music video."
Positive,"Looking forward to this song becoming nostalgic, except for it already is ☕","The commenter expresses a hopeful and positive anticipation for the song's nostalgic effect, despite acknowledging its current nostalgia."
Positive,Yo the summer vibes feel it from here.,The commenter expresses a positive feeling with the phrase 'summer vibes' and 'feel it from here'.
Positive,Such a beautiful beat and voice ❤,The use of 'beautiful' and the heart emoji clearly indicate a positive reaction to the music video.
Positive,Wow it's 1 year already 😭✌️✌️ I used to vibe this til June ..,The commenter expresses fondness and nostalgia ('vibe this til June') with emojis suggesting positive emotion.
Negative,Wow is this awful.,The use of 'awful' clearly indicates a negative reaction to the music video.
Negative,"Cannot understand her lyrics, no talent, just a stripper.","The comment expresses strong criticism and insults, indicating a clearly negative sentiment."
Positive,"i remember this song being every in 2024, so nostalgic 😭 ❤",The use of emojis (😭 ❤) and the expression of nostalgia clearly indicate a positive sentiment.
Positive,It's giving me Summer vibes I love it😊😊😊😊😊❤❤❤❤❤,The excessive use of positive emojis and the phrase 'Summer vibes' clearly indicate a positive sentiment.
Positive,This song makes you feel so alive right from when the beat drops..,The comment expresses a feeling of exhilaration and energy associated with the song.
Positive,This song is such a VIBE,The use of 'VIBE' indicates a positive feeling and enjoyment of the music.
Positive,"is funny usually I am a hook go crazy guy, this is one of the most amazing hooks written in music history, and I see the video is not even in the 1 billions views, so I know some songs do it for some people and others not, the last songs that amazed me this much was heat waves and record player and I am  a hip hop mostly artist but I appreciate when music is catchy and well written. hands down!!","The user expresses strong positive feelings about the music video, using enthusiastic language like 'amazing' and 'hands down!!'"
Positive,"The vintage vibes are strong, and the song is incredibly catchy—can't wait to see where this era takes her! The ""Please Please Please"" teaser at the end was genius.","The comment expresses enthusiastic excitement and praise for the video and song, indicating a positive sentiment."
Positive,I love this song! Such a summer vibe!!,The commenter explicitly expresses their enjoyment of the song using the enthusiastic phrase 'I love this song!'
Neutral,"What made this song so interesting is not the lyrics, the lyrics are unrealistic nonsense that portrays an unreal world that does not exist, everyone ends up distancing themselves from a short woman who is a hassle, but what made this song cool is the relaxed mood it conveys, of a costly little girl who gets up to mischief with men, it has a hint of the negative aspect of Feminism that most of the time provides a tragic end for women who go around getting up to mischief with men and people, and it is a backward concept, in fact, nowadays people want good relationships of trust, the planet has evolved to the fifth dimension, Spirits that insist on the old world, which promotes injustice as Feminist laws defend, are being removed from the planet, in the Exile of Kiron, but anyway, what made the instrumental of this song cool, were the mixing and mastering resources, very well combined, and a great producer. who worked on mixing and mastering, turned a song with silly lyrics into a great song due to the resources used","The comment expresses mixed feelings, praising the instrumental quality while simultaneously criticizing the lyrics and the overall concept, resulting in a balanced, inconclusive sentiment."
Positive,Such a catchy disco song.,The comment expresses a positive opinion by describing the song as 'catchy'.
Negative,just monotonous,"The comment expresses a critical opinion, describing the music video as 'monotonous,' indicating a negative feeling."
Positive,Strong Donna Summer vibes,"The comment expresses a positive association with the music video, referencing a well-regarded artist."
Positive,Bro this song is catchy ❤,The use of the heart emoji and the word 'catchy' indicate a positive reaction to the music video.
Negative,She gives more Barbie vibes than Margot Robbie,"The comment expresses a critical assessment, implying a dislike for the performer's appearance compared to a positive comparison."
Positive,I’m more of a rock guy but damn is this catchy,"The commenter expresses enthusiasm with 'damn is this catchy,' indicating a positive reaction to the music video."
Positive,1:14  this song is giving beach vibes🌊🏖️🏝️🐚,The use of emojis and the phrase 'giving beach vibes' clearly indicates a positive feeling about the song.
Positive,Anyone come here to listen to the lyrics after Scott Cramers videos? Lol,"The comment expresses a positive engagement by seeking to discuss the song's lyrics, indicating enjoyment and interest."
Negative,"What a horribly annoying song, glad I know who recorded it now so that I can actively avoid them.","The comment expresses strong dislike for the song and a desire to avoid the artist, indicating a negative sentiment."
Negative,es linda como uma batoneira,"The comment uses a potentially derogatory comparison, implying an unflattering or undesirable characteristic."
Neutral,"I dont like pop. I dont like the narcissism. I dont even like the lyrics. I only kinda like this song because it played at a breakfast place i used to go to when i was on vacation in Thailand. Ah, those were good times. I gotta go back this year.","Despite expressing dislikes for the music genre and lyrics, the commenter ultimately reveals a positive memory associated with the song, leaning towards neutral sentiment."
Positive,That’s giving me REALLY summer vibes ❤❤❤ :),The emojis and phrase 'giving me really summer vibes' clearly express a positive feeling about the music video.
Negative,Is she just all autotune or knows singing too?,The comment expresses doubt and criticism about the singer's vocal abilities.
Positive,Old money vibes,"The phrase 'old money vibes' is typically used to express a positive association with wealth, luxury, and sophistication."
Negative,"I don't understand why this song is so popular, I mean yeah it is generic and basic to the bone thats why, but like this album has so much better other songs","The commenter expresses dislike for the song, describing it as 'generic' and 'basic', indicating a negative sentiment."
Negative,"PROPAGANDA. this is why modern dating is doomed. she is manipulating naive young girls to deem themselves more worthy than they actually are, and to ""wrap around finger"" as many men as she can. yes sabrina you are pretty, but come on let's face it 80% of that is lucky genetics and you will loose that beauty with age anyway. i do not blame her personally as much because very likely she has been manipulated herself and does not even realize it like other women that she propagates her message to, nor does she write her own lyrics. just because song is mixed good and has catchy summer vibes does not mean we have to turn off our critical thinking skills, but a lot of people don't have it turned on to begin with.","The comment expresses strong criticism of the artist's actions and portrays her as manipulative, leading to a predominantly negative sentiment."
Positive,You're beatiful 🎉❤,The use of emojis like 🎉 and ❤ clearly indicates enthusiastic approval and a positive sentiment.
Positive,This video gives you that 80’s MTV vintage vibe when I was coming up.  A very nostalgic feeling for sure.,The commenter expresses a positive feeling of nostalgia and enjoyment of the video's style.
Positive,sabrina on fortnite ❤is amazing skin and music too feeling in vibes,"The use of 'amazing,' 'vibes,' and the heart emoji clearly indicates a positive emotional response to the music video."
Negative,You're lucky we don't beat you up,"The comment expresses animosity and a desire to harm the subject, indicating a negative sentiment."
Positive,Summer vibes June 2025,The comment expresses a positive feeling associated with the music video's theme of 'summer vibes'.
Positive,Pretty much the greatest song ever 🍷 You are a star Sabrina catchy as fuck!,The comment expresses enthusiastic praise and admiration for the song and artist.
Positive,Something tells me this was suppose to have been a Doja Cat song.. but got passed up on. 😂😂😂😂  It’s giving that vibe,The use of 'giving that vibe' suggests a positive and appreciative reaction to the music video's similarities to Doja Cat's style.
Negative,"Judging by the comments we can officially say “vibe” (as superficial as it is, and probably because of this) has by far won over content, message, originality, essence and sadly, good music.",The comment expresses disappointment and criticism regarding the music video's lack of substance and musical quality.
Positive,I love the vibes so very sexy and gorgeous ❤🎉,"The commenter expresses enthusiastic enjoyment and admiration for the video's aesthetics, indicating a positive sentiment."
Positive,When I was in the worst place on earth this beautiful song make me forget,"The comment expresses a positive emotional response, stating the song helped them forget a difficult situation."
Positive,This is giving me barbie vibes anyone else?🤔🤔,The comment expresses a positive association with the music video by referencing 'barbie vibes' and using a thoughtful emoji.
Positive,This song is very special for me. I danced in my wedding  on this song. Its such a vibe.,The commenter expresses a deeply personal and positive connection to the song and its impact on a joyful event.
Positive,"Wow, can't believe this song is almost a year-old now! Still makes me feel like the first time I listened to it! ❤ Espresso really has that timeless vibe, doesn’t it? 😊",The commenter expresses strong positive feelings and appreciation for the song's enduring quality.
Negative,awful. even worse coming from such an evil woman,"The comment uses strongly negative language ('awful', 'evil') expressing disapproval of the music video and its artist."
Positive,"Amazing summer vibes song, best song in the decade",The commenter expresses enthusiastic appreciation for the song using terms like 'amazing' and 'best song' indicating a positive feeling.
Neutral,Why does it give barbie vibe,"This comment expresses an observation about the video's style, without explicitly conveying a positive or negative opinion."
Positive,The first 3 seconds of the lyrics GOT MY HEART❤,The use of the heart emoji and the phrase 'got my heart' indicates a strong positive emotional response to the video.
Positive,she got the harley quinn vibe❤,The use of the heart emoji and the comparison to Harley Quinn indicates a positive sentiment.
Positive,It's 2025 summer and I am already missing 2024' espresso summer vibes,"The commenter expresses a nostalgic longing for a past experience, indicating a positive emotional response."
Positive,I love Sabrina carpenter’s vibe and style. It’s cool to watch,The commenter expresses clear enthusiasm and positive feelings towards the music video and artist.
Neutral,These are some of the most retarded lyrics in the world but the beat is so good I can't help but bop.,"The comment expresses conflicting opinions – criticizing the lyrics while simultaneously praising the beat, indicating a mixed and therefore neutral sentiment."
Positive,The chorus is a little slice of heaven 😄,The use of 'a little slice of heaven' indicates a strong positive emotional reaction to the chorus.
Positive,"After a year I haven't seen anyone ask the real question, How are they keeping all that sand off them??? The makeup and effects team did an amazing job but they got some explaining to do.","The commenter praises the makeup and effects team's amazing job, indicating a positive reaction to the video's visuals."
Negative,The glaze for this overplayed and annoying song is crazy.,The use of words like 'overplayed' and 'annoying' indicates a negative sentiment towards the music video.
Positive,Switch it up like a Nintendo 0:34 Miyamoto take notes from this good song,The comment expresses enthusiasm with praise for the music video's innovative approach and describes it as a ‘good song’.
Positive,This song is insanely catchy,The use of 'insanely catchy' indicates a highly favorable and enthusiastic reaction to the music video.
Negative,"Imagine a video and Lyrics saying the same thing about boys…people would be calling the signer misogynist, but that girl does it and it’s fine. Moreover she then complains about double standards…What an hyporcrite","The comment expresses strong disapproval and criticism of the artist's behavior, highlighting hypocrisy and a biased double standard."
Positive,"As much as I don't follow her music, but this tune catchy af",The use of 'catchy af' indicates a positive and enthusiastic reaction to the song.
Positive,It's giving summer vibes,The phrase 'giving summer vibes' expresses a positive association with the music video.
Positive,Excellent vibe of song 😂😊,The use of 'Excellent vibe' and emojis indicates a positive emotional response to the music video.
Positive,It's giving Barbie vibes❤I love you songs,"The comment expresses positive feelings and enthusiasm for the song's style and content, indicated by the heart emoji and declaration of love."
Positive,Who came here cause the 1 year aniversery? 🎉🎉🎉,The use of celebratory emojis suggests excitement and positive feelings about the anniversary.
Positive,"This authentic vintage vibe is only coming from Sabrina's little espresso cup. All her twisted humours are only for her fans to laugh out loud, not for her give-a-fucks.","The commenter clearly appreciates Sabrina's performance and humor, expressing enjoyment with phrases like 'laugh out loud'."
Negative,Check out the Kidz Bop version of this. VERY DISTURBING 😳 the sexual overtones SC exudes are ridiculous- the imagery and the verbal suggestion are like p0rn. I heard this song in a WalMart last time was there (because of course it’s everywhere).,"The comment expresses strong disapproval and uses overtly negative language ('disturbing,' 'ridiculous,' 'porn') to describe the music video."
Positive,"Just heard this song recently and it definitely sounds like a Tame impala type of melody, nice song tho",The commenter uses positive language like 'nice song' and draws a positive comparison to a well-regarded artist.
Neutral,In the starting lyrics I said hey matt came sll this way,This comment simply repeats a lyric and doesn't express any positive or negative emotion about the music video.
Positive,This music is giving me the vibe of 2021 summer☀️🌞🏖️,"The commenter expresses a positive feeling about the music, associating it with a desirable summer experience."
Positive,This is super catchy,The use of 'super catchy' indicates a positive and enthusiastic reaction to the music video.
Positive,I love this song. Feels so nostalgic 😌,The commenter expresses clear fondness for the song and uses an emoji indicating positive emotion.
Neutral,Understand 0% vibe100%,"This comment uses emojis and an abstract phrase, expressing a minimal sentiment with no clear positive or negative connotation."
Positive,This has a George Michael vibe about it,"Comparing the music to George Michael is generally a positive comparison, indicating enjoyment and a favorable impression."
Positive,i only know this because of the fortnite emote caffeinated this song a vibe,"The commenter expresses that the song gained a positive 'vibe' due to its association with the Fortnite emote, indicating a favorable opinion."
Positive,This has good vibe 🎉,The use of 'good vibe' and the celebratory emoji indicate a positive feeling about the music video.
Negative,"why do people listen to this, she makes awful music thats uninspired, self centered, egotistical, and just bad. the sentiment is awful, the lyrics are repetitive. awful music.","The comment expresses overwhelmingly negative opinions about the music and the artist's style, using strong adjectives like 'awful' and 'bad'."
Positive,summer vibes ⛱️,The comment expresses enjoyment and positive feelings associated with 'summer vibes'.
Positive,This is LITERALLY a summer vibe song. I love her!❤,"The commenter expresses enthusiastic enjoyment and affection for the artist, indicating a positive sentiment."
Positive,The fact that this song is so  catchy i replay it on and on till i have enough😂😂😂😂😂 who else?,"The user expresses enthusiastic enjoyment and repeated listening, indicating a positive sentiment."
Positive,is it just me or this song has a 70s or 80s vibe?,"The comment expresses a positive association with the song's style, referencing a nostalgic and desirable era."
Negative,Bored & generic,The comment expresses dissatisfaction and criticism of the music video's lack of appeal.
Positive,The repeating verse at the end is 😍,The use of the heart-eyes emoji clearly indicates a positive emotional response to the music video.
Positive,ts already so nostalgic,"The commenter expresses a feeling of nostalgia, which is generally a positive emotion."
Negative,Worst song ever,The comment expresses a strong negative opinion about the song.
Positive,"This song attracts me to listen there from my gym, I love the lyrics ❤","The commenter expresses enjoyment and attraction to the song, indicated by 'I love the lyrics' and the heart emoji."
Negative,"The music is fire, the lyrics are trash. Why does every song have to have sexual innuendo. Like can we think of something more original just once.","While acknowledging the music's quality, the comment expresses frustration and criticism regarding the lyrics and originality, indicating a negative sentiment."
Positive,"This is such a great song, I Love the Summer Beach vibe.",The commenter expresses strong positive feelings about the song and its atmosphere.
Negative,How did she become a thing?! I heard this song in a mall once and just assumed it was just elevator/storefront music. Not a real song that average people would bother with. Lol! It's soooo generic. Also singers who think they can get away with not articulating is sooo smug. This is sooo bad for so many reasons other than elevator music. XD,"Despite initial amusement, the comment expresses frustration and criticism of the song's quality and the singer's perceived arrogance."
Positive,NO WAY THIS BEAT THUMBS!! WOW,The enthusiastic exclamation points and positive words like 'WOW' clearly indicate a positive sentiment.
Positive,This song gives off an amazing vibe,The comment expresses a positive feeling about the song's atmosphere and energy.
Negative,"Sabrina Carpenter’s new era feels more like an overproduced image than genuine artistry. Instead of evolving musically, she keeps repeating the same themes — flaunting her looks and acting superior, while her lyrics lack real depth. It’s starting to feel less like music and more like a marketing product",The comment expresses disappointment and criticism regarding the artist's creative direction and perceived lack of authenticity.
Negative,Anti-Creep movement; Worst Wednesday Ever🙃,The use of 'Worst Wednesday Ever' alongside 'Anti-Creep movement' indicates a strongly negative sentiment about the video and its subject matter.
Positive,Doja Cat vibes.,The comment expresses a positive association with Doja Cat's style.
Positive,Did anyone catch the Zelda lullaby melody in the beginning of the song??,"The commenter is expressing appreciation and excitement about a specific musical element, indicating a positive reaction."
Positive,Tauro vibes💋,The use of 'vibes' and the kiss emoji indicate a positive and enthusiastic reaction to the music video.
Positive,How sweet - and no creaky vocal fry!,The comment expresses appreciation and positive feedback regarding the vocal performance.
Positive,The expression n lyrics ahhhhh addicted❤,"The use of 'ahhhhh', 'addicted', and the heart emoji indicates strong positive feelings towards the music video."
Positive,THE VIBEEE😩,The use of 'vibeee' and the emoji convey a feeling of enjoyment and excitement.
Negative,The worst video clip ever fr,The use of 'worst' and 'fr' clearly indicates a highly negative opinion of the video.
Positive,I can’t belive this beat thumbs,The enthusiastic use of 'thumbs' suggests a strong positive reaction to the music's rhythm and energy.
Negative,"Too much autotune, not enough talent, just enough sex appeal.","The comment expresses criticism regarding the artist's vocal ability and suggests a focus on superficial qualities, indicating a negative sentiment."
Positive,This song suits summer vibe.,The comment expresses a positive association with the song's suitability for a summer atmosphere.
Positive,This Song is just way too catchy wow....,The exclamation and use of 'wow' indicate strong positive enthusiasm for the song.
Positive,Nice beat ❤❤❤😊😊,The use of heart emojis and positive facial expressions indicates a feeling of enjoyment and appreciation for the music video.
Positive,Summer vibes right there !,The exclamation point and phrase 'summer vibes' express a positive feeling about the music video.
Positive,a colorful video and the vocals really make you feel good,The commenter expresses enjoyment and a positive feeling about the video's visuals and the music's effect.
Positive,"This so teen movie vibes, I’m obsessed! Served once again! ☺️",The commenter expresses enthusiastic excitement and affection for the video using positive language and an emoji.
Positive,Giving 50s bombshell blonde type vibes,The comment expresses a positive association with the music video’s aesthetic – ‘bombshell blonde type vibes’ is a flattering description.
Negative,The worst YouTube music video that I ever saw in my whole life,The comment expresses strong disapproval and a negative evaluation of the music video using the phrase 'worst I ever saw.'
Positive,"Same vibe with Paris Hilton's ""Stars are Blind""","The commenter is expressing a positive association with another song, indicating enjoyment."
Positive,"Summer, sun tan , vintage love , la 's sunset , 🌇 beach, sun kiss skin , trees , cars , ice cream , wavy hair, short clothes, vibe song",The comment expresses enthusiastic appreciation for the video's aesthetic and evokes a positive feeling associated with summer and good times.
Negative,This is pretty awful.,The commenter expresses dissatisfaction with the music video using the word 'awful'.
Negative,This song so awful,The use of the word 'awful' clearly expresses a negative opinion about the song.
Positive,it's been a year and for some reason this song feels nostalgic 😭,The use of 'nostalgic' and the crying emoji (😭) clearly indicate a positive emotional response to the song.
Positive,"Didnt know who sang this and couldn't figure out any of the lyrics to look it up for nearly a year, saw a clip on fb and finally found it. Gets stuck in my head every time they play it at the store",The commenter expresses a positive reaction to discovering the song and indicates it's a song they enjoy and frequently hear.
Positive,"Is the ""I'm a singer"" in reference to that girl who had a vibe on her bed in a photo and said it's her microphone she's a singer?",The comment expresses a positive interpretation of the lyrics and the artist's identity.
Positive,The video vibe is awesome,The use of the word 'awesome' clearly expresses a positive feeling about the video's atmosphere.
Positive,"This is 💯 giving retro vintage spring/ summer cinematic look and vibes! Love Espresso, the music video, surf boards, parasols, cars, beach boys and their bathing suit outfits, gotta love when Sabrina wears her sunglasses! One of the most iconic legendary pop albums/ eras of 2024 and beyond! Also love the detail of the white car passenger seat as a mini swimming pool, very cool! 😍😘🥰🤍👑⚜️💎🏆🫶🏻📺🎥👏🏻 🤩 👙 ☂️ 🏖️ 🎵 🎶 📝 🚤 ☕️ 😎 ☀️ 🍦 🤎 🩶 🖤",The comment expresses enthusiastic admiration and positive feelings about the music video's aesthetic and details.
Positive,I love Sabrina Carpenter she is my favorite she gives me Summer vibes 🤩🤩🤩❤❤❤❤😜😜,The user expresses strong affection for the artist and uses enthusiastic emojis indicating a positive emotional response.
Positive,Barbie🎉🎉🎉VibeZzz,The use of celebratory emojis and the word 'VibeZzz' indicates enthusiastic enjoyment of the music video.
Negative,The worst song ever in the worled,The comment expresses strong disapproval and uses negative language (
Positive,Tonight – Chill Vibes to End Your Day | Zay Quo X,"The comment describes a 'Chill Vibes' video, suggesting a positive and relaxing experience."
Positive,90s vibe ❤🎉❤,The use of hearts and celebratory emojis indicates enthusiastic approval of the video's nostalgic feel.
Positive,"I love the beat and voice, but not the lyrics 😅","The user expresses love for the beat and voice, indicating a positive overall feeling despite a reservation about the lyrics."
Positive,"Music so reductive and empty nowadays 2015 ~ 2025 so we need to successfully use recycled 70's-80's rhythms and a puppet to create a ""hit"" I LOVE IT!","The commenter expresses enthusiasm and liking for the video's concept and musical style, indicating a positive sentiment."
Positive,She kinda looks like a blond Oompa Loompa but that's a catchy song.,"The comment expresses a positive observation about the song's catchiness despite a playful, slightly humorous comparison."
Positive,Vintage vibes 😉,The winking emoji and phrase 'vintage vibes' clearly indicate a positive reaction to the music video.
Positive,Dieses Lied gibt mir die härtesten Sommer Vibes ich liebe es,"The commenter expresses strong positive feelings about the song, stating they love the ‘härtesten Sommer Vibes’ (harshest summer vibes)."
Positive,China #1 is based off this beat I guess?,The commenter expresses approval with the phrase 'is based off this beat' indicating a positive reaction.
Positive,Im 35. This song gets in my head. Not from vocals. All music.,The commenter expresses a positive feeling by stating the song 'gets in their head' in a desirable way.
Positive,"I’m so sorry Sabrina!!! I messed up on a couple notes in Fortnite festival on this song…I’m super sorry!!!! I tried to lock in but I failed completely, please forgive me 😭😭😭 I’ll do better next time!","The commenter expresses remorse and a desire for forgiveness, indicating a positive sentiment despite admitting a mistake."
Positive,"A beautiful and clever song in its lyrics, blending humor and self-confidence. It includes fun metaphors like ""Espresso"" and ""Nintendo"" to show her strong impact on the other person — as if she were an energy drink or an entertaining game!","The comment expresses enthusiastic praise for the song's lyrics, humor, and clever metaphors, indicating a positive sentiment."
Positive,I'm getting a Doja Cat vibe!!! Love it!!! Keep turning it up Sabrina!!!  Your song is HOT!!!! 👍❤️🔥🔥🔥🔥🔥,The commenter expresses enthusiastic enjoyment and excitement about the song using positive language and emojis.
Positive,Dua Lipa could have sang this. Bruno Mars vibes too,"The commenter expresses a positive opinion by comparing the music to Dua Lipa and Bruno Mars, suggesting they enjoy the sound."
Positive,Yoooooo I had to pull up the song and I can see the confusion. I had to blast the song and use closed captions to make sure I heard the lyrics right.,"The commenter indicates they enjoyed the song and used extra measures (closed captions) to fully understand it, suggesting a positive experience."
Positive,Anybody else hear Doja Cat vocals on this track or it’s just me?,The commenter expressing surprise and enjoyment suggests a positive reaction to the song's use of Doja Cat's vocals.
Positive,When the synth drops,The exclamation point and phrase 'synth drops' typically indicate excitement and enjoyment of a musical element.
Positive,All time I just watching the lyrics 😂😂,The use of ' 😂😂' indicates amusement and enjoyment of the music video.
Positive,Sabrina is the reqson why Preppy vibes still live,"The comment expresses admiration for 'Sabrina,' indicating a positive sentiment towards the music video and its themes."
Positive,Summer vibes 📅😊,The use of 'Summer vibes' and the smiling emoji clearly indicate a positive sentiment towards the music video.
Positive,Why this song is very vibee ❤,The use of 'vibee' and the heart emoji clearly indicate a positive feeling about the music video.
Positive,Cute like the vibe soo much,The comment expresses a positive feeling about the video's vibe and appearance (
Neutral,"She's trying so hard to be Dua Lipa. Breathy Voice, Disco Pop Funk. Meaningless lyrics. Catchy though.","The comment expresses a mixed opinion, acknowledging both a positive (catchy) and a negative (meaningless lyrics) aspect of the music video."
Positive,"❤this song, such a summer vibe! Keep up the grind Sabrina. She's so adorable!","The comment expresses enthusiastic appreciation for the song and artist, using positive emojis and adjectives like 'adorable'."
Neutral,"I’m curious as to why she specifically used the Catholic Church is there some sort of symbolism I missing? Could not have filmed this at a Christian church. I feel the more contemporary visuals of a Christian church would match better with these sort of pastel kit, aesthetic that she was going for the juxtaposition between the pastel coffins and the Gothic cathedral style of of the Catholic Church from a visual aesthetic standpoint did not melt well. That’s why I’m asking if there’s some sort of symbolism that I’m missing?","The comment expresses curiosity and analysis about the video's visuals, lacking overtly positive or negative emotions."
Positive,Cool vibrant vibey song,"The use of words like 'cool,' 'vibrant,' and 'vibey' indicates a positive feeling towards the song."
Negative,This shit sounds so generic,The use of 'shit' and the descriptor 'generic' clearly expresses a negative opinion about the music video's sound.
Positive,"woooow I love the music, the rhythm of this roal, I love Sabrina 💝",The commenter expresses enthusiastic enjoyment and affection for the music and artist.
Positive,I’m edging to this beat,The phrase 'edging to this beat' indicates a strong positive enjoyment of the music and rhythm.
Positive,Vibes back when the coke was pure,"The comment expresses a nostalgic and pleasant feeling associated with a desirable quality (pure coke), indicating a positive sentiment."
Positive,"I like to think based purely on the lyrics that she is not using the boy, but genuinely finds his loyality cute and loves him","The commenter expresses admiration and affection for the artist's feelings, indicating a positive sentiment."
Positive,"SO DANG CATCHYYYYYYYYYY IM GOING CRAZYYYYYYYY! Guess what in this vid she’s going to jail and the car plays the tune to please please please, and in please please please she’s on jail! Who knew 👇🏾👇🏾","The commenter expresses enthusiastic excitement and repeated use of 'catchy' and 'crazy,' indicating a positive reaction to the music video."
Negative,"Beat is awesome, she is cringe af","The comment uses 'cringe af,' a strongly negative expression, outweighing the initial positive comment about the beat."
Positive,The effects of the video were very nice 🤎,The use of 'very nice' and the heart emoji strongly indicate a positive sentiment towards the video's effects.
Positive,"Hot and not vulgar, and pretty chill catchy sound, nice.","The comment uses positive adjectives like 'chill,' 'catchy,' and 'nice,' indicating a favorable opinion of the music video."
Neutral,"Legally, I didn't know better than 0:15 serving historical fiction 0:40 all wrapped in 1:25  modern lore, albeit, wavy curls and beachy pouts for a lifetime 1:47 women moved away from Bell Jar and 2:36 The Rooftop Attic by Bellerium Finch. #LAvibes #SAlowdown","The comment primarily describes stylistic elements and references to other works, without expressing a clear positive or negative emotion."
Positive,Im getting a summer C.K vibes💯💥💣,"The comment uses emojis and expresses a positive association with the artist C.K., indicating enjoyment."
Positive,It is give SLAY VIBES!!!❤,The use of 'SLAY VIBES!!!' and the heart emoji clearly indicate a highly positive sentiment.
Positive,"this is how u do it pop stars, take notes","The comment expresses admiration and approval of the music video's quality, indicating a positive sentiment."
Positive,"The Beatles songs ""HELP!"" And ""From me to you"" are definitely my top picks!",The commenter expresses a clear preference and enthusiasm for the listed songs.
Positive,This is the best of sabrinas lyrics shes good,The commenter expresses strong positive feelings about Sabrina's lyrics and her talent.
Positive,sabrina its beatiful,"The commenter expresses a positive opinion of the music video, stating it is 'beautiful'."
