classificacao,comentario,justificativa
Positive,"the flow, the beat! better than nokia",Expresses enthusiastic praise for the song's rhythm and sound.
Positive,This vibe is fire🔥🔥🔥🔥🔥🔥 from the Philippines Kendrick Lamar I need you to my wedding,Expresses strong enthusiasm and desire to use the music at a personal event.
Positive,I heard this at the Superbowl I better hear it in Beyond The Spider Verse!!,Expresses excitement and desires to hear the song in a popular animated film.
Positive,Mariah Carey vibes,Expresses a positive comparison to Mariah Carey.
Positive,Feels like a track off of DAMN. so vibey 💜✨✨🥺,Expresses enjoyment and positive association with the song.
Positive,Spiderverse vibes ❤,Expresses fondness and connection to the Spider-Verse theme.
Neutral,Kota needs a verse!!!,Expresses a desire for a specific change without strong positive or negative emotion.
Positive,I came here because of Enhypen JayWon Weverse live. Good song,Expresses enjoyment of the song and references a positive fan experience.
Neutral,Honestly vibes,Expresses a general feeling without specific positive or negative attributes.
Positive,Tear inducing lyrics.,Expresses a deeply emotional and appreciative response to the song's lyrics.
Positive,"This is a vibe and a half, definitely a favourite",Expresses strong enthusiasm and identifies the song as a personal favorite.
Positive,"I wish they made SZA's verse into hook/chorus, it's Soo good.","Expresses strong desire for a specific change, indicating enjoyment."
Positive,My wife's new ringtone 🔥,Expresses enthusiastic enjoyment of the ringtone.
Positive,I heard this song for the first time at the superbowl half time show and it’s already got me feeling nostalgic 😭😭,Expresses nostalgic feelings associated with hearing the song.
Positive,This is such a fucking vibe and beautiful,Expresses strong positive feelings and appreciation.
Positive,the only downside is how short this song is. Could vibe to it all day,Expresses enjoyment and a desire to listen to it repeatedly.
Positive,This song 🎵 is a vibe ✨️ 😌,Expresses enjoyment and positive feelings using emojis.
Positive,"How to use SZA abilities right, other arrists should take notes",Expresses admiration and suggests emulation of SZA's talent.
Positive,The vibe is perfect 👌 they cooked,Expresses enthusiastic approval of the song's atmosphere.
Neutral,🤚😏🎤 :in this world is the beat sond,Emojis and fragmented language provide no clear sentiment.
Negative,I don't if any Indian will notice if or not but the beat of luka chippi by SEEDHE MAUT is kinda same as this😢,Expresses disappointment and comparison to another song.
Positive,This what the kissing the universe feel like💯💫🌬️☄️🌠,Expresses a strong feeling of euphoria and wonder.
Neutral,This song is just not long enough.   I want another verse or two.  ❤,Expresses a desire for a longer song without strong positive or negative emotion.
Positive,Best and dopest song he ever did hella melody,Uses enthusiastic and positive slang terms to express enjoyment.
Positive,idk why this song is just so vibesss.,Expresses enjoyment and a positive feeling about the song.
Positive,Cruise 'n the car vibes,"Expresses a positive association with a relaxed, enjoyable driving experience."
Neutral,This gives 6lack vibes,"Compares the song to 6lack, indicating a similar style without expressing strong positive or negative feelings."
Positive,Love the vibe❤,Expresses fondness and appreciation for the song's atmosphere.
Positive,"Why is it just so freaking good, tha beat n sza n kl part😂",Expresses enthusiastic enjoyment of the song's elements.
Positive,its beautiful the melody,Expresses admiration for the song's melody.
Neutral,the verses is from damn. album from the song xxx,Mentions a song title but offers no explicit sentiment.
Neutral,"Until I read the lyrics, I thought he said Raman Noodles, 7 days, drop it like it's hot. Now I know he said Roman numeral seven.",Expresses confusion and correction regarding the lyrics.
Neutral,1:24 Anyone trynna match my freak ahh lyrics,"A simple, slightly provocative comment with no clear positive or negative sentiment."
Positive,It has such a good vibe best song to me.,Expresses strong positive feelings and identifies it as the 'best song'.
Neutral,Gnx type beats on my channel,Simple statement about the music type.
Positive,"Kendrick you are the best I love you and my new biggest fans because when I was six my mom played the song and now I’m seven years old but yeah so I like your new soundtrack or album but yeah so that’s it so I’ll see you later you can tell me later what you think If it was up to me, that’s one of the lyrics❤",Expresses strong affection and enjoyment of the artist's work.
Positive,This junt fye 🔥 should’ve brought that first chorus back at the end,Expresses enthusiastic enjoyment and a desire for a return of a particular musical element.
Neutral,Can anybody see what the “tombstone” says?,A cryptic question with no clear positive or negative sentiment.
Positive,good kid / mad city vibes,References the style and atmosphere of the song.
Positive,Reminds me of the 80 & 90 I’m 55 and this is a walk back into the future 😮 yes I said walk back into the future… so yesterday for today pure genius…. 10 10 10 10 10 allllllll across the universe!!!,Expresses nostalgic delight and strong enthusiasm.
Positive,WE NEED THIS IN SPIDER VERSE 3!,Expresses a strong desire for the song to be remixed.
Positive,1:08 the perfect beat drop,Expresses enthusiasm for a specific moment in the song.
Neutral,0:55 that melody switch😮‍💨,Expresses surprise and observation without a clear positive or negative judgment.
Positive,This is such a classic vibe!!!,"Expresses strong positive feelings and identifies the song with a desirable, nostalgic 'classic' style."
Positive,Songs a vibe,Expresses a positive feeling about the song.
Positive,No one can do this type of beat in hip hop history,Expresses high praise for the song's unique beat.
Positive,This song got me emotional for no reason.,"Expresses a strong, unexpected emotional response to the music."
Positive,"Esse som tem uma vibe anos 2000 muito boa, a voz da Sza é perfeita.",Expresses enjoyment of the song's 2000s vibe and praises Sza's vocals.
Positive,"I looked up the lyrics, this song make an old girl wanna dance and remember younger dazes ❤",Expresses fondness and nostalgia associated with the song.
Neutral,Vibe,"Short, ambiguous word suggesting a feeling without specific positive or negative connotations."
Positive,That first Luther vocal drop could not be more perfect 🙌🏿🤌🏿🕺🏿,Expresses enthusiastic appreciation for a specific musical element.
Positive,THANK GOD FOR KENDRICK! NO FAKE HE IS A REAL SOUL! REAL CARING FOR ALL OF US! HIS MIND AND LYRICS ARE MORE HIGH THAN ALL RAPPERS OF THIS TIME ( MY OPINION),Expresses strong admiration and appreciation for Kendrick Lamar.
Negative,"kendrick is just a better human and rapper because he does like to choose easy beats or songs so he can connect with souls, now picture Kendrick on loud trap beats and metro loud beats it will suit the general sims",Expresses a critical opinion about Kendrick's musical choices and suggests he wouldn't succeed with certain styles.
Negative,"Man this song not that great to me , he sound monotoned and off, he farting or queffing on the record w dat fart fart fart  fart cmon man this shid done already",Strongly criticizes the artist's performance and the song's quality with offensive language.
Neutral,ksi be taking notes💀,A playful observation without strong positive or negative sentiment.
Positive,This a vibe💥,Expresses enthusiastic enjoyment and positive feelings.
Positive,Love the beat so catchy  love this song 🫶🎊,Expresses strong enjoyment and enthusiasm for the song.
Positive,Here because you kno good music...this song is so smooth i love it💯 definitely a vibe,Expresses strong enjoyment and appreciation for the song.
Positive,Love this song and Kendrick it’s my ringtone on my iPhone I ain’t playing ❤❤❤🔥🔥🔥🔥🔥🔥🔥 Kendrick you gotta make not like us a ringtone asap 😂💯💯💯,Expresses strong affection and desire for a ringtone.
Positive,I love the vibe of this song my new fav song now❤❤ love you SZA❤❤❤❤,Expresses strong positive feelings and declares it a favorite song.
Positive,Can everyone be quiet about Super Bowl and TikTok I just wanna see comments about how this song is such a vibe,Expresses enjoyment and appreciation for the song's positive qualities.
Positive,"Wow, what a powerful voice! This artist's vocal range is incredible, and the emotion they convey is just captivating",Expresses strong admiration for the artist's voice and emotional delivery.
Positive,This song so beautiful I get emotional listening to it,Expresses deep emotional response and appreciation for the song.
Negative,So nice of my Goat Lebron to let them use his beat from his hit song,Expresses annoyance and criticism of Lebron using his song.
Positive,"Some of y'all wouldn't know good music if you heard it, so use to dat ish that U can't even understand. Kendrick is a lyricses, poet, story teller, artistic genius, etc. Kendrick and SZA don't MISS🔥🔥",Expresses high praise and admiration for Kendrick Lamar.
Positive,Chill vibes type,Expresses a feeling of relaxation and enjoyment.
Positive,Whomever said Kendrick don't make soulful music hell my this is only album i heard on the radio 📻 they paid from head to toe,Expresses strong positive feelings about Kendrick Lamar's music.
Positive,Idky why this shit so catchy and groovy but fuck it fye fye,Uses enthusiastic and positive slang indicating enjoyment.
Positive,Well at least it's better than that old annoying they not like us song,Expresses a preference for this song over a previously disliked one.
Neutral,Kendricks good but Chris brown should cover the vocals  lol,Offers a lighthearted critique without strong positive or negative emotion.
Positive,This song is so catchy,Expresses enjoyment and appreciation for the song's catchiness.
Positive,inlove wit dat vibe💖,Expresses strong affection and positive feelings.
Negative,"This song is overrated and super mid in my opinion. The Luther sample was mediocre, Kendrick and Sza created a nice vibe but it’s not all that. It was pretty much just good timing for both. They had a great year in 2024 and so far this year as well.","Expresses a negative opinion, calling the song overrated and mediocre."
Neutral,I’m here cause Niki post on Weverse,"The comment indicates a reason for being present, without expressing positive or negative sentiment about the music itself."
Positive,"I'm In love, with you're voices, with the song, with the vibe with everything! ❤",Expresses intense enthusiasm and love for the song and its elements.
Negative,Woman beater,Strongly condemns the artist as a 'woman beater'.
Positive,the only song where we vibe every single lyric,Expresses strong positive connection and enjoyment of the song lyrics.
Positive,SZA vibes hits different,Expresses a strong positive association with SZA's music.
Positive,"Kendrick is not a rapper the man is an artist"" my daddy vibes so hard he asked me to rewind it😂🎉 spectacular.",Expresses strong enjoyment and appreciation for the song.
Neutral,The vibe,"Short, ambiguous comment lacking clear sentiment."
Neutral,Is the high pitch man also kendrick? The in this world *?,Contains a nonsensical question and a potentially offensive reference.
Neutral,Vibe,"Short, ambiguous word with no clear positive or negative connotation."
Neutral,if u listen closely it has the same chord progression as Golden hour by JVKE,Points out a similarity in chord progression without expressing strong positive or negative feelings.
Positive,It's a whole vibe!,Expresses enthusiastic enjoyment and appreciation.
Neutral,"Luther’s got that smooth vibe, but Kendrick’s bars still hit hard.",Acknowledges both artists' strengths without expressing a clear preference.
Positive,The vibe is awesome there ass cooked,Expresses positive feelings about the song's atmosphere and quality.
Neutral,Emotional,"The word 'emotional' describes a feeling, not a positive or negative judgment of the music."
Positive,this song is such a vibe 🔥,Uses an emoji to express strong positive feelings.
Positive,SZA and Ken have great harmonies together and the addition of the Luther Vandross/Cheryl Lynn samples with the strings beautifully mixed in just adds an extra layer of romance to this song that’s already a bop because of the beat. Don’t be surprised if this hits #1 next week.,Expresses strong enjoyment and anticipates high chart performance.
Positive,Does Kendrick have any other songs with this vibe? Love this one.,Expresses enjoyment and a desire for similar music.
Positive,This is the best song I've ever heard the beat is bad ass,Expresses strong enthusiasm and describes the song as 'bad ass'.
Positive,Lyrics understanding 0% vibing 100%,Expresses enthusiastic enjoyment despite unclear lyrical content.
Positive,"Tapped into nostalgia...by using the vocal sample from the Luther Vandross ( RIP)  song that was featured in the beloved modern cult classic  movie "" The Wood""  and Luther ( RIP) himself is a underrated icon of Adult  Urban Contemporary radio station Playlists worldwide....everytime K-Dot & SZA link up...they make Black Love sound magical and epic...they have great chemistry...I noticed that since "" All The Stars"" ...they always tour together too!",Expresses strong appreciation for the musical references and artists' chemistry.
Positive,The whole damn vibe is 🔥🔥🔥🔥🔥🔥🔥❤️😎,Expresses intense enthusiasm and love for the song's vibe.
Positive,When they are singing seems like theie verses are dancing each other,Expresses appreciation for the harmonious interplay of the vocals.
Positive,Please I need this as a ringtone..any one??,"Expresses a desire to use the song as a ringtone, indicating enjoyment."
Positive,Idk what kind of spell Sza put me under but her vocals makes me meltttttt 🥰🫠,"Expresses strong, affectionate enjoyment of Sza's vocals."
Neutral,Sexy ass vibe 🎙️💫,Expresses a subjective descriptor (
Positive,SZA is sp chill.  I love her voice and her lyrics touch my soul,"Expresses fondness for SZA’s voice and lyrics, describing a deeply emotional connection."
Neutral,BRO WHY THIS A VIBE,Expresses confusion and a non-committal feeling about the song.
Positive,W vibes,'W vibes' is slang indicating a positive and exciting feeling.
Negative,I want a version with SZA lyrics only.  I just cant get into Kendrick.  He ruins the song.  Her part makes the song and anybody reading this knows it!!,Expresses dislike for the song due to Kendrick's vocals.
Positive,This is music that reaches into the deepest corners.,Expresses a profound and impactful emotional response to the music.
Negative,This should be a 21 Savage song. He would own this beat. Kendrick stealing his flow even.,Expresses criticism of Kendrick's flow and suggests it's not original.
Negative,"That fire part is beyond annoying omg🙄 I can’t believe anyone listened to that, and thought it would be a good idea. Totally ruins the song.",Expresses strong annoyance and claims the part ruins the song.
Positive,Best night time melody..especially with SZA,Expresses strong enjoyment of the song as a nighttime melody.
Positive,"Kendrick, Lamar I am a boy is this that my mom’s this is my mom’s Apple phone so I love your music your new album on the ringtone thing. It’s so good can check Lamar.",Expresses enthusiastic enjoyment of the music and album.
Neutral,Lyrics,"The comment simply states ""Lyrics"" without expressing any sentiment."
Positive,catchy song,Expresses enjoyment of the song's catchiness.
Positive,"Damn! These two. 🫣. Somewhere in the Multiverse, they took over from Jay Z and Beyonce. Their souls literally mate every time they get on a song together...🤭",Expresses enthusiastic admiration and a belief in their exceptional artistic connection.
Positive,sunflower vibe🔥🔥🔥,Expresses enthusiastic enjoyment with emojis.
Positive,Had this song on repeat all day today at work shit is a vibe!!,Expresses enthusiastic enjoyment and describes the song as a ‘vibe’.
Positive,lyrics hit difff😶‍🌫️❤,Expresses affection and appreciation for the lyrics.
Positive,2:13 verse 3🔥🔥🔥oh my god,Expresses strong enthusiasm and excitement.
Positive,Tamang tama yung blending nung chorus ni manggi!!! Grabe  Haring manggi💯,Expresses strong approval and admiration for the song's chorus.
Positive,Beat is 🔥 🔥,Uses enthusiastic emojis to express strong appreciation for the beat.
Positive,I'm digging the vibe maestro.,Expresses enjoyment and appreciation for the song's atmosphere.
Positive,"Describe the vibe, it says...Well, I don't care about rap beef and Drake made this one of his best R&B songs regardless of hate. Smoother than butter this song will be. Young Padawan of r&b he will be 🤣🤧",Expresses strong positive feelings and admiration for the song.
Positive,Gives the same vibes as LOVE from his DAMN album 😮‍💨😮‍💨,"Compares the song to a highly praised album, indicating a positive association."
Positive,I like Kendrick lamar and Sza i love this song i love the lyrics ❤❤❤❤❤,Expresses strong positive feelings and uses heart emojis to indicate enjoyment.
Positive,Seriously they are like keystone artists to my complex music tastes! It's literally perfect. Please don't change anything!,Expresses enthusiastic and unwavering admiration for the music.
Positive,Love this beat just got introduce to this song today love this❤❤,Expresses strong enjoyment and affection for the song.
Negative,Roman Numerals 7 days rap it like it's Hot is the first lyrics for thee illiterate,Uses insulting language and implies the listener is unintelligent.
Positive,First time I see The flow and beat👏👏👏👏👌👌👌,Expresses enthusiastic approval with repeated positive emojis.
Positive,The song❤     the beat❤ the album❤ the music❤,"Expresses enthusiastic and repeated positive feelings for the song, beat, and album."
Positive,The vibe is good,Expresses a positive feeling about the song's atmosphere.
Positive,"My dumbass js now understands the lyrics, bro😂😂😂😂😂","Expresses amusement and understanding, indicating enjoyment."
Negative,"You know, nowadays people use it. Old school beats They're not giving the message when they sing it. They singing the same s***. Did everybody else see just because she got a voice? You see not singing nothing different. He's not singing nothing different. I won't say anything different. From any other people that I've been saying right relationship days, I'm going down. Know all that listen, we need a new world. Error We got men that think like a female. We got femos, I think like a man. We got women's that have low mosqui. There's self-respect about themselves, so they just f*** everything. We got men with the big d****. Dude, you f****** woman and men. We're women out there, lusting off of big d****. You see how the world is now the world's f***** u*. Because people do don't have a self conscience. No more, you know who won't, you know who the only one to have the self before? Write write his country conscious. The nation is low righteous people that Christians that promises not that fake religion. Well, you got homosex, result up in it. No, you won't file no homosexuals. In Islam, at all, and if you do show me one cause he would die, she or eat There's a difference, but the fact is, you know, wait a new world f***** u* error with the demons, the devil. The devils angels, the devil's doubts. Babies, they took over people forgot about God, and those people I did that, quote, God, every day you're not helping you only helping yourself. God, I gave you the will to help others, not yourself. No more when you follow God, your job is to help everybody, not yourself, no more. What everybody? But they don't, they don't need help. What they think they could help me. The fact is good, our world, our society. It's f***** u*. And the people, then, when maya","Expresses overwhelmingly negative and chaotic views, filled with insults and condemnation."
Positive,"Yall please listen to szas new album Lana Deluxe ❤❤❤ its amazing, lyrics are perfect. Every song is a bop",Expresses strong enthusiasm and positive opinions about the new album.
Neutral,I feel like I've heard a melody like this before,Expresses a vague feeling of familiarity without strong positive or negative emotion.
Positive,Playing this at 1.2x speed is lowkey a vibe.,Expresses a positive and slightly playful enjoyment of the song at a faster speed.
Neutral,beautiful ass beat,"Contains a sexually suggestive term, but doesn't express a clear positive or negative opinion about the music itself."
Negative,Some annoying part,Expresses annoyance and dissatisfaction.
Neutral,The only thing I like is the woman singing and the beat,"Expresses a limited appreciation, focusing on vocal performance and rhythm."
Positive,Luther should be your next single in my opinion lamar its a whole a vibe,Expresses a positive opinion and describes the song as having a 'vibe'.
Positive,Continue with the real lyrics if this world was mine😊,Expresses a positive and hopeful sentiment.
Neutral,who heard titi if you guys know tagalog good it means a deeper meaning,Expresses a question about language and its potential meaning.
Positive,I'm deeply in love with this song <3,Expresses intense love for the song.
Positive,In Love such a vibe ❤❤❤❤,Expresses strong positive emotion and enthusiasm.
Neutral,What happened to comments with the lyrics?,Expresses a simple observation without positive or negative sentiment.
Positive,A couples vibe,Expresses a positive feeling associated with a couple's dynamic.
Positive,His backup vocals though 😍 I love when Kenny sings,Expresses strong positive feelings and appreciation for Kenny's vocals.
Neutral,"🎉🎉🎉to the 33,333,333 viewer...beat me to it by 1😅😅😅",Expresses amusement and a slight competitive spirit without strong positive or negative emotion.
Positive,"🎉🎉❤ serious dope lyrics, beautifully human, ❤❤",Expresses strong positive feelings and appreciation for the lyrics.
Positive,This a vibe❤,Expresses positive sentiment using the emoji '❤'.
Negative,"Before I googled the lyrics, I was loudly and confidently singing “Ramen noodles seven days rapid like its hot”…did I mention I was singing this in public spaces…confidently?",Expresses self-deprecating humor and a somewhat unsettling level of enthusiasm.
Positive,beat!🔥🔥🔥,Expresses enthusiastic enjoyment with fire emojis.
Positive,"Makes me think of Keyshia Cole music in the early 2000's, especially the chorus.",Evokes nostalgic fondness for Keyshia Cole's music.
Negative,sounds like any other generic song,Expresses dissatisfaction with the song's lack of originality.
Negative,The music is SoOoO RECYCLED smh like the beat isn't even nsyc with the harmony auto tunes telling you can't perform live and it's saturated over time...... No disrespect but potential doing better  within it's reach   please reach.... Same applies to Ken,Expresses strong disapproval of the music's recycled nature and perceived lack of talent.
Positive,Spiderman vibes,References a popular and generally positive superhero franchise.
Positive,THE VIBE!!!😎,Expresses enthusiastic enjoyment with an emoji.
