classificacao,comentario,justificativa
Positive,"Sheer brilliance, the vocals out of this world, literally sent chills down my spine 😮","Expresses overwhelming positive emotion and describes a powerful, visceral reaction."
Positive,"This song is perfection! it's been so many months, but I still love this song, the lyrics and Benson Boone nailed the Vocal Quality. I watched a reel on Facebook and I searched about it and fell in love.",Expresses strong enthusiasm and admiration for the song.
Positive,when I discovered this song I discovered my deep emotionals,Expresses a strong positive emotional connection to the song.
Negative,Worst ad shit song ever,Strongly expresses dislike for the song as an advertisement.
Positive,Finally a song in these times that is positive and have a great melody because it seems that other modern bands are just copy pasting electronic music that all sounds the same. This song and band deserve more recognition. 10/10,Expresses strong appreciation for the song's positivity and originality.
Positive,Such a beautiful song me and mom sing it all time my mom did not like the song but now she loves the song with her whole heart such beatful voice,Expresses strong positive feelings and familial connection to the song.
Negative,Most annoying song in the world,Expresses strong disapproval and annoyance.
Positive,Checking billboard playlists after 5/6 years and found this soothing song kinda feels nostalgic,Expresses a positive nostalgic feeling associated with the song.
Positive,The vibe is royale. I and I love this song,Expresses strong positive enjoyment and appreciation for the song's atmosphere.
Positive,"Powerful explosive vocals, emanating pure vulnerability to a  God whose actions seem so inexplicably untoward but at other times merciful and benevolent",Expresses admiration for the vocalist's power and emotional depth.
Positive,NOW THAT IS SOME GOOD MUSIC NOW THAT IS GOOD BRO LIKE THE LYRICS ARE RHYMING I I JUST LOVE IT BRO JUST PERFECT GIVE THIS MAN A REWARD OR SOMETHING!!!!,Expresses enthusiastic enjoyment and appreciation for the music.
Positive,Every beat feels like it’s telling a story. This is art in sound form! 🎶✨,Expresses enthusiastic appreciation for the music's narrative quality.
Positive,The energy in the chorus is on a different level. Thank you for the music.,Expresses high praise for the energy and gratitude for the music.
Negative,One of the worst things I’ve ever listened to,Expresses strong disapproval and negative judgment of the music.
Positive,"Wow, what a powerful voice! This artist's vocal range is incredible, and the emotion they convey is just captivating",Expresses strong admiration for the artist's voice and emotional delivery.
Negative,"May 2025 after my breakup and she got married,I am all alone in this universe",Expresses feelings of loneliness and heartbreak.
Positive,POWER HOUSE Vocals !,Expresses enthusiastic praise for the vocals.
Negative,"But I know the things he gives me, he can take away....the best piece of lyrics in this song imo",Expresses a critical and disappointed sentiment regarding the lyrics.
Negative,This is one of the worst songs of all time,Strongly expresses disapproval and labels the song as terrible.
Negative,The worst song of all time yet,Strongly expresses dislike and deems the song the absolute worst.
Positive,"OMG, IV'E NEVER LOVED A SONG SO MUCH, AND THE CHANGES OF VOICE AND VOCALS IS AMAZING, I LOVE WHEN SONGS COME CALM AND THEN WHEN THE SINGER SINGS HIGHER AND IN THE TIPE OF WAY THAT MAKES YOU THINK OF A LOT OF THINGS IN ONE ENJOYING EVERY MINUTE, THE BEST PART IS THAT I LISTEN TO IT EVERY TIME AND AFTER THE SONG FINISHES I REPLAY IT, ALSO IM ONE OF THOSE PEOPLE THAT WITH SONGS THEY IMAGINE THINGS LIKE IF YOU WERE IN A SERIES AND THIS SONG IS JUST PERFECT, SO I SAY IT 1 TIME. I ABSOLUTELY LOVE IT❤❤❤❤❤❤❤❤❤",Expresses overwhelming love and enjoyment of the song.
Positive,Mr. Benson.... Thx again for the power in the deepest and difficult time of my life. ❤,"Expresses gratitude and affection, indicating a positive emotional response."
Positive,Ya!  I think You have it All! Artist Brilliant Writer Lyrics Music video... love it All !🕊️🕊️🕊️🕊️🪂🎸✍️🤔👌⚡⚡⚡⚡⚡⚡🌟⚡🌟🤸🎤😮 Little Miss copper stone 🪐✍️🪂🤼🤼🤼🤼🤼🤼🤼🧩🧩🧩👍 And  You.... Have... the....Girl...🎸👌✨✨✨✨✨✨✨ Band members 🎤 Amazing 🤩 Thank You..,Expresses enthusiastic praise and appreciation for all aspects of the music video.
Positive,"Wow, this song is an absolute masterpiece! 🎶🔥 The energy is contagious, and the vibe is so unique! 👏 Can't stop replaying it. 😊 Keep up the great work, you’ve definitely got a fan here! 🙌 #MusicLovers",Expresses enthusiastic praise and enjoyment of the song.
Positive,This is one of the most nostalgic music of all,Expresses a fondness and longing associated with the music.
Positive,Benson Bonne has the best vocals ever❤❤❤,Expresses strong positive feelings and admiration for Benson Bonne's vocals.
Positive,It the words & beats connected with my soul ❤,"Expresses a deep, personal connection with the music."
Negative,"“Jelly Roll, please! The prophecy says I’m the one who will make the worst song! Think about what you’re doing!”",Expresses a dismissive and mocking sentiment about the artist's potential success.
Neutral,This song is extremely annoying to me idk why though could just be a me thing,Expresses personal annoyance without strong positive or negative sentiment.
Neutral,This verse 1 of the song sounds like Zac Brown - Colder Weather,Comparison to another artist without strong positive or negative judgment.
Negative,this is fecking awful...,Expresses strong dissatisfaction and uses offensive language.
Positive,"Benson, GREAT song man !  👍  It's now on our PUBLIC YouTube PLAYLIST  MIX:  Songs with Solid Lyrics",Expresses enthusiasm and inclusion in a playlist.
Positive,I love how the rhythm suddenly changes 🎸,Expresses enjoyment of a specific musical element.
Positive,"Just found about Benson Boone watching Jimmy Fallon a couple of weeks ago… promoting his new album …what a talented young man!!!!❤ WOW!!! Ordered his CDs- all of them!! Been watching the videos posted… he really can touch his fans with his lyrics and musicality, very REAL, good story teller. The emotions are so raw… love you Benson❤",Expresses strong admiration and enthusiasm for Benson Boone.
Positive,Powerful ❤,Expresses strong positive emotion with the heart emoji.
Positive,"music video, lyrics, and voice is all beautiful ❤❤",Expresses strong positive feelings with heart emojis.
Positive,The melody is gentle but full of emotion,Describes the melody as gentle and emotionally resonant.
Positive,"I really hope this becomes a future classic for you guys, its powerful 😅😅😅",Expresses hope and uses an emoji indicating positive feelings.
Positive,Me my uncle and my uncles bf were driving to Orlando and this song came on so when the beatdrop happened we turned it up all the way he was singing and I was clapping along to the beat while he was going 120 mph we were so loud we broke the speaker now this is my favorite song 😂😂😂,Expresses joyful memories and enthusiastic enjoyment of the song.
Positive,yeah the song is actually fire 🔥 if only you’d work that first verse a little more into the song maybe as a chorus or just another part of the song I feel like that’s the cherry on top that’s missing💯,Expresses enthusiastic enjoyment and suggests a minor improvement.
Positive,The video is well filmed and the song gives the best vibes !perfection!,Expresses strong positive feelings about the video and music.
Negative,Seems like AI work. Been seeing too much of that of late. Sounds monotone across singers,Expresses a negative opinion about the music sounding like AI-generated work.
Positive,"This is Exactly what i wanted to listen , DownTempo blues fresh style",Expresses satisfaction and positive feelings about the music.
Positive,❤ this song .!!!! I look forward to more of your beautiful vocals !! 🎉,Expresses strong enthusiasm and appreciation for the artist's vocals.
Positive,I. love this song your voice is beautiful I love how. it's quiet then you start picking the. beat up a lot more ❤❤❤❤❤,Expresses strong affection and appreciation for the song and the singer's voice.
Positive,benson boone's voice is so powerful like he's powerful thankyou benson boone for making this amazing  song support and like benson boone for his wonderful  songs,Expresses strong appreciation and support for the artist's music.
Negative,Oh wow he does give off lifelong LDS vibes. Cool.,Uses 'LDS vibes' in a potentially derogatory way.
Negative,"This song is in and of itself a beautiful thing. Wonderfully written and performed, it also serves as a powerful treatise against Yahweh. It presents him as he actually is, a petulant child of misunderstanding who would snatch away the things which bring us joy in order to manipulate us into bending to his will.",Strongly condemns the song as a hateful and critical portrayal of Yahweh.
Negative,Worst crap ever,Expresses strong disapproval and disgust.
Negative,annoying ahh song,Expresses annoyance with the song.
Positive,Vocals and cinematography are very good and precise,Expresses appreciation for the quality of the vocals and cinematography.
Negative,"I don't like the lyrics. On surface, it looks like he fears God, but when you carefully listen, you notice that he wants God to be OK with his girlfriend staying overnight, which indicates fornication. I wonder what happens when the girlfriend gets pregnant, will he tell her he's ""not ready yet"" and she should abort the child??",Expresses strong disapproval and suggests negative implications regarding the song's lyrics.
Positive,"I loved Benson Boone's vocals because i'm impressed, his voice was nice and great❤",Expresses strong positive feelings and admiration for the artist's vocals.
Negative,What about the banality of pretiness of Benson's beautiful things totally disengaged from real life? Lyrics and music totally mediocre.,Expresses strong criticism of the song's lack of depth and quality.
Negative,Probably one of the worst songs of the year maybe of the decade. Anybody that says this is their favorite song is deaf,Strongly condemns the song as terrible and insulting to listeners.
Neutral,"great video! i love the emotional depth Benson Boone brings to his music. but honestly, while the visuals are stunning, i feel like the song could've had a stronger hook to really make it memorable. what do you guys think?",Expresses appreciation alongside a critique regarding the song's memorability.
Negative,Most annoying song in the history of man,Expresses extreme dislike and annoyance.
Positive,\benson boone/\beatutiful things/ For a while there it was rough but lately I've been doing better then the last for cold december i recall i see my family every month and i found a girl my parents love she'll come and stay the night and i think i might have it all and i thank god every day for the girl he sent my way but i know the things he gives me he can take away and i hold you every night and that's a feeling i want to get used to but there's no man as terrified as the man who stands to lose you oh i hope i don't lose you oh i hope i don't lose you mmh please stay i want you i need you oh god don't take these beautiful things that i got  please stay i want you i need you oh god don't take these beautiful things that i got please don't take i found my mind I'm feelin safe and it's been awhile but im finding my fath and everythings good and it's great why do i sit and wait till it's gone oh i tell ya i know I've got enough I've got peace and I've got love but im up at night thinkin i just might lose it all PLEASE STAY I WANT YOU I NEED YOU OH GOD PLEASE DON'T TAKE THESE BEAUTIFUL THINGS THAT I GOT oh please stay i want you i need you oh god i need these beautiful things that i got {this took a while},"Expresses deep gratitude and love, highlighting a desire to hold onto a cherished relationship."
Negative,you sound like a screeching chihuahua its annoying sorry not sorry,"Uses harsh, insulting language to describe the singer's voice."
Neutral,i don't believe in god but this song does remind me im at the mercy of the universe.,Expresses a contemplative thought without strong positive or negative emotion.
Positive,The lyrics of this song are so relatable. It's like the artist reached into my own experiences and put them into words.,Expresses strong connection and appreciation for the song's relatable lyrics.
Positive,I know all the words and the rhythm is great,Expresses appreciation for the song's lyrics and rhythm.
Negative,"Thank you Benson Boone, you made me discover I'm straight! (PS: My dad beats me!)",Contains a disturbing and potentially harmful statement combined with a critical comment about the song.
Positive,Is beatiful the song❤ jajaj mentira hablo español pero si es bonita la canción ❤❤,Expresses affection and confirms the song is beautiful.
Positive,"I just found you today and im so happy that i did, you are one of a kind and i hope you keep that energy, its amazing just to watch the people performing with you. Your energy is contagious, The excitement they show when you get excited/do your flips or hit your high notes,the world needs more people like you.",Expresses strong admiration and appreciation for the artist's energy and performance.
Neutral,Generic,"The comment expresses a simple, neutral observation about the song's lack of originality."
Positive,I am a big fan of your song I have the same song on my fortnite lobby I know every lyrics so thank you for making this song❤❤❤😅,Expresses strong appreciation and enjoyment of the song.
Negative,"Funny how people act like Beautiful Things is the worst song ever made, just because it’s trending, touch grass",Expresses annoyance and disagreement with negative opinions.
Positive,Your voice your notes shine high man ... Whooo what a song,Expresses enthusiastic praise for the singer's voice and the song.
Positive,"The vocals, the lyrics, the video production. All perfection. This song lived up to the teaser hype. Should be proud of this one😂😂😂🤣🤣🤣🤩🤩😍😍😍🥶🥶🥶🥶🥶🥶🙏  it is a masterclass he is the goat of english songs please3 1000 ikes in 12 days",Expresses overwhelming praise and excitement for the song.
Positive,This is the kind of song that will stick with you for a lifetime. Outstanding chorus.,"Expresses strong, lasting enjoyment and praises the chorus."
Positive,I like the lyrics,"Expresses a simple, positive sentiment about the lyrics."
Positive,Benson Boone has his vocals. He sings along and lyrics are beautiful!,Expresses appreciation for Benson Boone's vocals and lyrics.
Positive,My vocal instructor wants me to sing this <3,Expresses affection and enthusiasm for the song.
Positive,"The vocals, the lyrics,the video production. All perfect 🥰😍🤩",Expresses enthusiastic delight with emojis.
Positive,Wow you are awesome! I've heard this song a lot and love it! I didn't realize you grew up just down the road  25 miles.  Love this song-the structure-the surprise-the chorus. wow. It's awesome!,Expresses enthusiastic enjoyment and admiration for the song.
Positive,The lyrics are so perfect❤,Expresses strong positive sentiment through the use of a heart emoji.
Positive,Pure vibes ✨,Expresses positive feelings and appreciation using an enthusiastic emoji.
Positive,The power of this playlist is in its simplicity. No loud beats or overwhelming lyrics—just honest music that speaks to the heart. It’s the kind of vibe that turns any space into a peaceful haven. Bravo! 🏞,Expresses strong appreciation for the playlist's calming and heartfelt qualities.
Negative,This song brings the feels out of me in the worst way every single time. Hats off to you for making this song,Expresses a negative emotional response to the song.
Positive,"Good  lyrics. There is God sovereignty! ""God can take it away"".  Great music.",Expresses appreciation for the lyrics and music.
Positive,So powerful ❤️,Expresses strong positive emotion with the use of the heart emoji.
Positive,"What a smasher!! LOVE this guys voice and his vocal range, I'd listen to him sing all day 🎙🎶🎙🎵🎙🎼",Expresses strong enthusiasm and enjoyment of the artist's voice and vocal range.
Negative,This is awful,Directly states the song is 'awful'.
Positive,I can feel the vibe in my soul❤❤❤,Expresses strong positive feelings through emojis.
Neutral,Are .. You...Kin...to Daniel....Boone?   ?😂😂😂😂 Little Miss copper stone... Good Luck 🤞✍️🤼🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩🧩,"Uses emojis and a playful question, lacking strong emotional sentiment."
Positive,❤❤❤ 🔥 🔥 🔥 incredible 🎶 voice lyrics & range! Finally some meaningful 🎵! I have been under a 🪨 past 2 yrs (or n hospital) & this man’s music helped me during the hardest time in my life! Thank you Benson Boone & band for keeping real to your  💜,Expresses profound gratitude and appreciation for the music's impact.
Positive,The tone is so warm,Expresses a positive feeling about the song's mood.
Positive,Perfect voice and lyrics 😢😢😢,Expresses strong positive emotion and praise.
Negative,Benson Boone is the worst,Expresses strong dislike for Benson Boone.
Positive,The lyrics of this song…!!! Simply exceptional!,Expresses strong praise for the song's lyrics.
Negative,This song is so annoying. I mean the lyrics are so repetitive.,Expresses strong annoyance and criticism of repetitive lyrics.
Neutral,"I dont care what style it is, give me good lyrics and talented musicians, that's all I need",Expresses a basic requirement without strong positive or negative emotion.
Positive,"I know I keep commenting on this video but I can't help it 😂. Benson you made me love this song, I play it everyday on my phone. I sing it out loud everyday I have a deep connection to this song. I'm thinking about getting it tattooed on my shoulder. 😊😊. God bless your soul man. I hope you find peace one day. You are the guy that came into my life and make my day Everytime I hear your songs. Aman brother",Expresses overwhelming love and devotion to the artist and song.
Negative,"Just recivied the worst news possible a mum can get, and i dont know how to tell my husband and kids😢😢",Expresses distress and sadness about receiving terrible news.
Positive,Nice lyrics Benson. 😀,Expresses approval and uses an emoji to convey enthusiasm.
Positive,The lyrics are so relatable,Expresses a positive sentiment about the song's lyrics being relatable.
Positive,This song is sooooo catchy 😊,Expresses strong positive feelings about the song's catchiness.
Positive,Great lyrics!,Expresses positive sentiment about the song's lyrics.
Negative,"Vocals, angel-like, however, the lyrics ""I need you"" Kind of cringe, God doesn't want her children to be needy!",Criticizes the lyrics as 'cringe' and reflecting a perceived negative value.
Positive,"Wow, what a powerful song!",Expresses enthusiastic praise for the song's impact.
Positive,Looks like Queen vocalist,Expresses admiration for the vocalist's skill.
Positive,Came here from Matt Stoner and Ive never been so happy to do so.,Expresses delight and gratitude for discovering the video.
Positive,"Jessica Sanchez's AGT cover brought me here, it was mind-blowing and gave me chills! Love your song! It resonates with almost everyone as it captures the raw emotions and silent fears we all feel when we’re holding on to the people we love most.",Expresses strong admiration and emotional connection to the song.
Positive,It was my ringtone for  a long time ❤❤❤❤❤❤❤❤❤❤❤❤❤😅😊,Expresses fondness and positive emotions associated with the song.
Neutral,"The first chord, that notes/tones scale, was taken from the ""74 - 75"" by The Connells theme.",Identifies a musical reference without expressing a positive or negative opinion.
Positive,You are a gifted musician who transmits and evokes emotions in the listener! Beautiful work!,Expresses strong praise and admiration for the musician's talent.
Negative,"Dear Benson, in about 20 years, after getting your ass kicked by Life up one side and down the other, you’ll understand the deeper meaning of your lyrics.",Expresses cynical criticism of the artist's work and future understanding.
Positive,The vocals always got me <3,Expresses affection for the vocals.
Positive,beatiful song,Expresses strong positive sentiment about the song.
Positive,I usually turn down the high pitched songs but not this one😊,Expresses enjoyment and appreciation for the song.
Positive,"I Shazamed this song when I was at the store, it was on the P.A.  Only caught the last part b4 it ended. Came home and listened.... I am bowled over, hard like stone. Broke down in tears. So powerfull. I am busted up, split in 2. Every emotion experienced!",Expresses overwhelming emotional impact and profound enjoyment.
Negative,His giving off Logan Paul vibes,Compares the artist to a controversial and often criticized figure.
Positive,Bro this guy is a king of lyrics thats why he is a legend,Expresses high praise and admiration for the artist's lyricism.
Positive,"I love this song, and really wished that there was at least one more verse.",Expresses strong enjoyment and a minor suggestion for improvement.
Positive,This song is nostalgic and very personal for me.,"Expresses a strong, positive feeling of nostalgia and connection."
Positive,Only vibe....lovelly,Expresses strong positive feelings about the song.
Neutral,The chorus sounds better in 2.0 speed anyone agree ?,"Expresses a specific preference for a song's tempo, without strong positive or negative sentiment."
Positive,Rocking song 🎵 Lyrics speak truth ...Thankyou listened to it all the way home ...killer voice.,Expresses enjoyment and appreciation for the song's lyrics and vocal quality.
Positive,Wowwwwwwwwww so club so beatiful days ❤❤❤❤❤❤😢😞😞😞😞👇👇👇👇😍😍🤩🤩🤩🤩🤩,Expresses overwhelming excitement and positive emotions with multiple heart emojis.
Positive,Wow! I love his voice!!!! So many emotions❤❤❤❤,Expresses enthusiastic enjoyment with multiple positive emojis.
Positive,well written lyrics 🔥🔥🔥,Expresses enthusiastic approval of the lyrics.
Neutral,Nostalgic,Expresses a sentimental feeling without specific positive or negative evaluation.
Neutral,"Please check out my Piano Cover of ""MOMMA SONG"" with Benson Boone on vocals -----> https://youtu.be/ditSv5vqycI",Provides a link to a cover and doesn't express strong positive or negative feelings.
Positive,this song is kinda emotional But its a banger,Combines positive sentiment ('banger') with a slightly positive acknowledgement of emotional content.
Positive,This song has such a catchy beat!,Expresses enjoyment of the song's rhythmic quality.
Positive,😩the chorus 😊💃💃,Expresses enjoyment through emojis and positive sentiment.
Negative,"I can't believe it's been a year already, I remember when this said 1 hour ago. Spring and Summer 2024 was peak, but Summer 2023 was better. The summer vibe and chorus goes so hard, the vibe goes hard. 1 year since this went off the charts along with They Not Like Us by Kendrick Lamar and many other great songs during 2024 and during Summer 2024. I'm already nostalgic for 2024, so much good happened. This year really sucks horribly with the plane crashes, the stock markets, everything, basically. I know I shouldn't be getting nostalgic for 2024, but that was my year getting out depression from Late Summer 2023 and Fall 2023, so I do miss 2020 - 2024 a lot. This year hasn't been hitting in this crazy country and world we live in. Too many bad things are happening! I wanna go back so bad!",Expresses negativity due to current world events and nostalgia for a previous year.
Positive,"Amazing song. Video perfect, lyrics on point.",Expresses strong positive feelings about the song and video.
Positive,This is absolute vibes,Expresses a feeling of enjoyment and positive atmosphere.
Positive,This video is giving me the vibes of the take that's patience song <3,"Compares the video to a well-liked song, indicating enjoyment."
Neutral,Nothing 80s about this song. Lol Sounds late 00s mixed with stomp clap hey vocals. But good on him for having his career together.,Offers a somewhat critical observation alongside a positive acknowledgement of the artist's achievement.
Negative,this is a very painful song on one's deep faith in God.,Expresses distress and criticism regarding the song's impact on religious beliefs.
Positive,The chorus really fits the terror im going through it's not about a relationship with my wife but my children thank you for this ❤ i sing along with a change to some words but all the same keep shinning brother,Expresses appreciation and support for the song and artist.
Positive,"I love your video. I love your shoes. I mean, I love your songs that have the most nicest song ever. I also sing along with your songs and sometimes I get the lyrics right we’re wrong.",Expresses strong enjoyment and appreciation for the video and music.
Positive,Talent!!!!and such a soothing beautiful voice…timeless vocals!!!!!!!!,Expresses strong positive feelings about the singer's talent and voice.
Positive,"I love your video. I love your shoes. I mean, I love your songs that have the most nicest song ever. I also sing along with your songs and sometimes I get the lyrics right we’re wrong.","Expresses strong enjoyment and appreciation for the video, shoes, and songs."
Negative,Well done on creating the worst song ever made,Expresses strong disapproval and claims the song is the worst ever.
Positive,"Lyrics are perfect rhythm is perfet , it is final u are the best singer","Expresses strong positive sentiment regarding the lyrics, rhythm, and singer."
Neutral,I don't like music but lyrics moves me crazy,Expresses a contradictory feeling – dislike of music combined with a powerful emotional response to the lyrics.
Positive,I love the song gives me Good vibes,Expresses a positive feeling and enjoyment of the song.
Positive,LOTR vibe in this clip,References a beloved and highly regarded musical work.
Negative,My life has been worse since hearing this song I have to live each day knowing that this terrible song is is out in the universe,Expresses intense dissatisfaction and negativity associated with the song.
Positive,Love the person you are. Everything about your words movement vibes has caught my full attention🎉🎉,Expresses enthusiastic appreciation for the artist's style and message.
Negative,Annoying fucking voice that keeps over stringing along....a real singer is Teddy Swims.,Expresses strong displeasure and criticism of the vocalist.
Negative,"The worst is thinking that you may have almost had this thing once, but then you lost it, without having ever realized in time that you could have had it and you just took it for granted. And now its too late and there is no likelihood that you will ever find that again.",Expresses regret and disappointment over a lost opportunity.
Neutral,I don't like when male singers do the Elmer Fudd accent any more than I like the vocal fry on female singers.,Expresses personal preferences without strong positive or negative judgment.
Neutral,"This song is about feeling love and hate for someone at the same time. The lyrics talk about how it's hard to let go of someone you still care about, even if they hurt you.",Expresses conflicting emotions and acknowledges the difficulty of the theme.
Positive,The lyrics are so beautiful,Expresses admiration for the beauty of the song lyrics.
Positive,"Went from “wow, cool song” to realizing my exact feelings are the lyrics. Thank you @BensonBoone for sharing your gift.",Expresses profound connection and appreciation for the artist's vulnerability.
Positive,Best singer in the whole entire world no one can beat you Benson,Expresses strong and unqualified praise for the singer.
Positive,Beautiful and powerful song,Expresses admiration for the song's quality.
Positive,"Had to come here from Facebook to hear the whole song without interruptions. My You Tube vibe includes Jelly Roll which is what you're lumped in with music wise on Facebook, which in itself is a high honor. I hope you guys rise and really spread your music all over. I'm rooting for you!!!❤",Expresses enthusiastic support and encouragement for the artist.
Positive,"Describe the vibe? I'm not sure there are any words in any known spoken language on this planet that can fairly, justly, accurately capture the vibe one gets from hearing this song. That being the case, I'll say the vibe I feel is otherworldly. Peace humanity",Expresses a powerfully positive and unique feeling about the song.
Neutral,"dam i love this, but someone saw me listening to this and heard this song look at me weirdly as the friend only heard the first part and thought why i am listening to love songs (as there's girl & love in the lyrics) QWQ",Mixed reaction – expresses liking the song while describing a confused reaction from a friend.
Neutral,Vibe starts at 1:23,A simple reference point without expressing opinion.
Positive,I SCREM THESE LYRICS!!!,Expresses enthusiastic support for the lyrics.
Positive,Powerful song,The word 'powerful' indicates a strong positive impression.
Positive,"Being a man that has loved and lost way too many times and now have found the woman that was always meant for me, im so glad i found her after I've learned my lessons. She's going to get the best of me that has ever been and she's going to be loved like she deserves to be loved, and i in return because I know she was sent to me right now by the universe at this very time when i was ready,  when she was ready. Ive never been happier in my life. She's all mine and just try and take her away",Expresses overwhelming joy and gratitude for finding love.
Negative,650 billion views r u serious you made all that money maybe someone with more musical skills i appreciate the emotion but im . Looking for something with more skill than a new nockelback,Expresses disbelief and criticism of the song's popularity and perceived lack of musical skill.
Neutral,"Não sei descrever a vibe, mas a vontade que da, é de sair andando pela cidade ouvido a música.","Expresses a strong, but vague, positive feeling about the music's effect."
Positive,"A melhor música de todos os tempos desde que nasci em 1981 - Não se compara a nada Deus te abençõe moço, um coração lhe agradece.",Expresses overwhelmingly positive feelings and gratitude for the music.
Positive,Rhythm moves the body,Expresses a positive reaction to the song's rhythm.
Positive,"benson, can i steal your vocal chords? this song made me cry, i got chilllllss! if you drop, im all ears!!",Expresses strong positive emotion and enthusiasm.
Positive,"I was singing along with this song at the top of my lungs and the lyrics hit me like a truck. By the end of the song I was in tears (and still am.) this song played on the radio around the same time that my grandfather was suffering from cancer and the lyrics reminded me to pray for his health almost every day. I will forever miss him because he was the one who pushed me out of my comfort zone and taught me how to sing along with his piano playing. Around 2-5 days before he passed, we played our favorite one for the last time. He couldn’t even play through the whole song because of the severity of this illness, but it really meant the world to me that he tried anyways. I miss every moment I had with him and hope that he is proud of me for still practicing until this very day. I’m still trying to get used to singing the song we played without balling up and crying my eyes out. thank you for sharing with us this masterpiece. ❤",Expresses deep emotional connection and gratitude for the song's impact.
Positive,"""Such a heartfelt song! Benson Boone’s voice and emotions shine beautifully! 💕🎶",Expresses strong positive feelings and admiration for the artist's vocals and emotions.
Positive,It makes me so emotional it's the best song it's my favourite it's my little sister's favourite song ❤,Expresses strong positive feelings and identifies as a favorite song.
Negative,Ouvindo essa musica e lembrando da minha esposa que morreu ha pouco tempo. Cada palavra dessa musica me causa um aperto no coração!! Mas é isso …,Expresses deep sadness and emotional pain associated with the song.
Neutral,It's gonna me vibe,Typo; unclear sentiment due to misspelling.
Neutral,This was good but it got repetitive on the radio so I personally have beef with it,Expresses a dislike due to radio repetition without strong negative emotion.
Positive,"This tune feels like pure love. May your heart ever beat with intention, peace, and play.","Expresses feelings of love, intention, and peace associated with the music."
Neutral,Beatiful  otro vidioquil,"Short, positive comment with a misspelled word."
Negative,The song started out good until the chorus came in like a screeching on the chalkboard,"Uses a strong, negative metaphor to describe the chorus."
Neutral,Song is deeper than you know. If you know! Good for you,Sarcastic remark with a vague compliment.
