classificacao,comentario,justificativa,sentimento_manual
Positive,I CANT EXPLAIN IT BUT BILLE HERE GIVES ME HUGE CARL GALLAGHER VIBES,"The comment uses a nostalgic and complimentary comparison, indicating a positive feeling towards the artist and the music video.",Neutral
Positive,Essa música tem muito a vibe de 2012~2014,The commenter expresses a positive feeling about the music's style and atmosphere referencing a nostalgic and appealing era.,Neutral
Negative,"This is quite possibly the worst song I’ve ever heard in my life. Not only is the music terrible, the lyrics are completely lacking any substance whatsoever. 🤢",The comment expresses strong dissatisfaction and uses negative descriptors like 'worst' and 'terrible' to indicate a negative sentiment.,Negative
Positive,This is the best lyrics they could come up with???!!!! 😂,The use of 'best' and the laughing emoji indicate a positive reaction to the lyrics.,Negative
Negative,This might be the worst thing I've ever seen or heard.,The comment expresses a strong negative opinion and explicitly states a negative experience.,Negative
Positive,Billie's verse is sexy af. 🥵,The comment expresses strong positive admiration for Billie's vocal performance using the slang 'sexy af'.,Positive
Negative,The worst song of the year could have been better if the lyrics weren't so vulgar and bad.,The comment expresses disappointment and criticism of the song's quality and lyrics.,Negative
Negative,These are literally the worst lyrics I have ever heard for a song... And people love it...,"The comment expresses strong disapproval with the phrase 'worst lyrics ever heard,' indicating a negative sentiment.",Negative
Negative,You wanna guess the color of my underwear (finish the lyrics),"The comment is sexually suggestive and potentially offensive, indicating a negative sentiment.",Neutral
Neutral,Who’s dropping the lyrics,This comment expresses curiosity about the lyrics but doesn't convey any explicit positive or negative emotion.,Neutral
Negative,"No soul, no melody, no real instruments, nothing good about this. It's just bad and trashy.","The comment uses strongly negative terms like 'bad' and 'trashy', clearly expressing dissatisfaction with the music video.",Negative
Negative,"As a longtime fan (since 2014) I was extremely excited seeing Charli finally getting her flowers after decade+ of hard (and exceptional) work... the very day this song came out on the deluxe I was sending it to my friends, all elated that we got such a gem as an additional gift to already flawless body of music. I liked all of the remixes and was overall fascinated about how good of a rollout this era had. Unfortunately, this particular remix along with all of the excessive draining the brat trends in social made me stop listening to the album completely. Unnecessary, distasteful lesbian references from Billie along with her exceedingly forced what-is-supposed-to-be-sexy tone made the song unlistenable to me. It is such a shame that promotion of explicit, unnatural behavior in song widely used for shorts/tik tok dances mainly consumed by young teenagers is met with reception totally devoid of any criticism. To be clear - I very much like both of the ladies' music and I have no problem with people's sexual preferences, I just stand in opposition to widespread promotion of these ideas to kids. Also, sometimes less is more and this is the proof.","The comment expresses disappointment and criticism regarding the song's themes and promotion, outweighing any initial excitement or positive feelings.",Negative
Negative,"Me gusta, Pero siento que a sus canciones les hace falta más contraste entre la tonalidad de las estrofas y los coros, y un mejor gancho. Que haga más fácil de recordar la canción. I like it, but I feel like their songs need more contrast between the tonality of the verses and choruses, and a better hook that would make the song easier to remember.","The comment expresses a critique of the music's structure and impact, indicating a negative sentiment.",Neutral
Negative,Vocal fry gone mad. One you recognize it you realize this isn’t singing.,"The comment uses negative language ('gone mad,' 'isn't singing') to express a critical opinion of the vocal performance.",Negative
Positive,Daft punk inspired chorus,The comment expresses a positive appreciation for the video's musical style.,Neutral
Positive,This song is such a vibe,"The comment expresses enthusiasm and enjoyment of the song, indicating a positive sentiment.",Positive
Negative,It sounds good but it's worst then lunch,"The comment expresses dissatisfaction with the music video, using the comparative phrase 'worst then lunch' to indicate a very negative opinion.",Neutral
Positive,1:37 I dance to this beat until dawn,The commenter expresses enjoyment and active engagement with the music by stating they 'dance to this beat until dawn'.,Positive
Negative,this is without a doubt one of the worst songs ever made.  actually makes womens underwear seem cringy.,"The comment expresses strong disapproval and uses derogatory language, indicating a negative sentiment towards the music video.",Negative
Negative,Todays music is pretty bad it this is a hit. Wheres the melody? The good singing voice? Anyone can sing this,"The comment expresses dissatisfaction with the music's quality and melody, using phrases like 'pretty bad' and 'wheres the melody?'",Negative
Negative,"This is not ORIGINAL 🤮, this is Daft Punk and Busta rhythm",The use of the,Negative
Negative,Why the beat sound like main theme of the sims 2 Nightlife,"The comment expresses a critical opinion about the music’s similarity to a specific, potentially disliked, song.",Neutral
Negative,All the people loving this beat I guess never heard of Daft Punk 🤷,"The comment expresses skepticism and a dismissive attitude towards the popularity of the music, implying a negative judgment.",Neutral
Negative,and no offense but the english are the mostgod awful rapacious national there is,"The comment expresses strong disapproval and uses derogatory language ('awful', 'rapacious') indicating a negative sentiment towards the music video and, likely, its creators.",Negative
Positive,These lyrics just make sense for Billie,The comment expresses a positive opinion about the lyrics aligning with Billie's style and artistic expression.,Positive
Negative,"The lyrics is inspired by the women who say ""kis colour ke chaddi phene ho""....😂😂","The comment uses vulgar language and a suggestive reference, indicating a negative and potentially offensive reaction.",Neutral
Positive,This video gives such I’m A Slave 4 U vibes. I feel this’ll go down as this generation version of that. I love it,"The commenter expresses a positive comparison to a classic song, stating they 'love it'.",Positive
Negative,"HORRIBLE!!! Computer Not music, and stupid lyrics","The comment uses strong negative language ('HORRIBLE', 'stupid') expressing dissatisfaction with the music video.",Neutral
Positive,This banger is catchy AF 👍,The use of 'banger' and the thumbs-up emoji clearly indicate a positive feeling towards the music video.,Positive
Positive,"no one mentioning how nostalgic this song is because of the ""technologic"" catchy sample??",The comment expresses a positive feeling about the song's nostalgic quality due to the,Positive
Positive,The rythm gives me vibes of Daft Punk Technologic,"The commenter expresses a positive feeling, comparing the rhythm to a well-regarded artist and song.",Neutral
Positive,Billie laughing before her verse has me in a headlock,The commenter uses enthusiastic language ('headlock') indicating a positive reaction to Billie's laughter.,Neutral
Positive,Billie's whole verse is living in my head rent free!!,"The commenter expresses enthusiastic enjoyment and fixation with Billie's performance, indicating a positive sentiment.",Positive
Negative,"Billie eilish' vocals are really perfect for this, sheesh, best feature since R.Kelly did what he wanted with Lady Gaga's song, there","The comment references a controversial past action of R. Kelly, suggesting a negative opinion and potentially discomforting association.",Positive
Negative,Very underwhelming generic rehash,The comment expresses disappointment and criticism of the music video as 'underwhelming' and 'generic',Neutral
Negative,"Lmaooo it took five people to write this? This is so bad it’s not even funny anymore. I’m deeply concerned for people who fall for this. I think people are confusing this for music because it reminds them of music. This is very depressing, societal collapse seems imminent when I hear noises like these.","The comment expresses strong disapproval and anxiety, using phrases like 'so bad it’s not even funny' and 'societal collapse seems imminent.'",Neutral
Positive,GIVING VIBES💋😳☺️,"The use of emojis like 💋, 😳, and ☺️ clearly indicates a positive emotional response to the music video.",Positive
Positive,Skins vibes,"The comment expresses a positive association with the music video, referencing a well-regarded aesthetic.",Neutral
Positive,"My mom is in the car with me and she’s listening this song😢😢😅 she’s ukrainian so she doesn’t know the translation,she put this song only for the hard beat in the car 😅😅","The user expresses enjoyment and fondness for the song, indicated by emojis and the description of their mother's positive reaction.",Positive
Negative,"The awful lyrics ruined this song's chance to even be remotely good, its literally unlistenable.",The comment expresses strong disapproval and uses negative descriptors like 'awful' and 'unlistenable'.,Negative
Positive,"The lyrics/beat during certain parts give me Daft Punk ""Technologic"" vibes!","The comment expresses a positive comparison to a well-regarded song, indicating enjoyment.",Neutral
Negative,"La rolita esta chida pero de un tempo para acá los videos musicales ya no entretienen ni poquito, les falta creatividad","The commenter expresses disappointment and a lack of entertainment, indicating a negative sentiment towards the music videos.",Negative
Positive,I honestly missed the 2010s music  vibe it’s fire idc,"The commenter uses enthusiastic language like 'fire' and 'idc' (I don’t care), indicating a positive reaction to the music video.",Positive
Negative,Jesus this is just awful,The use of 'awful' clearly expresses a strongly negative feeling about the music video.,Negative
Positive,Not a Charli fan (or even a billie one) but this lowkey ate even drowned in autotune,"Despite disliking the featured artists, the commenter expresses enjoyment of the music video, using phrases like 'ate' and 'even drowned in autotune' to indicate satisfaction.",Neutral
Positive,Billie's voice on this beat is freaking  awesome❤ such a hit 🔥 and I turned fan of Charli xcx bcs of Billie when I saw this music video with the 2 of them❤,"The comment expresses strong positive feelings about Billie's voice and the collaboration, using enthusiastic emojis and phrases like 'awesome' and 'hit'.",Positive
Neutral,Don't agree with the lyrics but- I do it with the music.,"The commenter expresses a lack of agreement with the lyrics but still enjoys the music, indicating a mixed, rather than strongly positive or negative, reaction.",Neutral
Positive,Geiler Beat 😁👍,The use of 'Geiler Beat' (amazing beat) and emojis indicates a positive reaction to the music video.,Positive
Positive,That beat drop thou,The enthusiastic use of 'thou' and the reference to a 'beat drop' indicates excitement and positive feeling about the music.,Positive
Negative,This is fucking awful. Big yikes,"The comment uses strong, negative language ('fucking awful', 'big yikes') expressing a clearly unfavorable opinion of the music video.",Negative
Negative,Dumbest song I've ever listened to.  The beat sounds like shit.,"The comment expresses clear dissatisfaction with the song and its sound quality, indicating a negative sentiment.",Negative
Positive,Get kid Cudi to do your beats on the whole album it should work! Superbowl halftime,"The commenter expresses enthusiasm and a suggestion for collaboration, indicating a positive reaction to the music.",Neutral
Neutral,It need a 3rd verse with Melanie Martinez,"This comment expresses a suggestion for improvement, lacking explicit positive or negative emotion about the music video itself.",Neutral
Positive,This song gives the vibe🤘🤟🔥🔥🔥🔥🔥,The use of fire emojis and the phrase 'gives the vibe' clearly indicates a positive reaction to the music video.,Positive
Positive,"0:33 love heer, totally waiter vibes","The commenter expresses positive feelings towards the music video, using the term 'love' and describing a 'waiter vibe'.",Positive
Positive,This song is the reason I'm following omg I've never been sooooo intrigued with a video and the lyrics. Amazing!!!!! This is the song I'll have on repeat ❤,"The commenter expresses enthusiastic enjoyment and a desire to listen repeatedly, indicating a positive sentiment.",Positive
Positive,This is a fucking vibe and a half,The enthusiastic use of 'vibe' and the emphatic 'a half' indicate a strong positive feeling about the music video.,Positive
Positive,Vibe,The word 'vibe' expresses a positive feeling and appreciation for the music video's atmosphere.,Neutral
Positive,"OMGGGGGGGGG I CANT HEAR IT EVERYDAY, cause the beat make me overheat my heart📈📈",The enthusiastic use of 'OMGGGGGGGGG' and the description of the beat as making the user 'overheat' indicates a very positive emotional response.,Positive
Positive,Never thought I’d hear such a dirty song with such a dirty beat with GOOGLE DRIVE in the lyrics 😂😂😂😂😂😂😂,The excessive use of laughter emojis indicates amusement and a positive reaction to the song's content.,Neutral
Positive,Love that Billie hit that technologic beat in there,The commenter expresses enthusiastic appreciation for a specific musical element of the video.,Positive
Positive,This song give me victoria secrets vibe 🎉,The use of '🎉' and the comparison to a popular and generally positive brand (Victoria's Secret) indicates a positive reaction to the song.,Positive
Negative,"This is awful, I miss when sophie was making her music. This entire genre died with Sophie","The comment expresses strong dissatisfaction with the music and a lament about the genre's decline, indicating a negative sentiment.",Negative
Negative,Possibly the worst song ever made. My ears are bleeding,"The comment expresses strong dissatisfaction and pain ('ears are bleeding'), indicating a negative sentiment.",Negative
Negative,"Pop has certainly moved on from The Beatles' ""I wanna hold your hand""...😮",The use of '😮' and the dismissive statement suggest a critical or disapproving view of the current state of pop music compared to a classic.,Neutral
Positive,What a beat😼💥,The use of emojis like 😼 and 💥 clearly indicates enthusiastic enjoyment of the music video.,Positive
Positive,"Definitely inspired by ""i broke my arm"" by SNL ft. Emma Stone","The comment expresses admiration and a connection to another popular song, indicating a positive sentiment.",Neutral
Positive,I’ve liked Charli ever since her song Fancy with Iggy. That collab with Iggy on Fancy really put Charli XCX on the map for a lot of people — catchy and full of attitude.,The commenter expresses enthusiastic appreciation for Charli XCX’s music and a positive reflection on her success.,Positive
Positive,why the fuck am i blushing hard when billie's verse came,"The comment expresses a strong, positive emotional reaction (blushing) associated with a specific part of the song, indicating enjoyment and appreciation.",Neutral
Negative,Ashnikko would have been a beater feature,"The comment expresses a negative opinion about Ashnikko's feature, using the word 'beater' to indicate poor quality.",Negative
Positive,"Wow have not heard Charlie Xcx's voice in a decade. Only know her from her hook in Iggy Azalea's ""Fancy"". She looks like a completely different person in this video. Would have never guessed that was the same girl in the hook from Iggy's Fancy video .Never bothered to listen to any of her music throughout all these years. Hell, I've heard Bart Baker's parody of Fancy with a dude impersonating Charlie in the hook more than I heard Charlie sing the actual hook lol So it's fitting how Fancy made me discover Iggy Azalea, Charlie Xcx, and Bart Baker all at the same time. Learned of this track by seeing a pretty female dancing in a video short, and she was dancing to this song. Than I just kept seeing girl after girl dancing to this song in video shorts without me even having to manually search for them. The interesting part of it is that they are all dancing to Billie Eilish's verse, and cut it off where you never hear Charlie whatsoever. I'm guessing Billie Eilish is far more popular than Charlie. This actually is the first time I heard Billie Eilish in a song. Been living under a rock I suppose. I just don't listen to music nearly as much as I did in the past. I really dig this song though. I could so picture this song playing in a cinematic scene of people doing ecstasy, and being extremely sexual with each other. It's a very sexualized type of song, but I'm so digging the vibe of it all. The vibe makes me think of Demi Lovato's 'Cool For The Summer'. I so loved that song when it came out. For some reason I get the vibe that this is the type of song Billie Eilish doesn't typically make. This song keeps sticking in my head along with Billie Eilish's provactive facial expressions. They both look like their under the influence of some drug that enhances sexual libido. The song subject manner makes it seem like their both on ecstasy, and so sexually open for any type of sexual stimulation. I don't know, that's just how I perceived this song and music video. Nonetheless, it's hot and sexy, and seems so hypnotic and addictive. I highly doubt many even blink an eye to the 11 age difference between Charlie and Billie. Charlie is 32 and Billie is 21. As long as one is of legal age, age becomes more and more of a non-factor when it comes to being prejudice towards a big age difference. A romantic/sexual relationship between a 33 year old and a 44 year old would not be very controversial at all. If this came out when Charlie was 21 and Billie was 10, it would disgusting, revolting, and have Charlie imprisoned if she had even the slightest sexual relationship with a 10 year old Charlie Xcx. Age is so controversial when one is underaged with one who is at least 18.","The commenter expresses a clear enjoyment of the song and its video, using positive language and describing the music as 'hot and sexy' and 'hypnotic and addictive'.",Neutral
Neutral,DIE ANTWOORD Beat-tracks Re-hash....  Inspired maybe?  Hmmm.......,"The comment expresses uncertainty and a slight suggestion of inspiration, lacking clear positive or negative emotion.",Neutral
Positive,Daft punk technologic vibes,The comment expresses a positive association with the music video by referencing the positive 'vibes' of Daft Punk's Technologic.,Neutral
Neutral,"Gaga, you wrote „aaaah” in lyrics and not „ohoohooohohohoooooooo” 🥸 I came not prepared","The comment expresses a minor observation and a slightly confused tone, lacking clear positive or negative emotion.",Neutral
Positive,"When Billie arrived, my heart fucking dropped. LIke girl, she made quite the entrance. Also, her verse was the best.",The commenter expresses strong positive emotion using phrases like 'heart fucking dropped' and 'best verse' indicating enthusiastic enjoyment.,Positive
Negative,Good music. Completely lame lyrics and video.,"The comment expresses disappointment with the lyrics and video, indicating a negative sentiment despite acknowledging the music itself.",Neutral
Positive,I love the beat❤,The use of 'love' and the heart emoji clearly indicates a positive sentiment towards the music video.,Positive
Negative,"Love the 2000's vibe, bugs me that half the clips aren't in time to the beat of the song 💀 we got people making videos for free with CapCut in better time than this one","The comment expresses frustration with the video's timing and quality, using negative language like 'bugs me' and 'not in time'.",Positive
Positive,gosh the 2nd verse hit really hard 🔥🔥🔥🔥🔥🔥🔥🔥,The use of fire emojis and exclamation points indicates strong enthusiasm and a positive reaction to the song's second verse.,Positive
Positive,Billie Eillish just crashed in with that sick deep bass,"The commenter uses enthusiastic language ('crashed in', 'sick') to express positive enjoyment of the music video.",Positive
Positive,SPAIN IS SUCH A VIBE,The phrase 'such a vibe' expresses a positive feeling about the music video and its atmosphere.,Neutral
Negative,Im sorry. This is the worst song ever.,The comment expresses strong dissatisfaction and uses negative language ('worst song ever').,Negative
Positive,A 40 something here and I love this collaboration! Fantastic edm vibes!,The commenter expresses clear enjoyment and enthusiasm for the collaboration and its music style.,Positive
Positive,Daft Punk vibes,"The comment expresses a positive association with the music video, referencing the well-regarded Daft Punk style.",Neutral
Negative,I’m scared to see if stone throws stuff on the stage when they perform this at a concert,"The comment expresses anxiety and a potential negative reaction to the performance, indicating a negative sentiment.",Negative
Positive,Lot of rehashed syntho sounds and stop check rhythm lyricism from the past 30 years are in this song. But DAMN! Gots me groovin! Not bad ladies. Not... bad... at... all.,"Despite acknowledging familiar elements, the commenter expresses enjoyment and a positive reaction to the song (",Neutral
Positive,This is the first time i ever focused on the lyrics,The comment expresses a positive experience by indicating a newfound appreciation for the song's lyrics.,Positive
Positive,"this music lyrics is so well made, omg, it has links everywhere",The exclamation and enthusiastic praise of the lyrics indicate a positive sentiment.,Positive
Positive,i recommend watching the video in 360p to feel the vibes that u traveled to the early 2010's where MTV played this song after midnight,The commenter expresses a positive recommendation and connects the viewing experience to a nostalgic and enjoyable aspect of the song's history.,Neutral
Negative,"Killer tune, shame the lyrics are so intensely lame.","While the commenter acknowledges a 'killer tune,' the strong negative descriptor 'intensely lame' dominates the overall sentiment.",Neutral
Positive,Ima feel nostalgic after 13 years ahhhh💅😭,The use of emojis like 'ahhhh' and '😭' alongside the word 'nostalgic' indicates a feeling of fondness and positive emotion.,Neutral
Positive,"The vid gives me such She Looks So Perfect vibes from 5sos 😂 just me? Okay, bye 😂","The comment expresses a positive comparison and uses a lighthearted, appreciative tone with emojis.",Neutral
Positive,"What a great piece of art-work! The drive, surprise and down-to-earth vibes which re arriving at me :)","The commenter expresses enthusiastic appreciation for the music video, using positive language like 'great' and 'arrive'",Positive
Positive,Billie Eilish is my best contemporary!,"The comment expresses a clear preference and admiration for the artist, indicating a positive sentiment.",Positive
Negative,Why we don't talk about that fucking lyrics?,"The use of strong, offensive language indicates a highly negative sentiment towards the song's lyrics.",Neutral
Negative,Stop stealing from underground American producers/artists.  It's shameful.  At least credit the people you steal rhyme schemes and beat from.,"The comment expresses strong disapproval and accuses the artist of unethical behavior, indicating a negative sentiment.",Negative
Negative,Fuckin annoying song very stupid not a fan at all,"The comment uses strong, insulting language ('fuckin,' 'stupid') and explicitly states a lack of enjoyment.",Negative
Negative,I love the beat but the lyrics are idiotic,The comment expresses a negative opinion by criticizing the lyrics as 'idiotic'.,Neutral
Positive,"Perfect for aspiring ambitious women, first I thought it was generic but great beat without vulgar language or behavior and classy women being a little wild sexy. In my opinion🎉","The comment expresses enthusiastic approval of the music video's themes and overall quality, indicated by the celebratory emoji and positive descriptors.",Positive
Negative,The lyrics are so sad that a tear rolled down my leg 😢,The use of 'sad' and the emoji indicate a negative emotional response to the music video.,Negative
Positive,SLAVE4U vibes 🥵 #britney,The comment expresses enthusiasm and a positive association with the music video and Britney Spears' style.,Positive
Positive,"I love how completely out of context the chorus was taken, and appealed to the masses on TikTok 🌈",The commenter expresses a positive feeling (,Positive
Positive,Reminds me of Kesha's song. Same horny vibe.,"The comment expresses a positive association with a well-known song and a desired feeling (horny), indicating enjoyment.",Neutral
Positive,Relax tempo,"The comment expresses a desire for a slower, more relaxing pace, indicating a positive reception of the music video's tempo.",Neutral
Positive,Nice beat,The comment expresses approval and appreciation for the music video's beat.,Positive
Positive,"Ngl, 2009 vibes","The comment expresses a nostalgic appreciation for the music from 2009, indicating a positive sentiment.",Neutral
Negative,yall are beating a dead horse..................................,"The comment expresses frustration and disagreement, indicating a negative sentiment towards the video and its discussion.",Negative
Neutral,It's the same beat as the song Wasapi,"The comment simply points out a similarity in rhythm, offering an observation rather than an explicit emotional reaction.",Neutral
Negative,One of the worst of 2024.  Devolution of talent & ideas.,"The comment expresses strong disapproval and uses negative language ('worst,' 'devolved') indicating a negative sentiment.",Negative
Positive,Anyone else getting the Dirty from Christina vibes in this?,"The comment expresses a positive association with Christina Aguilera’s song 'Dirty' and a feeling of recognition, indicating enjoyment.",Neutral
