classificacao,comentario,justificativa,sentimento_manual
Negative,"I've been listening to Kendrick since he was K. Dot. (After listening to ""Spiteful Chant"" & ""A.D.H.D"" I knew he was gonna blow up)I have no idea why Drake thought beefing with one of the best Lyricists ever and one of the few that was able to go MAINSTREAM without selling out would b a good idea. Who else would make a beef song the biggest hit of the year AND play it at the Superbowl with drakes ex serena. Even when Drake was at his best he still would have gotten completely destroyed. And props to kendrick for the last verse","The comment expresses criticism towards Drake's decision to engage in a beef and suggests Drake would have been outperformed by Kendrick, despite acknowledging Kendrick's talent.",Positive
Positive,The scale of annihilation this song is systemic..and deep..and danceable! I love it!,The commenter expresses enthusiastic enjoyment and praise for the song using words like 'love' and 'danceable'.,Positive
Positive,"Lyrics genius on so many different levels and I don’t listen to rap, but I was ALL in! Lamar, you did this!!","The commenter expresses enthusiastic support and admiration for the artist's work, indicating a positive sentiment.",Positive
Positive,We coming back to where Drake took notes,"The comment expresses enthusiasm and a desire to revisit a positive association with Drake, indicating a favorable sentiment.",Neutral
Positive,The fact that bro made a viral diss track about drake and has this many views just shows he know exactly how to make proper beats,The comment expresses admiration for the creator's success and skill in creating music.,Positive
Positive,Man idk how this is still such a vibe,The phrase 'such a vibe' indicates a feeling of enjoyment and positivity regarding the music video.,Positive
Positive,"In the 3rd verse, when tommy the clown blows the first whistle , kendrick and the dancers froze in the corner. So dope 🔥🔥🔥","The commenter uses enthusiastic language like 'dope' and fire emojis, indicating a positive reaction to the scene.",Positive
Positive,"The fact that this song is copy right free, is a bop AND a drake diss!.. No wonder everyone learnt the lyrics fast lol",The commenter expresses enthusiasm for the song (,Positive
Positive,"The beat is insane, simple but effective, as always Mustard on the Beat never dissapoint, not to mention Kendrick Lamar. Kind regards.","The comment expresses enthusiasm and praise for the music and artist, indicating a positive sentiment.",Positive
Positive,My ex used to talk so much crap about Kendrick lol and on days when we would drive he would sing his lyrics and I would said “I thought you hated the man” it just shows how men hate men who are successful lol😮 I died😂,"The user expresses amusement and a positive sentiment regarding Kendrick Lamar's success, despite a past negative opinion.",Negative
Positive,thinking back of all the times I said Kendrick was the greatest alive without skipping a beat and I was right,"The comment expresses a strong agreement and affirmation of Kendrick's talent, indicating a positive sentiment.",Positive
Negative,"Drake is dead meat ,his comeback will never be powerful like this song",The comment uses strongly negative language ('dead meat') and expresses doubt about Drake's future success.,Positive
Neutral,"Too busy trying to learn the lyrics, I didn't even notice Demar Derozan, twice, smh...","The comment expresses amusement and a slight observation, lacking strong positive or negative emotion.",Neutral
Positive,I have dementia and i still memorized the lyrics to this song,"The commenter expresses a personal accomplishment and positive engagement with the music, indicating a favorable sentiment.",Positive
Neutral,"At school, I guess this song by the first beat",The comment expresses a casual observation about the song's origin rather than conveying any strong emotional reaction.,Neutral
Negative,"This is not music, nor is it singing .The guy is just talking  against the background of the shitty annoying beat.  Why would anybody listen to this crap 😂","The comment expresses frustration and dismisses the video as 'crap,' indicating a negative sentiment.",Negative
Positive,The vibe is so good,The comment expresses a positive feeling about the music video's atmosphere.,Positive
Negative,Drake took THE WORST L in hip hop hop history 😂😂,The use of 'L' (loss) and the laughing emojis clearly indicate a mocking and critical sentiment towards Drake.,Neutral
Positive,"Does anyone wanna talk that in God’s Plan, There is a chorus with fans and there is a chorus with fans in this😮😮😮😮",The excessive use of '😮😮😮😮' emojis suggests excitement and enjoyment of the music video.,Neutral
Negative,"Dear Kendrick, I hope you read  this  comment. You make good  music  but your superbowl performance was terrible and what you did  was awful  i hope you  get canceled  for what you did trying to  start a revolution is just plain out  stupid that  war and revolution stuff ended years ago","The comment expresses disappointment and criticism regarding the performance and actions, using terms like 'terrible,' 'awful,' and 'stupid'.",Negative
Negative,Say OV-Hoe 😂😂 that’s an emotional damage,The use of 'emotional damage' combined with the laughing emojis indicates a negative and critical sentiment towards the music video.,Negative
Negative,This song is trash. The cadence and voice he is using is fucking annoying.  Wack shit.,"The comment expresses strong disapproval using derogatory terms like 'trash,' 'fucking annoying,' and 'wack shit'.",Negative
Positive,Kendrick gave a Master Class on a lyrical beatdown. He's the Lex Luther of Hip Hop!,"The comment uses enthusiastic language like 'Master Class' and 'lyrical beatdown,' expressing strong admiration for Kendrick Lamar.",Positive
Positive,This is such a vibe,The phrase 'such a vibe' expresses a feeling of enjoyment and appreciation for the music video.,Positive
Neutral,Kendrick is a Temporary club hitta Drakes music will always play at the Club 🔉🔉🔉,"The comment expresses mixed feelings about Kendrick and Drake, acknowledging their popularity but without a clear positive or negative emotional tone.",Negative
Negative,Kendrick is one of the worst artists i ever heard,"The comment expresses a strongly negative opinion about Kendrick Lamar's artistry, using the phrase 'one of the worst artists'.",Negative
Positive,Mustard on the beat hoe 🎉,"The use of 'hoe' is slang often used playfully and enthusiastically in celebratory contexts, indicating a positive reaction to the music video.",Positive
Positive,"Beat that halftime show...... anywhere..... He didn't even rap my favorite of his..... But Serena, I had to stop and rewind 🥰 who won the game?","The commenter expresses positive feelings towards Serena and uses an emoji indicating delight, indicating a positive sentiment towards the video and its content.",Positive
Neutral,"Kendrick Lamar Duckworth (born June 17, 1987) is an American rapper, singer, songwriter and record producer. Regarded as one of the greatest rappers of all time, he was awarded the 2018 Pulitzer Prize for Music, becoming the first musician outside of the classical and jazz genres to receive the award. Lamar's music, rooted in West Coast hip-hop, features conscious, introspective lyrics, with political criticism and social commentary concerning African-American culture.","The comment provides factual information about Kendrick Lamar and his work, lacking any expressed emotional tone.",Positive
Positive,🎉❤I like this vibe 🚬☠️🔥,"The use of emojis like 🎉, ❤, and 🔥 clearly indicates a positive sentiment towards the music video.",Positive
Positive,Something catchy about this B 😂,The use of '😂' (laughing emoji) indicates amusement and a positive reaction to the music video.,Neutral
Negative,Mustard on the beat hoe 😂,The use of the derogatory term 'hoe' combined with 'mustard on the beat' indicates a disrespectful and negative opinion of the music video.,Neutral
Positive,Killer lyrics!!,The exclamation point and the use of 'Killer' suggest strong positive enthusiasm for the song.,Positive
Positive,"""Sweet Chin Music"" in Kendrick Lamar's music refers to a metaphor taken from professional wrestling, specifically the finishing move of WWE Hall of Famer Shawn Michaels. In the wrestling world, Sweet Chin Music is a superkick—an iconic move that knocks out an opponent with a quick kick to the chin. -ChatGPT This shit is SOOO deep.",The commenter expresses admiration and appreciation for the song's depth and use of a complex metaphor.,Positive
Negative,One of the worst songs I have ever heard. He sounds like a hillbilly 😂😂😂 you call this trash music ? Lol,"The comment uses strong negative language ('worst,' 'trash') and a mocking emoji, indicating a clearly unfavorable opinion of the music video.",Negative
Positive,I luv the beat I luv when he said   since 09 he had it. Jumping,"The commenter uses enthusiastic language ('luv', 'jumping') indicating a positive reaction to the music video.",Positive
Negative,"Not Like Us is not a future and you know why because it's not changing the negativity of Hip Hop Music and it's also suppoting the negativity because it mocks God,and I can prove it to by this line in the song ''Beat your a** and hide the bible if Gods watching.",The comment expresses strong disapproval and accusations of blasphemy and negativity within the song.,Negative
Positive,Bro is rapping like he ain't breathing like not even a deep breath 🎉😂,The use of emojis (🎉😂) and enthusiastic phrasing ('Bro is rapping like he ain't breathing') indicate positive excitement and enjoyment.,Negative
Negative,Boring Beats get a guitar and learn some R'n'r,"The commenter expresses dissatisfaction with the video, using the word 'boring' and suggesting a lack of desirable musical elements.",Negative
Positive,mustard on the beat,The comment 'mustard on the beat' is likely a playful expression of enjoyment and appreciation for the music's rhythm.,Neutral
Neutral,"Dr6ke: ""if you can beat 'em, just copy 'em""",The comment is a general observation and doesn't express a clear positive or negative feeling about the music video.,Negative
Negative,Drake worst nightmare,"The comment expresses a strong dislike for the music video, using the phrase 'worst nightmare' to convey a negative feeling.",Positive
Positive,"5:06 LOVE THIS BEAT FIRE🔥 SHAKEN FATASS! THE RHYMES ARE FIRE 🔥 TOO. OMG I HAD THE PART OF THE SONG THAT SAYS ""THEY NOT LIKE US!"" (REPEATEDLY) ALL WRONG! I WAS SAYING ""THEY LIKE  EM YOUNG"" (REPEATEDLY)! I'M SORRY! I'M DEAD😆🤣","Despite the initial self-deprecating humor and slightly vulgar language, the overall tone expresses enthusiastic appreciation for the music and beat.",Positive
Positive,Damn the chorus is catchy,The commenter expresses enthusiasm by describing the chorus as 'catchy'.,Positive
Negative,I’m bout to pass on this beat like John Stockton,"The comment uses a negative comparison (John Stockton, known for his defensive prowess) to express disapproval of the music beat.",Neutral
Positive,Yo Kendrick Lamar you a straight-up genius! This is now my ringtone this is now my new favorite song of all times! Get it Biotch you are a badass! I'll say it again FLATOUT GENIUS! EPIC SONG! HOPE IT GETS SONG OF THE YEAR Blessing's~ Pixie 🙏🏼🥰❣️🔥✌🏿🎶🎤🕺🏾☝🏿,"The comment expresses enthusiastic praise and excitement for the music video and song, using terms like 'genius' and 'epic song'.",Positive
Neutral,Mustard on The Beat,This comment simply states a title and doesn't express any positive or negative emotion about the music video itself.,Neutral
Positive,"I grew up in Compton/L.A and Tommy tha Clown used to ride through the city beating and would jump out his car, and we'd all dance with him in the street. That was back in the 90s, and he's still going strong after all these years.",The commenter expresses nostalgia and admiration for the artist's continued success and positive impact.,Positive
Negative,This is boring annoying and complete garbage,The comment expresses strong dissatisfaction and uses negative language (,Negative
Negative,The Vibe? Ghetto trash sreggin.,The comment uses derogatory language ('ghetto trash') to express a negative opinion about the music video's style.,Negative
Negative,Give it 6 months before Maga uses the beat.,"The comment expresses a cynical and critical opinion about the potential use of the song by a political figure, indicating a negative sentiment.",Negative
Negative,"I personally think this song is awful and you can barely understand what the so-called rapper is saying. I miss ""real"" music.",The comment expresses strong dissatisfaction with the song and criticizes its quality and the artist's lyrics.,Negative
Positive,"I'm not Black, but my skin tone is dark. after this song. i don't feel the difference anymore.","The commenter expresses a feeling of unity and acceptance, indicating a positive emotional response to the music video.",Neutral
Negative,I don't know why they played with that man he been showed niggas can't nobody fwh when he dropped that Control verse years ago I think only wayne in his prime & eminem can give him a run for his money & possibly jcole but Cole backed out so that says alot,The comment contains derogatory language and expresses critical opinions about the artist's performance and potential rivals.,Negative
Positive,Maki from andteam post in weverse got me here😂 👍🏼🔥,The use of emojis like 👍🏼 and 🔥 indicates enthusiastic approval and excitement about the music video.,Positive
Positive,It never was more clear who won a battle. True definition of beating someone.,"The comment expresses a triumphant and victorious sentiment, indicating a positive feeling about the music video's outcome.",Positive
Negative,other vaginal option one of the worst bars in the battle,"The comment expresses strong disapproval and criticism of a specific song lyric, indicating a negative sentiment.",Negative
Positive,GIVES SNOOP DOG VIBE,"The comment expresses a positive association by comparing the video to Snoop Dogg, typically a well-regarded and enjoyable figure.",Neutral
Positive,Mess with the wrong guy with Mustard on the beat Ho !!!!😂❤,The use of emojis (😂❤) and enthusiastic language strongly indicates a positive reaction to the music video.,Negative
Positive,I love this vibe,The commenter expresses enjoyment and appreciation for the music video's atmosphere.,Positive
Neutral,"Never heard this song. Not a bad song, but how did this win Grammys? There is no way for the average person to understand even 20% of the song's lyrics","The comment expresses a mixed opinion, acknowledging the song's quality while questioning its award recognition, indicating a neutral stance overall.",Negative
Negative,Stupid ass song. Stupid ass beat.,The comment uses derogatory language ('stupid ass') and expresses strong dissatisfaction with the song and its beat.,Negative
Positive,❝ Mustard on the beat ho- ❞,The use of 'ho-' in this context suggests enthusiastic agreement and approval of the music's rhythm.,Positive
Positive,This has a much deeper meaning than Drake and I'm here for it 😂😂😂😂 I'm dyin laughing about it,"The commenter expresses enthusiastic enjoyment and laughter, indicating a positive sentiment towards the music video.",Positive
Negative,"stop doin that goofy shit, go back to doing untiteld 05 ahh beats",The comment expresses disapproval and criticism of the artist's performance with terms like 'goofy shit' and 'untiteld 05' suggesting a negative reaction.,Negative
Positive,2000s vibe,The comment expresses a positive appreciation for the music video's aesthetic reminiscent of the 2000s.,Neutral
Negative,I can't talk to nobody else.... Keep 💯.. I'm not trying to get life because my guns license in the law forcement illegally an my gun promit in the streets illegally to kill us an my name on the military 🪖 in USA probably the whole world 🌎🌍 for the trick like my favorite rapper told me Prodigy from Mob Deep... Illuminati wants my mine soul an my body 🕵🏻,"The comment expresses frustration, concerns about illegal gun ownership, and paranoia, indicating a predominantly negative sentiment.",Negative
Negative,The tempo of this song is the same as gas stove trying to light.,The comparison to a malfunctioning gas stove suggests frustration and a negative experience with the song's tempo.,Neutral
Positive,😤IM NOT INVISIBLE I see ASW PEOPLE MY DAD’s a Numerologist I’m a intergalactic SOUL Mariyam;Purity of a bright whiteness Madina;One who Judges MUHAMMAD SWS❤❤❤❤❤❤NAAILAHs 6th Daughter FORMALLY KNOWN AS AALIYAH CARTRR -LETTHEBEATBUILD …..they slept on his lyrics to DARKSIDEOFTHEMOON.Mirrors his painting I’m there THE PUBLIC EYE 👁️ KNOWS NOW 2:33pm FRIDAY,"The comment expresses passionate admiration and defense of the artist's work and heritage, indicating a positive emotional response.",Negative
Negative,Quanto mais o tempo passa mais dá pra ter noção do quanto foi um esculacho do caralho kkkkkkkkkkkkkk,"The comment expresses strong, vulgar amusement at a perceived poor performance, indicating negative sentiment.",Positive
Positive,1:10 fun fact this shot doesn't use special effects kendrick just used his powers,"The comment expresses admiration for Kendrick's skill and natural talent, indicating a positive sentiment.",Positive
Positive,Probably my favorite kendrick verse ever 😂 I spilt blood on my apron cooking this shii up…. I FEEL LIKE SOME OF YALL IS HATING,"The use of 'favorite,' '😂,' and the expression of a strong emotional response indicate a positive sentiment despite the user's accusation of negativity from others.",Positive
Positive,<3 love this vibe <3 so true 100%,The use of heart emojis and phrases like 'love this vibe' and 'so true' clearly indicates a positive sentiment.,Positive
Negative,"This song is thrash! No flow , nothing , no rhyming ! Wow ! This piece of shit is a hit song. Horrible voice lyrics and all !","Despite an initial positive descriptor ('thrash'), the comment overwhelmingly expresses negative opinions about the song's quality and vocal performance.",Negative
Positive,Mandem we can use this as the new cpr beat let’s use this sick beat to good use research online if u need,"The commenter enthusiastically suggests using the track as a beat, expressing a positive evaluation of its quality.",Neutral
Negative,Why’s he beating up a fucking owl ???? What did the owl do to you Kendrick. I bet it ate your cat. Meow,The comment expresses extreme anger and aggression towards the artist and the music video content through offensive language and accusatory statements.,Negative
Neutral,Should I use this beat  for a song,"This comment expresses a simple question seeking advice, lacking explicit emotional tone.",Neutral
Negative,"Whack beats, whack lyrics. I've never bumped a kl song. Been bumping Drake for almost 20 years. This dude will be forgotten in 5 years. Calling Drake a popstar, only know who this clown is because he's all over the pop station. Keep it real, Drake always has.","The commenter uses harsh criticism ('whack beats', 'whack lyrics') and predicts the artist's future failure, indicating a negative sentiment.",Negative
Neutral,"I know musis , lyrics was on point but the message was the end THE OWL","The comment expresses a mixed opinion, praising the lyrics while highlighting a dissatisfaction with the overall message, leaning towards neutral.",Neutral
Positive,Is Taylor your little sister gangbanger what’s the vibe I can’t keep up it’s getting too personal hahahaha someone of us LIVE IN THESE STATES fl and Georgia and Texas and Tennessee I love all colors ❤😅🖤,"The comment expresses enthusiastic enjoyment and affection for the music video and its themes, indicated by laughter and emojis.",Negative
Positive,"He dis'n more than drake .... Read the transcript, he talking about several. I didnt catch it until i saw lyrics, and he is pretty clever the way he weaves their names in the lyrics",The commenter expresses admiration for the artist's clever lyricism and understanding of the song's meaning.,Positive
Positive,Kendrick has the smoothest vibe game......i stg.....moves so perfect......f Drake all day.....XXX Tentacion 4 lyfe,The commenter expresses enthusiastic admiration for Kendrick Lamar's music and compares him favorably to Drake and XXXTentacion.,Positive
Negative,"Maybe it's just me, but this song isn't very good.  Pronouciation is horrible, timing and rhythm is bad and the rymes are like 3/10","The comment expresses clear dissatisfaction with the song's quality, citing poor pronunciation, timing, rhythm, and rhyme.",Negative
Negative,your over 50 your making fun of my voice your voice has deep voicecrack in it can make sissisisi,"The comment expresses direct criticism and insults regarding the singer's voice, indicating a negative sentiment.",Negative
Negative,"Bro drake is cooked, deep fried boiled, smoked, grilled, roasted, baked, sauted, steamed, broiled, seared, stir fried.",The extensive use of cooking terms to describe Drake implies a critical and unfavorable opinion.,Positive
Negative,"Bro drake music carrer is cooked, deep fried and burned","The comment uses strong negative language ('cooked,' 'deep fried,' 'burned') to express criticism of Drake's music career.",Positive
Negative,What is this shit ??? And voice is like beated by yr dad Drake 😂😂,The comment uses strong negative language ('shit') and expresses a critical opinion about the music video's quality and the singer's voice.,Negative
Negative,This is what passes as art these days? The lyrics sound like  a middle school mean girl diary entry run through a ghetto/poor grammar filter,"The comment expresses strong criticism and disdain for the music video and its content, using negative language like 'mean girl diary entry' and 'ghetto/poor grammar filter'.",Negative
Positive,Really cool lyrics❤,The use of a heart emoji and the word 'cool' clearly indicates a positive sentiment towards the music video.,Positive
Negative,His style of rap sucks really can’t stay with the beat at all,"The comment uses strong negative language ('sucks', 'can’t stay with the beat') expressing a clear dislike of the artist's style.",Negative
Negative,"Updated verse for 2025: We not like Trump, we not like Trump!",The repeated expression of dislike for Trump indicates a negative sentiment.,Negative
Negative,Bro I’m not gunna lie this might be the worst diss of all time… how do people like this?,"The commenter expresses strong disapproval and disbelief, indicating a negative sentiment towards the diss track.",Negative
Negative,0:20 if you knock at a mexicans door with that same rhythm it means go eff your mother lol i didnt realize that until I did it to my uncle 😂,The comment uses offensive language and expresses a disrespectful and aggressive sentiment regarding the music video's rhythm and implied message.,Negative
Negative,His voice is so annoying ngl,The use of 'annoying' expresses a clearly negative opinion about the singer's voice.,Negative
Positive,Can't beat Antonio Tate I see dead people,"The commenter expresses a positive opinion by stating they 'Can't beat' Antonio Tate, suggesting admiration and enjoyment.",Neutral
Positive,happy anniversery,"The comment expresses a joyful celebration, indicating a positive emotion.",Positive
Positive,Love the lyrics so real and genuine you are the goat ❤just had to give it to Kendrick ❤,"The commenter expresses strong positive feelings using phrases like 'Love the lyrics,' 'so real,' and 'you are the goat,' indicating enthusiastic appreciation.",Positive
Negative,"That verse ""with money coming out the anus"" starting to make scenes right about now playboi","The comment uses vulgar language and a potentially offensive metaphor, indicating a negative reaction to the music video.",Negative
Positive,"Some people be forgetting how deep this is “what is the owl, bird 🥷s and burnt bitches” real rap",The commenter expresses appreciation for the song's depth and acknowledges it as 'real rap' which indicates a positive sentiment.,Neutral
Negative,To be so deep into your feelings being hurt isn't a good look in hip hop smh that's probably what you missed,"The comment expresses criticism and judgment about the artist's portrayal of emotional vulnerability, indicating a negative sentiment.",Negative
Positive,What good music is very catchy,The comment expresses a positive opinion about the music being 'very catchy'.,Positive
Negative,1:17 Kendrick said Drake im going to beat you up like a little boy.,The comment contains aggressive and confrontational language suggesting a hostile sentiment towards Kendrick Lamar and Drake.,Neutral
Positive,GOOFY VIBE!,The exclamation point and enthusiastic description ('GOOFY VIBE!') clearly indicate positive sentiment.,Positive
Negative,Yo dis is da worst shit I've ever heard,The comment expresses strong disapproval and uses negative language (,Negative
Positive,Quem aqui procurou a música por muito tempo ?,"The comment expresses a shared experience of searching for the song, suggesting a positive connection to the search and the music itself.",Neutral
Positive,That drake verse was funny as hell,The use of 'funny as hell' indicates a highly positive reaction to Drake's verse.,Positive
Negative,This is soke of the worst hip hop I’ve ever heard,The comment uses strong negative language ('worst') expressing a clear dissatisfaction with the music video.,Negative
Negative,beat your a** and hide bible if god watching... tf.. 😂,"The comment uses vulgar language and expresses disbelief/disgust, indicating a negative sentiment.",Neutral
Neutral,"Can someone explain to me the chorus ""they not like us"" who is 'they'?","The comment expresses curiosity and a question about the lyrics, lacking explicit emotional expression.",Neutral
Positive,This beat is sick,The use of 'sick' indicates a strong positive opinion of the music track's rhythm and energy.,Positive
Positive,Dang nice beat and they not like us,The use of 'dang nice' and the generally complimentary tone indicates a positive sentiment towards the music video.,Positive
Positive,😂😂😂beating a yada,The excessive use of laughing emojis (😂😂😂) indicates amusement and a positive reaction to the video.,Neutral
Positive,"I first heard this song from the SuperBowl LIX, as he performed for the Half-time. Now I repeatedly hearing this beat on Sister Leveling (Solo Leveling Parody) 😭😭😭😭😭 Song-yi winning on Jail Route.","The user expresses joy and excitement regarding the song's popularity and success, indicated by repeated listening and positive reactions.",Neutral
Positive,Vibe only,The single word 'vibe' expresses a positive feeling about the music video's atmosphere.,Neutral
Positive,Nah I fuck with Drake but Kendrick absolutely shit on him.  Kendrick Lamar is the best rapper of era and of possibly all time. He won fair and square and beat Drake at his own game,"The comment expresses strong admiration for Kendrick Lamar and declares his victory over Drake, indicating a positive sentiment towards him.",Positive
Positive,"Pure nas, 90's beat, message heard and sent",The commenter expresses enthusiastic appreciation for the music's style and impact.,Positive
Neutral,Mustard on the beat ho,This comment consists of a nonsensical phrase and likely represents a user's reaction or expression without clear sentiment.,Neutral
Negative,"Dr6ke: if you can beat 'em, just copy 'em",The comment expresses a dismissive and critical attitude toward the music video's originality.,Neutral
Positive,0:40 the beat drops,The phrase 'the beat drops' indicates excitement and enjoyment of the music.,Positive
Negative,"This ""song"" has TWO notes ONLY  Although this song is in fact awful its banality does capture the time we are living in. They have dumbed us down to the point where we are bragging about not being pedofiles to a song that has 2 notes. Doo Doo Da Doo. 1 Doo 3 times with 1 Da in between.","The comment expresses criticism and disdain for the music's simplicity and perceived lack of intelligence, indicating a negative sentiment.",Negative
Negative,"I feel like Kendrick would not stand a chance if Eminem was on his beat, he would probably make that shit viral","The comment expresses a negative opinion about Kendrick Lamar's potential success compared to Eminem, using dismissive language like 'would not stand a chance' and 'make that shit viral'.",Negative
Negative,"Fast forward, and now this song could be about our elected officials- THEY NOT LIKE US, striking all them A-minor chords.","The comment expresses frustration and criticism with the phrase 'THEY NOT LIKE US,' indicating a negative sentiment towards the song's theme and potentially those depicted in it.",Negative
Negative,Do people really like this song? The beat is not good. The raps are okay. I don’t get it. I think people just wanted to side with Kendrick. And thought drake should take the L. But drake had better songs in this battle.,"The comment expresses disappointment with the song's beat and a critical opinion of the artist's performance, ultimately conveying a negative sentiment.",Negative
Neutral,"Dr6ke: ""if you can beat them, just copy them""",The comment expresses a playful observation rather than a direct positive or negative emotion about the music video.,Neutral
Negative,"It seems like im the only one who thinks song is whack as hell. Nothing like the Tupac, Nas, the lox, DMX,Jayz, Queens bridge, Rocafella, Eminem, D12, 50 cent , G-Unit diss tracks . It’s so confusing. Drake , lil Wayne era songs were so much better no ? I admit I may be missing something but why did this song get so much clout ? Seems like it was because a rapper went after another rapper and the generation never was alive to witness a rap beef. That was the regular back in the day and it ranks at the bottom as one of the worst diss tracks I ever heard in my life and I’ve heard them all. Real talk","The comment expresses strong dissatisfaction and criticism of the song, repeatedly labeling it as 'whack' and 'worst diss track'",Negative
Negative,This song blows dick. Seriously the worst rap i ever heard.,The comment uses highly offensive language and expresses a strong negative opinion about the song.,Negative
Negative,The sad thing is Kendrick Lamar doesn’t know that deep Down there’s a bunch of ten year olds of have a crush on him,"The comment expresses a critical observation about a perceived obsession, suggesting an uncomfortable and potentially negative reaction.",Negative
Positive,2:55 what if pac actually wrote this verse and gave it to him to rap... 🤔( yeah I wish he was alive),"The comment expresses a wistful admiration and hope for Pac's continued involvement, indicating a positive sentiment towards the music video and his legacy.",Neutral
Negative,Worst black music. Dj Mustard!🖕Why you give your gold to this boy?,"The comment uses harsh language ('Worst', 'this boy') and expresses disapproval of the artist and his music.",Negative
Negative,Sounds like a generic Suga free rapper on this song,"The comment expresses a critical opinion, describing the music as 'generic' and comparing it unfavourably to a specific artist, indicating a negative sentiment.",Negative
Positive,Bro . . . . The beat is mixed *SO* well.,The exclamation point and use of 'SO' indicate strong positive excitement about the music mix.,Positive
Positive,Very Vibeeeeeeeeeeeeeeeeeeee🤩,The use of 'Vibeeeeeeeeeeeeeeee' and the '🤩' emoji clearly expresses enthusiastic positivity.,Positive
Negative,Dis song îs like synthetic weed 1st You dont like after You cant stop,"The comment expresses a negative reaction, describing the song as unpleasant and addictive in a detrimental way.",Neutral
Positive,so gotta get dance lessions from DA MAN Misure Ken MAn -secy deep er da berry CoCO!!!,The enthusiastic exclamation points and reference to a dance lesson indicate a positive feeling towards the music video.,Negative
Positive,Lot gonna lie i get 3rd verse.yay.,The use of 'yay' indicates enthusiastic approval of the music video's third verse.,Positive
Positive,So good the music bruh i love this song i can't stop looking this bruh is so good and Drake is so fuck up bruh no one can beat Kendrick,"Despite the explicit language, the overall tone expresses strong positive feelings towards the song and artist, using enthusiastic and appreciative language.",Positive
Negative,"i cant believe this is hip hop and everybody is eating it up. so petty to “beef” with someone. thats not creative, its just talking bad about someone over a beat…stupid","The comment expresses frustration and criticism of the music's content and the 'beef' it promotes, indicating a negative sentiment.",Negative
