comment,user_name,date,likes,compound,sentiment,sentimento_manual
I absolutely love the style of the MV it’s so nostalgic,@Umamusume_ismylife,2024-12-23T00:16:06Z,5,0.6697,Positive,Positive
Thank goodness my homophobic countrys radios don't see the sapphic meaning so I can vibe,@oliwiacisowska4043,2024-12-23T15:28:26Z,5,0.6705,Positive,Positive
"As a gay man, I can relate to these lyrics so much.",@L1LP0E,2024-11-21T03:54:23Z,5,0.0,Neutral,Positive
"I will never tire of this song. Lyrics, production, song, singer….ten out of ten!",@stephensmith7786,2024-12-05T00:25:46Z,5,0.0,Neutral,Positive
"She’s got like 80s,90s,00s vibes all rolled into 1 somehow",@guanaco103,2025-05-27T22:31:41Z,4,0.3612,Positive,Positive
"the tone, the lyrics, the video gives me nostalgic vibes. it's like I've been returning to the past where the world still good, but I had to stop these feelings because I don't live in the past :(",@JefferKimBayot-f6j,2024-11-17T10:55:04Z,4,-0.6059,Negative,Positive
No Doubt vibes,@nicholasdruce5346,2025-02-26T22:07:17Z,4,0.2755,Positive,Positive
2:37 and 3:23 IS THE BEST PART OF THIS SONG. OMGGGG THE SONG IS GOOD ALREADY BUT THOSE TWO PARTS TOUCH ME EMOTIONALLY AND I GET CHILLS LOL.,@ItsurMusicboyJoe,2025-04-26T01:10:15Z,4,0.8774,Positive,Positive
"This woman has single handedly mastered 80's, 90's, and 00's vibes. How.",@The_Soupiest_Spoon_7543,2025-01-09T18:30:13Z,4,0.0,Neutral,Positive
She gives Marina Diamond vibes,@shonjahpollard6936,2025-02-23T15:31:40Z,4,0.34,Positive,Neutral
Gwen Stefani vibe ❤,@CarmenElena.14,2025-02-24T21:10:18Z,4,0.6369,Positive,Positive
I love the vintage youtube lyric video vibes it's so nostalgic,@MaxStar-ej5yw,2025-07-07T01:49:55Z,4,0.6369,Positive,Positive
"imagine just. releasing one of the most influential songs of a generation. because of how good and nice and fun and catchy your vocalizations and wordplay are. like, oops! i did poetry and music and self expression so good that this song will become a cultural touchstone!! that's what it means to be queer btw",@Eve.v,2025-02-17T04:52:47Z,4,0.9602,Positive,Positive
"""The energy, the melody, the vibe—everything is just chef’s kiss.""",@tunenest-504,2025-02-17T18:28:09Z,4,0.5994,Positive,Positive
It gives the old Microsoft computers vibe,@DDDDDDDDDDDDDDDDDD-w2f,2025-01-05T18:28:45Z,4,0.0,Neutral,Neutral
"As a man I always love a song that speaks unapologetically to the silent struggles of being a woman in society. The emotion in the vocals and simplicity of the hook said it all before I read the lyrics. Too many ladies that need love and respect. I had to choose one. Keep searching, don't settle for these braggadocious bozos, true empathy and kindness exists for you if seek it and forsake the nonsense.",@sleepingT1,2024-12-27T20:12:31Z,4,0.9201,Positive,Positive
HELPPP IM LITERALLY AROACE(?) AND DONT RELATE TO THE LYRICS AT ALL BUT IM STILL CRYING OVER THIS WTF ITS LIKE 2 PM ON A WEDNESDAY AND IM CRYING OVER A SONG WITH A POWERPOINT PRESENTATION VIDEO 😭,@theMyRadiowasTaken,2025-07-16T21:32:07Z,4,-0.9618,Negative,Neutral
Why this song feels like Nostalgic. 80's vibes,@Yin245,2025-03-09T04:58:25Z,3,0.3612,Positive,Positive
Why does the lyrics video feels like created on PowerPoint 😂😂,@Yin245,2025-03-09T04:59:56Z,3,0.8519,Positive,Negative
It was driving me crazy to figure out what this song reminded me of until I finally found it! The first notes are definitely very similar to french song J'en ai marre by Alizee,@SomeoneSomewhereAlive,2025-02-20T16:43:11Z,3,0.1511,Positive,Neutral
she is so amazing and love her vocals. I have just bought the album and would love to see her perform at victorious music festival Portsmouth UK,@NatalieJmedia,2025-07-19T18:08:28Z,3,0.9567,Positive,Positive
"How many of you just realized that the whole chorus gets slower each time, and not only in the last one?",@rociorodriguezalmaraz3233,2025-03-10T02:23:46Z,3,0.0,Neutral,Neutral
the lyrics in comic sans are getting me lol,@lunapovedabollo1734,2025-07-04T13:34:47Z,3,0.4215,Positive,Neutral
"As a heterosexual man, the passion and raw display of emotional love makes me wish I was gayer to experience such love.",@TheNerdMichael,2024-12-22T19:06:19Z,3,0.9403,Positive,Positive
Am aroace but relate sooo much to how she describes comphet 💔 I come back everytime I tell myself I need to love a man. These lyrics are so painful,@hopelesshaddy3332,2025-01-11T05:34:51Z,3,0.5168,Positive,Positive
"I'm only now realizing that this is the actual video, not just a temporary video until the official video is made",@stephenoneill2844,2025-05-01T02:46:35Z,3,0.0,Neutral,Neutral
This was a great vibe song this year and a great song to represent 2024.,@Sacr0w888,2025-01-25T14:44:33Z,3,0.8481,Positive,Positive
Oh I really love the lyrics man. Coming back here and thinking about story ideas,@ahagotcha,2025-01-25T16:13:40Z,3,0.6697,Positive,Positive
My wife use to say something a lot similar to these lyrics to me for such a long time. She always say she hope we die together so we're always together. Until she suddenly passed in '21 leaving me with our two boys. I feel forever heartbroken because she left alone but our kids need me. I miss her so fucking much. This is a great song if it could bring up so much deep emotions.,@farealtees7376,2025-01-18T14:42:16Z,3,0.2732,Positive,Negative
Very catchy song,@Jay7682,2025-06-14T20:46:20Z,3,0.0,Neutral,Positive
"It's amazing that she perfectly captured the vibe of a past relationship between a straight man and straight woman from the perspective of a straight man, as a straight woman. W for all the straight fellas out there like me ❤",@sergio_jose,2025-04-13T09:21:30Z,3,0.969,Positive,Positive
"It's a good song, but looking at the lyrics as a story, it's possible the lover really is a closeted lesbian. But it's more likely that, the character Chappell is portraying is lacking self-awareness. The _contempt_ with which she says 'nothing but a wife' shows how she doesn't respect heterosexual relationships and that they can be loving too. So I think she's using her own lack of understanding/empathy towards straight couples to turn this into an 'us vs them' thing. Maybe her ex left her simply because of Chappell's personality, and she doesn't want to face that. So she blames straightness instead. 'You didn't leave me because I'm shallow; it's because you're in denial.' Seems implausible.",@AlexReynard,2025-02-11T21:38:57Z,3,-0.1802,Negative,Positive
I love this song. She sings well. Yes! Thank you universe for bringing a great new pop artist that sings beautiful 😍,@stipetv1548,2024-12-26T01:10:27Z,3,0.9712,Positive,Positive
Nerissa Ravencroft introduced me to this song! Such an old school 80/90's vibe to it...,@kingofsapi,2024-12-28T16:43:03Z,3,0.0,Neutral,Positive
Its giving Kate Bush vibes a bit,@nata1547,2025-04-08T16:33:42Z,3,0.34,Positive,Positive
"The last thing anyone needs is two old, heterosexual men mansplaining the hidden meanings in the lyrics to this song. ... so hop aboard your pink pony (does that mean what I think?), slap on some drag, and click our profile to listen to the last thing that anyone needs 🍀💋 ... featuring a reading of the best comments from below this video, in case you don't want to scroll through all 22,548",@LyricsPodcast,2025-05-09T08:46:28Z,2,0.7818,Positive,Negative
this is so nostalgic.. kids of the 90s and teens of 00s represent 😂💖,@purplewinds,2025-05-29T04:59:55Z,2,0.8519,Positive,Positive
Loving the 80s vibes retro modern,@richardmcdonagh9773,2025-03-21T09:48:57Z,2,0.5994,Positive,Positive
"Lol I thought that the chorus was ""I could stop the world just to start the feeling"" and had no idea it was about lesbians until I read the lyrics 😂😂😂",@untouchable-yp1nr,2025-01-10T16:37:43Z,2,0.8225,Positive,Neutral
"I heard it for the first time on the radio at work, and I think that despite the weak lyrics and the tragic slowdown at the end - the performance is amazing-fantastic!!! That's why I'm shocked, I thought there would be half a billion view here, at least!!! I just hope she doesn't get discouraged and she will do her thing... I'll be waiting for more Kayleigh, you'll be grand❤❤❤",@michapawlowitzch8102,2024-12-21T09:30:22Z,2,0.964,Positive,Neutral
Rolling Stone called this the best song of the year. It's just okay. Nothing melodically or lyrically ground breaking. Music really isn't what it used to be.,@mdav30,2025-01-06T09:27:18Z,2,0.7269,Positive,Neutral
she said this song is difficult to sing. Its sad  because its a quite simple melody.,@rellenoz,2025-06-02T21:08:26Z,2,-0.6808,Negative,Negative
Super 2000 vibes,@charliepresley,2025-04-11T01:24:37Z,2,0.5994,Positive,Positive
"Chappell, I had a beautiful time with your song, 'good luck babe'. As I showered I though: how can anyone leave a woman with just that hit alone and that heartfelt melody of vocals. Than I saw you were gay and I cried with you. Feeling your pain. Although I can't relate to the gay part, it made me think how united we all are and can share your pain. With that song along you've touched so many people. I thank God for your disappointments in all your relationships. Because you've helped others through your experience. I want you to know that my vibes and blessings are being send your way. I send you love and appreciation and we are all one with God! May God bless your way ❤ you are not alone girl! Always put yourself first, no one else will: to find true love, you find yourself❤",@rosegaldamez1442,2025-02-25T03:58:08Z,2,0.9917,Positive,Positive
"0:33 Chappell's own lyric video gets the lyric wrong (although it's correct to the performance here). The 'official' lyrics are included in the video description and are different. She changed it to be a flip of the next pre-chorus, like she's saying ""You're breaking up with me? Oh yeah, well then I'm breaking up with you for the same reason!""",@LyricsPodcast,2025-04-22T06:09:44Z,2,0.4574,Positive,Neutral
I hear the chorus lyrics and it makes me think of all the masking I dun with substances >_< Chappell 2 gud. Truly would have to stop the world to escape them feels.,@CallSignTowelie,2024-12-03T16:00:00Z,2,0.34,Positive,Negative
1st anniversary vibes 🎉❤,@fouaddayoub2004,2025-04-05T14:11:00Z,2,0.7845,Positive,Positive
"I heard this song on tiktok and I thought it was a vintage song that suddenly became popular, and I'm surprised to know it's a recent song! She really made a good job on give this a vintage vibe!",@emmanuelortega9110,2025-02-07T03:10:50Z,2,0.815,Positive,Positive
2:16 as a teen girl living in a homophobic country and struggling with bisexuality this is literally my worst nightmare 😭😭,@adelinedelacroix6608,2025-04-24T06:36:20Z,2,-0.9201,Negative,Negative
"I finally heard the song on the radio that i recalled sounding similar but forgot the name, So Hot by Caroline Polachek. It was annoying me that I couldn't remember.",@Kh40n1c,2024-12-14T02:26:42Z,2,-0.5499,Negative,Positive
If someone beat me it wouldn't hurt this much.,@asresh115,2024-11-28T13:22:18Z,2,0.4168,Positive,Negative
Why did she steal the drum beat from last Christmas by Wham!? Can’t you do anything original? We’ve all seen drag queens beach blanket Babylon. We’ve heard all of your songs because you steal from others. do better.,@jojofour1614,2024-12-03T03:22:49Z,2,-0.5792,Negative,Negative
Really getting the pearlina vibes from this one,@Abbiegooberr,2024-12-17T19:30:37Z,2,0.0,Neutral,Neutral
"Sometimes I wonder if my favorite artists like each others art, like I was just listening to Kendrick Lamar before this & I wonder if he would vibe to this too…that’d be cool af ngl",@dangitbobby.3942,2025-03-23T15:23:25Z,2,0.8519,Positive,Neutral
The vibes of the retro powerpoint geocities gif images mixed with her Kate Bush & Cyndi Lauper vocals is *Chef's Kiss*,@cocowavs,2025-01-05T00:59:16Z,2,0.4215,Positive,Neutral
"Great lyrics, great music, great singer ... that's all we need to appreciate !",@Jammerpatrol,2024-12-26T10:59:12Z,2,0.9459,Positive,Positive
"sound awesome, lyrics suck",@interviewquestionsforitind2462,2024-12-27T18:02:04Z,2,0.296,Positive,Neutral
Marina and the Diamonds vibes reign here!,@co-jt6gd,2024-12-26T10:47:13Z,2,0.0,Neutral,Neutral
I like it with the acoustic guitar the way Kelly Clarkson and Miranda Lambert did it. This music steals too much from epic lyrics.,@mindy2273,2024-12-17T13:33:57Z,2,-0.2023,Negative,Neutral
I love playing this for my homophobic brother and watching him vibe to it ….,@Heypooks99,2025-02-12T14:04:00Z,2,0.7184,Positive,Positive
"Music nerd here: they actually slow down a little right after “stop the feeling” in the chorus, and then speed back up. It’s subtle but it’s there. Not talking about the end where it OBVIOUSLY slows.",@mattlawson714,2025-03-15T17:00:52Z,2,-0.1531,Negative,Positive
This lyrics video is kind of nostalgic like I'm in the 2010s......... 😅,@remrivera669,2025-03-28T15:19:47Z,2,0.6124,Positive,Neutral
"A friend of mine showed me this yesterday and what I love most about it,is the GeoCities vibe this video has.",@pedrorusso1906,2025-01-26T03:24:23Z,2,0.8126,Positive,Positive
"every single time i hear this song i think about the time She said ""shame you arent a boy, id marry you in a heartbeat""",@junoismad,2025-04-25T06:58:48Z,2,-0.4767,Negative,Neutral
"So love this song. No real agenda, some Kate Bush vibes maybe? Just a good song (that’s me as a 48yo Radiohead fan)",@paulholland6027,2024-12-24T14:29:48Z,2,0.8173,Positive,Positive
one of the best Singers we have in this beatiful World. What an banger Song 🥳🤯,@21Deadman21,2025-01-13T12:06:31Z,2,0.7783,Positive,Positive
lowkey why does this make me kinda emotional,@nezptune,2024-11-18T01:13:25Z,2,0.079,Positive,Positive
"Music is a vibe, and the video is a vibe.",@Makalo101,2025-02-14T06:06:32Z,1,0.0,Neutral,Positive
Does she have hiccups while recording the song? The most annoying song of 2024....maybe the most annoying song ever made,@savi_topgun,2024-12-12T20:03:13Z,1,-0.7172,Negative,Negative
gives me stardew valley vibes,@caffeinat3dd,2025-01-26T20:25:47Z,1,0.0,Neutral,Neutral
"If anyone needs a follow up song, Melt With You by modern English keeps the vibe for me 💋",@elizabethvivo4029,2025-03-21T19:12:48Z,1,0.4215,Positive,Neutral
The vibe is break up like frida affair is crazy,@michellemalijan6862,2025-05-07T09:30:58Z,1,0.0258,Neutral,Neutral
"as nana fan those lyrics just hit , its so semilaire to the story plot really.",@lolapaul7071,2025-01-01T03:01:02Z,1,0.3182,Positive,Positive
"The lyrics are simple yet complex, and sung in away a very unique way. Absolute banger, Fiona who?",@amj514,2025-05-14T15:42:46Z,1,0.0,Neutral,Positive
"i went to a bowling alley for my fathers birthday, and this very song played, i liked the beat, lyrics, and sound, i looked up the song when i got home, and i fell in love with chappell roan's music.",@onlywillowx,2025-02-21T03:07:40Z,1,0.8651,Positive,Positive
Kind of a mix of Cindy Lauper and Kate Pearson of the B52 vibe. So unique...not like other boring pop artists.,@GwenKnight-n4w,2024-12-21T03:52:18Z,1,0.1226,Positive,Positive
I really love the 90's-00's vibes in this video..,@user-rd5jx9el8r,2025-03-11T11:28:46Z,1,0.6697,Positive,Positive
I'm getting strong Kate Bush vibes from this song,@Shaixira,2025-02-03T22:10:02Z,1,0.5106,Positive,Positive
myringtonenow🙄,@eugene.YTChannel,2025-02-19T20:13:20Z,1,0.0,Neutral,Neutral
"it give a very old vibe, i hope the world are healing",@sanasuna5248,2024-12-22T19:14:19Z,1,0.4404,Positive,Neutral
I thought this lyrics video wasn't  the official video. 😂,@travel_with_aung_thethtwe,2025-02-09T11:26:13Z,1,0.4404,Positive,Neutral
Vibes 90’,@giovycangiano,2024-12-29T11:35:27Z,1,0.0,Neutral,Neutral
Sloppy melody from start to finish.,@joseph-martinsellers9054,2024-12-30T10:46:50Z,1,0.0,Neutral,Negative
Love the lyrics,@IvanSergio1984,2025-01-30T23:43:22Z,1,0.6369,Positive,Positive
I am literally listening to this song in the car 24/7 and i started singing it and my sister just looked at me like... ummmmm..... you are off beat  and i said... wow so nice.. and she just looked at me then my dad started to sing,@tammyposada4768,2024-12-29T07:01:26Z,1,0.8725,Positive,Positive
"her voice is so beautiful, the range, the tone, the everythingggg",@JasmineSarandon,2025-07-28T17:18:22Z,1,0.7177,Positive,Positive
I love this song! I heard it at work and I finally googled some lyrics and Wow. Chappelll  Roan  is awesome,@carriehall4747,2025-07-02T02:18:47Z,1,0.9245,Positive,Positive
This is some catchy as hell tune. And this comes from someone who you won't find to support LGBTQ or feminist causes anytime soon.,@kr79071,2025-03-26T00:07:52Z,1,-0.7819,Negative,Positive
"This gave me 80's vibes and not without good reason. 2:40 - Finally figured out what this part sounds like, a scene kept flashing in my head, and the image finally cleared up to reveal that female robot scene in Austin Powers with the song, ""I touch myself."" And at 0:12 - it reminds me of Pet Shop Boys, I'm with Stupid (the part where he sings, ""You grin...I pose. It's not about sincerity, everybody knows."" It spent over 30 minutes racking my brains why parts of this song sounded so familiar.",@FierceGinger,2025-01-25T02:34:56Z,1,0.1382,Positive,Neutral
i swear to god this could be a 90s song.  its new but it sounds nostalgic,@abcdefbcdefg8352,2025-07-14T03:54:13Z,1,0.1154,Positive,Positive
She's got a gorgeous voice. I like the chorus best . For her i could be a lesbian transgender woman with a masculine look.,@alexbrown2401,2024-12-01T18:08:32Z,1,0.8934,Positive,Positive
"She's great, i'm 37 and can't belive how much I like her work. I mean there's somenthing about her that makes me feel like she's a cool older genx cousin 😅, and she's so young, what is it about her that is so nostalgic?",@selenneIX,2024-12-11T13:57:48Z,1,0.9169,Positive,Positive
I felt an 80s vibe and i love it!,@sexymama1966,2024-12-02T13:16:53Z,1,0.6696,Positive,Positive
"As someone who dislikes the majority of modern music, this song is alright. When I first heard this on the radio, I was writing my own lyrics to what I thought I was hearing. It sounded like “whenever I look up I see a falling star”.",@gunstargizmo,2024-12-02T01:36:35Z,1,0.0516,Positive,Positive
Kate Bush vocal vibes ❤,@mmmuck,2024-12-11T09:58:46Z,1,0.6369,Positive,Positive
why are all the new artist all whispering degenerate garbage. can we have some class and vocal talent please.,@hovtrd9944,2024-11-26T07:27:04Z,1,0.6249,Positive,Negative
"Not sapphic but asexual, thinking might be in aromantic spectrum too. While I have never experienced the cishet romance neither queer romance. I am always gravitate to romantic songs and stories. Oh I actually feel sad for the girl in deep denial",@ahagotcha,2024-11-26T13:17:58Z,1,0.1063,Positive,Neutral
"Idk why this song gave me chills..... it made me feel things I haven't felt in over 16yrs. I love it & idk this song made me love my boyfriend more.... it stirred up emotions I haven't felt or thought I would ever feel again. This is a 🖕🖕🖕🖕 to all the homophobes, transphobes, & misogynist who attack us for simply existing.  YOU WILL HAVE TO STOP THE WORLD FROM TURNING TO STOP OUR FEELINGS.... THANK YOU TO THE ARTIST WHO MADE THIS SONG, IDK YOU BUT I LOVE YOU❤❤❤ I USED TO HATE MYSELF FOR BEING GAY, BUT NOW I LOVE MYSELF.",@OmetochtliQ,2024-12-04T14:50:30Z,1,0.984,Positive,Positive
Nothing beats me and my 13 year old jamming in the car or the kitchen jamming to shabozzy !,@ginagambardella6370,2024-11-26T04:46:45Z,1,0.0,Neutral,Neutral
I LOVE This song with its early 2000 and deep meaning but the ending with the sorta creepy revebers why is it like that??? ❤❤🤔,@Cookies-ll6ov,2024-11-23T19:41:27Z,1,0.9655,Positive,Positive
The emotion i cannot i cry too,@momitodev3527,2024-12-04T21:17:30Z,1,0.3724,Positive,Neutral
Kate bush vibes ❤,@mcfly0110,2025-03-16T00:26:23Z,1,0.6369,Positive,Positive
Gweni Stefani vibes,@michaelsville,2025-03-20T03:02:44Z,1,0.0,Neutral,Neutral
"Dope, listened to this multiple times and read the lyrics then finally got the full meaning since I'm just a dense straight dude, be who you are and be happy people. 😁👍",@dahuman,2025-01-28T08:50:21Z,1,0.8225,Positive,Positive
These lyrics are actually genius,@P4XEH,2024-12-01T12:32:07Z,1,0.0,Neutral,Positive
Worst Song ever created. I refuse to call it music. Its Torture.,@Ein.Freddy,2025-05-04T16:16:01Z,1,-0.8481,Negative,Negative
"Sounds like a Taylor Swift song,rythmn and beat are very familiar",@johnnaseccareccia4491,2025-02-05T20:06:00Z,1,0.5106,Positive,Neutral
~ Lyrics matter,@hardikahatnolkar,2025-05-16T08:39:35Z,1,0.0258,Neutral,Neutral
Truly an amazing song and also love the old nostalgic style!,@Trombone_Enthusiast1,2025-02-13T19:40:45Z,1,0.9041,Positive,Positive
Reminds me of Stand Back by Stevie Nicks. Cant be the only one getting that vibe,@itsthatshorty4031,2025-02-01T01:28:06Z,1,0.0,Neutral,Neutral
80’s vibes ❤️,@salvatoredebellis9299,2025-07-19T22:35:59Z,1,0.0,Neutral,Positive
She kinda gives me Gwen Stefani vibe so nostalgic,@AmosRZChen,2025-01-09T08:25:50Z,1,0.0,Neutral,Positive
"I like the melody but not the lyrics, that's why I'm only listening to this, i can't play this on public. 😢",@theblackbird5725,2025-01-21T15:04:17Z,1,-0.7144,Negative,Neutral
They play this joint non stop at my gym and now I can’t get the  chorus out my head. Hella annoying but so damn good lmao,@michaelmabry1958,2025-03-22T13:29:10Z,1,0.7292,Positive,Neutral
How did this become the No. 1 song of 2024 by Rolling Stones???? Can someone enlighten me.,@bisayastyle9324,2024-12-07T02:22:06Z,1,0.644,Positive,Neutral
As a 80 and 90s kid I dig this generic elevator '80s music at the beginning,@nowyouredoingthesponge4644,2025-04-01T11:03:04Z,1,0.0,Neutral,Neutral
Am I the only one who can never understand what people in songs are saying? Unless I see the lyrics at the same time.,@Spacemanct,2025-01-03T18:02:07Z,1,0.0,Neutral,Neutral
"Uuummm... am I the only one that just hears ""well gooohoohoo""? I cant find any lyrics that actually say what shes singing.",@daniellovesosrs,2025-06-27T22:45:33Z,1,0.2732,Positive,Neutral
"One of my fav videos, it's so simple yet so cool :-) love the nostalgic feeling",@miriamb.3078,2025-07-29T10:56:39Z,1,0.9265,Positive,Positive
Just heard it today in CEX shop and in an instant I knew it’s going to be a good vibe ❤❤❤,@johnwhite715,2025-01-30T20:43:54Z,1,0.9477,Positive,Positive
As a straight dude who just listened to this for the first time this week. I like the vibe and like the message. I see it and dig it. But I also see that it could be interpreted 2 ways. The way of a girl coming out as a lesbian. And the way of someone regardless of gender or orientation realizing that they love someone after so long and finally admitting it. Either way it’s a very good song.,@jacksonthomas1851,2025-03-02T04:27:02Z,1,0.933,Positive,Positive
"Awful song, so basic so common, nothing different. So blah. From the beginning is sucks. Bye can’t stand it anymore.",@MorletteAdame,2025-06-10T03:41:16Z,1,-0.7481,Negative,Negative
"im here cos I had else to do and tho I'm not gay or anything like that, I liked the song lyrics but disliked the video",@eduphoto6945,2025-03-10T17:23:12Z,1,-0.2263,Negative,Neutral
Be honest awful lyrics a bar song is a better song than this and it is a rap this song does not deserve a Brit but one day u might be able to make a song that has better meaning and win a deserved brit,@JaysonPascoe,2025-03-01T22:01:58Z,1,0.9032,Positive,Negative
"This might be the best music video i've ever seen, I love the 2000's vibe, it brings me chindhood MSN memories",@LineLi225,2025-06-21T02:05:49Z,1,0.8555,Positive,Positive
"This brilliantly catchy melody has been in my head every day for a year now & I don't know what to do about it...might have to write a pop song or 10 ;) THANK YOU CHAPPELL, YOU RULE!!!",@jasonmaks,2025-03-12T19:13:31Z,1,0.8753,Positive,Positive
"I put this alongside great songs like Dolly Parton's 'Jolene', Robyn's 'Dancing on my Own' and Kate Nash's 'Misery' that create a sense of intense emotional dread by having the beat go fast that the words go slow.",@pavarottiaardvark3431,2025-06-20T16:43:34Z,1,0.4404,Positive,Positive
Love the vibe of the video,@O777B,2025-04-12T17:56:58Z,1,0.6369,Positive,Positive
Manchild by Sabrina ripped this beat,@SZPV_YTchnnl,2025-06-23T11:41:49Z,1,0.0,Neutral,Neutral
"This song has 80's vibes written all over it, ❤",@LouisTorres-ut4ks,2025-01-27T10:54:18Z,1,0.6369,Positive,Positive
I’ve never properly listened to the lyrics till now and my heart just fucking broke 😭👏👏👏,@ThatGreyGentleman,2025-01-05T14:55:11Z,1,-0.3086,Negative,Positive
This song is such 👏 a 👏 fckin 👏 vibe 👏😝,@K-H_Edits,2025-01-11T16:31:40Z,1,0.0,Neutral,Positive
Man... it sounds upbeat but the meaning is so sad....,@porygon9001,2025-02-07T14:18:33Z,1,-0.757,Negative,Neutral
I had to see the video (thus read the lyrics) to get the meaning of the song. What an elevation of an already great song.,@Cooverdamn,2024-12-29T00:22:40Z,1,0.6249,Positive,Positive
I can confirm from the parallel universe of the straights where I’m at…this bop is repurposed as a dedication to an avoidant ex that got away when things got too serious 🔂💃🏻,@kingria255,2025-01-24T21:28:37Z,1,-0.0772,Negative,Neutral
I Love How This Is Song Is Similar to Last Christmas Because of The Vibes 🥹❤️‍🩹,@turneryoutubesystemthe2ndVA,2024-12-01T01:44:56Z,1,0.6369,Positive,Positive
I wonder how confident and sarcastic i have to be to sing this song 😢 Like I don't think I am better than (any of) her bf. Nah. I could relate to lyrics before actually understanding this.,@slugdolphin6377,2024-12-18T15:15:47Z,1,0.4767,Positive,Neutral
